Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element	Cost Centre / WBS Element Description	Merchant Type	Merchant Type Description	Purpose	
"PARKS, FORESTRY & RECREATION"	2374-72	02-12-2013	02-14-2013	THE HOME DEPOT #7134	15.39	CAD	15.39	CAD	2710	GENERAL HARDWARE	P00404	N-CENTRAL-TURF&HORT	5200	Home Supply Warehouse	SHORT HOOK	
					49.47	CAD	49.47	CAD								
"PARKS, FORESTRY & RECREATION"	2376-72	02-13-2013	02-15-2013	COMPRESSION TECHNOLOGY	366.49	CAD	366.49	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	P07684	DON MONTGOMERY-OPER	4225	"Public Warehousing - Farm Products, Refr"	SERVICE TO NATURAL GAS REFUELLING STATION	
					366.49	CAD	366.49	CAD								
EMERGENCY MEDICAL SERVICES	2358-130	02-01-2013	02-04-2013	IMPARK LOT 00090075	10.50	CAD	10.50	CAD	4770	PARKING EXPENSES (INTOWN)	B33100	COMM CTR OPERATIONS	7523	Automobile Parking Lots and Garages	PARKING - MOHLTC MEETING	
					10.50	CAD	10.50	CAD								
EMERGENCY MEDICAL SERVICES	2367-77	02-07-2013	02-08-2013	COMPUTER SOURCE (CANAD	787.61	CAD	787.61	CAD	2650	COMPUTER AND PRINTER SUPPLIES	B29100	COMMUNITY MEDICINE	5734	Computer Software Stores	CANNON BC-1350 PRINTHEAD	
EMERGENCY MEDICAL SERVICES	2369-75	02-07-2013	02-11-2013	"TPA/GREEN ""P""      QPL"	13.50	CAD	13.50	CAD	4770	PARKING EXPENSES (INTOWN)	B29100	COMMUNITY MEDICINE	7523	Automobile Parking Lots and Garages	PARKING FOR SENIORS STRATEGY MEETING	
EMERGENCY MEDICAL SERVICES	2378-118	02-15-2013	02-18-2013	COMPUTER SOURCE (CANAD	605.91	CAD	605.91	CAD	3410	COMPUTERS - HARDWARE	B29100	COMMUNITY MEDICINE	5734	Computer Software Stores	HARD DRIVE	
EMERGENCY MEDICAL SERVICES	2378-119	02-15-2013	02-18-2013	STANDARD PARKING - WOH	9.00	CAD	9.00	CAD	4770	PARKING EXPENSES (INTOWN)	B29100	COMMUNITY MEDICINE	7523	Automobile Parking Lots and Garages	PARKING - BRAMPTON CIVIC HOSPITAL MEETING	
EMERGENCY MEDICAL SERVICES	2390-88	02-26-2013	02-27-2013	LNR*LUNARPAGES WEBHOST	113.03	CAD	107.40	USD	4814	NETWORK SRV - ADSL	B22060	PROG MANAG & ADMIN	4816	Computer Network/Information Services	EMS ED ITLS WEBSITE MTCE FEE	
EMERGENCY MEDICAL SERVICES	2391-76	02-26-2013	02-28-2013	"TPA/GREEN ""P""      QPL"	13.50	CAD	13.50	CAD	4770	PARKING EXPENSES (INTOWN)	B29100	COMMUNITY MEDICINE	7523	Automobile Parking Lots and Garages	PARKING - CITY HALL FOR HOARDING MEETING	
					"1,542.55"	CAD	"1,429.52"	CAD								
							107.40	USD								
"PARKS, FORESTRY & RECREATION"	2358-131	02-03-2013	02-04-2013	THE SOURCE 5115	7.90	CAD	7.90	CAD	2575	ELECTRICAL SUPPLIES	P01199	WEST-YORK AIRS-OPS	5732	Electronic Sales	12 VOLT PLUG	
"PARKS, FORESTRY & RECREATION"	2362-66	02-01-2013	02-05-2013	CDN TIRE STORE #00654	81.53	CAD	81.53	CAD	*****	PLUMBING SUPPLIES	P01199	WEST-YORK AIRS-OPS	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	2362-67	02-03-2013	02-05-2013	CDN TIRE STORE #00182	31.61	CAD	31.61	CAD	*****	GENERAL HARDWARE	P01199	WEST-YORK AIRS-OPS	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	2365-112	02-05-2013	02-07-2013	CDN TIRE STORE #00654	-11.28	CAD	-11.28	CAD	2575	ELECTRICAL SUPPLIES	P01199	WEST-YORK AIRS-OPS	5200	Home Supply Warehouse	"RETURNED FUSEHOLDER,CLIPS"	
"PARKS, FORESTRY & RECREATION"	2378-120	02-14-2013	02-18-2013	CDN TIRE STORE #00182	7.90	CAD	7.90	CAD	2710	GENERAL HARDWARE	P01199	WEST-YORK AIRS-OPS	5200	Home Supply Warehouse	TIRE GAUGE	
"PARKS, FORESTRY & RECREATION"	2380-17	02-15-2013	02-19-2013	CDN TIRE STORE #00182	16.94	CAD	16.94	CAD	2710	GENERAL HARDWARE	P01199	WEST-YORK AIRS-OPS	5200	Home Supply Warehouse	TIRE GAUGE	
"PARKS, FORESTRY & RECREATION"	2380-18	02-15-2013	02-19-2013	CDN TIRE STORE #00182	-7.90	CAD	-7.90	CAD	2710	GENERAL HARDWARE	P01199	WEST-YORK AIRS-OPS	5200	Home Supply Warehouse	RETURNED TIRE GAUGE	
					126.70	CAD	126.70	CAD								
TORONTO WATER	2353-83	01-31-2013	02-01-2013	THE CANADIAN PRESS	68.57	CAD	68.57	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PW1008	RL CLARK ADMIN	5942	Book Stores	TRAINING TEXTBOOK	
TORONTO WATER	2370-55	02-11-2013	02-12-2013	KOTYCK BROS LIMITED	125.57	CAD	125.57	CAD	2120	PARTS - MACHINERY & EQUIPMENT	PW1009	RL CLARK WA1 PROCESS	1520	General Contractors - Residential and Co	TUBING	
					194.14	CAD	194.14	CAD								
"PARKS, FORESTRY & RECREATION"	2378-121	02-14-2013	02-18-2013	WAL-MART # 3031	24.74	CAD	24.74	CAD	2710	GENERAL HARDWARE	P07505	ALBION HLTH CLUB-FIT	5310	Discount Stores	FELT PADS	
					24.74	CAD	24.74	CAD								
"PARKS, FORESTRY & RECREATION"	2373-70	02-12-2013	02-13-2013	SHOWTECH POWER   LIGHT	167.24	CAD	167.24	CAD	2790	PRESENTATION/PROMOTIONAL ITEMS	P07646	DON VALLEY-OPERATION	7399	Business Services - Not Elsewhere Classi	ELECTRICTY FOR BOOTH	
"PARKS, FORESTRY & RECREATION"	2376-73	02-14-2013	02-15-2013	GES CANADA - MISSISSAU	600.04	CAD	600.04	CAD	2790	PRESENTATION/PROMOTIONAL ITEMS	P07646	DON VALLEY-OPERATION	7399	Business Services - Not Elsewhere Classi	"BOOTH RENTAL,STOOLS,CARPET"	
"PARKS, FORESTRY & RECREATION"	2378-122	02-15-2013	02-18-2013	PAYPAL *SPACING	19.90	CAD	19.90	CAD	2790	PRESENTATION/PROMOTIONAL ITEMS	P07646	DON VALLEY-OPERATION	8999	Professional Services - Not Elsewhere Cl	3 ROCKET WHEEL TTC TOKEN HOLDERS	
					787.18	CAD	787.18	CAD								
PUBLIC HEALTH	2365-113	02-06-2013	02-07-2013	BLACK'S #501	28.23	CAD	28.23	CAD	2080	PHOTOGRAPHIC AND VIDEO SUPPLIES	PH2081	COMMUNICATN&PUBLIC R	5946	Camera and Photographic Supply Stores	PHOTOGRAPHIC SUPPLIES	
PUBLIC HEALTH	2383-84	02-19-2013	02-21-2013	CANADIAN PUBLIC HEALTH	850.00	CAD	850.00	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	PH2081	COMMUNICATN&PUBLIC R	8398	"Organizations, Charitable and Social Ser"	CONFERENCES/SEMINARS - REGISTRATION	
					878.23	CAD	878.23	CAD								
"PARKS, FORESTRY & RECREATION"	2365-114	02-05-2013	02-07-2013	CDN TIRE STORE #00030	19.87	CAD	19.87	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13073	GENINT&CLB-TOPHAM PA	5200	Home Supply Warehouse	SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2365-115	02-05-2013	02-07-2013	CDN TIRE STORE #00030	136.58	CAD	136.58	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13073	GENINT&CLB-TOPHAM PA	5200	Home Supply Warehouse	SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2365-116	02-05-2013	02-07-2013	CDN TIRE STORE #00654	63.39	CAD	63.39	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13073	GENINT&CLB-TOPHAM PA	5200	Home Supply Warehouse	SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2365-117	02-05-2013	02-07-2013	CDN TIRE STORE #00030	-67.79	CAD	-67.79	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13073	GENINT&CLB-TOPHAM PA	5200	Home Supply Warehouse	SUPPLIES RETURNED	
"PARKS, FORESTRY & RECREATION"	2367-78	02-06-2013	02-08-2013	THE HOME DEPOT #7012	5.63	CAD	5.63	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13073	GENINT&CLB-TOPHAM PA	5200	Home Supply Warehouse	SCREWS	
"PARKS, FORESTRY & RECREATION"	2374-73	02-12-2013	02-14-2013	CDN TIRE STORE #00030	57.35	CAD	57.35	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13073	GENINT&CLB-TOPHAM PA	5200	Home Supply Warehouse	SUPPLIES	
					215.03	CAD	215.03	CAD								
"PARKS, FORESTRY & RECREATION"	2362-68	02-01-2013	02-05-2013	METRO #493	15.91	CAD	15.91	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11394	ANCASTER-SOC PGM	5411	"Grocery Stores, Supermarkets"	"MILK, OATMEAL, COCOA"	
"PARKS, FORESTRY & RECREATION"	2362-69	02-04-2013	02-05-2013	ARDENE #400	197.75	CAD	197.75	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08564	ANCASTER-SPEC EVNTS	5631	Women's Accessory and Specialty Stores	HIP HOP RECITAL COSTUMES	
"PARKS, FORESTRY & RECREATION"	2362-70	02-04-2013	02-05-2013	ARDEN	146.90	CAD	146.90	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08564	ANCASTER-SPEC EVNTS	5631	Women's Accessory and Specialty Stores	HIP HOP RECITAL COSTUMES	
"PARKS, FORESTRY & RECREATION"	2362-71	02-04-2013	02-05-2013	AUTHENTIC CLASSIC CANA	319.53	CAD	319.53	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08564	ANCASTER-SPEC EVNTS	5691	Men's and Women's Clothing Stores	HIP HOP RECITAL COSTUMES	
"PARKS, FORESTRY & RECREATION"	2365-118	02-05-2013	02-07-2013	WAL-MART #3001	21.40	CAD	21.40	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11394	ANCASTER-SOC PGM	5411	"Grocery Stores, Supermarkets"	PLAYDOH	
"PARKS, FORESTRY & RECREATION"	2369-76	02-07-2013	02-11-2013	METRO #493	66.95	CAD	66.95	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11394	ANCASTER-SOC PGM	5411	"Grocery Stores, Supermarkets"	"CELERY,GREEN PEPPERS,ZUCCHINI,MUSHROOM,CHEESE"	
"PARKS, FORESTRY & RECREATION"	2369-77	02-08-2013	02-11-2013	OLD NAVY CANADA 3310AJ	31.57	CAD	31.57	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08564	ANCASTER-SPEC EVNTS	5651	Family Clothing Stores	SHIRTS FOR HIP HOP COSTUME	
"PARKS, FORESTRY & RECREATION"	2370-56	02-11-2013	02-12-2013	SIBLINGS #1182	318.94	CAD	318.94	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08564	ANCASTER-SPEC EVNTS	5691	Men's and Women's Clothing Stores	HIP HOP COSTUME	
"PARKS, FORESTRY & RECREATION"	2374-74	02-12-2013	02-14-2013	METRO #493	29.54	CAD	29.54	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11394	ANCASTER-SOC PGM	5411	"Grocery Stores, Supermarkets"	"OLIVE, TOMATOES, SOUR CREME, GROUND BEEF"	
"PARKS, FORESTRY & RECREATION"	2376-74	02-14-2013	02-15-2013	BOSS STEEL	240.69	CAD	240.69	CAD	3040	M & E - RECREATIONAL & EDUCATIONAL	P08564	ANCASTER-SPEC EVNTS	5039	Construction Materials Not Elsewhere Cla	BALLET BAR	
"PARKS, FORESTRY & RECREATION"	2378-123	02-15-2013	02-18-2013	NOFRILLS PATS 1330	24.05	CAD	24.05	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P09680	ANCASTER-INSTRL	5411	"Grocery Stores, Supermarkets"	"BUTTERMILK, FROSTING, CANDIES, MILK, SUGAR"	
"PARKS, FORESTRY & RECREATION"	2384-77	02-21-2013	02-22-2013	ARDENE #400	19.78	CAD	19.78	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08564	ANCASTER-SPEC EVNTS	5631	Women's Accessory and Specialty Stores	HIP HOP RECITAL COSTUMES	
"PARKS, FORESTRY & RECREATION"	2384-78	02-21-2013	02-22-2013	SIBLINGS #1182	42.53	CAD	42.53	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08564	ANCASTER-SPEC EVNTS	5691	Men's and Women's Clothing Stores	HIP HOP RECITAL COSTUMES	
"PARKS, FORESTRY & RECREATION"	2384-79	02-21-2013	02-22-2013	SIRENS #1669	22.60	CAD	22.60	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08564	ANCASTER-SPEC EVNTS	5691	Men's and Women's Clothing Stores	HIP HOP RECITAL COSTUMES	
"PARKS, FORESTRY & RECREATION"	2386-124	02-22-2013	02-25-2013	SOBEYS #858        QPS	62.93	CAD	62.93	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11394	ANCASTER-SOC PGM	5411	"Grocery Stores, Supermarkets"	"TOMATOES, CAKE MIX, SOUR CREME, EGGS, BUTTER"	
					"1,561.07"	CAD	"1,561.07"	CAD								
TORONTO WATER	2374-75	02-12-2013	02-14-2013	THE HOME DEPOT #7078	280.62	CAD	280.62	CAD	2710	GENERAL HARDWARE	PW4705	WATER METER PROGRAM	5200	Home Supply Warehouse	*****	
					280.62	CAD	280.62	CAD								
LEGAL SERVICES	2353-84	01-31-2013	02-01-2013	TERANET EXPRESS	25.00	CAD	25.00	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2353-85	01-31-2013	02-01-2013	TERANET EXPRESS	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL5304	PARKS AND RECREATION	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2358-132	02-01-2013	02-04-2013	TERANET EXPRESS	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL5304	PARKS AND RECREATION	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2358-133	02-01-2013	02-04-2013	TERANET EXPRESS	9.50	CAD	9.50	CAD	4827	ONLINE SERVICES FEES	LL5507	TORONTO WATER	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2358-134	02-01-2013	02-04-2013	TERANET EXPRESS	19.00	CAD	19.00	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2358-135	02-01-2013	02-04-2013	TERANET EXPRESS	2.00	CAD	2.00	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2362-72	02-04-2013	02-05-2013	TERANET EXPRESS	9.50	CAD	9.50	CAD	4827	ONLINE SERVICES FEES	LL5502	FIRE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2362-73	02-04-2013	02-05-2013	TERANET EXPRESS	9.50	CAD	9.50	CAD	4827	ONLINE SERVICES FEES	LL5502	FIRE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2362-74	02-04-2013	02-05-2013	TERANET EXPRESS	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL5502	FIRE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2363-81	02-05-2013	02-06-2013	TERANET EXPRESS	20.00	CAD	20.00	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2363-82	02-05-2013	02-06-2013	TERANET EXPRESS	1.00	CAD	1.00	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2363-83	02-05-2013	02-06-2013	TERANET EXPRESS	11.00	CAD	11.00	CAD	4827	ONLINE SERVICES FEES	LL5502	FIRE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2363-84	02-05-2013	02-06-2013	TERANET EXPRESS	4.00	CAD	4.00	CAD	4827	ONLINE SERVICES FEES	LL5502	FIRE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2363-85	02-05-2013	02-06-2013	TERANET EXPRESS	11.00	CAD	11.00	CAD	4827	ONLINE SERVICES FEES	LL5403	MUNICIPAL LICENSING	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2365-119	02-06-2013	02-07-2013	TERANET EXPRESS	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL5401	BUILDING	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2365-120	02-06-2013	02-07-2013	TERANET EXPRESS	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL5606	FAC & REAL ESTATE	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2365-121	02-06-2013	02-07-2013	TERANET EXPRESS	1.00	CAD	1.00	CAD	4827	ONLINE SERVICES FEES	LL5606	FAC & REAL ESTATE	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2365-122	02-06-2013	02-07-2013	TERANET EXPRESS	1.00	CAD	1.00	CAD	4827	ONLINE SERVICES FEES	LL5606	FAC & REAL ESTATE	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2367-79	02-07-2013	02-08-2013	TERANET EXPRESS	9.50	CAD	9.50	CAD	4827	ONLINE SERVICES FEES	LL5401	BUILDING	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2367-80	02-07-2013	02-08-2013	TERANET EXPRESS	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL5502	FIRE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2367-81	02-07-2013	02-08-2013	TERANET EXPRESS	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL5403	MUNICIPAL LICENSING	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2367-82	02-07-2013	02-08-2013	TERANET EXPRESS	1.50	CAD	1.50	CAD	4827	ONLINE SERVICES FEES	LL5403	MUNICIPAL LICENSING	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2367-83	02-07-2013	02-08-2013	TERANET EXPRESS	24.00	CAD	24.00	CAD	4827	ONLINE SERVICES FEES	LL5606	FAC & REAL ESTATE	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2367-84	02-07-2013	02-08-2013	TERANET EXPRESS	2.00	CAD	2.00	CAD	4827	ONLINE SERVICES FEES	LL5606	FAC & REAL ESTATE	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2367-85	02-07-2013	02-08-2013	TERANET EXPRESS	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL5401	BUILDING	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2367-86	02-07-2013	02-08-2013	TERANET EXPRESS	1.50	CAD	1.50	CAD	4827	ONLINE SERVICES FEES	LL5401	BUILDING	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2367-87	02-07-2013	02-08-2013	TERANET EXPRESS	1.00	CAD	1.00	CAD	4827	ONLINE SERVICES FEES	LL5401	BUILDING	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2367-88	02-07-2013	02-08-2013	TERANET EXPRESS	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL5401	BUILDING	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2367-89	02-07-2013	02-08-2013	TERANET EXPRESS	1.50	CAD	1.50	CAD	4827	ONLINE SERVICES FEES	LL5401	BUILDING	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2370-57	02-11-2013	02-12-2013	TERANET EXPRESS	10.00	CAD	10.00	CAD	4827	ONLINE SERVICES FEES	LL5401	BUILDING	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2373-71	02-12-2013	02-13-2013	TERANET EXPRESS	17.00	CAD	17.00	CAD	4827	ONLINE SERVICES FEES	LL5401	BUILDING	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2373-72	02-12-2013	02-13-2013	TERANET EXPRESS	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL5606	FAC & REAL ESTATE	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2373-73	02-12-2013	02-13-2013	TERANET EXPRESS	1.50	CAD	1.50	CAD	4827	ONLINE SERVICES FEES	LL5606	FAC & REAL ESTATE	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2373-74	02-12-2013	02-13-2013	TERANET EXPRESS	16.00	CAD	16.00	CAD	4827	ONLINE SERVICES FEES	LL5606	FAC & REAL ESTATE	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2373-75	02-12-2013	02-13-2013	TERANET EXPRESS	2.50	CAD	2.50	CAD	4827	ONLINE SERVICES FEES	LL5606	FAC & REAL ESTATE	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2376-75	02-14-2013	02-15-2013	TERANET EXPRESS	47.00	CAD	47.00	CAD	4827	ONLINE SERVICES FEES	LL5606	FAC & REAL ESTATE	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2383-85	02-20-2013	02-21-2013	TERANET EXPRESS	34.00	CAD	34.00	CAD	4827	ONLINE SERVICES FEES	LL5807	PARKING AUTHORITY	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2383-86	02-20-2013	02-21-2013	TERANET EXPRESS	20.00	CAD	20.00	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2383-87	02-20-2013	02-21-2013	TERANET EXPRESS	12.00	CAD	12.00	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2383-88	02-20-2013	02-21-2013	TERANET EXPRESS	31.00	CAD	31.00	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2384-80	02-21-2013	02-22-2013	TERANET EXPRESS	2.00	CAD	2.00	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2384-81	02-21-2013	02-22-2013	TERANET EXPRESS	3.50	CAD	3.50	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2384-82	02-21-2013	02-22-2013	TERANET EXPRESS	10.00	CAD	10.00	CAD	4827	ONLINE SERVICES FEES	LL5203	SHELTER HOUSING&SUP	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2387-58	02-25-2013	02-26-2013	TERANET EXPRESS	14.50	CAD	14.50	CAD	4827	ONLINE SERVICES FEES	LL5203	SHELTER HOUSING&SUP	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2387-59	02-25-2013	02-26-2013	TERANET EXPRESS	10.00	CAD	10.00	CAD	4827	ONLINE SERVICES FEES	LL0004	PLNG&DEV-METRO HALL	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2387-60	02-25-2013	02-26-2013	TERANET EXPRESS	3.00	CAD	3.00	CAD	4827	ONLINE SERVICES FEES	LL0004	PLNG&DEV-METRO HALL	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2387-61	02-25-2013	02-26-2013	TERANET EXPRESS	13.00	CAD	13.00	CAD	4827	ONLINE SERVICES FEES	LL5203	SHELTER HOUSING&SUP	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2387-62	02-25-2013	02-26-2013	TERANET EXPRESS	1.50	CAD	1.50	CAD	4827	ONLINE SERVICES FEES	LL5203	SHELTER HOUSING&SUP	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2390-89	02-26-2013	02-27-2013	TERANET EXPRESS	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL5203	SHELTER HOUSING&SUP	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2390-90	02-26-2013	02-27-2013	TERANET EXPRESS	1.00	CAD	1.00	CAD	4827	ONLINE SERVICES FEES	LL5203	SHELTER HOUSING&SUP	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2390-91	02-26-2013	02-27-2013	TERANET EXPRESS	18.00	CAD	18.00	CAD	4827	ONLINE SERVICES FEES	LL5203	SHELTER HOUSING&SUP	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2390-92	02-26-2013	02-27-2013	TERANET EXPRESS	5.50	CAD	5.50	CAD	4827	ONLINE SERVICES FEES	LL5203	SHELTER HOUSING&SUP	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2390-93	02-26-2013	02-27-2013	TERANET EXPRESS	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL5203	SHELTER HOUSING&SUP	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2390-94	02-26-2013	02-27-2013	TERANET EXPRESS	1.00	CAD	1.00	CAD	4827	ONLINE SERVICES FEES	LL5203	SHELTER HOUSING&SUP	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2391-77	02-27-2013	02-28-2013	TERANET EXPRESS	12.00	CAD	12.00	CAD	4827	ONLINE SERVICES FEES	LL5203	SHELTER HOUSING&SUP	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2391-78	02-27-2013	02-28-2013	TERANET EXPRESS	19.50	CAD	19.50	CAD	4827	ONLINE SERVICES FEES	LL5203	SHELTER HOUSING&SUP	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2391-79	02-27-2013	02-28-2013	TERANET EXPRESS	107.00	CAD	107.00	CAD	4827	ONLINE SERVICES FEES	LL5203	SHELTER HOUSING&SUP	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2391-80	02-27-2013	02-28-2013	TERANET EXPRESS	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL5801	LIBRARY	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2391-81	02-27-2013	02-28-2013	TERANET EXPRESS	27.00	CAD	27.00	CAD	4827	ONLINE SERVICES FEES	LL5801	LIBRARY	9222	Fines	TITLE SEARCHES	
					714.00	CAD	714.00	CAD								
"PARKS, FORESTRY & RECREATION"	2374-76	02-13-2013	02-14-2013	DOLLAR TREE CANADA STO	4.24	CAD	4.24	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P02926	ELMS POOL-PGM SUPP	5331	Variety Stores	COIN ROLLERS	
"PARKS, FORESTRY & RECREATION"	2387-63	02-25-2013	02-26-2013	STAPLES STORE #228	9.03	CAD	9.03	CAD	2013	PRINTED MATERIAL	P02926	ELMS POOL-PGM SUPP	5943	"Office, School Supply, and Stationery St"	BINDING OF LOG BOOK	
					13.27	CAD	13.27	CAD								
"PARKS, FORESTRY & RECREATION"	2362-75	02-01-2013	02-05-2013	CDN TIRE STORE #00070	351.03	CAD	351.03	CAD	2710	GENERAL HARDWARE	P12783	KIPLING YD-N-FAC&MEC	5200	Home Supply Warehouse	"MC100 PC AIR TOOL, BATTERY PACK, LEVELS"	
