Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre /  WBS Element / Order No.	Cost Centre /  WBS Element / Order No. Decription	Merchant Type	Merchant Type Description	Purpose	
"PARKS, FORESTRY & RECREATION"	3631-178	2015-08-13	2015-08-17	WONDERLAND FOOD   EQUI	134.17	CAD	134.17	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05104	JOHN ENGLISH CS-SUMMER CAMPS	5046	Commercial Equipment Not Elsewhere Class	SUPPLIES FOR AREA CARNIVAL	
"PARKS, FORESTRY & RECREATION"	3631-179	2015-08-14	2015-08-17	MEDIEVAL TIMES DINNER	"1,421.20"	CAD	"1,421.20"	CAD	4118	TICKETS AND ADMISSION FEES	P05104	JOHN ENGLISH CS-SUMMER CAMPS	7832	Motion Picture Theaters	ADMISSION - CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	3634-150	2015-08-17	2015-08-19	WAL-MART # 3031	57.53	CAD	57.53	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05104	JOHN ENGLISH CS-SUMMER CAMPS	5310	Discount Stores	SUPPLIES FOR SUMMER CAMP	
					"3,000.07"	CAD	"3,000.07"	CAD								
"PARKS, FORESTRY & RECREATION"	3611-166	2015-07-31	2015-08-03	PLAYDIUM MISSISSAUGA	"1,080.26"	CAD	"1,080.26"	CAD	4118	TICKETS AND ADMISSION FEES	P05105	JS BELL CS-SUMMER CAMPS	7994	Video Game Arcades/Establishments	SUMMER CAMP TRIP TO PLAYDIUM	
"PARKS, FORESTRY & RECREATION"	3616-84	2015-08-04	2015-08-05	NO FRILL'S #1306	182.78	CAD	182.78	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05105	JS BELL CS-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	FOOD FOR SUMMER COOKING PRGM	
"PARKS, FORESTRY & RECREATION"	3618-128	2015-08-05	2015-08-06	MINI CIRCUIT	339.00	CAD	339.00	CAD	4118	TICKETS AND ADMISSION FEES	P05105	JS BELL CS-SUMMER CAMPS	5940	Bicycle Shops - Sales and Service	SUMEMR CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	3624-178	2015-08-07	2015-08-10	LASER QUEST MISSISSAUG	675.74	CAD	675.74	CAD	4118	TICKETS AND ADMISSION FEES	P05105	JS BELL CS-SUMMER CAMPS	7929	"Bands, Orchestras, and Miscellaneous Ent"	ADMISSION TO CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	3624-179	2015-08-07	2015-08-10	BEECH BROS LIMITED	982.88	CAD	982.88	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05105	JS BELL CS-SUMMER CAMPS	5441	"Candy, Nut, Confectionery Stores"	FOOD SUPPLIES FOR SUMMER CARNIVAL	
"PARKS, FORESTRY & RECREATION"	3626-82	2015-08-10	2015-08-11	NO FRILL'S #1306	213.90	CAD	213.90	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05105	JS BELL CS-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	FOOD FOR SUMMER COOKING PRGM	
"PARKS, FORESTRY & RECREATION"	3627-139	2015-08-11	2015-08-12	850 DEGREES	101.70	CAD	101.70	CAD	4118	TICKETS AND ADMISSION FEES	P05105	JS BELL CS-SUMMER CAMPS	5812	"Eating Places, Restaurants"	ADMISSION TO CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	3628-130	2015-08-12	2015-08-13	PLUS DOLLARWAY PLUS	60.67	CAD	60.67	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05105	JS BELL CS-SUMMER CAMPS	5310	Discount Stores	SUPPLIES FOR SUMMER CAMP PRGM	
"PARKS, FORESTRY & RECREATION"	3629-151	2015-08-13	2015-08-14	NO FRILL'S #1306	84.66	CAD	84.66	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05105	JS BELL CS-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	FOOD FOR SUMMER COOKING PRGM	
"PARKS, FORESTRY & RECREATION"	3632-90	2015-08-17	2015-08-18	NO FRILL'S #1306	84.08	CAD	84.08	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05105	JS BELL CS-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	FOOD FOR SUMMER COOKING PRGM	
"PARKS, FORESTRY & RECREATION"	3634-151	2015-08-18	2015-08-19	PLUS DOLLARWAY PLUS	52.78	CAD	52.78	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05105	JS BELL CS-SUMMER CAMPS	5310	Discount Stores	SUPPLIES FOR SUMMER CAMP PRGM	
"PARKS, FORESTRY & RECREATION"	3634-152	2015-08-18	2015-08-19	850 DEGREES	94.90	CAD	94.90	CAD	4118	TICKETS AND ADMISSION FEES	P05105	JS BELL CS-SUMMER CAMPS	5812	"Eating Places, Restaurants"	ADMISSION TO CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	3635-127	2015-08-19	2015-08-20	NO FRILL'S #1306	32.93	CAD	32.93	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05105	JS BELL CS-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	FOOD FOR SUMMER COOKING PRGM	
"PARKS, FORESTRY & RECREATION"	3639-145	2015-08-21	2015-08-24	SQ *CREATURE QUEST INC	282.50	CAD	282.50	CAD	4118	TICKETS AND ADMISSION FEES	P05105	JS BELL CS-SUMMER CAMPS	8299	Educational Services	ADMISSION TO CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	3639-146	2015-08-21	2015-08-24	HCA-WWW-WESTFIELD	629.47	CAD	629.47	CAD	4118	TICKETS AND ADMISSION FEES	P05105	JS BELL CS-SUMMER CAMPS	7033	Campgrounds and Trailer Parks	ADMISSION TO CAMP TRIP	
					"4,898.25"	CAD	"4,898.25"	CAD								
"PARKS, FORESTRY & RECREATION"	3641-82	2015-08-22	2015-08-25	CDN TIRE STORE #00122	112.98	CAD	112.98	CAD	3050	M & E - KITCHEN	P02062	AFTERSCHOOL REC CARE - ADMINISTRATION	5200	Home Supply Warehouse	LARGE COFFEE URNS	
"PARKS, FORESTRY & RECREATION"	3648-139	2015-08-27	2015-08-31	WWW.CANADIANTIRE.CA	90.31	CAD	90.31	CAD	2730	LOCKS	P02062	AFTERSCHOOL REC CARE - ADMINISTRATION	5200	Home Supply Warehouse	LOCKS FOR FRIDGES AND BINS	
					203.29	CAD	203.29	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3613-15	2015-08-01	2015-08-04	AIR CAN  0142151355037	"1,980.09"	CAD	"1,980.09"	CAD	4995	OTHER EXPENSES	SE0019	NUIT BLANCHE	3009	Air Canada	AIRFARE - ARTIST - NUIT BLANCHE	
ECONOMIC DEVELOPMENT & CULTURE	3613-16	2015-08-02	2015-08-04	LA LINK TRANSPORTATION	112.52	CAD	84.00	USD	4995	OTHER EXPENSES	SE0019	NUIT BLANCHE	4121	Limousines and Taxicabs	TRAVEL TO AIRPORT	
ECONOMIC DEVELOPMENT & CULTURE	3616-85	2015-08-04	2015-08-05	CAFE ON THE SQUARE	17.77	CAD	17.77	CAD	4823	MEALS-OUTSIDE LOC'S	SE0019	NUIT BLANCHE	5812	"Eating Places, Restaurants"	BUSINESS MEETING WITH EXTERNAL CLIENTS	
ECONOMIC DEVELOPMENT & CULTURE	3618-129	2015-08-04	2015-08-06	DRAKE ONE FIFTY	158.54	CAD	158.54	CAD	4823	MEALS-OUTSIDE LOC'S	SE0019	NUIT BLANCHE	5812	"Eating Places, Restaurants"	BUSINESS MEETING WITH EXTERNAL CLIENTS	
ECONOMIC DEVELOPMENT & CULTURE	3618-130	2015-08-04	2015-08-06	THE DRAKE HOTEL	312.83	CAD	312.83	CAD	4823	MEALS-OUTSIDE LOC'S	SE0019	NUIT BLANCHE	5812	"Eating Places, Restaurants"	BUSINESS MEETING WITH EXTERNAL CLIENTS	
ECONOMIC DEVELOPMENT & CULTURE	3624-180	2015-08-05	2015-08-10	THE DRAKE HOTEL	536.42	CAD	536.42	CAD	4233	PCARD RECOVERIES	SE0019	NUIT BLANCHE	7011	"Lodging - Hotels, Motels, Resorts - Not"	DISPUTED	
ECONOMIC DEVELOPMENT & CULTURE	3628-131	2015-08-12	2015-08-13	ROSEDALE LIVERY LIMITE	100.08	CAD	100.08	CAD	4995	OTHER EXPENSES	SE0019	NUIT BLANCHE	4121	Limousines and Taxicabs	ARTIST TRAVEL TO AIRPORT	
ECONOMIC DEVELOPMENT & CULTURE	3629-152	2015-08-13	2015-08-14	AIR CAN  0142151779125	611.02	CAD	466.84	USD	4995	OTHER EXPENSES	SE0019	NUIT BLANCHE	3009	Air Canada	ARTIST PLANE FARE	
ECONOMIC DEVELOPMENT & CULTURE	3631-180	2015-08-13	2015-08-17	PORTER AI	529.92	CAD	529.92	CAD	4995	OTHER EXPENSES	SE0019	NUIT BLANCHE	4511	"Air Carriers, Airlines - Not Elsewhere C"	AIRFARE - ARTIST - NUIT BLANCHE	
ECONOMIC DEVELOPMENT & CULTURE	3631-181	2015-08-15	2015-08-17	THE DRAKE HOTEL	158.54	CAD	158.54	CAD	4823	MEALS-OUTSIDE LOC'S	SE0019	NUIT BLANCHE	5812	"Eating Places, Restaurants"	BUSINESS MEETING WITH EXTERNAL CLIENTS	
ECONOMIC DEVELOPMENT & CULTURE	3634-153	2015-08-18	2015-08-19	WOODLOT RESTAURANT	88.11	CAD	88.11	CAD	4823	MEALS-OUTSIDE LOC'S	SE0019	NUIT BLANCHE	5812	"Eating Places, Restaurants"	BUSINESS MEETING WITH EXTERNAL CLIENTS	
ECONOMIC DEVELOPMENT & CULTURE	3635-128	2015-08-19	2015-08-20	BANU	240.06	CAD	240.06	CAD	4823	MEALS-OUTSIDE LOC'S	SE0019	NUIT BLANCHE	5814	Quick Payment Service - Fast-Food Restau	BUSINESS MEETING WITH EXTERNAL CLIENTS	
ECONOMIC DEVELOPMENT & CULTURE	3637-166	2015-08-20	2015-08-21	THE GABARDINE	67.57	CAD	67.57	CAD	4823	MEALS-OUTSIDE LOC'S	SE0019	NUIT BLANCHE	5812	"Eating Places, Restaurants"	BUSINESS MEETING WITH EXTERNAL CLIENTS	
					"4,913.47"	CAD	"4,189.93"	CAD								
							550.84	USD								
"PARKS, FORESTRY & RECREATION"	3611-167	2015-07-31	2015-08-03	LOWES #02494*	141.04	CAD	141.04	CAD	2710	GENERAL HARDWARE	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5200	Home Supply Warehouse	**MORE**  HM SQ  PN SDS 8X3/4 100CT	
"PARKS, FORESTRY & RECREATION"	3611-168	2015-07-31	2015-08-03	METAL SUPERMARKETS (SC	47.03	CAD	47.03	CAD	2532	STEEL	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5051	Metal Service Centers and Offices	REBAR 15 MM	
"PARKS, FORESTRY & RECREATION"	3618-131	2015-08-05	2015-08-06	METAL SUPERMARKETS (SC	57.63	CAD	57.63	CAD	2532	STEEL	P00267	E-NORTH1-TURF&HORT	5051	Metal Service Centers and Offices	AL SQUARE	
"PARKS, FORESTRY & RECREATION"	3621-151	2015-08-06	2015-08-07	LOWES #02633*	26.61	CAD	26.61	CAD	2199	MISCELLANEOUS PARTS	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5200	Home Supply Warehouse	"12.5MM (1/2"") 4X8 STD CSP"	
"PARKS, FORESTRY & RECREATION"	3621-152	2015-08-06	2015-08-07	SDI SUPPLIES LTD	44.92	CAD	44.92	CAD	2710	GENERAL HARDWARE	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5085	Industrial Supplies Not Elsewhere Classi	3/8 X 4 TORPEDO ANCHORS HOT DIP GALV	
"PARKS, FORESTRY & RECREATION"	3626-83	2015-08-10	2015-08-11	LOWES #02494*	20.32	CAD	20.32	CAD	2710	GENERAL HARDWARE	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5200	Home Supply Warehouse	**MORE**  BOLT SPIKE HEAD 44 BLACK	
"PARKS, FORESTRY & RECREATION"	3627-140	2015-08-11	2015-08-12	NOBLE 1004	6.50	CAD	6.50	CAD	2535	PLUMBING SUPPLIES	P00272	E-SOUTH2-TURF&HORT	5251	Hardware Stores	"2"" GALV CAP"	
"PARKS, FORESTRY & RECREATION"	3629-153	2015-08-13	2015-08-14	LOWES #02494*	112.63	CAD	112.63	CAD	2499	OTHER CHEMICALS	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5200	Home Supply Warehouse	**MORE**  LPG 100 ADH PUTTY 5G 2PK	
"PARKS, FORESTRY & RECREATION"	3629-154	2015-08-13	2015-08-14	METAL SUPERMARKETS (SC	86.05	CAD	86.05	CAD	2532	STEEL	P00272	E-SOUTH2-TURF&HORT	5051	Metal Service Centers and Offices	2.5 C3/8 FLAT BAR	
"PARKS, FORESTRY & RECREATION"	3631-182	2015-08-14	2015-08-17	SDI SUPPLIES LTD	197.19	CAD	197.19	CAD	2710	GENERAL HARDWARE	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5085	Industrial Supplies Not Elsewhere Classi	ZIP CUT WHEELS	
"PARKS, FORESTRY & RECREATION"	3632-91	2015-08-17	2015-08-18	MAINTENANCE METALS	932.25	CAD	932.25	CAD	2532	STEEL	P00833	TECH SERV. 3-PARKS CONSTRUCTION	1761	"Roofing and Siding, Sheet Metal Work Con"	BLACK PIPE	
"PARKS, FORESTRY & RECREATION"	3635-129	2015-08-19	2015-08-20	METAL SUPERMARKETS (SC	74.12	CAD	74.12	CAD	2532	STEEL	P00265	E-CENTRAL3-TURF&HORT	5051	Metal Service Centers and Offices	HR FLAT	
"PARKS, FORESTRY & RECREATION"	3635-130	2015-08-19	2015-08-20	CTS CARGO TIE DOWN SPE	372.69	CAD	372.69	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5085	Industrial Supplies Not Elsewhere Classi	TRPLE LEG CHAIN SLING	
"PARKS, FORESTRY & RECREATION"	3637-167	2015-08-19	2015-08-21	MCGOWAN FENCE   SUPPLY	57.09	CAD	57.09	CAD	2532	STEEL	P00265	E-CENTRAL3-TURF&HORT	5051	Metal Service Centers and Offices	PIPE	
"PARKS, FORESTRY & RECREATION"	3637-168	2015-08-20	2015-08-21	INTERLINE WHOLESALE HA	57.17	CAD	57.17	CAD	2715	PAINT SUPPLIES	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5072	Hardware Equipment and Supplies	SPRAY PAINT	
"PARKS, FORESTRY & RECREATION"	3644-116	2015-08-26	2015-08-27	SDI SUPPLIES LTD	609.07	CAD	609.07	CAD	2532	STEEL	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5085	Industrial Supplies Not Elsewhere Classi	DEG ELBOWS	
					"2,842.31"	CAD	"2,842.31"	CAD								
FACILITIES MANAGEMENT DIVISON	3627-141	2015-08-10	2015-08-12	CDN TIRE STORE #00030	33.89	CAD	33.89	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA2311	ADMIN-OPS-SOUTH-OPERATIONAL EXP RCVRY	5200	Home Supply Warehouse	SPECIAL DRILL BIT	
FACILITIES MANAGEMENT DIVISON	3627-142	2015-08-11	2015-08-12	SPEED FASTENING SYSTEM	26.98	CAD	26.98	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA2311	ADMIN-OPS-SOUTH-OPERATIONAL EXP RCVRY	7538	Automotive Service Shops	GLOVES FOR LABOURERS	
FACILITIES MANAGEMENT DIVISON	3628-132	2015-08-11	2015-08-13	CDN TIRE STORE #00654	65.45	CAD	65.45	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA2311	ADMIN-OPS-SOUTH-OPERATIONAL EXP RCVRY	5200	Home Supply Warehouse	"SPARK PLUGS, RAID SPRAY, CLEARNER"	
FACILITIES MANAGEMENT DIVISON	3628-133	2015-08-12	2015-08-13	SPEED FASTENING SYSTEM	162.47	CAD	162.47	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA2311	ADMIN-OPS-SOUTH-OPERATIONAL EXP RCVRY	7538	Automotive Service Shops	REPAIR: WALTER GRINDER	
FACILITIES MANAGEMENT DIVISON	3631-183	2015-08-13	2015-08-17	CDN TIRE STORE #00654	41.31	CAD	41.31	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA2311	ADMIN-OPS-SOUTH-OPERATIONAL EXP RCVRY	5200	Home Supply Warehouse	GAS MIXED AND HORN SPRAY	
FACILITIES MANAGEMENT DIVISON	3631-184	2015-08-14	2015-08-17	SPEED FASTENING SYSTEM	42.38	CAD	42.38	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA2311	ADMIN-OPS-SOUTH-OPERATIONAL EXP RCVRY	7538	Automotive Service Shops	STEEL CUTTING BLADES	
FACILITIES MANAGEMENT DIVISON	3642-107	2015-08-25	2015-08-26	SPEED FASTENING SYSTEM	71.19	CAD	71.19	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA2311	ADMIN-OPS-SOUTH-OPERATIONAL EXP RCVRY	7538	Automotive Service Shops	DRILL REPAIR	
FACILITIES MANAGEMENT DIVISON	3642-108	2015-08-25	2015-08-26	SPEED FASTENING SYSTEM	13.67	CAD	13.67	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA2311	ADMIN-OPS-SOUTH-OPERATIONAL EXP RCVRY	7538	Automotive Service Shops	DRILL REPAIR	
					457.34	CAD	457.34	CAD								
FACILITIES MANAGEMENT DIVISON	3611-169	2015-07-30	2015-08-03	DOLLIES   BOXES UNLIMI	56.50	CAD	56.50	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61305648	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7394	"Equipment Rental and Leasing Services, F"	JOB ORDER SUPPLIES	
					56.50	CAD	56.50	CAD								
FACILITIES MANAGEMENT DIVISON	3634-154	2015-08-17	2015-08-19	BRAFASCO / SCARBOROUGH	14.33	CAD	14.33	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61305477	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi		
					14.33	CAD	14.33	CAD								
FACILITIES MANAGEMENT DIVISON	3626-84	2015-08-10	2015-08-11	SPEED FASTENING SYSTEM	43.90	CAD	43.90	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61288725	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7538	Automotive Service Shops	SUPPLIES FOR FIRE HALL RENOVATION	
FACILITIES MANAGEMENT DIVISON	3627-143	2015-08-11	2015-08-12	PRINCESS AUTO #36	90.35	CAD	90.35	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61290308	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	SUPPLIES	
FACILITIES MANAGEMENT DIVISON	3628-134	2015-08-11	2015-08-13	THE HOME DEPOT #7001	434.95	CAD	434.95	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61290308	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  PAPC1/8X2X48	
FACILITIES MANAGEMENT DIVISON	3628-135	2015-08-12	2015-08-13	PRINCESS AUTO #36	45.18	CAD	45.18	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61290308	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	SUPPLIES FOR OFFICE RENOVATION	
FACILITIES MANAGEMENT DIVISON	3628-136	2015-08-12	2015-08-13	PRINCESS AUTO #36	-90.35	CAD	-90.35	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61290803	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	RETURNED ITEMS	
					524.03	CAD	524.03	CAD								
FACILITIES MANAGEMENT DIVISON	3618-132	2015-08-05	2015-08-06	PAUL WOLF ELECTRIC   L	72.27	CAD	72.27	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61306204	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	FUSES	
FACILITIES MANAGEMENT DIVISON	3624-181	2015-08-07	2015-08-10	THE MASTER GROUP CRANF	87.77	CAD	87.77	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61305019	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	EXH. MOTOR	
FACILITIES MANAGEMENT DIVISON	3627-144	2015-08-10	2015-08-12	THE HOME DEPOT #7080	22.69	CAD	22.69	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61306030	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  DYNAFLEX WHT	
FACILITIES MANAGEMENT DIVISON	3628-137	2015-08-11	2015-08-13	THE HOME DEPOT #7012	224.87	CAD	224.87	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61304184	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	"6,000 BTU"	
FACILITIES MANAGEMENT DIVISON	3635-131	2015-08-18	2015-08-20	THE HOME DEPOT #7012	315.27	CAD	315.27	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61307343	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	"8,000 BTU"	
FACILITIES MANAGEMENT DIVISON	3637-169	2015-08-20	2015-08-21	THE MASTER GROUP CRANF	134.28	CAD	134.28	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61307661	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	BELTS AND AIR GUN	
FACILITIES MANAGEMENT DIVISON	3641-83	2015-08-24	2015-08-25	THE MASTER GROUP CRANF	85.35	CAD	85.35	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61307854	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	BELTS	
					942.50	CAD	942.50	CAD								
FACILITIES MANAGEMENT DIVISON	3628-138	2015-08-11	2015-08-13	THE HOME DEPOT #7129	17.05	CAD	17.05	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61306648	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	2GANG CVR	
FACILITIES MANAGEMENT DIVISON	3634-155	2015-08-17	2015-08-19	CDN TIRE STORE #00192	124.29	CAD	124.29	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61306282	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	PURCHASE MICROWAVE	
					141.34	CAD	141.34	CAD								
FACILITIES MANAGEMENT DIVISON	3616-86	2015-08-04	2015-08-05	CUSTOM DOOR   LOCK SER	5.09	CAD	5.09	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61305832	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5533	"Automotive Parts, Accessories Stores"	KEYS CUT	
FACILITIES MANAGEMENT DIVISON	3616-87	2015-08-04	2015-08-05	CUSTOM DOOR   LOCK SER	31.64	CAD	31.64	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61305956	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5533	"Automotive Parts, Accessories Stores"	KEYS CUT	
FACILITIES MANAGEMENT DIVISON	3624-182	2015-08-07	2015-08-10	ROYAL DOOR SALES   SER	315.70	CAD	315.70	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61301321	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	BALANCE PAYMENT OF DOOR	
FACILITIES MANAGEMENT DIVISON	3642-109	2015-08-25	2015-08-26	ONTARIO ACOUSTIC SUPPL	257.10	CAD	257.10	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61304902	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5039	Construction Materials Not Elsewhere Cla	CEILING TILES	
FACILITIES MANAGEMENT DIVISON	3644-117	2015-08-25	2015-08-27	DAYVAN	70.12	CAD	70.12	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61307011	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	LEVER LOCK	
FACILITIES MANAGEMENT DIVISON	3644-118	2015-08-25	2015-08-27	DAYVAN	61.91	CAD	61.91	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61305411	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	OVERHEAD CABINET DOOR SLIDER	
FACILITIES MANAGEMENT DIVISON	3644-119	2015-08-26	2015-08-27	LOWES #02633*	82.48	CAD	82.48	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61307011	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	AP ENTRY LEVER ACCENT	
FACILITIES MANAGEMENT DIVISON	3648-140	2015-08-25	2015-08-31	CENTURY HARDWARE	124.30	CAD	124.30	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61304785	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	PADBOLTS	
					948.34	CAD	948.34	CAD								
FACILITIES MANAGEMENT DIVISON	3611-170	2015-07-30	2015-08-03	THE HOME DEPOT #7073	6.67	CAD	6.67	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61305694	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	EVERBILT	
FACILITIES MANAGEMENT DIVISON	3641-84	2015-08-24	2015-08-25	CUSTOM DOOR   LOCK SER	12.71	CAD	12.71	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61307973	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5533	"Automotive Parts, Accessories Stores"	FIVE KEYS CUT	
FACILITIES MANAGEMENT DIVISON	3641-85	2015-08-24	2015-08-25	TORONTO PARKING AUTHOR	4.50	CAD	4.50	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61307469	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7523	Automobile Parking Lots and Garages	PARKING	
FACILITIES MANAGEMENT DIVISON	3642-110	2015-08-25	2015-08-26	TORONTO PARKING AUTHOR	7.00	CAD	7.00	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61307469	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7523	Automobile Parking Lots and Garages	PARKING	
FACILITIES MANAGEMENT DIVISON	3644-120	2015-08-26	2015-08-27	PACE PARKING LTD	12.00	CAD	12.00	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61305411	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7523	Automobile Parking Lots and Garages	PARKING	
					42.88	CAD	42.88	CAD								
FACILITIES MANAGEMENT DIVISON	3611-171	2015-07-31	2015-08-03	ONTARIO ACOUSTIC SUPPL	53.16	CAD	53.16	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61300905	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5039	Construction Materials Not Elsewhere Cla	ACOUSTIC TRIM	
