Division	Batch-Transaction ID	Transaction Date	Card Posting Date	Merchant Name	Transaction Amount	Transaction Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Center / WBS Element / Order	Cost Center / WBS Element / Order Description	Merchant Type (MCC)	Merchant Type Description	Purpose
TORONTO WATER	5024-193	2018-07-04	2018-07-05	CC HYDRAULIC IND SUPPL	59.14	CAD	59.14	CAD	2160	PARTS - UNLICENSED EQUIPMENT	TW2055	D&C: DIVISIONAL OPERATIONS SERVICES	8999	Professional Services - Not Elsewhere Cl	PARTS FOR UNLICENSED EQUIPMENT
TORONTO WATER	5037-81	2018-07-23	2018-07-24	CDN TIRE STORE #00654	248.59	CAD	248.59	CAD	3099	GENERAL EQUIPMENT	TW2055	D&C: DIVISIONAL OPERATIONS SERVICES	5200	Home Supply Warehouse	FRIDGE
TORONTO WATER	5039-171	2018-07-26	2018-07-26	THE HOME DEPOT #7012	42.74	CAD	42.74	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW2055	D&C: DIVISIONAL OPERATIONS SERVICES	5200	Home Supply Warehouse	**MORE**  SHPAINT2GS
TORONTO WATER	5039-172	2018-07-25	2018-07-26	MOE-HWIN WEB	50.00	CAD	50.00	CAD	4416	"TRANSFER, HAULAGE AND STORAGE"	TW2055	D&C: DIVISIONAL OPERATIONS SERVICES	9399	Government Services - Not Elsewhere Clas	TRANSFER / HAULAGE
TORONTO WATER	5042-77	2018-07-27	2018-07-31	CC HYDRAULIC IND SUPPL	163.01	CAD	163.01	CAD	2160	PARTS - UNLICENSED EQUIPMENT	TW2055	D&C: DIVISIONAL OPERATIONS SERVICES	8999	Professional Services - Not Elsewhere Cl	PARTS
					662.80	CAD	662.80	CAD							
TRANSPORTATION	5029-178	2018-07-13	2018-07-13	NATIONAL HOSE AND EQUI	394.61	CAD	394.61	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TP0185	ROADWAY SURFACE REPAIR-D3	5046	Commercial Equipment Not Elsewhere Class	HOSE REPLACEMENT
TRANSPORTATION	5029-179	2018-07-12	2018-07-12	THE HOME DEPOT #7073	54.22	CAD	54.22	CAD	2551	ROAD MATERIALS	TP0185	ROADWAY SURFACE REPAIR-D3	5200	Home Supply Warehouse	SCTS 4X200
TRANSPORTATION	5029-180	2018-07-13	2018-07-13	NATIONAL HOSE AND EQUI	644.59	CAD	644.59	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TP0185	ROADWAY SURFACE REPAIR-D3	5046	Commercial Equipment Not Elsewhere Class	HOSE REPLACEMENT
					"1,093.42"	CAD	"1,093.42"	CAD							
TRANSPORTATION	5038-102	2018-07-25	2018-07-25	WILSON AVENUE HOME	161.54	CAD	161.54	CAD	3080	M & E - HAND TOOLS	TP0164	ROADWAY MANAGEMENT & OVERHEAD-D2	5251	Hardware Stores	SAW FOR TORYORK SHOP
					161.54	CAD	161.54	CAD							
ECONOMIC DEVELOPMENT & CULTURE	5028-96	2018-07-11	2018-07-11	LOBLAWS 1099	162.16	CAD	162.16	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0058	MH MUS MONTGOMERY'S INN PROGRAMMING	5411	"Grocery Stores, Supermarkets"	"FLOUR, CEREAL BUTTER, VEGETABLES"
ECONOMIC DEVELOPMENT & CULTURE	5033-105	2018-07-18	2018-07-18	PODS 1888776PODS	220.35	CAD	220.35	CAD	4590	RENTAL - OTHER	AH0058	MH MUS MONTGOMERY'S INN PROGRAMMING	4214	"Motor Freight Carriers, Trucking - Local"	STORAGE POD RENTAL
ECONOMIC DEVELOPMENT & CULTURE	5033-106	2018-07-18	2018-07-18	RABBA 127         Q4R	10.72	CAD	10.72	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0058	MH MUS MONTGOMERY'S INN PROGRAMMING	5411	"Grocery Stores, Supermarkets"	"MILK, CREAM"
ECONOMIC DEVELOPMENT & CULTURE	5038-103	2018-07-25	2018-07-25	LOBLAWS #1174	106.78	CAD	106.78	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0058	MH MUS MONTGOMERY'S INN PROGRAMMING	5411	"Grocery Stores, Supermarkets"	"SUGAR, CREAM, FLOUR, YOGURT, ETC."
ECONOMIC DEVELOPMENT & CULTURE	5042-78	2018-07-31	2018-07-31	LOBLAWS 1099	33.36	CAD	33.36	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0058	MH MUS MONTGOMERY'S INN PROGRAMMING	5411	"Grocery Stores, Supermarkets"	"CREAM, FRUIT, VEGETABLES"
					533.37	CAD	533.37	CAD							
FACILITIES MANAGEMENT	5021-58	2018-07-03	2018-07-03	RAYETTE FOREST PRODUCT	616.98	CAD	616.98	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61426035	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5211	"Building Materials, Lumber Stores"	LUMBER SMOKE WOOD 4.8
FACILITIES MANAGEMENT	5021-59	2018-07-03	2018-07-03	RICHELIEU MISSISSAUGA	511.73	CAD	511.73	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61426035	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	SHELF SUPPORT; F.EDGE; HINGES; CLIPS FOR LEVELLER; MOUNT PLATES; SCREWS;
FACILITIES MANAGEMENT	5021-60	2018-07-03	2018-07-03	RICHELIEU MISSISSAUGA	174.92	CAD	174.92	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61426035	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	HINGES QTY 36
FACILITIES MANAGEMENT	5023-85	2018-07-03	2018-07-04	THE HOME DEPOT #7114	135.08	CAD	135.08	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61426035	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  BRAD NAILS
FACILITIES MANAGEMENT	5023-86	2018-07-04	2018-07-04	EDWARDS BUILDERS HARDW	66.67	CAD	66.67	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61455453	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	GRADE 2 OFFICE LEVER
FACILITIES MANAGEMENT	5024-194	2018-07-05	2018-07-05	EDWARDS BUILDERS HARDW	133.34	CAD	133.34	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61455453	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	HARDWARE GRADE 2 LEVER
FACILITIES MANAGEMENT	5026-57	2018-07-09	2018-07-09	ATLAS TOOLS & MACHINER	170.40	CAD	170.40	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61426035	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5211	"Building Materials, Lumber Stores"	HARDWARE
FACILITIES MANAGEMENT	5028-97	2018-07-11	2018-07-11	CANAROPA	139.36	CAD	139.36	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61456181	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	HARDWARE
FACILITIES MANAGEMENT	5029-181	2018-07-11	2018-07-12	THE HOME DEPOT #7078	125.05	CAD	125.05	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61456484	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  2 REC 6
FACILITIES MANAGEMENT	5029-182	2018-07-12	2018-07-12	CANAROPA	82.49	CAD	82.49	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61456484	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	HARDWARE
FACILITIES MANAGEMENT	5040-45	2018-07-27	2018-07-27	ACKLANDS GRAINGER INC	78.89	CAD	78.89	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA0361	ADMIN-FACILITIES OPERATIONS-WEST	5085	Industrial Supplies Not Elsewhere Classi	LARGE SDS BINDER WAZ
					"2,234.91"	CAD	"2,234.91"	CAD							
ECONOMIC DEVELOPMENT & CULTURE	5020-72	2018-06-29	2018-07-02	PAYPAL *ABALEADESIG	621.50	CAD	621.50	CAD	4085	PROF & TECH-MGMT	AH0061	MH CUR CHIEF CURATOR'S OFFICE	7333	"Commercial Art, Graphics, Photography"	TEMPORARY SIGN DESIGN
ECONOMIC DEVELOPMENT & CULTURE	5020-73	2018-06-29	2018-07-02	PAYPAL *ABALEADESIG	"2,034.00"	CAD	"2,034.00"	CAD	4085	PROF & TECH-MGMT	AH0061	MH CUR CHIEF CURATOR'S OFFICE	7333	"Commercial Art, Graphics, Photography"	PANEL DESIGN FOR EXHIBIT
ECONOMIC DEVELOPMENT & CULTURE	5024-238	2018-07-04	2018-07-05	U OF TORONTO PRESS	18.65	CAD	18.65	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	AH0061	MH CUR CHIEF CURATOR'S OFFICE	8299	Educational Services	HISTORY REFERENCE ARTICLE
ECONOMIC DEVELOPMENT & CULTURE	5040-53	2018-07-28	2018-07-28	LAKEFIELD STATION BOOK	152.25	CAD	152.25	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	AH0061	MH CUR CHIEF CURATOR'S OFFICE	5942	Book Stores	USED HISTORY REFERENCE BOOKS
					"2,826.40"	CAD	"2,826.40"	CAD							
FACILITIES MANAGEMENT	5042-104	2018-07-30	2018-07-31	MOE-HWIN WEB	50.00	CAD	50.00	CAD	4830	PERMIT & LICENSE FEES	CCA245-05	"SUBS & ENVIRON SURVEY,SAMPLE & ABAT"	9399	Government Services - Not Elsewhere Clas	HWIN RENEWAL
					50.00	CAD	50.00	CAD							
TORONTO WATER	5028-118	2018-07-11	2018-07-11	ROCKET FIREWORKS	67.78	CAD	67.78	CAD	2590	EMERGENCY SERVICES SUPPLIES	TW4022	WW TREATMT:ASHBRIDGES BAY TP-LIQUIDS	5999	Miscellaneous and Specialty Retail Store	SMOKE EMITTER
TORONTO WATER	5029-227	2018-07-12	2018-07-12	STAPLES.CA	"1,404.68"	CAD	"1,404.68"	CAD	3020	M & E - COMMUNICATIONS	TW4022	WW TREATMT:ASHBRIDGES BAY TP-LIQUIDS	5943	"Office, School Supply, and Stationery St"	12 PANASONIC CORDLESS PHONE
TORONTO WATER	5038-124	2018-07-25	2018-07-25	CERAMIC TILE WORLD	"4,013.52"	CAD	"4,013.52"	CAD	*****	GENERAL HARDWARE	TW4022	WW TREATMT:ASHBRIDGES BAY TP-LIQUIDS	5713	Floor Covering Stores	**MORE**  TILES
TORONTO WATER	5042-105	2018-07-31	2018-07-31	CERAMIC TILE WORLD	189.30	CAD	189.30	CAD	2710	GENERAL HARDWARE	TW4022	WW TREATMT:ASHBRIDGES BAY TP-LIQUIDS	5713	Floor Covering Stores	"SCRATCH COAT, SCHULTER AE125"
					"5,675.28"	CAD	"5,675.28"	CAD							
ECONOMIC DEVELOPMENT & CULTURE	5038-125	2018-07-26	2018-07-26	AMAZON.CA	47.18	CAD	47.18	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	AH0074	MH MUS MACKENZIE HOUSE PROGRAMMING	4816	Computer Network/Information Services	BOOK TO SUPPORT RESEARCH FOR PROGRAM
					47.18	CAD	47.18	CAD							
ECONOMIC DEVELOPMENT & CULTURE	5020-74	2018-06-30	2018-07-02	TWITTER ONLINE ADS	140.00	CAD	140.00	CAD	4414	ADVERTISING & PROMOTION	ED0139	BGS ES SMALL BUSINESS SERVICES	7311	Advertising Services	SOCIAL MEDIA ADVERTISING - STARTUP HERE TORONTO
ECONOMIC DEVELOPMENT & CULTURE	5020-75	2018-07-02	2018-07-02	TWITTER ONLINE ADS	40.00	CAD	40.00	CAD	4414	ADVERTISING & PROMOTION	ED0139	BGS ES SMALL BUSINESS SERVICES	7311	Advertising Services	SOCIAL MEDIA ADVERTISING - STARTUP HERE TORONTO
ECONOMIC DEVELOPMENT & CULTURE	5020-76	2018-06-30	2018-07-02	HOTJAR	39.44	CAD	29.00	USD	4414	ADVERTISING & PROMOTION	ED0139	BGS ES SMALL BUSINESS SERVICES	5045	"Computers, Computer Peripheral Equipment"	SOCIAL MEDIA ADVERTISING - STARTUP HERE TORONTO
ECONOMIC DEVELOPMENT & CULTURE	5020-77	2018-06-30	2018-07-02	WPMU DEV MONTHLY PLAN	66.63	CAD	49.00	USD	4414	ADVERTISING & PROMOTION	ED0139	BGS ES SMALL BUSINESS SERVICES	7372	"Computer Programming, Integrated Systems"	web marketing - enterprise toronto
ECONOMIC DEVELOPMENT & CULTURE	5020-78	2018-07-01	2018-07-02	SERVERPILOT.IO	40.80	CAD	30.00	USD	4414	ADVERTISING & PROMOTION	ED0139	BGS ES SMALL BUSINESS SERVICES	5734	Computer Software Stores	WEB MARKETING - STARTUP HERE TORONTO
ECONOMIC DEVELOPMENT & CULTURE	5020-79	2018-07-02	2018-07-02	WW 240 RICHMOND LP	565.00	CAD	565.00	CAD	4525	RENTAL OF OFFICE	ED0139	BGS ES SMALL BUSINESS SERVICES	6513	Real Estate - Rentals	OFFICE SPACE RENTAL
ECONOMIC DEVELOPMENT & CULTURE	5020-80	2018-07-02	2018-07-02	WEWORK	508.50	CAD	508.50	CAD	4525	RENTAL OF OFFICE	ED0139	BGS ES SMALL BUSINESS SERVICES	6513	Real Estate - Rentals	OFFICE SPACE RENTAL
ECONOMIC DEVELOPMENT & CULTURE	5020-81	2018-06-30	2018-07-02	DIGITAL OCEAN CANADA	147.72	CAD	108.63	USD	4414	ADVERTISING & PROMOTION	ED0139	BGS ES SMALL BUSINESS SERVICES	7372	"Computer Programming, Integrated Systems"	WEB MARKETING - STARTUP HERE TORONTO
ECONOMIC DEVELOPMENT & CULTURE	5020-82	2018-06-30	2018-07-02	DIGITAL OCEAN CANADA	46.10	CAD	33.90	USD	4414	ADVERTISING & PROMOTION	ED0139	BGS ES SMALL BUSINESS SERVICES	7372	"Computer Programming, Integrated Systems"	WEB MARKETING - STARTUP HERE TORONTO
ECONOMIC DEVELOPMENT & CULTURE	5021-67	2018-07-03	2018-07-03	ZAPIER.COM/CHARGE	169.20	CAD	125.00	USD	4414	ADVERTISING & PROMOTION	ED0139	BGS ES SMALL BUSINESS SERVICES	5734	Computer Software Stores	WEB MARKETING - ENTERPRISE TORONTO
ECONOMIC DEVELOPMENT & CULTURE	5024-239	2018-07-02	2018-07-05	FREELANCER.COM	0.31	CAD	0.31	CAD	4414	ADVERTISING & PROMOTION	ED0139	BGS ES SMALL BUSINESS SERVICES	7399	Business Services - Not Elsewhere Classi	SOCIAL MEDIA ADVERTISING - STARTUP HERE TORONTO
ECONOMIC DEVELOPMENT & CULTURE	5024-240	2018-07-02	2018-07-05	FREELANCER.COM	"2,089.35"	CAD	"2,089.35"	CAD	4414	ADVERTISING & PROMOTION	ED0139	BGS ES SMALL BUSINESS SERVICES	7399	Business Services - Not Elsewhere Classi	SOCIAL MEDIA ADVERTISING - STARTUP HERE TORONTO
ECONOMIC DEVELOPMENT & CULTURE	5024-241	2018-07-05	2018-07-05	MAILCHIMP   *MONTHLY	608.78	CAD	608.78	CAD	4414	ADVERTISING & PROMOTION	ED0139	BGS ES SMALL BUSINESS SERVICES	7399	Business Services - Not Elsewhere Classi	WEB MARKETING - ENTERPRISE TORONTO
ECONOMIC DEVELOPMENT & CULTURE	5026-77	2018-07-09	2018-07-09	TWITTER ONLINE ADS	140.00	CAD	140.00	CAD	4414	ADVERTISING & PROMOTION	ED0139	BGS ES SMALL BUSINESS SERVICES	7311	Advertising Services	SOCIAL MEDIA ADVERTISING - STARTUP HERE TORONTO
ECONOMIC DEVELOPMENT & CULTURE	5026-78	2018-07-09	2018-07-09	ZOHO CORPORATION	248.64	CAD	185.00	USD	4414	ADVERTISING & PROMOTION	ED0139	BGS ES SMALL BUSINESS SERVICES	5968	Direct Marketing - Continuity/Subscripti	WEB MARKETING - ENTERPRISE TORONTO
ECONOMIC DEVELOPMENT & CULTURE	5026-79	2018-07-10	2018-07-10	LOGMEIN*GOTOMEETING	"1,248.00"	CAD	"1,248.00"	CAD	4414	ADVERTISING & PROMOTION	ED0139	BGS ES SMALL BUSINESS SERVICES	5968	Direct Marketing - Continuity/Subscripti	WEB MARKETING - ENTERPRISE TORONTO
ECONOMIC DEVELOPMENT & CULTURE	5030-62	2018-07-15	2018-07-15	ASANA.COM	50.77	CAD	37.50	USD	4414	ADVERTISING & PROMOTION	ED0139	BGS ES SMALL BUSINESS SERVICES	5734	Computer Software Stores	WEB MARKETING - ENTERPRISE TORONTO
ECONOMIC DEVELOPMENT & CULTURE	5031-64	2018-07-16	2018-07-16	TWITTER ONLINE ADS	140.00	CAD	140.00	CAD	4414	ADVERTISING & PROMOTION	ED0139	BGS ES SMALL BUSINESS SERVICES	7311	Advertising Services	SOCIAL MEDIA ADVERTISING - STARTUP HERE TORONTO
ECONOMIC DEVELOPMENT & CULTURE	5031-65	2018-07-15	2018-07-16	MULESOFT INC	133.56	CAD	99.00	USD	4414	ADVERTISING & PROMOTION	ED0139	BGS ES SMALL BUSINESS SERVICES	5045	"Computers, Computer Peripheral Equipment"	WEB MARKETING - STARTUP HERE TORONTO
ECONOMIC DEVELOPMENT & CULTURE	5032-75	2018-07-17	2018-07-17	ZOHO CORPORATION	57.61	CAD	42.58	USD	4414	ADVERTISING & PROMOTION	ED0139	BGS ES SMALL BUSINESS SERVICES	5968	Direct Marketing - Continuity/Subscripti	WEB MARKETING - ENTERPRISE TORONTO
ECONOMIC DEVELOPMENT & CULTURE	5032-76	2018-07-18	2018-07-18	GOOGLE *ADWS1253906085	750.00	CAD	750.00	CAD	4414	ADVERTISING & PROMOTION	ED0139	BGS ES SMALL BUSINESS SERVICES	5968	Direct Marketing - Continuity/Subscripti	SOCIAL MEDIA ADVERTISING - STARTUP HERE TORONTO
ECONOMIC DEVELOPMENT & CULTURE	5033-121	2018-07-18	2018-07-18	DROPBOXINCCADCARDSPRO	"1,890.00"	CAD	"1,890.00"	CAD	4414	ADVERTISING & PROMOTION	ED0139	BGS ES SMALL BUSINESS SERVICES	4816	Computer Network/Information Services	WEB MARKETING - ENTERPRISE TORONTO
ECONOMIC DEVELOPMENT & CULTURE	5033-122	2018-07-18	2018-07-18	ZOHO CORPORATION	55.24	CAD	40.65	USD	4414	ADVERTISING & PROMOTION	ED0139	BGS ES SMALL BUSINESS SERVICES	5968	Direct Marketing - Continuity/Subscripti	WEB MARKETING - ENTERPRISE TORONTO
ECONOMIC DEVELOPMENT & CULTURE	5033-123	2018-07-19	2018-07-19	AMCTO	401.15	CAD	401.15	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	ED0139	BGS ES SMALL BUSINESS SERVICES	8699	"Organizations, Membership - Not Elsewher"	TRAINING 
ECONOMIC DEVELOPMENT & CULTURE	5034-199	2018-07-20	2018-07-20	EVERNOTE	360.00	CAD	360.00	CAD	4414	ADVERTISING & PROMOTION	ED0139	BGS ES SMALL BUSINESS SERVICES	5734	Computer Software Stores	WEB MARKETING - ENTERPRISE TORONTO
ECONOMIC DEVELOPMENT & CULTURE	5034-200	2018-07-20	2018-07-20	EVERNOTECORPBUSINESS	120.00	CAD	120.00	CAD	4414	ADVERTISING & PROMOTION	ED0139	BGS ES SMALL BUSINESS SERVICES	5734	Computer Software Stores	WEB MARKETING - ENTERPRISE TORONTO
ECONOMIC DEVELOPMENT & CULTURE	5034-201	2018-07-20	2018-07-20	WORKATO.COM	720.52	CAD	529.00	USD	4414	ADVERTISING & PROMOTION	ED0139	BGS ES SMALL BUSINESS SERVICES	5734	Computer Software Stores	SOCIAL MEDIA ADVERTISING - STARTUP HERE TORONTO
ECONOMIC DEVELOPMENT & CULTURE	5036-73	2018-07-23	2018-07-23	TWITTER ONLINE ADS	121.35	CAD	121.35	CAD	4414	ADVERTISING & PROMOTION	ED0139	BGS ES SMALL BUSINESS SERVICES	7311	Advertising Services	SOCIAL MEDIA ADVERTISING - STARTUP HERE TORONTO
ECONOMIC DEVELOPMENT & CULTURE	5036-74	2018-07-24	2018-07-24	AMAZON *MARKETPLCE CA	26.98	CAD	26.98	CAD	2010	STATIONERY AND OFFICE SUPPLIES	ED0139	BGS ES SMALL BUSINESS SERVICES	4816	Computer Network/Information Services	OFFICE SUPPLIES - COMPUTER CONNECTION
ECONOMIC DEVELOPMENT & CULTURE	5037-105	2018-07-24	2018-07-24	ZOHO CORPORATION	39.24	CAD	29.03	USD	4414	ADVERTISING & PROMOTION	ED0139	BGS ES SMALL BUSINESS SERVICES	5968	Direct Marketing - Continuity/Subscripti	WEB MARKETING - ENTERPRISE TORONTO
ECONOMIC DEVELOPMENT & CULTURE	5037-106	2018-07-23	2018-07-24	MS RETAIL - TORONTO EA	62.14	CAD	62.14	CAD	2010	STATIONERY AND OFFICE SUPPLIES	ED0139	BGS ES SMALL BUSINESS SERVICES	5734	Computer Software Stores	OFFICE SUPPLIES - COMPUTER CONNECTION
ECONOMIC DEVELOPMENT & CULTURE	5038-126	2018-07-25	2018-07-25	BURGER BARN	66.29	CAD	66.29	CAD	4823	MEALS-OUTSIDE LOC'S	ED0139	BGS ES SMALL BUSINESS SERVICES	5812	"Eating Places, Restaurants"	LUNCH MEETING - INDIGENOUS INCUBATOR
ECONOMIC DEVELOPMENT & CULTURE	5039-216	2018-07-27	2018-07-27	CONVERGINE.COM	"1,695.00"	CAD	"1,695.00"	CAD	4414	ADVERTISING & PROMOTION	ED0139	BGS ES SMALL BUSINESS SERVICES	7372	"Computer Programming, Integrated Systems"	WEB MARKETING - STARTUP HERE TORONTO
ECONOMIC DEVELOPMENT & CULTURE	5039-217	2018-07-26	2018-07-26	ZOHO CORPORATION	241.54	CAD	180.00	USD	4414	ADVERTISING & PROMOTION	ED0139	BGS ES SMALL BUSINESS SERVICES	5968	Direct Marketing - Continuity/Subscripti	WEB MARKETING - ENTERPRISE TORONTO
ECONOMIC DEVELOPMENT & CULTURE	5040-54	2018-07-28	2018-07-28	MANAGEFLITTER BIZ 5	159.53	CAD	119.00	USD	4414	ADVERTISING & PROMOTION	ED0139	BGS ES SMALL BUSINESS SERVICES	5734	Computer Software Stores	WEB MARKETING - STARTUP HERE TORONTO
ECONOMIC DEVELOPMENT & CULTURE	5041-70	2018-07-30	2018-07-30	TWITTER ONLINE ADS	335.06	CAD	335.06	CAD	4414	ADVERTISING & PROMOTION	ED0139	BGS ES SMALL BUSINESS SERVICES	7311	Advertising Services	SOCIAL MEDIA - STARTUP HERE TORONTO
ECONOMIC DEVELOPMENT & CULTURE	5041-71	2018-07-30	2018-07-30	HOTJAR	38.87	CAD	29.00	USD	4414	ADVERTISING & PROMOTION	ED0139	BGS ES SMALL BUSINESS SERVICES	5045	"Computers, Computer Peripheral Equipment"	SOCIAL MEDIA ADVERTISING - STARTUP HERE TORONTO
ECONOMIC DEVELOPMENT & CULTURE	5041-72	2018-07-31	2018-07-31	ZOHO CORPORATION	25.94	CAD	19.35	USD	4414	ADVERTISING & PROMOTION	ED0139	BGS ES SMALL BUSINESS SERVICES	5968	Direct Marketing - Continuity/Subscripti	WEB MARKETING - ENTERPRISE TORONTO
ECONOMIC DEVELOPMENT & CULTURE	5041-73	2018-07-30	2018-07-30	WPMU DEV MONTHLY PLAN	65.68	CAD	49.00	USD	4414	ADVERTISING & PROMOTION	ED0139	BGS ES SMALL BUSINESS SERVICES	7372	"Computer Programming, Integrated Systems"	SOCIAL MEDIA ADVERTISING - STARTUP HERE TORONTO
ECONOMIC DEVELOPMENT & CULTURE	5042-106	2018-07-31	2018-07-31	FACEBK *C395AHN2E2	373.08	CAD	373.08	CAD	4414	ADVERTISING & PROMOTION	ED0139	BGS ES SMALL BUSINESS SERVICES	7311	Advertising Services	SOCIAL MEDIA ADVERTISING - STARTUP HERE TORONTO
ECONOMIC DEVELOPMENT & CULTURE	5042-107	2018-07-31	2018-07-31	FACEBK *G395AHN2E2	37.33	CAD	37.33	CAD	4414	ADVERTISING & PROMOTION	ED0139	BGS ES SMALL BUSINESS SERVICES	7311	Advertising Services	SOCIAL MEDIA ADVERTISING - STARTUP HERE TORONTO
ECONOMIC DEVELOPMENT & CULTURE	5042-108	2018-07-31	2018-07-31	DIGITAL OCEAN CANADA	145.78	CAD	108.63	USD	4414	ADVERTISING & PROMOTION	ED0139	BGS ES SMALL BUSINESS SERVICES	7372	"Computer Programming, Integrated Systems"	WEB MARKETING - STARTUP HERE TORONTO
					"14,211.13"	CAD	"11,718.32"	CAD							
							"1,843.27"	USD							
TORONTO WATER	5029-228	2018-07-11	2018-07-12	CTF SUPPLY (11)	639.96	CAD	639.96	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	TW7035	WTR TREAT & SUPPLY:RC HARRIS TP-SERVICE	5085	Industrial Supplies Not Elsewhere Classi	EPOXY
TORONTO WATER	5030-63	2018-07-13	2018-07-13	BUILDERS SUPPLIES LIMI	"1,054.88"	CAD	"1,054.88"	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	TW4022	WW TREATMT:ASHBRIDGES BAY TP-LIQUIDS	5211	"Building Materials, Lumber Stores"	DRYWALL
TORONTO WATER	5033-124	2018-07-17	2018-07-18	THE HOME DEPOT #7012	180.39	CAD	180.39	CAD	*****	PAINT SUPPLIES	TW4060	WW TREATMT::  NORTH TORONTO TP	5200	Home Supply Warehouse	**MORE**  1/8X48X96STD
TORONTO WATER	5037-107	2018-07-23	2018-07-24	PARLIAMENT BUILDING SU	120.03	CAD	120.03	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	TW4022	WW TREATMT:ASHBRIDGES BAY TP-LIQUIDS	5211	"Building Materials, Lumber Stores"	CEMENT BOARD
TORONTO WATER	5037-108	2018-07-24	2018-07-24	ENVIRO EPOXY PRODUCTS	173.79	CAD	173.79	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	TW7035	WTR TREAT & SUPPLY:RC HARRIS TP-SERVICE	5198	"Paints, Varnishes, and Supplies"	EPOXY
TORONTO WATER	5038-127	2018-07-24	2018-07-25	THE HOME DEPOT #7012	67.12	CAD	67.12	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	TW7035	WTR TREAT & SUPPLY:RC HARRIS TP-SERVICE	5200	Home Supply Warehouse	CONSTR GROUT
TORONTO WATER	5039-218	2018-07-25	2018-07-26	THE HOME DEPOT #7012	431.41	CAD	431.41	CAD	*****	GENERAL HARDWARE	TW4022	WW TREATMT:ASHBRIDGES BAY TP-LIQUIDS	5200	Home Supply Warehouse	**MORE**  2 REC 6
					"2,667.58"	CAD	"2,667.58"	CAD							
FACILITIES MANAGEMENT	5024-242	2018-07-06	2018-07-06	AAIREX INC.	"1,039.60"	CAD	"1,039.60"	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61449779	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	FAN
FACILITIES MANAGEMENT	5024-243	2018-07-06	2018-07-06	HVAC DEPOT AND METAL M	360.15	CAD	360.15	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61437721	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	1711	"Air Conditioning, Heating, and Plumbing"	METAL SHEETS
FACILITIES MANAGEMENT	5039-219	2018-07-26	2018-07-26	CTF SUPPLY (11)	66.70	CAD	66.70	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61450541	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	TILE BITS
