Division 	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Center / WBS Element / Order	Cost Center / WBS Element / Order Description	Merchant Type	Merchant Type Description	Purpose
FACILITIES MANAGEMENT	5839-6	2021-07-06	2021-07-07	AMAZON.CA 293SG0V80	249.11	CAD	249.11	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61707095	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	4816	Computer Network/Information Services	BABY CHANGE TABLE STRAPS
FACILITIES MANAGEMENT	5842-4	2021-07-08	2021-07-09	LOCK-UP SERVICES	657.55	CAD	657.55	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61707511	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7299	Other Services (Not Elsewhere Classified	AFTER HRS UNLOCK DOORS
FACILITIES MANAGEMENT	5842-5	2021-07-08	2021-07-09	APPLEBY LOCK	158.20	CAD	158.20	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61706580	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7399	Business Services - Not Elsewhere Classi	CYLINDERS AND REKEYING
FACILITIES MANAGEMENT	5842-6	2021-07-08	2021-07-09	APPLEBY LOCK	237.30	CAD	237.30	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61706580	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7399	Business Services - Not Elsewhere Classi	PRIMUS CYLINDERS
FACILITIES MANAGEMENT	5846-12	2021-07-14	2021-07-15	CANADIAN BUILDERS HARD	"1,005.99"	CAD	"1,005.99"	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61704170	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5072	Hardware Equipment and Supplies	"HARDWARE, HANDLES, PUSH PLATES CYLINDER PULLS"
FACILITIES MANAGEMENT	5847-5	2021-07-15	2021-07-16	LOCK-UP SERVICES	35.66	CAD	35.66	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61712297	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7299	Other Services (Not Elsewhere Classified	MEDICO KEY
FACILITIES MANAGEMENT	5847-6	2021-07-15	2021-07-16	LOCK-UP SERVICES	142.65	CAD	142.65	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61707342	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7299	Other Services (Not Elsewhere Classified	RESTRICTED KEYS CUT
FACILITIES MANAGEMENT	5848-5	2021-07-16	2021-07-19	CTF SUPPLY (11)	268.71	CAD	268.71	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61704170	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	3” BOLTS FOR NEW HANDLES
FACILITIES MANAGEMENT	5849-1	2021-07-19	2021-07-20	CUSTOM DOOR AND LOCK S	11.58	CAD	11.58	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61713459	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7399	Business Services - Not Elsewhere Classi	KEYS
FACILITIES MANAGEMENT	5851-5	2021-07-20	2021-07-22	THE HOME DEPOT #7013	598.56	CAD	598.56	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61703983	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  SCREW
FACILITIES MANAGEMENT	5852-6	2021-07-22	2021-07-23	JOHNSTON INDUSTRIAL PL	622.54	CAD	622.54	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61713214	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	PLEXIGLASS
FACILITIES MANAGEMENT	5856-6	2021-07-28	2021-07-29	LOCKSMITH  & SAFEMAN	43.51	CAD	43.51	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61706815	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	7 KEYS FOR SECOND FLOOR DOOR
					"7,030.12"	CAD	"7,030.12"	CAD							
"PARKS, FORESTRY & RECREATION"	5841-3	2021-07-06	2021-07-08	MARCHANT'S SCHOOL SPOR	282.44	CAD	282.44	CAD	3040	M & E - RECREATIONAL & EDUCATIONAL	P00548	S-EAST 1-TURF&HOR	5941	Sporting Goods Stores	SPORTS EQUIPMENT
"PARKS, FORESTRY & RECREATION"	5848-6	2021-07-16	2021-07-19	THE BRADFORD CO-OPERAT	542.37	CAD	542.37	CAD	2470	FERTILIZERS	P00548	S-EAST 1-TURF&HOR	0763	Agricultural Cooperatives	FERTILIZER
					824.81	CAD	824.81	CAD							
TORONTO WATER	5852-7	2021-07-22	2021-07-23	APPLE.COM/BILL	9.03	CAD	9.03	CAD	3420	COMPUTERS - SOFTWARE	TW2060	D&C: WASTEWATER & STORMWATER PUMPING	5735	Record Shops	MICROSOFT LICENCE FEE
					9.03	CAD	9.03	CAD							
"PARKS, FORESTRY & RECREATION"	5847-7	2021-07-15	2021-07-16	RONA # 55030	216.30	CAD	216.30	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5251	Hardware Stores	LUMBER
"PARKS, FORESTRY & RECREATION"	5848-7	2021-07-16	2021-07-19	RONA # 55030	309.34	CAD	309.34	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5251	Hardware Stores	LUMBER
"PARKS, FORESTRY & RECREATION"	5848-8	2021-07-16	2021-07-19	RONA # 55030	209.78	CAD	209.78	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5251	Hardware Stores	LUMBER
					735.42	CAD	735.42	CAD							
CITY CLERKS OFFICE	5849-2	2021-07-19	2021-07-20	SP   CASHTECH CURRENCY	603.42	CAD	603.42	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	GV0008	COUNCIL & SUPPORT SERVICES	5734	Computer Software Stores	CASH TECH CHEQUE SCANNER
CITY CLERKS OFFICE	5852-8	2021-07-22	2021-07-23	VOLUNTEER CENTRE OF TO	130.00	CAD	130.00	CAD	4760	MEMBERSHIP FEES	GV0050	PUBLIC APPOINTMENTS UNIT	8398	"Organizations, Charitable and Social Ser"	VOLUNTEER TORONTO MEMBERSHIP
					733.42	CAD	733.42	CAD							
"PARKS, FORESTRY & RECREATION"	5835-3	2021-06-29	2021-07-01	WAL-MART #1000	411.82	CAD	411.82	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05111	OLYMPIUM-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	SPORT BALLS/POOL NOODLES CONTRUCTION PAPER
"PARKS, FORESTRY & RECREATION"	5836-3	2021-06-30	2021-07-02	CDN TIRE STORE #00070	73.33	CAD	73.33	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05111	OLYMPIUM-SUMMER CAMPS	5200	Home Supply Warehouse	CLEAR BINS AND EQIPMENT PUMP FOR SUMMER CAMP
					485.15	CAD	485.15	CAD							
"PARKS, FORESTRY & RECREATION"	5839-7	2021-07-06	2021-07-07	PRINCESS AUTO 22	203.38	CAD	203.38	CAD	3080	M & E - HAND TOOLS	P00483	TEY-TECH-SMALL-ENGINES	5085	Industrial Supplies Not Elsewhere Classi	LOCKING PLIERS SET
"PARKS, FORESTRY & RECREATION"	5841-4	2021-07-07	2021-07-08	KHAPCO AUTO PARTS	49.55	CAD	49.55	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00869	WATERFRONT / CENTRAL FLEET	5533	"Automotive Parts, Accessories Stores"	UNIVERSAL JOINT KIT
"PARKS, FORESTRY & RECREATION"	5845-3	2021-07-13	2021-07-14	MR METAL(ETOBICOKE) IN	48.66	CAD	48.66	CAD	2532	STEEL	P00483	TEY-TECH-SMALL-ENGINES	5051	Metal Service Centers and Offices	HR SHEET
"PARKS, FORESTRY & RECREATION"	5845-4	2021-07-13	2021-07-14	OMNIFLEX HOSE & EQUIPM	183.16	CAD	183.16	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00869	WATERFRONT / CENTRAL FLEET	5085	Industrial Supplies Not Elsewhere Classi	HYDRAULIC HOSE
"PARKS, FORESTRY & RECREATION"	5845-5	2021-07-13	2021-07-14	PRINCESS AUTO 22	760.33	CAD	760.33	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00869	WATERFRONT / CENTRAL FLEET	5085	Industrial Supplies Not Elsewhere Classi	"COUPLERS, PRESSURE WASHER HOSE"
"PARKS, FORESTRY & RECREATION"	5847-8	2021-07-14	2021-07-16	LASER SALES	55.88	CAD	55.88	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00483	TEY-TECH-SMALL-ENGINES	5099	Durable Goods Not Elsewhere Classified	CHAIN
"PARKS, FORESTRY & RECREATION"	5849-3	2021-07-19	2021-07-20	OMNIFLEX HOSE & EQUIPM	139.76	CAD	139.76	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00790	S-EAST-PRGM SUPPORT	5085	Industrial Supplies Not Elsewhere Classi	HYDRAULIC HOSE
"PARKS, FORESTRY & RECREATION"	5851-6	2021-07-21	2021-07-22	J AND S PERFORMANCE AU	777.18	CAD	777.18	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00869	WATERFRONT / CENTRAL FLEET	5261	Lawn and Garden Supply Stores	CLUTCH
"PARKS, FORESTRY & RECREATION"	5851-7	2021-07-21	2021-07-22	W.E. ENTERPRISES LTD	74.91	CAD	74.91	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00790	S-EAST-PRGM SUPPORT	5261	Lawn and Garden Supply Stores	PRESSURE SWITCH
"PARKS, FORESTRY & RECREATION"	5853-3	2021-07-22	2021-07-26	J AND S PERFORMANCE AU	415.85	CAD	415.85	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00869	WATERFRONT / CENTRAL FLEET	5261	Lawn and Garden Supply Stores	"V BELTS, HYDRO BELTS"
"PARKS, FORESTRY & RECREATION"	5853-4	2021-07-23	2021-07-26	OMNIFLEX HOSE & EQUIPM	526.67	CAD	526.67	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00790	S-EAST-PRGM SUPPORT	5085	Industrial Supplies Not Elsewhere Classi	HYDRAULIC HOSE
"PARKS, FORESTRY & RECREATION"	5857-7	2021-07-29	2021-07-30	KHAPCO AUTO PARTS	221.49	CAD	221.49	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00790	S-EAST-PRGM SUPPORT	5533	"Automotive Parts, Accessories Stores"	"BATTERY, ROCKER SWITCH"
					"3,456.82"	CAD	"3,456.82"	CAD							
TORONTO WATER	5835-4	2021-06-30	2021-07-01	PRINCESS AUTO 39	51.89	CAD	51.89	CAD	2082	HEALTH & SAFETY SUPPLIES	TW7070	WTR TREAT & SUPPLY:TRANSMISSION-WEST SVC	5085	Industrial Supplies Not Elsewhere Classi	RAIN COATS
TORONTO WATER	5835-5	2021-06-30	2021-07-01	AZ ELECTRONICS	10.00	CAD	10.00	CAD	2575	ELECTRICAL SUPPLIES	TW7070	WTR TREAT & SUPPLY:TRANSMISSION-WEST SVC	5732	Electronic Sales	12V SOCKET OUTLET
TORONTO WATER	5836-4	2021-06-30	2021-07-02	CDN TIRE STORE #00214	32.17	CAD	32.17	CAD	2715	PAINT SUPPLIES	TW7070	WTR TREAT & SUPPLY:TRANSMISSION-WEST SVC	5200	Home Supply Warehouse	RUST PAINT
TORONTO WATER	5847-9	2021-07-14	2021-07-16	THE HOME DEPOT #7013	33.63	CAD	33.63	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7070	WTR TREAT & SUPPLY:TRANSMISSION-WEST SVC	5200	Home Supply Warehouse	**MORE**  SPEED OUT
TORONTO WATER	5851-8	2021-07-21	2021-07-22	PRINCESS AUTO 39	61.87	CAD	61.87	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7070	WTR TREAT & SUPPLY:TRANSMISSION-WEST SVC	5085	Industrial Supplies Not Elsewhere Classi	VARIOUS PARTS
TORONTO WATER	5852-9	2021-07-22	2021-07-23	LOBLAW SUPERMARKET #10	29.00	CAD	29.00	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	TW7070	WTR TREAT & SUPPLY:TRANSMISSION-WEST SVC	5411	"Grocery Stores, Supermarkets"	DISTILLED WATER
TORONTO WATER	5856-7	2021-07-27	2021-07-29	THE HOME DEPOT #7114	53.49	CAD	53.49	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7070	WTR TREAT & SUPPLY:TRANSMISSION-WEST SVC	5200	Home Supply Warehouse	**MORE**  OOK 100LBCON
					272.05	CAD	272.05	CAD							
CITY CLERKS OFFICE	5835-6	2021-06-30	2021-07-01	PDI-POA	444.80	CAD	350.00	USD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	GV0019	STRATEGIC PROTOCOL & EXTERNAL RELATIONS	8699	"Organizations, Membership - Not Elsewher"	REGISTRATION TO PDI-POA 2021 VIRTUAL EDUCATION FORUM JUL 19-21
CITY CLERKS OFFICE	5854-3	2021-07-26	2021-07-27	CAMERABITS - PHOTOMECH	359.30	CAD	278.00	USD	3420	COMPUTERS - SOFTWARE	GV0019	STRATEGIC PROTOCOL & EXTERNAL RELATIONS	7221	Photographic Studios	PHOTO MECHANICS 6 SOFTWARE LICENCE
					804.10	CAD	628.00	USD							
FIRE SERVICES	5849-4	2021-07-18	2021-07-20	STAR METROLAND SBSCRP	22.59	CAD	22.59	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	FR0013	EMERGENCY COMMUNICATIONS	5192	"Books, Periodicals, and Newspapers"	STAR METROLAND SUBSCRIPTION
					22.59	CAD	22.59	CAD							
"PARKS, FORESTRY & RECREATION"	5838-7	2021-07-05	2021-07-06	COSTCO BUSINESS CENTER	348.37	CAD	348.37	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13346	SUMMER CAMPS - WARDEN CC	5300	Wholesale Clubs	"FREEZIES, PAPER TOWEL, CUPS FOR CAMPS AT WARDEN & OAKRIDGE"
					348.37	CAD	348.37	CAD							
 ENVIRONMENT & CLIMATE	5857-8	2021-07-29	2021-07-30	ARC DOCUMENT SOLUTIONS	"1,602.34"	CAD	"1,602.34"	CAD	4825	PRINTING AND REPRODUCTION - THIRD PARTY	FA3063	ADMIN - ENVIRONMENT & ENERGY OUTREACH	7338	"Quick Copy, Reproduction, and Blueprinti"	POLLINATE TORONTO COROPLAST SIGNS
					"1,602.34"	CAD	"1,602.34"	CAD							
"PARKS, FORESTRY & RECREATION"	5842-7	2021-07-07	2021-07-09	LONGO'S # 26	32.10	CAD	32.10	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04890	MAURICE CODY-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	FREEZIES
"PARKS, FORESTRY & RECREATION"	5845-6	2021-07-13	2021-07-14	DOLLARAMA # 794	76.05	CAD	76.05	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04890	MAURICE CODY-SUMMER CAMPS	5310	Discount Stores	"SPONGES, DISPLAY BOARD PLATES ETC"
"PARKS, FORESTRY & RECREATION"	5845-7	2021-07-13	2021-07-14	DOLLARAMA # 794	32.57	CAD	32.57	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04890	MAURICE CODY-SUMMER CAMPS	5310	Discount Stores	SLAT BAKING SODA VINEGAR
"PARKS, FORESTRY & RECREATION"	5848-9	2021-07-16	2021-07-19	WALMART #1150	46.31	CAD	46.31	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04890	MAURICE CODY-SUMMER CAMPS	5310	Discount Stores	"CLAY KIT, MODEL MAGIC"
"PARKS, FORESTRY & RECREATION"	5856-8	2021-07-27	2021-07-29	LONGO'S # 26	32.10	CAD	32.10	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04890	MAURICE CODY-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	FREEZIES
					219.13	CAD	219.13	CAD							
"PARKS, FORESTRY & RECREATION"	5835-7	2021-06-29	2021-07-01	DELTA ENGRAVERS 1988 I	169.50	CAD	169.50	CAD	2710	GENERAL HARDWARE	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	7311	Advertising Services	PLAQUE FOR CTBP
"PARKS, FORESTRY & RECREATION"	5839-8	2021-07-06	2021-07-07	ROMA FENCE LTD	"3,902.64"	CAD	"3,902.64"	CAD	2199	MISCELLANEOUS PARTS	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5211	"Building Materials, Lumber Stores"	FENCE RAILS
"PARKS, FORESTRY & RECREATION"	5843-5	2021-07-08	2021-07-12	ATLAS TOOLS & MACHINER	309.35	CAD	309.35	CAD	2199	MISCELLANEOUS PARTS	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5251	Hardware Stores	BITS AND  BLADES
"PARKS, FORESTRY & RECREATION"	5848-10	2021-07-16	2021-07-19	THE HOME DEPOT #7013	64.84	CAD	64.84	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5200	Home Supply Warehouse	**MORE**  WASP B GON
"PARKS, FORESTRY & RECREATION"	5850-2	2021-07-20	2021-07-21	MARCHANT'S SCHOOL SPOR	"2,259.98"	CAD	"2,259.98"	CAD	2601	DUR REC & EDUC SUPP	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5941	Sporting Goods Stores	BASKET BALL RIMS
"PARKS, FORESTRY & RECREATION"	5852-10	2021-07-22	2021-07-23	INVESTMENTS HARDWARE (	223.48	CAD	223.48	CAD	3080	M & E - HAND TOOLS	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5251	Hardware Stores	HAND TOOLS
"PARKS, FORESTRY & RECREATION"	5852-11	2021-07-22	2021-07-23	INVESTMENTS HARDWARE (	734.47	CAD	734.47	CAD	3080	M & E - HAND TOOLS	P00530	S-WEST 1-PRGM SUPPORT	5251	Hardware Stores	BATTERIES HAND TOOLS
"PARKS, FORESTRY & RECREATION"	5853-5	2021-07-22	2021-07-26	METROPOLITAN BUILDING	144.65	CAD	144.65	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5211	"Building Materials, Lumber Stores"	SONA TUBES
"PARKS, FORESTRY & RECREATION"	5853-6	2021-07-23	2021-07-26	PC SHOP COMPUTERS	67.80	CAD	67.80	CAD	2710	GENERAL HARDWARE	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5732	Electronic Sales	CHARGERS
"PARKS, FORESTRY & RECREATION"	5853-7	2021-07-22	2021-07-26	THE HOME DEPOT #7080	11.19	CAD	11.19	CAD	2710	GENERAL HARDWARE	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5200	Home Supply Warehouse	BLDTUBE 4X12
"PARKS, FORESTRY & RECREATION"	5857-9	2021-07-28	2021-07-30	THE HOME DEPOT #7013	31.56	CAD	31.56	CAD	2710	GENERAL HARDWARE	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5200	Home Supply Warehouse	**MORE**  MK BRASS
					"7,919.46"	CAD	"7,919.46"	CAD							
"PARKS, FORESTRY & RECREATION"	5846-13	2021-07-14	2021-07-15	DOLLARAMA # 225	11.30	CAD	11.30	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04101	OAKRIDGE CRC-SUMMER CAMPS	5310	Discount Stores	BUCKETS FOR PARK AND PLAY TO
"PARKS, FORESTRY & RECREATION"	5848-11	2021-07-16	2021-07-19	DOLLARAMA # 896	30.57	CAD	30.57	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04101	OAKRIDGE CRC-SUMMER CAMPS	5310	Discount Stores	"DROP SHEETS, GOOGLY EYES, PAPER PLATES"
"PARKS, FORESTRY & RECREATION"	5848-12	2021-07-16	2021-07-19	THE HOME DEPOT #7249	15.77	CAD	15.77	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07010	OAKRIDGE CRC-INSTRL-ADULT	5200	Home Supply Warehouse	SPRAYER
"PARKS, FORESTRY & RECREATION"	5851-9	2021-07-21	2021-07-22	DOLLARAMA #1126	88.82	CAD	88.82	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04101	OAKRIDGE CRC-SUMMER CAMPS	5310	Discount Stores	"BALLS, HULA HOOPS - VARIOUS SUPPLIES FOR PARK AND PLAY TO"
"PARKS, FORESTRY & RECREATION"	5852-12	2021-07-22	2021-07-23	DOLLARAMA #1126	34.47	CAD	34.47	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04101	OAKRIDGE CRC-SUMMER CAMPS	5310	Discount Stores	"PLATES, PAILS, BEACH BALLS"
"PARKS, FORESTRY & RECREATION"	5853-8	2021-07-22	2021-07-26	FRESHCO #9679	30.81	CAD	30.81	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04101	OAKRIDGE CRC-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	"SUPPLIES FOR OAKRIDGE CAMP - EGGS, LUNCH BAGS, BAKING SODA"
"PARKS, FORESTRY & RECREATION"	5853-9	2021-07-25	2021-07-26	AMZN MKTP CA 2E6XP9HT2	130.92	CAD	130.92	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05508	DON MONTGOMERY CRC-SOCIAL PRGM	4816	Computer Network/Information Services	TRIPODS AND IPAD MOUNT (X2) VIRTUAL
"PARKS, FORESTRY & RECREATION"	5854-4	2021-07-26	2021-07-27	DOLLARAMA #1126	4.24	CAD	4.24	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04101	OAKRIDGE CRC-SUMMER CAMPS	5310	Discount Stores	CRAFT SUPPLIES FOR PARK AND PLAY TO - INDIVIDUAL GLUE BOTTLES
"PARKS, FORESTRY & RECREATION"	5854-5	2021-07-27	2021-07-27	AMZN MKTP CA 2E2BK4RK0	22.59	CAD	22.59	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05508	DON MONTGOMERY CRC-SOCIAL PRGM	4816	Computer Network/Information Services	EAR BUDS FOR VIRTUAL PROGRAM
"PARKS, FORESTRY & RECREATION"	5854-6	2021-07-27	2021-07-27	AMZN MKTP CA 2E71U8RL0	22.59	CAD	22.59	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05508	DON MONTGOMERY CRC-SOCIAL PRGM	4816	Computer Network/Information Services	EARS BUDS FOR VIRTUAL PROGAM
"PARKS, FORESTRY & RECREATION"	5855-10	2021-07-27	2021-07-28	AMZN MKTP CA 2E0UF4SJ2	412.40	CAD	412.40	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05508	DON MONTGOMERY CRC-SOCIAL PRGM	4816	Computer Network/Information Services	TENNIS ROLLERS FOR OUT DOOR ROLLER SKATING
"PARKS, FORESTRY & RECREATION"	5857-10	2021-07-28	2021-07-30	THE HOME DEPOT #7107	97.86	CAD	97.86	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13346	SUMMER CAMPS - WARDEN CC	5200	Home Supply Warehouse	**MORE**  GLOVE
					902.34	CAD	902.34	CAD							
"PARKS, FORESTRY & RECREATION"	5838-8	2021-07-02	2021-07-06	CDN TIRE STORE #00030	"2,989.47"	CAD	"2,989.47"	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P06899	CR-COVID RELATED	5200	Home Supply Warehouse	LIFE JACKETS FOR BOAT RENTAL ON ISLAND. NEEDED DUE TO COVID GUIDELINES
"PARKS, FORESTRY & RECREATION"	5838-9	2021-07-04	2021-07-06	CDN TIRE STORE #00030	"2,705.28"	CAD	"2,705.28"	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P06899	CR-COVID RELATED	5200	Home Supply Warehouse	LIFE JACKETS FOR BOAT RENTAL ON ISLAND. NEEDED DUE TO COVID GUIDELINES
					"5,694.75"	CAD	"5,694.75"	CAD							
FACILITIES MANAGEMENT	5835-8	2021-06-30	2021-07-01	PAUL WOLF ELECTRIC & L	272.15	CAD	272.15	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61704755	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	SENSORS
FACILITIES MANAGEMENT	5847-10	2021-07-13	2021-07-16	POWERTRADE ELECTRIC LT	842.53	CAD	842.53	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61712371	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	1731	Electrical Contractors	ELECTRIC HAND DRIER
FACILITIES MANAGEMENT	5857-11	2021-07-29	2021-07-30	POWERTRADE ELECTRIC LT	65.75	CAD	65.75	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61715775	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	SMOKE DETECTOR
					"1,180.43"	CAD	"1,180.43"	CAD							
"PARKS, FORESTRY & RECREATION"	5835-9	2021-06-30	2021-07-01	ALPINE LAWN GARDEN EQU	892.82	CAD	892.82	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00430	N-EAST-WINTER MAINT	5251	Hardware Stores	"SPOOL, BASE, GRASS ATTACHMENT AIR CLEAN"
"PARKS, FORESTRY & RECREATION"	5835-10	2021-06-30	2021-07-01	PRINCESS AUTO 39	37.82	CAD	37.82	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00408	N-EAST-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	CABLE PROTECTOR
"PARKS, FORESTRY & RECREATION"	5842-8	2021-07-08	2021-07-09	METAL SUPERMARKETS - S	176.05	CAD	176.05	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00859	ALNESS YD-YARD OPERNS	5051	Metal Service Centers and Offices	COLD ROLLED ROUND TUBE
"PARKS, FORESTRY & RECREATION"	5842-9	2021-07-08	2021-07-09	PRINCESS AUTO 36	307.77	CAD	307.77	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00859	ALNESS YD-YARD OPERNS	5085	Industrial Supplies Not Elsewhere Classi	WIRE FLUX
"PARKS, FORESTRY & RECREATION"	5843-6	2021-07-08	2021-07-12	CTF SUPPLY (08)	311.03	CAD	311.03	CAD	3080	M & E - HAND TOOLS	P00859	ALNESS YD-YARD OPERNS	5085	Industrial Supplies Not Elsewhere Classi	MILWAUKEE SHOCK
"PARKS, FORESTRY & RECREATION"	5854-7	2021-07-26	2021-07-27	CHAMBERS & COOKE (1968	154.18	CAD	154.18	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P12135	N-EAST-PRUNING/REMOVAL	5085	Industrial Supplies Not Elsewhere Classi	HYDRAULIC HOSE & FITTING
"PARKS, FORESTRY & RECREATION"	5857-12	2021-07-29	2021-07-30	ALPINE LAWN GARDEN EQU	129.94	CAD	129.94	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00430	N-EAST-WINTER MAINT	5251	Hardware Stores	CARBURATOR
					"2,009.61"	CAD	"2,009.61"	CAD							
"PARKS, FORESTRY & RECREATION"	5855-11	2021-07-26	2021-07-28	NEXT SUPPLY	107.11	CAD	107.11	CAD	2535	PLUMBING SUPPLIES	P12783	KIPLING YD-N-FAC. & MECH.SVCES	5251	Hardware Stores	"IRRIGATION REPAIR PARTS, SUPPLIES"
