Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	 G/L Account Description	Cost Centre / WBS Element / Order	Cost Centre / WBS Element / Order Description	Merchant Type	Merchant Type Description	Purpose	
FLEET SERVICES	3281-130	2014-12-05	2014-12-08	SERVICEONTARIO-034	"4,243.00"	CAD	"4,243.00"	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	VEHICLE LICENSE RENEWAL	
FLEET SERVICES	3288-77	2014-12-09	2014-12-11	SERVICEONTARIO-034	282.00	CAD	282.00	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	VEHICLE LICENSE RENEWAL	
FLEET SERVICES	3288-78	2014-12-09	2014-12-11	SERVICEONTARIO-034	7.00	CAD	7.00	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	VEHICLE REPLACEMENT STICKER	
FLEET SERVICES	3288-79	2014-12-09	2014-12-11	SERVICEONTARIO-034	"1,798.00"	CAD	"1,798.00"	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	VEHICLE LICENSE RENEWAL	
FLEET SERVICES	3288-80	2014-12-09	2014-12-11	SERVICEONTARIO-034	"1,057.00"	CAD	"1,057.00"	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	VEHICLE LICENSE RENEWAL	
FLEET SERVICES	3290-62	2014-12-10	2014-12-12	SERVICEONTARIO-034	7.00	CAD	7.00	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	VEHICLE REPLACEMENT STICKER	
FLEET SERVICES	3290-63	2014-12-10	2014-12-12	SERVICEONTARIO-034	7.00	CAD	7.00	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	VEHICLE REPLACEMENT STICKER	
FLEET SERVICES	3290-64	2014-12-10	2014-12-12	SERVICEONTARIO-034	"1,274.00"	CAD	"1,274.00"	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	VEHICLE LICENSE RENEWAL	
FLEET SERVICES	3296-79	2014-12-15	2014-12-17	SERVICEONTARIO-034	89.85	CAD	89.85	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	VEHICLE LICENSE RENEWAL	
FLEET SERVICES	3296-80	2014-12-15	2014-12-17	SERVICEONTARIO-034	"1,564.00"	CAD	"1,564.00"	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	VEHICLE LICENSE RENEWAL	
FLEET SERVICES	3298-79	2014-12-16	2014-12-18	SERVICEONTARIO-034	"2,148.00"	CAD	"2,148.00"	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	VEHICLE LICENSE RENEWAL	
FLEET SERVICES	3300-85	2014-12-17	2014-12-19	SERVICEONTARIO-034	7.00	CAD	7.00	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	VEHICLE REPLACEMENT STICKER	
FLEET SERVICES	3302-121	2014-12-18	2014-12-22	SERVICEONTARIO-034	235.00	CAD	235.00	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	VEHICLE LICENSE RENEWAL	
FLEET SERVICES	3302-122	2014-12-18	2014-12-22	SERVICEONTARIO-034	"1,847.00"	CAD	"1,847.00"	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	VEHICLE LICENSE RENEWAL	
FLEET SERVICES	3302-123	2014-12-19	2014-12-22	SERVICEONTARIO-034	25.00	CAD	25.00	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	VEHICLE REPLACEMENT PLATE	
					"17,085.70"	CAD	"17,085.70"	CAD								
PUBLIC HEALTH	3281-131	2014-12-05	2014-12-08	TAP PHONG TRADING CO.	158.18	CAD	158.18	CAD	2823	MEDICAL SUPPLIES	PH4061	NEEDLE EXCHANGE PROGRM	5046	Commercial Equipment Not Elsewhere Class	MEDICAL SUPPLY	
PUBLIC HEALTH	3283-53	2014-12-05	2014-12-09	WHOLESALE MEDICAL NETW	311.30	CAD	311.30	CAD	2823	MEDICAL SUPPLIES	PH4061	NEEDLE EXCHANGE PROGRM	5047	Laboratory/Medical/Dental/Ophthalmic Hos	MEDICAL SUPPLY	
PUBLIC HEALTH	3285-66	2014-12-08	2014-12-10	ONTARIO HOSPITAL ASSOC	84.75	CAD	84.75	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	PH4061	NEEDLE EXCHANGE PROGRM	8398	"Organizations, Charitable and Social Ser"	COURSE REGISTRATION	
PUBLIC HEALTH	3285-67	2014-12-08	2014-12-10	ONTARIO HOSPITAL ASSOC	84.75	CAD	84.75	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	PH4061	NEEDLE EXCHANGE PROGRM	8398	"Organizations, Charitable and Social Ser"	COURSE REGISTRATION	
PUBLIC HEALTH	3300-86	2014-12-18	2014-12-19	TAP PHONG TRADING CO.	158.18	CAD	158.18	CAD	2823	MEDICAL SUPPLIES	PH4061	NEEDLE EXCHANGE PROGRM	5046	Commercial Equipment Not Elsewhere Class	MEDICAL SUPPLY	
PUBLIC HEALTH	3302-124	2014-12-20	2014-12-22	TAP PHONG TRADING CO.	158.18	CAD	158.18	CAD	2823	MEDICAL SUPPLIES	PH4061	NEEDLE EXCHANGE PROGRM	5046	Commercial Equipment Not Elsewhere Class	MEDICAL SUPPLY	
PUBLIC HEALTH	3306-78	2014-12-23	2014-12-24	TAP PHONG TRADING CO.	158.18	CAD	158.18	CAD	2823	MEDICAL SUPPLIES	PH4061	NEEDLE EXCHANGE PROGRM	5046	Commercial Equipment Not Elsewhere Class	MEDICAL SUPPLY	
					"1,113.52"	CAD	"1,113.52"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3271-146	2014-11-27	2014-12-01	TRYTEN TECHNOLOGIES IN	103.62	CAD	103.62	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	ED0122	SECTORS DEVELOPMENT-MANAGEMENT	5045	"Computers, Computer Peripheral Equipment"	LOCK FOR IPAD (2) + SHIPPING	
ECONOMIC DEVELOPMENT & CULTURE	3273-54	2014-12-01	2014-12-02	PIZZA NOVA 027	38.81	CAD	38.81	CAD	4820	BUSINESS MEETING EXPENSES	ED0122	SECTORS DEVELOPMENT-MANAGEMENT	5812	"Eating Places, Restaurants"	PIZZA FOR STAFF MEETING	
					142.43	CAD	142.43	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3275-90	2014-12-01	2014-12-03	CHRISTIE LITE SALES LT	314.19	CAD	314.19	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	AH0097	HS-MH-PUBLIC/COMMUNITY-TODMORDEN	5046	Commercial Equipment Not Elsewhere Class	BATTERIES AND BULBS FOR THEATRE	
ECONOMIC DEVELOPMENT & CULTURE	3276-95	2014-12-03	2014-12-04	SOBEYS 718        QPS	14.04	CAD	14.04	CAD	2740	"CONC, SNACKBAR/GIFTSHOP FOOD ITEMS&SUP"	AH0097	HS-MH-PUBLIC/COMMUNITY-TODMORDEN	5411	"Grocery Stores, Supermarkets"	"MILK, CREAM"	
ECONOMIC DEVELOPMENT & CULTURE	3281-132	2014-12-04	2014-12-08	SOBEYS 718        QPS	39.89	CAD	39.89	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0097	HS-MH-PUBLIC/COMMUNITY-TODMORDEN	5411	"Grocery Stores, Supermarkets"	"WAFERS, APPLE CIDER, CINNAMMON STICKS, ETC."	
ECONOMIC DEVELOPMENT & CULTURE	3300-87	2014-12-18	2014-12-19	SOBEYS 718        QPS	66.69	CAD	66.69	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0097	HS-MH-PUBLIC/COMMUNITY-TODMORDEN	5411	"Grocery Stores, Supermarkets"	"MILANO BISCUITS, WHIP CREAM, WAFERS, ETC."	
ECONOMIC DEVELOPMENT & CULTURE	3310-34	2014-12-29	2014-12-30	MUSEUMPROS ART SERVICE	418.10	CAD	418.10	CAD	4416	"TRANSFER, HAULAGE AND STORAGE"	AH0097	HS-MH-PUBLIC/COMMUNITY-TODMORDEN	5970	"Artist Supply Stores, Craft Shops"	SHIPPING SERVICES	
ECONOMIC DEVELOPMENT & CULTURE	3312-45	2014-12-30	2014-12-31	SCENEWORK CONSULTING L	"1,544.41"	CAD	"1,544.41"	CAD	3030	M & E - OFFICE	AH0097	HS-MH-PUBLIC/COMMUNITY-TODMORDEN	5712	"Equipment, Furniture, and Home Furnishin"	STRANDSL LEKO-BURNER ASSEMBLY	
					"2,397.32"	CAD	"2,397.32"	CAD								
PUBLIC HEALTH	3276-96	2014-12-03	2014-12-04	REGISTRATION - RYERSON	200.86	CAD	200.86	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	PH3039	PRESCHOOL SPEECH & LANGUAGE	8220	"Colleges, Universities, Professional Sch"	CONFERENCES/SEMINARS - REGISTRATION	
PUBLIC HEALTH	3276-97	2014-12-03	2014-12-04	REGISTRATION - RYERSON	200.86	CAD	200.86	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	PH3039	PRESCHOOL SPEECH & LANGUAGE	8220	"Colleges, Universities, Professional Sch"	CONFERENCES/SEMINARS - REGISTRATION	
					401.72	CAD	401.72	CAD								
"PARKS, FORESTRY & RECREATION"	3276-98	2014-12-03	2014-12-04	CUSTOM DOOR   LOCK SER	946.56	CAD	946.56	CAD	2730	LOCKS	P00548	S-EAST 1-TURF&HORT	5533	"Automotive Parts, Accessories Stores"	PADLOCK & KEYS FOR CABINET	
"PARKS, FORESTRY & RECREATION"	3292-105	2014-12-14	2014-12-15	FUTURE SHOP #73	46.87	CAD	46.87	CAD	3410	COMPUTERS - HARDWARE	P00548	S-EAST 1-TURF&HORT	5732	Electronic Sales	SPEAKERS	
"PARKS, FORESTRY & RECREATION"	3300-88	2014-12-19	2014-12-19	AVENUE INDUSTRIAL SUPP	971.24	CAD	971.24	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P00548	S-EAST 1-TURF&HORT	5969	Direct Marketing - Other Direct Marketer	CABINET	
					"1,964.67"	CAD	"1,964.67"	CAD								
TORONTO WATER	3306-79	2014-12-23	2014-12-24	NEDCO CTRL DIV. WESTBU	18.08	CAD	18.08	CAD	2710	GENERAL HARDWARE	TW7075	WTR TREAT & SUPPLY: SYSTEM CONTROL	5065	Electrical Parts and Equipment	DRILL BITS	
					18.08	CAD	18.08	CAD								
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	3276-99	2014-12-03	2014-12-04	WAYFAIR*WAYFAIR SUPPLY	145.98	CAD	125.37	USD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	FH5310	COMMUNITY INITIATIVES-ADMINISTRATION	5965	Direct Marketing - Combination Catalog a	CART	
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	3292-106	2014-12-12	2014-12-15	EVERYDAY OFFICE SUPPLI	509.86	CAD	509.86	CAD	2010	STATIONERY AND OFFICE SUPPLIES	FH5002	FINANCE & ADMINISTRATION	7399	Business Services - Not Elsewhere Classi	SPECIALTY BINDERS WHITE&BLACK_1' 8.5X11&8 1/2X11	
					655.84	CAD	509.86	CAD								
							125.37	USD								
PUBLIC HEALTH	3271-147	2014-11-28	2014-12-01	O/P PHARMACY -SUNNYBRO	22.38	CAD	22.38	CAD	2824	PRESCRIPTION DRUGS	PH4052	SEXUAL HEALTH CLINICS - SOUTH/WEST	8062	Hospitals	PRESCRIPTION DRUGS	
					22.38	CAD	22.38	CAD								
"PARKS, FORESTRY & RECREATION"	3271-148	2014-11-28	2014-12-01	FRESHCO 9841	128.89	CAD	128.89	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P09920	JIMMIE SIMPSON-INSTRL	5411	"Grocery Stores, Supermarkets"	PANCAKE SPECIAL EVENT	
"PARKS, FORESTRY & RECREATION"	3271-149	2014-11-28	2014-12-01	FOOD BASICS #929	60.70	CAD	60.70	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P09920	JIMMIE SIMPSON-INSTRL	5411	"Grocery Stores, Supermarkets"	YOUTH SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3281-133	2014-12-04	2014-12-08	FOOD BASICS #875	6.43	CAD	6.43	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P09920	JIMMIE SIMPSON-INSTRL	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR ECO EXPLORER CLUB	
"PARKS, FORESTRY & RECREATION"	3281-134	2014-12-04	2014-12-08	FOOD BASICS #875	12.06	CAD	12.06	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P09920	JIMMIE SIMPSON-INSTRL	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES - ECO EXPLORER CLUB	
"PARKS, FORESTRY & RECREATION"	3292-107	2014-12-12	2014-12-15	THE SOURCE #51380	22.58	CAD	22.58	CAD	2575	ELECTRICAL SUPPLIES	P09920	JIMMIE SIMPSON-INSTRL	5732	Electronic Sales	POWER CORD	
"PARKS, FORESTRY & RECREATION"	3298-80	2014-12-16	2014-12-18	WALMART #1150	980.26	CAD	980.26	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P09920	JIMMIE SIMPSON-INSTRL	5310	Discount Stores	YOUTH SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3310-35	2014-12-29	2014-12-30	HENRY'S DOWNTOWN TORON	328.53	CAD	328.53	CAD	3032	M & E - PHOTOGRAPHIC	P12941	LOCATION SUPPORT - YORKDALE ARTS CENTRE	5946	Camera and Photographic Supply Stores	YOUTH SUPPLIES- CAMERA	
"PARKS, FORESTRY & RECREATION"	3312-46	2014-12-29	2014-12-31	THE SOURCE #51380	20.33	CAD	20.33	CAD	2575	ELECTRICAL SUPPLIES	P09920	JIMMIE SIMPSON-INSTRL	5732	Electronic Sales	YOUTH SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3312-47	2014-12-29	2014-12-31	WALMART #1150	438.78	CAD	438.78	CAD	*****	M & E - KITCHEN	P12941	LOCATION SUPPORT - YORKDALE ARTS CENTRE	5310	Discount Stores	**MORE**  LAPTOP	
					"1,998.56"	CAD	"1,998.56"	CAD								
TORONTO WATER	3281-135	2014-12-05	2014-12-08	IHS*ENERGY	221.48	CAD	221.48	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	TW6010	OPS SUPPORT: MAJOR CAPITAL PROJECTS DELI	5942	Book Stores	PARTS	
TORONTO WATER	3281-136	2014-12-05	2014-12-08	HEMSLOJD INC	276.52	CAD	235.90	USD	4414	ADVERTISING & PROMOTION	TW6010	OPS SUPPORT: MAJOR CAPITAL PROJECTS DELI	5964	Direct Marketing - Catalog Merchants	ADVERTISING	
TORONTO WATER	3296-81	2014-12-16	2014-12-17	TERANET EXPRESS	16.00	CAD	16.00	CAD	4815	COURIER SERVICES	TW6010	OPS SUPPORT: MAJOR CAPITAL PROJECTS DELI	9222	Fines	COURIER	
TORONTO WATER	3310-36	2014-12-29	2014-12-30	UPS CUSTOMER COUNTER	53.41	CAD	53.41	CAD	4815	COURIER SERVICES	TW6010	OPS SUPPORT: MAJOR CAPITAL PROJECTS DELI	4214	"Motor Freight Carriers, Trucking - Local"	COURIER	
					567.41	CAD	290.89	CAD								
							235.90	USD								
"PARKS, FORESTRY & RECREATION"	3271-150	2014-11-28	2014-12-01	DOLLAR TREE #40209	80.96	CAD	80.96	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06664	BURROWS HALL-PRGM SUPPORT	5331	Variety Stores	"ORNAMENTS, LIGHTS, BOOKS"	
"PARKS, FORESTRY & RECREATION"	3298-81	2014-12-16	2014-12-18	FOOD BASICS #606	11.44	CAD	11.44	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05464	BURROWS HALL-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"BEANS, JALAPENO, TOMATOES"	
"PARKS, FORESTRY & RECREATION"	3302-125	2014-12-19	2014-12-22	FOOD BASICS #606	12.02	CAD	12.02	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05464	BURROWS HALL-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"BEANS, TOMATOES"	
					104.42	CAD	104.42	CAD								
EMPLOYMENT & SOCIAL SERVICES	3273-55	2014-12-01	2014-12-02	SECURITY LOCK   SAFE I	813.60	CAD	813.60	CAD	4406	CONTRACTED SERVICES - OFFICE EQUIPMENT	C01299	CNTRLIZED COST-ADMIN	1799	"Contractors, Special Trade - Not Elsewhe"	SAFE REPAIR FSU 150 EGLINTON E	
EMPLOYMENT & SOCIAL SERVICES	3280-87	2014-12-03	2014-12-05	THE BAY #1560	108.46	CAD	108.46	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	C01299	CNTRLIZED COST-ADMIN	5311	Department Stores	KETTLES FOR METRO HALL 12TH FL NORTH SERVERY	
EMPLOYMENT & SOCIAL SERVICES	3292-108	2014-12-11	2014-12-15	YMCA GREATER -JOHN ST	106.17	CAD	106.17	CAD	4820	BUSINESS MEETING EXPENSES	C01299	CNTRLIZED COST-ADMIN	8398	"Organizations, Charitable and Social Ser"	"CATERING FOR STAFF MTG NOV 18, 2014"	
EMPLOYMENT & SOCIAL SERVICES	3292-109	2014-12-11	2014-12-15	YMCA GREATER -JOHN ST	106.17	CAD	106.17	CAD	4820	BUSINESS MEETING EXPENSES	C01299	CNTRLIZED COST-ADMIN	8398	"Organizations, Charitable and Social Ser"	"CATERING FOR STAFF MTG OCT 14, 2014"	
EMPLOYMENT & SOCIAL SERVICES	3292-110	2014-12-11	2014-12-15	YMCA GREATER -JOHN ST	163.62	CAD	163.62	CAD	4820	BUSINESS MEETING EXPENSES	C01299	CNTRLIZED COST-ADMIN	8398	"Organizations, Charitable and Social Ser"	"CATERING FOR STAFF MTG NOV 13, 2014"	
					"1,298.02"	CAD	"1,298.02"	CAD								
"PARKS, FORESTRY & RECREATION"	3285-68	2014-12-04	2014-12-10	YORK MANUFACTURING SER	641.48	CAD	641.48	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P00545	S-CENTRAL1-TURF&HORT	5111	"Stationery, Office Supplies, Printing an"	MESSAGE BOARDS	
					641.48	CAD	641.48	CAD								
"PARKS, FORESTRY & RECREATION"	3271-151	2014-11-28	2014-12-01	METRO #712	48.86	CAD	48.86	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11426	MITCHELL FIELD-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	FOOD FOR PROGRAM	
"PARKS, FORESTRY & RECREATION"	3271-152	2014-11-30	2014-12-01	PET VALU #2106	14.67	CAD	14.67	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01666	MITCHELL FIELD-PRGM SUPPORT	5995	Pet Shops - Pet Food and Supplies	SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3275-91	2014-12-01	2014-12-03	METRO #712	114.07	CAD	114.07	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11426	MITCHELL FIELD-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	COOKING SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3292-111	2014-12-11	2014-12-15	CDN TIRE STORE #00126	338.89	CAD	338.89	CAD	2575	ELECTRICAL SUPPLIES	P12005	LASTMAN SQ-AIRS-OPERATIONS	5200	Home Supply Warehouse	LIGHTS	
"PARKS, FORESTRY & RECREATION"	3302-126	2014-12-20	2014-12-22	STAPLES STORE #70	14.53	CAD	14.53	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P01666	MITCHELL FIELD-PRGM SUPPORT	5943	"Office, School Supply, and Stationery St"	LOG BOOK	
					531.02	CAD	531.02	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3271-153	2014-11-30	2014-12-01	FACEBOOK P2HXQ6WD52	59.13	CAD	59.13	CAD	4414	ADVERTISING & PROMOTION	SE0019	NUIT BLANCHE	7311	Advertising Services	ADS - TRANS# 627606790683512-1000517	
ECONOMIC DEVELOPMENT & CULTURE	3288-81	2014-12-09	2014-12-11	PAYPAL *AKIMBOARTPR	50.00	CAD	50.00	CAD	4414	ADVERTISING & PROMOTION	SE0019	NUIT BLANCHE	8999	Professional Services - Not Elsewhere Cl	ADVERTISING	
					109.13	CAD	109.13	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3288-82	2014-12-10	2014-12-11	PAYPAL *TORONTOASSO	45.00	CAD	45.00	CAD	150043	PREPAID EXPENSES			8299	Educational Services	TICKETS FOR EVENT	
ECONOMIC DEVELOPMENT & CULTURE	3288-83	2014-12-10	2014-12-11	VOLUNTEER CENTRE OF TO	119.00	CAD	119.00	CAD	150043	PREPAID EXPENSES			8398	"Organizations, Charitable and Social Ser"	MEMBERSHIP	
					164.00	CAD	164.00	CAD								
TORONTO WATER	3273-56	2014-12-01	2014-12-02	TIGERDIRECT.CA	140.96	CAD	140.96	CAD	3410	COMPUTERS - HARDWARE	TW6010	OPS SUPPORT: MAJOR CAPITAL PROJECTS DELI	5734	Computer Software Stores	USB HARD DRIVE	
					140.96	CAD	140.96	CAD								
LONG TERM CARE HOMES	3283-54	2014-12-08	2014-12-09	PRO TOUCH FLOORING	"2,870.20"	CAD	"2,870.20"	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	D3C061	CUMMER LODGE-MT-OA	1799	"Contractors, Special Trade - Not Elsewhe"	REPAIRS TO FLOORING	
LONG TERM CARE HOMES	3294-63	2014-12-15	2014-12-16	PRO TOUCH FLOORING	"2,994.50"	CAD	"2,994.50"	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	D3C061	CUMMER LODGE-MT-OA	1799	"Contractors, Special Trade - Not Elsewhe"	REPAIRS TO FLOORING	
LONG TERM CARE HOMES	3298-82	2014-12-17	2014-12-18	KEY SOLUTIONS	"2,090.50"	CAD	"2,090.50"	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	D3C061	CUMMER LODGE-MT-OA	7393	"Detective Agencies, Protective Agencies,"	CALL BELL INSTALLATION	
LONG TERM CARE HOMES	3300-89	2014-12-17	2014-12-19	FOOD BASICS #679	94.68	CAD	94.68	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3C083	CUMMER LODGE-PS-PS	5411	"Grocery Stores, Supermarkets"	NEW YEARS PARTY SPARKLING JUICE	
LONG TERM CARE HOMES	3300-90	2014-12-18	2014-12-19	KEY SOLUTIONS	"1,864.50"	CAD	"1,864.50"	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	D3C061	CUMMER LODGE-MT-OA	7393	"Detective Agencies, Protective Agencies,"	CALL BELL INSTALLATION	
LONG TERM CARE HOMES	3310-37	2014-12-29	2014-12-30	PRO TOUCH FLOORING	"2,994.50"	CAD	"2,994.50"	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	D3C061	CUMMER LODGE-MT-OA	1799	"Contractors, Special Trade - Not Elsewhe"	REPAIRS TO FLOORING	
LONG TERM CARE HOMES	3312-48	2014-12-30	2014-12-31	PRO TOUCH FLOORING	"2,768.50"	CAD	"2,768.50"	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	D3C061	CUMMER LODGE-MT-OA	1799	"Contractors, Special Trade - Not Elsewhe"	REPAIRS TO FLOORING	
					"15,677.38"	CAD	"15,677.38"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3308-71	2014-12-24	2014-12-29	MONFORTE DAIRY COMPANY	892.52	CAD	892.52	CAD	2740	"CONC, SNACKBAR/GIFTSHOP FOOD ITEMS&SUP"	AH0115	HS-MH-RETAIL-MONTGOMERY	5451	Dairy Product Stores	CHEESE	
					892.52	CAD	892.52	CAD								
"PARKS, FORESTRY & RECREATION"	3271-154	2014-11-30	2014-12-01	MICHAELS OF CANADA #34	55.91	CAD	55.91	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08589	JOHN ENGLISH CS-SPEC EVNTS	5945	"Game, Toy, and Hobby Shops"	"POMPOMS, BAGS"	
"PARKS, FORESTRY & RECREATION"	3276-100	2014-12-02	2014-12-04	WAL-MART # 3031	94.20	CAD	94.20	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08589	JOHN ENGLISH CS-SPEC EVNTS	5310	Discount Stores	SUPPLIES FOR SPECIAL EVENT	
"PARKS, FORESTRY & RECREATION"	3280-88	2014-12-03	2014-12-05	WMT SUPRCTR #1126	59.48	CAD	59.48	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08589	JOHN ENGLISH CS-SPEC EVNTS	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR SPECIAL EVENT	
"PARKS, FORESTRY & RECREATION"	3281-137	2014-12-05	2014-12-08	SOBEYS 741        QPS	13.45	CAD	13.45	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08589	JOHN ENGLISH CS-SPEC EVNTS	5411	"Grocery Stores, Supermarkets"	COOKIES - SPECIAL EVENT	
"PARKS, FORESTRY & RECREATION"	3281-138	2014-12-05	2014-12-08	MICHAELS OF CANADA #34	28.68	CAD	28.68	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08589	JOHN ENGLISH CS-SPEC EVNTS	5945	"Game, Toy, and Hobby Shops"	SUPPLIES FOR SPECIAL EVENT	
					251.72	CAD	251.72	CAD								
"PARKS, FORESTRY & RECREATION"	3276-101	2014-12-03	2014-12-04	NO FRILL'S #1306	41.73	CAD	41.73	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06463	JS BELL CS-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	FOOD FOR WINTER COOKING PROG	
					41.73	CAD	41.73	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3310-38	2014-12-29	2014-12-30	NUIT SOCIAL	163.09	CAD	163.09	CAD	4823	MEALS-OUTSIDE LOC'S	SE0019	NUIT BLANCHE	5812	"Eating Places, Restaurants"	BUSINESS MEETING W/ EXTERNAL CLIENTS	
					163.09	CAD	163.09	CAD								
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	3280-89	2014-12-03	2014-12-05	CDN TIRE STORE #00209	28.23	CAD	28.23	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	F03324	BIRCHMOUNT RESIDENCE-DIRECT PROGRAMS	5200	Home Supply Warehouse	CHRISTMAS TREE FOR BIRCHMOUNT RESIDENCE	
					28.23	CAD	28.23	CAD								
TORONTO WATER	3281-139	2014-12-04	2014-12-08	CDN TIRE STORE #00175	88.07	CAD	88.07	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	TW4095	WW TREATMNT:  HIGHLAND CREEK TP - WORK A	5200	Home Supply Warehouse	"GARLANDS, HOOKS"	
TORONTO WATER	3296-82	2014-12-15	2014-12-17	KOOL KOVERS INC	45.20	CAD	45.20	CAD	2710	GENERAL HARDWARE	TW4095	WW TREATMNT:  HIGHLAND CREEK TP - WORK A	5999	Miscellaneous and Specialty Retail Store	BATTERY	
