Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element / Work Order Number	Cost Centre/WBS Element/Work Order Number Description	Merchant Type	Merchant Type Description	Purpose	
"PARKS, FORESTRY & RECREATION"	2890-76	2014-02-21	2014-02-24	NOFRILLS TIM SUES 1352	57.25	CAD	57.25	CAD	2620	ANIMAL CARE SUPPLIES	P00516	HIGH PARK-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	ZOO FOOD	
"PARKS, FORESTRY & RECREATION"	2893-51	2014-02-21	2014-02-25	GUFFIN'S HARDWARE LIMI	36.54	CAD	36.54	CAD	2730	LOCKS	P00516	HIGH PARK-PRGM SUPPORT	5251	Hardware Stores	WINDOWS LOCKS	
					215.73	CAD	215.73	CAD								
"PARKS, FORESTRY & RECREATION"	2885-30	2014-02-18	2014-02-19	PLAYPOWER LT CANADA IN	997.11	CAD	997.11	CAD	3040	M & E - RECREATIONAL & EDUCATIONAL	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5941	Sporting Goods Stores	PLAYGROUND EQUIPMENT	
					997.11	CAD	997.11	CAD								
"PARKS, FORESTRY & RECREATION"	2866-52	2014-02-06	2014-02-06	ULINE	204.18	CAD	204.18	CAD	2110	PARTS - FURNITURE & FIXTURES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5964	Direct Marketing - Catalog Merchants	KRAFT PARTS BIN 4X12X4.5 25/100	
"PARKS, FORESTRY & RECREATION"	2872-38	2014-02-10	2014-02-11	GUILLEVIN INTERNATIONA	344.65	CAD	344.65	CAD	2575	ELECTRICAL SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5085	Industrial Supplies Not Elsewhere Classi	12 VOLT DC POWER SUPPLY	
"PARKS, FORESTRY & RECREATION"	2881-99	2014-02-13	2014-02-17	RACK-KING LTD	169.50	CAD	169.50	CAD	2110	PARTS - FURNITURE & FIXTURES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5021	Office and Commercial Furniture	REDI RACK FRAMES	
					718.33	CAD	718.33	CAD								
"PARKS, FORESTRY & RECREATION"	2865-67	2014-02-03	2014-02-05	THE HOME DEPOT #7114	138.94	CAD	138.94	CAD	2715	PAINT SUPPLIES	P07663	ALDERWOOD POOL-OPERATIONS	5200	Home Supply Warehouse	**MORE**  LEV SAFETY C	
"PARKS, FORESTRY & RECREATION"	2872-39	2014-02-07	2014-02-11	CDN TIRE STORE #00242	24.25	CAD	24.25	CAD	2570	JANITORIAL SUPPLIES	P07664	ELMS POOL-OPERATIONS	5200	Home Supply Warehouse	CLEANING SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2886-56	2014-02-18	2014-02-20	THE HOME DEPOT #7011	37.46	CAD	37.46	CAD	2710	GENERAL HARDWARE	P07737	ALBION POOL&HEALTH CLUB-OPERATIONS	5200	Home Supply Warehouse	**MORE**  ANCHORS	
"PARKS, FORESTRY & RECREATION"	2886-57	2014-02-18	2014-02-20	CDN TIRE STORE #00294	46.84	CAD	46.84	CAD	2710	GENERAL HARDWARE	P07699	G&I RISK CC-OPERATIONS	5200	Home Supply Warehouse	"WOOD SCREWS, STORAGE BOX"	
"PARKS, FORESTRY & RECREATION"	2887-64	2014-02-12	2014-02-21	D   G VACUUM REPAIR SE	222.85	CAD	222.85	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	P03033	HABITANT ARENA-OPERATIONS	7699	Miscellaneous Repair Shops and Related S	VACUUM REPAIR	
"PARKS, FORESTRY & RECREATION"	2887-65	2014-02-19	2014-02-21	D   G VACUUM REPAIR SE	148.03	CAD	148.03	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	P07699	G&I RISK CC-OPERATIONS	7699	Miscellaneous Repair Shops and Related S	VACUUM REPAIR	
"PARKS, FORESTRY & RECREATION"	2887-66	2014-02-19	2014-02-21	D   G VACUUM REPAIR SE	338.99	CAD	338.99	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	P03051	ALBION-OPERATIONS	7699	Miscellaneous Repair Shops and Related S	VACUUM REPAIR	
"PARKS, FORESTRY & RECREATION"	2894-70	2014-02-24	2014-02-26	D   G VACUUM REPAIR SE	734.50	CAD	734.50	CAD	3025	M & E - JANITORIAL	P07741	THISTLETOWN-OPERATIONS	7699	Miscellaneous Repair Shops and Related S	BATTERIES	
"PARKS, FORESTRY & RECREATION"	2897-48	2014-02-26	2014-02-28	RONA # 55090	55.86	CAD	55.86	CAD	2575	ELECTRICAL SUPPLIES	P07741	THISTLETOWN-OPERATIONS	5251	Hardware Stores	LIGHTS	
"PARKS, FORESTRY & RECREATION"	2897-49	2014-02-27	2014-02-28	MONARCH PAINTS	627.60	CAD	627.60	CAD	2715	PAINT SUPPLIES	P07741	THISTLETOWN-OPERATIONS	5231	"Glass, Paint, Wallpaper Stores"	FLOOR EPOXY	
					"2,375.32"	CAD	"2,375.32"	CAD								
"PARKS, FORESTRY & RECREATION"	2877-57	2014-02-10	2014-02-13	MISTER CHEMICAL LTD	681.89	CAD	681.89	CAD	2570	JANITORIAL SUPPLIES	P00141	TORONTO ISLANDS-PARKS MAINT/RPRS	5169	Chemicals and Allied Products Not Elsewh	"URINAL PUCKS EKCOSCREEN, LIQUID SOAP"	
					681.89	CAD	681.89	CAD								
"PARKS, FORESTRY & RECREATION"	2865-68	2014-02-04	2014-02-05	DRAGLAM SALT	"2,731.89"	CAD	"2,731.89"	CAD	2410	DE - ICERS	P00674	W-SOUTH3-PRGM SUPPORT	5169	Chemicals and Allied Products Not Elsewh	ROCK SALT	
"PARKS, FORESTRY & RECREATION"	2875-68	2014-02-11	2014-02-12	DRAGLAM SALT	"2,721.32"	CAD	"2,721.32"	CAD	2410	DE - ICERS	P00674	W-SOUTH3-PRGM SUPPORT	5169	Chemicals and Allied Products Not Elsewh	ROCK SALT	
					"5,453.21"	CAD	"5,453.21"	CAD								
EMERGENCY MEDICAL SERVICES	2877-58	2014-02-12	2014-02-13	PRINCESS AUTO #36	17.48	CAD	17.48	CAD	2710	GENERAL HARDWARE	B46750	OPS - SERVICE DISTRICT 2	5085	Industrial Supplies Not Elsewhere Classi	3 PKG OF HANGER HOOKS	
EMERGENCY MEDICAL SERVICES	2880-55	2014-02-12	2014-02-14	CDN TIRE STORE #00175	48.09	CAD	48.09	CAD	2710	GENERAL HARDWARE	B46750	OPS - SERVICE DISTRICT 2	5200	Home Supply Warehouse	2-SCREWDRIVER+2 PGKS SCREWDRIVER SETS	
EMERGENCY MEDICAL SERVICES	2890-77	2014-02-20	2014-02-24	CDN TIRE STORE #00209	45.18	CAD	45.18	CAD	2710	GENERAL HARDWARE	B46750	OPS - SERVICE DISTRICT 2	5200	Home Supply Warehouse	2-LONG HANDLE DUST BROOM	
EMERGENCY MEDICAL SERVICES	2894-71	2014-02-24	2014-02-26	CDN TIRE STORE #00175	33.19	CAD	33.19	CAD	2710	GENERAL HARDWARE	B46750	OPS - SERVICE DISTRICT 2	5200	Home Supply Warehouse	"1 PKG CABLE TIES, 1 PKG BUNGEE CORDS, 1 PKG SLEEVE"	
					143.94	CAD	143.94	CAD								
"PARKS, FORESTRY & RECREATION"	2859-71	2014-01-22	2014-02-03	ACTION HYDRAULICS LTD.	604.55	CAD	604.55	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	P01199	WEST-YORK AIRS-OPERATIONS	7699	Miscellaneous Repair Shops and Related S	CYLINDER REPAIR	
"PARKS, FORESTRY & RECREATION"	2893-52	2014-02-21	2014-02-25	MOE - HWIN WEB	55.00	CAD	55.00	CAD	4830	PERMIT & LICENSE FEES	P00890	KIPLING YD-FLEET EQUIP	9399	Government Services - Not Elsewhere Clas	HAZARDOUS WASTE GENERATOR LICENSE 	
"PARKS, FORESTRY & RECREATION"	2893-53	2014-02-21	2014-02-25	MOE - HWIN WEB	55.00	CAD	55.00	CAD	4830	PERMIT & LICENSE FEES	P00891	ROCKCLIFF YD-FLEET EQUIP	9399	Government Services - Not Elsewhere Clas	HAZARDOUS WASTE GENERATOR LICENSE	
"PARKS, FORESTRY & RECREATION"	2897-50	2014-02-27	2014-02-28	NCH-PARTSMASTER	850.25	CAD	850.25	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00890	KIPLING YD-FLEET EQUIP	5085	Industrial Supplies Not Elsewhere Classi	HIGH POWER WORKLIGHTS SERVICE TRUCKS	
					"1,564.80"	CAD	"1,564.80"	CAD								
"PARKS, FORESTRY & RECREATION"	2887-67	2014-02-20	2014-02-21	MARCHANT'S SCHOOL SPOR	121.28	CAD	121.28	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11589	RODING-SPORTS	5941	Sporting Goods Stores	REC MATERIALS	
					121.28	CAD	121.28	CAD								
TORONTO WATER	2877-59	2014-02-11	2014-02-13	THE HOME DEPOT #7114	28.78	CAD	28.78	CAD	2575	ELECTRICAL SUPPLIES	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5200	Home Supply Warehouse	"32W T8 48""2P"	
TORONTO WATER	2896-48	2014-02-26	2014-02-27	PAUL WOLF ELECTRIC   L	166.10	CAD	166.10	CAD	2575	ELECTRICAL SUPPLIES	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5065	Electrical Parts and Equipment	EMERGENCY LIGHT	
					194.88	CAD	194.88	CAD								
FIRE SERVICES	2875-69	2014-02-10	2014-02-12	R G SPEED CONTROL DEVI	"1,243.00"	CAD	"1,243.00"	CAD	4424	CONTRACTED SERVICES - GENERAL	FR0024	MECH MAINTENANCE - EQUIPMENT MAINTANCE	5533	"Automotive Parts, Accessories Stores"	REPAIR HOSE ROLLAR MACHINE	
FIRE SERVICES	2896-49	2014-02-25	2014-02-27	ESSO	50.00	CAD	50.00	CAD	2260	GASOLINE	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5541	Service Stations (with or without Ancill	FUEL FOR COMPANY CAR (20301)	
FIRE SERVICES	2896-50	2014-02-27	2014-02-27	ONTARIO COLLEGE OF TRA	4.90	CAD	4.90	CAD	4830	PERMIT & LICENSE FEES	FR0024	MECH MAINTENANCE - EQUIPMENT MAINTANCE	9399	Government Services - Not Elsewhere Clas	MEMBERSHIP FEE - MECH CERTIFICATE	
					"1,297.90"	CAD	"1,297.90"	CAD								
"PARKS, FORESTRY & RECREATION"	2859-72	2014-01-31	2014-02-03	LOWES #02494*	2.79	CAD	2.79	CAD	2710	GENERAL HARDWARE	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5200	Home Supply Warehouse	BOMMER KEY #92	
"PARKS, FORESTRY & RECREATION"	2859-73	2014-01-31	2014-02-03	CEDAR HEIGHTS HARDWARE	5.63	CAD	5.63	CAD	2710	GENERAL HARDWARE	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5251	Hardware Stores	GENERAL HARDWARE	
"PARKS, FORESTRY & RECREATION"	2859-74	2014-01-31	2014-02-03	LOWES #02494*	-2.79	CAD	-2.79	CAD	2710	GENERAL HARDWARE	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5200	Home Supply Warehouse	GENERAL HARDWARE	
"PARKS, FORESTRY & RECREATION"	2871-103	2014-02-07	2014-02-10	PRINCESS AUTO #36	63.23	CAD	63.23	CAD	2665	PROTECTIVE CLOTHING	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5085	Industrial Supplies Not Elsewhere Classi	GLOVES	
"PARKS, FORESTRY & RECREATION"	2877-60	2014-02-12	2014-02-13	LOWES #02494*	37.66	CAD	37.66	CAD	3099	GENERAL EQUIPMENT	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5200	Home Supply Warehouse	**MORE**  8X1/2 LP SQ PN HD Z SMS	
"PARKS, FORESTRY & RECREATION"	2881-100	2014-02-13	2014-02-17	BRAFASCO / SCARBOROUGH	32.77	CAD	32.77	CAD	2665	PROTECTIVE CLOTHING	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5085	Industrial Supplies Not Elsewhere Classi	SAFETY GLASSES	
					139.29	CAD	139.29	CAD								
"PARKS, FORESTRY & RECREATION"	2871-104	2014-02-07	2014-02-10	DOLLAR TREE #40209	11.30	CAD	11.30	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07880	CURRAN HALL-SOCIAL PRGM	5331	Variety Stores	"BALLOONS,RIBBON,GLOWSTICK,SPARKLERS"	
"PARKS, FORESTRY & RECREATION"	2871-105	2014-02-07	2014-02-10	WAL-MART # 1152	4.52	CAD	4.52	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07880	CURRAN HALL-SOCIAL PRGM	5310	Discount Stores	RED BALLOONS	
"PARKS, FORESTRY & RECREATION"	2871-106	2014-02-07	2014-02-10	WAL-MART # 3111	74.93	CAD	74.93	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07880	CURRAN HALL-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"ICE,SUGAR,MILK,CREAM,CHEESE,ICING,CHICKEN,PEPPERS"	
"PARKS, FORESTRY & RECREATION"	2877-61	2014-02-11	2014-02-13	WAL-MART #1080	15.80	CAD	15.80	CAD	2650	COMPUTER AND PRINTER SUPPLIES	P07690	LAMOREAUX-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	USB DRIVE	
"PARKS, FORESTRY & RECREATION"	2880-56	2014-02-12	2014-02-14	FOOD BASICS #863	29.63	CAD	29.63	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07880	CURRAN HALL-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"FRUIT, JUICE"	
"PARKS, FORESTRY & RECREATION"	2881-101	2014-02-14	2014-02-17	THE HOME DEPOT #7027	5.64	CAD	5.64	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07880	CURRAN HALL-SOCIAL PRGM	5200	Home Supply Warehouse	PLS OF PA	
"PARKS, FORESTRY & RECREATION"	2881-102	2014-02-14	2014-02-17	WAL-MART # 3111	26.83	CAD	26.83	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07880	CURRAN HALL-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"PLAYDO,CINNAMON HEARTS,PINS,BEADS"	
"PARKS, FORESTRY & RECREATION"	2883-72	2014-02-14	2014-02-18	FOOD BASICS #863	81.73	CAD	81.73	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07880	CURRAN HALL-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"CHICKEN,JUICE,RICE,CHEESE,VEGETABLES,DRESSING,FLOU"	
"PARKS, FORESTRY & RECREATION"	2885-31	2014-02-18	2014-02-19	LOBLAWS #1001	40.21	CAD	40.21	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07880	CURRAN HALL-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"FRUIT,MILK,HAM,ONIONS,ORANGES,BREAD"	
"PARKS, FORESTRY & RECREATION"	2890-78	2014-02-21	2014-02-24	WAL-MART # 3111	68.56	CAD	68.56	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07880	CURRAN HALL-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"EGGS,VINEGAR,LEMON,VEGGIES,MILK,PASTA,MUSTARD,CHEE"	
					359.15	CAD	359.15	CAD								
"PARKS, FORESTRY & RECREATION"	2886-58	2014-02-19	2014-02-20	MICHAELS OF CANADA #34	126.64	CAD	126.64	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06460	ISLINGTON CS-ARTS-VISL/PERF	5945	"Game, Toy, and Hobby Shops"	DANCE BEDAZZLING ITEMS AND RIBBONS	
"PARKS, FORESTRY & RECREATION"	2887-68	2014-02-20	2014-02-21	ETSY.COM - MELODYLINEN	91.22	CAD	91.22	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06460	ISLINGTON CS-ARTS-VISL/PERF	5699	Accessory  and Apparel Stores - Miscella	TUTS FOR DANCE RECITAL	
"PARKS, FORESTRY & RECREATION"	2890-79	2014-02-21	2014-02-24	SMILEMAKERS   00179515	247.45	CAD	247.45	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06460	ISLINGTON CS-ARTS-VISL/PERF	5111	"Stationery, Office Supplies, Printing an"	MINI TOYS & STICKERS FOR FAIR & MARCH BREAK	
"PARKS, FORESTRY & RECREATION"	2894-72	2014-02-24	2014-02-26	METRO #704	95.05	CAD	95.05	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06544	ISLINGTON CS-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"CHKN BREAST,LEAN GRND BEEF,LETTUCE,ICING SUGAR"	
					560.36	CAD	560.36	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2869-39	2014-02-05	2014-02-07	SHERATON TOR TRADES	68.77	CAD	68.77	CAD	4823	MEALS-OUTSIDE LOC'S	ED0155	STRATEGIC ALLIANCES	5812	"Eating Places, Restaurants"	BUSINESS MEETING W/ EXTERNAL CLIENTS	
ECONOMIC DEVELOPMENT & CULTURE	2871-107	2014-02-08	2014-02-10	CORENET GLOBAL	961.27	CAD	850.00	USD	4760	MEMBERSHIP FEES	ED0156	INTERNATIONAL ALLIANCES	8699	"Organizations, Membership - Not Elsewher"	MEMBERSHIP	
					"1,030.04"	CAD	68.77	CAD								
							850.00	USD								
SOLID WASTE MANAGEMENT	2869-40	2014-02-05	2014-02-07	MOE - HWIN WEB	50.00	CAD	50.00	CAD	4760	MEMBERSHIP FEES	SW0901	GREEN LANE LANDFILL	9399	Government Services - Not Elsewhere Clas	HWIN REGISTRATION RENEWAL FOR	
SOLID WASTE MANAGEMENT	2885-32	2014-02-18	2014-02-19	KATHY'S CATERING	151.42	CAD	151.42	CAD	4820	BUSINESS MEETING EXPENSES	SW0901	GREEN LANE LANDFILL	5811	Caterers	CATERING FOR BUSINESS MEETING	
SOLID WASTE MANAGEMENT	2886-59	2014-02-18	2014-02-20	CIMCO REFRIGERATION ON	201.14	CAD	201.14	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	SW0901	GREEN LANE LANDFILL	7623	Air Conditioning and Refrigeration Repai	HVAC RELATED REPAIR WORK IN ADMIN BUILDING	
SOLID WASTE MANAGEMENT	2893-54	2014-02-24	2014-02-25	VIA RAIL INTERNET #500	146.90	CAD	146.90	CAD	4230	BUSINESS TRAV - OTHER EXPENSES	SW0901	GREEN LANE LANDFILL	4011	Railroads	TRAVEL EXPENSES FOR EMPLOYEE TO ATTEND MEETING.	
					549.46	CAD	549.46	CAD								
TORONTO WATER	2872-40	2014-02-10	2014-02-11	NATIONAL HOSE AND EQUI	139.13	CAD	139.13	CAD	2535	PLUMBING SUPPLIES	TW2025	DIST OPS: OPERATION & MTCE - NORTH YORK	5046	Commercial Equipment Not Elsewhere Class	NYLON TUBING	
TORONTO WATER	2875-70	2014-02-10	2014-02-12	THE HOME DEPOT #7012	5.78	CAD	5.78	CAD	2535	PLUMBING SUPPLIES	TW2025	DIST OPS: OPERATION & MTCE - NORTH YORK	5200	Home Supply Warehouse	**MORE**  3/8X3/8MIP C	
					144.91	CAD	144.91	CAD								
EMERGENCY MEDICAL SERVICES	2886-60	2014-02-18	2014-02-20	CURRY'S - YONGE ST TOR	22.32	CAD	22.32	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B46751	OPS - SERVICE DISTRICT 4	5970	"Artist Supply Stores, Craft Shops"		
EMERGENCY MEDICAL SERVICES	2886-61	2014-02-19	2014-02-20	TORONTO PARKING AUTHOR	9.00	CAD	9.00	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B46751	OPS - SERVICE DISTRICT 4	7523	Automobile Parking Lots and Garages		
EMERGENCY MEDICAL SERVICES	2887-69	2014-02-20	2014-02-21	TORONTO PARKING AUTHOR	9.00	CAD	9.00	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B46751	OPS - SERVICE DISTRICT 4	7523	Automobile Parking Lots and Garages		
EMERGENCY MEDICAL SERVICES	2890-80	2014-02-21	2014-02-24	TORONTO PARKING AUTHOR	9.00	CAD	9.00	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B46751	OPS - SERVICE DISTRICT 4	7523	Automobile Parking Lots and Garages		
EMERGENCY MEDICAL SERVICES	2893-55	2014-02-24	2014-02-25	STAPLES#159	7.89	CAD	7.89	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B46751	OPS - SERVICE DISTRICT 4	5943	"Office, School Supply, and Stationery St"		
EMERGENCY MEDICAL SERVICES	2896-51	2014-02-25	2014-02-27	CDN TIRE STORE #00209	48.21	CAD	48.21	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B46751	OPS - SERVICE DISTRICT 4	5200	Home Supply Warehouse		
					105.42	CAD	105.42	CAD								
"PARKS, FORESTRY & RECREATION"	2885-33	2014-02-18	2014-02-19	ACTION LOCKSMITHS INC	302.39	CAD	302.39	CAD	2730	LOCKS	P00039	E-FIELD SERV. 2-PRGM SUPPORT	7399	Business Services - Not Elsewhere Classi	MASTER 6121 PADLOCKS	
					302.39	CAD	302.39	CAD								
TORONTO WATER	2880-57	2014-02-13	2014-02-14	ACKLANDS-GRAINGER INC	390.84	CAD	390.84	CAD	2575	ELECTRICAL SUPPLIES	TW2035	DIST OPS: OPERATION & MTCE - SCARBOROUGH	5085	Industrial Supplies Not Elsewhere Classi	PLUG EXTENTION CORD	
					390.84	CAD	390.84	CAD								
"PARKS, FORESTRY & RECREATION"	2859-75	2014-01-31	2014-02-03	HIGHLAND FARMS SCARBOR	11.94	CAD	11.94	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01332	BIRKDALE CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	FOOD FOR PROGRAM	
"PARKS, FORESTRY & RECREATION"	2859-76	2014-01-31	2014-02-03	THE HOME DEPOT #7001	134.46	CAD	134.46	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12520	RE-SP-CANADA DAY-E CENTRAL	5200	Home Supply Warehouse	**MORE**  BRUTUSMIXPAD	
"PARKS, FORESTRY & RECREATION"	2869-41	2014-02-06	2014-02-07	FRESHCO #9832	13.96	CAD	13.96	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01332	BIRKDALE CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"BUTTER, 10% CREAM"	
"PARKS, FORESTRY & RECREATION"	2880-58	2014-02-13	2014-02-14	FRESHCO #9834	22.72	CAD	22.72	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01332	BIRKDALE CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"BLUEBERRIES, STRAWBERRIES, KIWI,BAMBOO SKEWERS"	
					183.08	CAD	183.08	CAD								
"PARKS, FORESTRY & RECREATION"	2877-62	2014-02-12	2014-02-13	THE WEARHOUSE LTD.	888.74	CAD	888.74	CAD	4995	OTHER EXPENSES	P12734	RS-TOR ISL-PRG SUPP - REC SUPP SVCES	5941	Sporting Goods Stores	"DESIGN,LAYOUT,PREPARE ELECTRONIC FILES FOR POSTERS"	
					888.74	CAD	888.74	CAD								
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	2871-108	2014-02-06	2014-02-10	LCBO/RAO #614	230.75	CAD	230.75	CAD	2760	ALCOHOLIC BEVERAGES	F01127	SEATON HOUSE-CLIENT SERV- ANNEX PROGRAM	5921	"Package Stores, Beer, Wine, Liquor"	SUPPLIES FOR MANAGED HARM REDUCTION PROGRAM- ANNEX	
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	2894-73	2014-02-25	2014-02-26	SHOPPERS DRUG MART #83	10.32	CAD	10.32	CAD	4805	POSTAGE	F01121	SEATON HOUSE PROGRAM DELIVERY	9402	Postal Services - Government Only	REGISTERED LETTER TO DIETARY STAFF	
					241.07	CAD	241.07	CAD								
"PARKS, FORESTRY & RECREATION"	2869-42	2014-02-05	2014-02-07	CDN TIRE STORE #00119	56.49	CAD	56.49	CAD	3015	M & E - GROUNDS	P12754	W-NORTH-N-PRGM SUPPORT	5200	Home Supply Warehouse	SALT SPREADER	
"PARKS, FORESTRY & RECREATION"	2880-59	2014-02-12	2014-02-14	CDN TIRE STORE #00294	17.83	CAD	17.83	CAD	2710	GENERAL HARDWARE	P12754	W-NORTH-N-PRGM SUPPORT	5200	Home Supply Warehouse	FABRIC PROTECTANT SPRAY AND WIPES	
"PARKS, FORESTRY & RECREATION"	2890-81	2014-02-20	2014-02-24	EAASIB PESTICIDES	180.00	CAD	180.00	CAD	4830	PERMIT & LICENSE FEES	P12754	W-NORTH-N-PRGM SUPPORT	9399	Government Services - Not Elsewhere Clas	PESTICIDE LICENSE RENEWAL	
"PARKS, FORESTRY & RECREATION"	2894-74	2014-02-24	2014-02-26	THE HOME DEPOT #7002	104.91	CAD	104.91	CAD	3310	FURNISHINGS	P12754	W-NORTH-N-PRGM SUPPORT	5200	Home Supply Warehouse	"**MORE**  ARR 9/16"" ST"	
"PARKS, FORESTRY & RECREATION"	2897-51	2014-02-26	2014-02-28	SPEELMAN S GARDEN CENT	99.44	CAD	99.44	CAD	2410	DE - ICERS	P12754	W-NORTH-N-PRGM SUPPORT	5261	Lawn and Garden Supply Stores	SAND	
					458.67	CAD	458.67	CAD								
TORONTO WATER	2894-75	2014-02-24	2014-02-26	MOE - HWIN WEB	50.00	CAD	50.00	CAD	4830	PERMIT & LICENSE FEES	TW2015	DIST OPS: OPERATIONAL CO-ORDINATION	9399	Government Services - Not Elsewhere Clas	WASTE GENERATOR REGISTRATION	
TORONTO WATER	2894-76	2014-02-24	2014-02-26	MOE - HWIN WEB	50.00	CAD	50.00	CAD	4830	PERMIT & LICENSE FEES	TW2015	DIST OPS: OPERATIONAL CO-ORDINATION	9399	Government Services - Not Elsewhere Clas	WASTE GENERATOR REGISTRATION	
					100.00	CAD	100.00	CAD								
"PARKS, FORESTRY & RECREATION"	2897-52	2014-02-27	2014-02-28	FRESHCO #9834	31.35	CAD	31.35	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11207	CENTENNIAL (E)-SPORTS	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES FOR YOUTH COUNCIL MTG	
					31.35	CAD	31.35	CAD								
"PARKS, FORESTRY & RECREATION"	2885-34	2014-02-16	2014-02-19	WAL-MART #3159	126.42	CAD	126.42	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01321	TRACE MANES COMPLEX-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	COVERINGS FOR SENIORS ROOM	
"PARKS, FORESTRY & RECREATION"	2890-82	2014-02-22	2014-02-24	SEARS CDA TOR-REXDALE	15.80	CAD	15.80	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05844	BANBURY CC-ARTS-VISL/PERF	5999	Miscellaneous and Specialty Retail Store	SOCS FOR ARTS AND CRAFTS	
					142.22	CAD	142.22	CAD								
"PARKS, FORESTRY & RECREATION"	2859-77	2014-01-31	2014-02-03	THE HOME DEPOT #7011	8.11	CAD	8.11	CAD	2401	LUBRICANTS	P10460	TRINITY-PRGM SUPPORT	5200	Home Supply Warehouse	SILIC SPRAY	
"PARKS, FORESTRY & RECREATION"	2871-109	2014-02-06	2014-02-10	METRO #720	35.94	CAD	35.94	CAD	4820	BUSINESS MEETING EXPENSES	P10460	TRINITY-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	REFRESHMENTS FOR PT STAFF TRAINING	
