Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element / Order	Cost Centre / WBS Element / Order Description	Merchant Type	Merchant Type Description	Purpose	
"PARKS, FORESTRY & RECREATION"	3072-146	2014-07-08	2014-07-09	PRINCESS AUTO #36	54.92	CAD	54.92	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P07646	DON VALLEY-OPERATIONS	5085	Industrial Supplies Not Elsewhere Classi	SHOP PARTS	
"PARKS, FORESTRY & RECREATION"	3072-147	2014-07-08	2014-07-09	NATIONAL HOSE AND EQUI	60.35	CAD	60.35	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P07646	DON VALLEY-OPERATIONS	5046	Commercial Equipment Not Elsewhere Class	HOSE ASSEMBLY	
"PARKS, FORESTRY & RECREATION"	3074-207	2014-07-08	2014-07-10	CDN TIRE STORE #00192	135.58	CAD	135.58	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P07646	DON VALLEY-OPERATIONS	5200	Home Supply Warehouse	CART PARTS	
"PARKS, FORESTRY & RECREATION"	3076-172	2014-07-09	2014-07-11	CDN TIRE STORE #00030	62.13	CAD	62.13	CAD	2710	GENERAL HARDWARE	P07646	DON VALLEY-OPERATIONS	5200	Home Supply Warehouse	GENERAL PARTS	
"PARKS, FORESTRY & RECREATION"	3076-173	2014-07-10	2014-07-11	NATIONAL HOSE AND EQUI	144.83	CAD	144.83	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P07646	DON VALLEY-OPERATIONS	5046	Commercial Equipment Not Elsewhere Class	HOSE ASSEMBLY PARTS	
"PARKS, FORESTRY & RECREATION"	3083-166	2014-07-15	2014-07-17	CDN TIRE STORE #00192	130.19	CAD	130.19	CAD	2710	GENERAL HARDWARE	P07646	DON VALLEY-OPERATIONS	5200	Home Supply Warehouse	GENERAL PARTS	
"PARKS, FORESTRY & RECREATION"	3091-141	2014-07-21	2014-07-23	THE HOME DEPOT #7129	164.05	CAD	164.05	CAD	2710	GENERAL HARDWARE	P07646	DON VALLEY-OPERATIONS	5200	Home Supply Warehouse	**MORE**  SAKRETE CONC	
"PARKS, FORESTRY & RECREATION"	3100-84	2014-07-27	2014-07-29	CDN TIRE STORE #00030	25.12	CAD	25.12	CAD	2710	GENERAL HARDWARE	P07646	DON VALLEY-OPERATIONS	5200	Home Supply Warehouse	GENERAL PARTS	
					"1,067.84"	CAD	"1,067.84"	CAD								
"PARKS, FORESTRY & RECREATION"	3072-148	2014-07-07	2014-07-09	WAL-MART # 3105	106.85	CAD	106.85	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02573	BRDLANDS CC-LEISURE/PBLC-OUTDR	5310	Discount Stores	POOL TOYS	
"PARKS, FORESTRY & RECREATION"	3078-206	2014-07-11	2014-07-14	WAL-MART # 3000	120.48	CAD	120.48	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02490	VICTORIA PARK SS-INSTRL-INDR	5310	Discount Stores	POOL TOYS	
"PARKS, FORESTRY & RECREATION"	3083-167	2014-07-15	2014-07-17	CDN TIRE STORE #00192	53.00	CAD	53.00	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02489	VANIER SS-INSTRL-INDR	5200	Home Supply Warehouse	POOL SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3093-162	2014-07-22	2014-07-24	WAL-MART #3635	32.67	CAD	32.67	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02492	YORK MILL SS-INSTRL-INDR	5310	Discount Stores	POOL TOYS	
					313.00	CAD	313.00	CAD								
"PARKS, FORESTRY & RECREATION"	3059-110	2014-06-30	2014-07-02	PAYPAL *CHAMELEACEN	163.85	CAD	163.85	CAD	4102	ENTERTAINER AND BAND FEES	P04652	GLEN LONG-SUMMER CAMPS	8999	Professional Services - Not Elsewhere Cl	WORKSHOP - SUMMER CAMPS	
"PARKS, FORESTRY & RECREATION"	3059-111	2014-06-30	2014-07-02	PAYPAL *CHAMELEACEN	141.25	CAD	141.25	CAD	4102	ENTERTAINER AND BAND FEES	P04652	GLEN LONG-SUMMER CAMPS	8999	Professional Services - Not Elsewhere Cl	WORKSHOP - SUMMER CAMPS	
"PARKS, FORESTRY & RECREATION"	3065-202	2014-07-03	2014-07-07	METRO #750	29.84	CAD	29.84	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04652	GLEN LONG-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	FOOD - SUMMER CAMP	
"PARKS, FORESTRY & RECREATION"	3065-203	2014-07-04	2014-07-07	BATHURST BOWLERAMA	101.70	CAD	101.70	CAD	4118	TICKETS AND ADMISSION FEES	P04652	GLEN LONG-SUMMER CAMPS	7933	Bowling Alleys	ADMISSION FEES - CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	3065-204	2014-07-04	2014-07-07	SHOPPERS DRUG MART #08	30.00	CAD	30.00	CAD	4225	BUSINESS TRAV - PUBLIC TRANSIT	P04652	GLEN LONG-SUMMER CAMPS	5912	"Drug Stores, Pharmacies"	TTC TICKETS - SUMMER CAMP	
"PARKS, FORESTRY & RECREATION"	3072-149	2014-07-09	2014-07-09	BOULDERZ CLIMBING CENT	-423.07	CAD	-423.07	CAD	4118	TICKETS AND ADMISSION FEES	P04652	GLEN LONG-SUMMER CAMPS	7999	Recreation Services (Not Elsewhere Class	REFUND - CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	3074-208	2014-07-08	2014-07-10	"BCPV, KORT.   C.A.'S"	280.00	CAD	280.00	CAD	4118	TICKETS AND ADMISSION FEES	P04652	GLEN LONG-SUMMER CAMPS	9399	Government Services - Not Elsewhere Clas	DEPOSIT FOR CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	3074-209	2014-07-08	2014-07-10	WAL-MART # 3105	29.18	CAD	29.18	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04652	GLEN LONG-SUMMER CAMPS	5310	Discount Stores	FOOD - SUMMER CAMP	
"PARKS, FORESTRY & RECREATION"	3076-174	2014-07-09	2014-07-11	SHOPPERS DRUG MART #08	300.00	CAD	300.00	CAD	4225	BUSINESS TRAV - PUBLIC TRANSIT	P04652	GLEN LONG-SUMMER CAMPS	5912	"Drug Stores, Pharmacies"	TTC TICKETS - SUMMER CAMP	
"PARKS, FORESTRY & RECREATION"	3081-147	2014-07-14	2014-07-16	METRO #750	54.81	CAD	54.81	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04652	GLEN LONG-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	FOOD - SUMMER CAMP	
"PARKS, FORESTRY & RECREATION"	3083-168	2014-07-16	2014-07-17	SUGAR HOOPS	282.50	CAD	282.50	CAD	4102	ENTERTAINER AND BAND FEES	P04652	GLEN LONG-SUMMER CAMPS	8299	Educational Services	SPECIAL GUEST AT SUMMER CAMP	
"PARKS, FORESTRY & RECREATION"	3085-164	2014-07-17	2014-07-18	CREATIVE KIDS PLACE IN	745.80	CAD	745.80	CAD	4118	TICKETS AND ADMISSION FEES	P04652	GLEN LONG-SUMMER CAMPS	5999	Miscellaneous and Specialty Retail Store	FOOD FOR CAMP	
"PARKS, FORESTRY & RECREATION"	3087-187	2014-07-18	2014-07-21	KORTRIGHT ADMISSIONS	240.95	CAD	240.95	CAD	4118	TICKETS AND ADMISSION FEES	P04652	GLEN LONG-SUMMER CAMPS	9399	Government Services - Not Elsewhere Clas	CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	3087-188	2014-07-18	2014-07-21	ACTIVE KIDS ZONE	253.12	CAD	253.12	CAD	4118	TICKETS AND ADMISSION FEES	P04652	GLEN LONG-SUMMER CAMPS	7032	Recreational and Sporting Camps	CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	3093-163	2014-07-22	2014-07-24	RINX	100.00	CAD	100.00	CAD	4118	TICKETS AND ADMISSION FEES	P04652	GLEN LONG-SUMMER CAMPS	7996	"Amusement Parks, Carnivals, Circuses, Fo"	CAMP TRIP DEPOSIT	
"PARKS, FORESTRY & RECREATION"	3095-133	2014-07-23	2014-07-25	METRO #750	7.41	CAD	7.41	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04652	GLEN LONG-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES - CAMP	
"PARKS, FORESTRY & RECREATION"	3095-134	2014-07-23	2014-07-25	WAL-MART # 3105	66.23	CAD	66.23	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04652	GLEN LONG-SUMMER CAMPS	5310	Discount Stores	FOOD - SUMMER CAMP	
"PARKS, FORESTRY & RECREATION"	3102-143	2014-07-29	2014-07-30	LADY YORK FOODS	8.18	CAD	8.18	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04652	GLEN LONG-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	FOOD - SUMMER CAMP	
					"2,411.75"	CAD	"2,411.75"	CAD								
"PARKS, FORESTRY & RECREATION"	3089-83	2014-07-21	2014-07-22	BILL AND SON TOWING	169.50	CAD	169.50	CAD	4083	TOWING CHARGES	P12754	W-NORTH-N-PRGM SUPPORT	7549	Towing Services	TOWING OF ABANDONED VEHICLE FROM COMM CTR.	
					169.50	CAD	169.50	CAD								
"PARKS, FORESTRY & RECREATION"	3059-112	2014-06-30	2014-07-02	CDN TIRE STORE #00273	70.35	CAD	70.35	CAD	3080	M & E - HAND TOOLS	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5200	Home Supply Warehouse	"SLOT DRIVE, 16 OX HAMMER, LITE"	
"PARKS, FORESTRY & RECREATION"	3078-207	2014-07-10	2014-07-14	CDN TIRE STORE #00273	82.06	CAD	82.06	CAD	2710	GENERAL HARDWARE	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5200	Home Supply Warehouse	"ROPE,BATTERIES,TAP & DIE 41 PIECE"	
"PARKS, FORESTRY & RECREATION"	3087-189	2014-07-18	2014-07-21	CTF SUPPLY (11)	174.08	CAD	174.08	CAD	2710	GENERAL HARDWARE	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5085	Industrial Supplies Not Elsewhere Classi	"WRENCH,HEX CAP BOLT, WASHER, NUTS"	
					326.49	CAD	326.49	CAD								
FIRE SERVICES	3072-150	2014-07-08	2014-07-09	ESSO	79.30	CAD	79.30	CAD	2260	GASOLINE	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5541	Service Stations (with or without Ancill	FUEL FOR COMPANY CAR	
FIRE SERVICES	3076-175	2014-07-10	2014-07-11	ESSO	59.17	CAD	59.17	CAD	2260	GASOLINE	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5541	Service Stations (with or without Ancill	FUEL FOR COMPANY CAR	
FIRE SERVICES	3083-169	2014-07-15	2014-07-17	ESSO	71.12	CAD	71.12	CAD	2260	GASOLINE	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5541	Service Stations (with or without Ancill	FUEL FOR COMPANY CAR	
FIRE SERVICES	3087-190	2014-07-18	2014-07-21	ESSO	85.38	CAD	85.38	CAD	2260	GASOLINE	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5541	Service Stations (with or without Ancill	FUEL/ CAR WASH FOR COMPANY CAR	
FIRE SERVICES	3089-84	2014-07-21	2014-07-22	PROJECTOR LAMPS CANADA	212.78	CAD	212.78	CAD	3410	COMPUTERS - HARDWARE	FR0027	PROFDEV/TRAINING-OPERATIONS TRAINING	5044	"Office, Photographic, Photocopy, and Mic"	PROJECTOR LAMP	
FIRE SERVICES	3095-135	2014-07-23	2014-07-25	CETER FOR PUBLIC SAFET	372.77	CAD	336.95	USD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	FR0027	PROFDEV/TRAINING-OPERATIONS TRAINING	8398	"Organizations, Charitable and Social Ser"	TEACHING MANUALS	
FIRE SERVICES	3104-150	2014-07-28	2014-07-31	SHELL	59.78	CAD	59.78	CAD	2260	GASOLINE	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5541	Service Stations (with or without Ancill	FUEL FOR COMPANY CAR	
					940.30	CAD	567.53	CAD								
							336.95	USD								
TORONTO WATER	3061-186	2014-07-02	2014-07-04	RONA # 55140	43.75	CAD	43.75	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5251	Hardware Stores	VARIOUS FITTINGS	
TORONTO WATER	3091-142	2014-07-22	2014-07-23	THERMAL SAFETY SUPPLY	203.40	CAD	203.40	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	7399	Business Services - Not Elsewhere Classi	O2 SENSOR	
TORONTO WATER	3097-153	2014-07-24	2014-07-28	CDN TIRE STORE #00030	27.10	CAD	27.10	CAD	2575	ELECTRICAL SUPPLIES	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5200	Home Supply Warehouse	HEADLIGHT BULB	
TORONTO WATER	3100-85	2014-07-25	2014-07-29	RONA # 55140	32.51	CAD	32.51	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5251	Hardware Stores	CONNECTOR LOCK	
					306.76	CAD	306.76	CAD								
"PARKS, FORESTRY & RECREATION"	3065-205	2014-07-05	2014-07-07	PROFESSIONAL POWDER CO	339.00	CAD	339.00	CAD	4444	CONTRACTED SERVICES - RENOVATIONS	P00409	N-EAST1-TURF&HORT	5051	Metal Service Centers and Offices	PAINT RAILINGS	
"PARKS, FORESTRY & RECREATION"	3074-210	2014-07-09	2014-07-10	DGI SUPPLY TORONTO	409.18	CAD	409.18	CAD	3080	M & E - HAND TOOLS	P00859	ALNESS YD-YARD OPERNS	5085	Industrial Supplies Not Elsewhere Classi	BAND SAW BLADES	
"PARKS, FORESTRY & RECREATION"	3079-80	2014-07-14	2014-07-15	BOLTS PLUS INC	29.15	CAD	29.15	CAD	2710	GENERAL HARDWARE	P00859	ALNESS YD-YARD OPERNS	5085	Industrial Supplies Not Elsewhere Classi	BOLTS AND NUTS	
"PARKS, FORESTRY & RECREATION"	3085-165	2014-07-17	2014-07-18	BOLTS PLUS INC	101.33	CAD	101.33	CAD	2710	GENERAL HARDWARE	P00859	ALNESS YD-YARD OPERNS	5085	Industrial Supplies Not Elsewhere Classi	BOLTS AND NUTS	
"PARKS, FORESTRY & RECREATION"	3097-154	2014-07-24	2014-07-28	WAJAX EQUIP MISSISSAUG	217.74	CAD	217.74	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00859	ALNESS YD-YARD OPERNS	5085	Industrial Supplies Not Elsewhere Classi	"FILTERS, OILS, HYD"	
					"1,096.40"	CAD	"1,096.40"	CAD								
"PARKS, FORESTRY & RECREATION"	3061-187	2014-07-03	2014-07-04	SPORTS EQUIPMENT OF TO	817.67	CAD	817.67	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10310	FALSTAFF-PRGM SUPPORT	5941	Sporting Goods Stores	RECREATIONAL SPORTS EQUIPMENT	
"PARKS, FORESTRY & RECREATION"	3065-206	2014-07-05	2014-07-07	WAL-MART #1137	166.68	CAD	166.68	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10310	FALSTAFF-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	"NESTLE, MULTIGRAIN, YOGURT"	
"PARKS, FORESTRY & RECREATION"	3074-211	2014-07-09	2014-07-10	FESTIVAL XPRESS	892.70	CAD	892.70	CAD	4118	TICKETS AND ADMISSION FEES	P10310	FALSTAFF-PRGM SUPPORT	7922	Theatrical Producers (except Motion Pict	ADMISSION - CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	3078-208	2014-07-11	2014-07-14	STAPLES STORE #228	50.62	CAD	50.62	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P10310	FALSTAFF-PRGM SUPPORT	5943	"Office, School Supply, and Stationery St"	STATIONARY SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3083-170	2014-07-15	2014-07-17	CDN TIRE STORE #00119	111.76	CAD	111.76	CAD	2710	GENERAL HARDWARE	P10310	FALSTAFF-PRGM SUPPORT	5200	Home Supply Warehouse	BATTERIES	
"PARKS, FORESTRY & RECREATION"	3083-171	2014-07-16	2014-07-17	WHITTAMORES FARM MKT L	522.06	CAD	522.06	CAD	4118	TICKETS AND ADMISSION FEES	P10310	FALSTAFF-PRGM SUPPORT	0763	Agricultural Cooperatives	ADMISSION - CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	3085-166	2014-07-17	2014-07-18	NOFRILLS CARLO'S 705	114.17	CAD	114.17	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10310	FALSTAFF-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	SNACKS	
"PARKS, FORESTRY & RECREATION"	3087-191	2014-07-17	2014-07-21	FITNESS DEPOT RICHMOND	193.95	CAD	193.95	CAD	3040	M & E - RECREATIONAL & EDUCATIONAL	P10310	FALSTAFF-PRGM SUPPORT	5941	Sporting Goods Stores	FITNESS EQUIPMENT	
"PARKS, FORESTRY & RECREATION"	3087-192	2014-07-17	2014-07-21	MARCHANT'S SCHOOL SPOR	"1,276.20"	CAD	"1,276.20"	CAD	3040	M & E - RECREATIONAL & EDUCATIONAL	P10310	FALSTAFF-PRGM SUPPORT	5941	Sporting Goods Stores	RECREATIONAL SPORTS EQUIPMENT	
"PARKS, FORESTRY & RECREATION"	3091-143	2014-07-21	2014-07-23	CDN TIRE STORE #00119	56.22	CAD	56.22	CAD	2710	GENERAL HARDWARE	P10310	FALSTAFF-PRGM SUPPORT	5200	Home Supply Warehouse	"SUPER GLUE , DUCT TAPE"	
"PARKS, FORESTRY & RECREATION"	3093-164	2014-07-23	2014-07-24	THE PUTTING EDGE VAUGH	423.75	CAD	423.75	CAD	4118	TICKETS AND ADMISSION FEES	P10310	FALSTAFF-PRGM SUPPORT	7999	Recreation Services (Not Elsewhere Class	ADMISSION - CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	3097-155	2014-07-25	2014-07-28	MARCHANT'S SCHOOL SPOR	443.58	CAD	443.58	CAD	2601	DUR REC & EDUC SUPP	P10310	FALSTAFF-PRGM SUPPORT	5941	Sporting Goods Stores	"BASKETBALLS, TIMER, AGILITY LADDER"	
"PARKS, FORESTRY & RECREATION"	3104-151	2014-07-30	2014-07-31	VARIETY-THE CHILDREN'S	360.00	CAD	360.00	CAD	4118	TICKETS AND ADMISSION FEES	P10310	FALSTAFF-PRGM SUPPORT	8699	"Organizations, Membership - Not Elsewher"	ADMISSION - CAMP TRIP	
					"5,429.36"	CAD	"5,429.36"	CAD								
"PARKS, FORESTRY & RECREATION"	3060-98	2014-07-02	2014-07-03	CINEPLEX 7240     QPS	367.80	CAD	367.80	CAD	4118	TICKETS AND ADMISSION FEES	P04136	WEST ROUGE CC-SUMMER CAMPS	7832	Motion Picture Theaters	SUMMER CAMP TRIP ADMISSIONS TO MOVIES	
"PARKS, FORESTRY & RECREATION"	3061-188	2014-07-02	2014-07-04	WAL-MART # 3111	207.75	CAD	207.75	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04136	WEST ROUGE CC-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3065-207	2014-07-03	2014-07-07	WAL-MART # 3111	575.23	CAD	575.23	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04136	WEST ROUGE CC-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3065-208	2014-07-04	2014-07-07	LONG   MCQUADE LIMITED	567.26	CAD	567.26	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04136	WEST ROUGE CC-SUMMER CAMPS	7399	Business Services - Not Elsewhere Classi	CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3074-212	2014-07-09	2014-07-10	TORONTO ZOOADMISSIONS	863.50	CAD	863.50	CAD	4118	TICKETS AND ADMISSION FEES	P04136	WEST ROUGE CC-SUMMER CAMPS	7996	"Amusement Parks, Carnivals, Circuses, Fo"	ADMISSION FEES - SUMMER CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	3076-176	2014-07-09	2014-07-11	WAL-MART # 3111	60.79	CAD	60.79	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04136	WEST ROUGE CC-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3078-209	2014-07-11	2014-07-14	TORONTO ZOOADMISSIONS	563.00	CAD	563.00	CAD	4118	TICKETS AND ADMISSION FEES	P04136	WEST ROUGE CC-SUMMER CAMPS	7996	"Amusement Parks, Carnivals, Circuses, Fo"	ADMISSION FEES - SUMMER CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	3078-210	2014-07-11	2014-07-14	WAL-MART # 3111	192.13	CAD	192.13	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04136	WEST ROUGE CC-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3083-172	2014-07-15	2014-07-17	WAL-MART # 3111	433.00	CAD	433.00	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04136	WEST ROUGE CC-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3083-173	2014-07-16	2014-07-17	WHITTAMORES FARM MKT L	743.54	CAD	743.54	CAD	4118	TICKETS AND ADMISSION FEES	P04136	WEST ROUGE CC-SUMMER CAMPS	0763	Agricultural Cooperatives	ADMISSION FEES - SUMMER CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	3087-193	2014-07-17	2014-07-21	PARTY CITY #2007	274.17	CAD	274.17	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04136	WEST ROUGE CC-SUMMER CAMPS	5947	"Card, Gift, Novelty, and Souvenir Shops"	CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3093-165	2014-07-22	2014-07-24	WAL-MART # 3113	370.42	CAD	370.42	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04136	WEST ROUGE CC-SUMMER CAMPS	5310	Discount Stores	CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3093-166	2014-07-23	2014-07-24	THE ROYAL ONTARIO MUSE	464.00	CAD	464.00	CAD	4118	TICKETS AND ADMISSION FEES	P04136	WEST ROUGE CC-SUMMER CAMPS	7991	Tourist Attractions and Exhibits	ADMISSION FEES - SUMMER CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	3097-156	2014-07-25	2014-07-28	THE ROYAL ONTARIO MUSE	392.00	CAD	392.00	CAD	4118	TICKETS AND ADMISSION FEES	P04136	WEST ROUGE CC-SUMMER CAMPS	7991	Tourist Attractions and Exhibits	ADMISSION FEES - SUMMER CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	3104-152	2014-07-29	2014-07-31	WAL-MART # 3111	398.10	CAD	398.10	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04136	WEST ROUGE CC-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	CAMP SUPPLIES	
					"6,472.69"	CAD	"6,472.69"	CAD								
"PARKS, FORESTRY & RECREATION"	3072-151	2014-07-08	2014-07-09	PAUL WOLF ELECTRIC   L	18.69	CAD	18.69	CAD	2575	ELECTRICAL SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5065	Electrical Parts and Equipment	GROUND PLATE	
"PARKS, FORESTRY & RECREATION"	3079-81	2014-07-14	2014-07-15	PAUL WOLF ELECTRIC   L	183.05	CAD	183.05	CAD	2575	ELECTRICAL SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5065	Electrical Parts and Equipment	"605-B SLOT DRIER, 250W MH CLEAR MOGUL"	
"PARKS, FORESTRY & RECREATION"	3091-144	2014-07-17	2014-07-23	BUTT'S PUMPS   MOTORS	549.62	CAD	549.62	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5085	Industrial Supplies Not Elsewhere Classi	BERCZY PUMP REBUILD & LABOUR	
"PARKS, FORESTRY & RECREATION"	3093-167	2014-07-23	2014-07-24	PAUL WOLF ELECTRIC   L	75.17	CAD	75.17	CAD	2575	ELECTRICAL SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5065	Electrical Parts and Equipment	"20 AMP BOLT ON BREAKER, HEX SET"	
"PARKS, FORESTRY & RECREATION"	3095-136	2014-07-23	2014-07-25	CTF SUPPLY (11)	144.99	CAD	144.99	CAD	2710	GENERAL HARDWARE	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5085	Industrial Supplies Not Elsewhere Classi	"HASP ZINC,LOCTITE PRIMER & THREADLOCKER"	
					971.52	CAD	971.52	CAD								
LEGAL SERVICES	3078-211	2014-07-11	2014-07-14	TERANET EXPRESS	11.00	CAD	11.00	CAD	4827	ONLINE SERVICES FEES	LL5606	FACILITIES AND REAL ESTATE	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3078-212	2014-07-11	2014-07-14	TERANET EXPRESS	19.00	CAD	19.00	CAD	4827	ONLINE SERVICES FEES	LL5606	FACILITIES AND REAL ESTATE	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3078-213	2014-07-11	2014-07-14	TERANET EXPRESS	39.00	CAD	39.00	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3078-214	2014-07-11	2014-07-14	TERANET EXPRESS	5.00	CAD	5.00	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3079-82	2014-07-14	2014-07-15	TERANET EXPRESS	21.00	CAD	21.00	CAD	4827	ONLINE SERVICES FEES	*****	MULTIPLE COST CENTRES OR WBS ELEMENTS	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3083-174	2014-07-16	2014-07-17	TERANET EXPRESS	18.00	CAD	18.00	CAD	4827	ONLINE SERVICES FEES	LL5502	FIRE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3083-175	2014-07-16	2014-07-17	TERANET EXPRESS	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL0004	PLANNING&DEVELOPMENT-METRO HALL	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3083-176	2014-07-16	2014-07-17	TERANET EXPRESS	15.00	CAD	15.00	CAD	4827	ONLINE SERVICES FEES	LL0004	PLANNING&DEVELOPMENT-METRO HALL	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3083-177	2014-07-16	2014-07-17	TERANET EXPRESS	8.50	CAD	8.50	CAD	4827	ONLINE SERVICES FEES	LL0004	PLANNING&DEVELOPMENT-METRO HALL	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3085-167	2014-07-17	2014-07-18	TERANET EXPRESS	43.00	CAD	43.00	CAD	4827	ONLINE SERVICES FEES	LL0004	PLANNING&DEVELOPMENT-METRO HALL	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3085-168	2014-07-17	2014-07-18	TERANET EXPRESS	10.50	CAD	10.50	CAD	4827	ONLINE SERVICES FEES	LL5502	FIRE SERVICES	9222	Fines	TITLE SEARCHES	
