Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Center / WBS Element / Order #	Cost Center / WBS Element / Order # Description	Merchant Type	Merchant Type Description	Purpose	
"PARKS, FORESTRY & RECREATION"	4984-336	2018-05-11	2018-05-11	METRO #786	37.61	CAD	37.61	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13482	PARKWAY FOREST- INSTR ARTS & GEN INT	5411	"Grocery Stores, Supermarkets"	CKNG CLASS SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4987-172	2018-05-15	2018-05-15	FOOD BASICS #692	232.99	CAD	232.99	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13482	PARKWAY FOREST- INSTR ARTS & GEN INT	5411	"Grocery Stores, Supermarkets"	CKNG CLASS SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4987-173	2018-05-15	2018-05-15	FOOD BASICS #692	93.70	CAD	93.70	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13482	PARKWAY FOREST- INSTR ARTS & GEN INT	5411	"Grocery Stores, Supermarkets"	CKNG CLASS SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4989-349	2018-05-18	2018-05-18	METRO #786	14.17	CAD	14.17	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13482	PARKWAY FOREST- INSTR ARTS & GEN INT	5411	"Grocery Stores, Supermarkets"	CKNG CLASS SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4991-111	2018-05-22	2018-05-22	FOOD BASICS #692	334.02	CAD	334.02	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13482	PARKWAY FOREST- INSTR ARTS & GEN INT	5411	"Grocery Stores, Supermarkets"	CKNG CLASS SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4993-312	2018-05-24	2018-05-24	PRODUCTIVE FITNESS	380.38	CAD	380.38	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13484	PARKWAY FOREST- LEISURE FITNESS	5192	"Books, Periodicals, and Newspapers"	FITNESS POSTERS FOR WEIGHT ROOM	
"PARKS, FORESTRY & RECREATION"	4997-172	2018-05-30	2018-05-30	FLAGHOUSE INC	163.74	CAD	163.74	CAD	3040	M & E - RECREATIONAL & EDUCATIONAL	P13482	PARKWAY FOREST- INSTR ARTS & GEN INT	5941	Sporting Goods Stores	TABLE TENNIS PADDLES & BIRDIES	
"PARKS, FORESTRY & RECREATION"	4998-337	2018-05-31	2018-05-31	FOOD BASICS #692	19.16	CAD	19.16	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13482	PARKWAY FOREST- INSTR ARTS & GEN INT	5411	"Grocery Stores, Supermarkets"	CKNG CLASS SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4998-338	2018-05-31	2018-05-31	FLAGHOUSE INC	"1,140.96"	CAD	"1,140.96"	CAD	2601	DUR REC & EDUC SUPP	P13482	PARKWAY FOREST- INSTR ARTS & GEN INT	5941	Sporting Goods Stores	SOCCER NETS	
					"2,767.10"	CAD	"2,767.10"	CAD								
TORONTO PARAMEDIC SERVICES	4984-337	2018-05-11	2018-05-11	EMS CHIEFS OF CANADA.	761.25	CAD	761.25	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	B46776	MANGERS - HUB ADMIN	8699	"Organizations, Membership - Not Elsewher"	REGISTRATION FEE	
TORONTO PARAMEDIC SERVICES	4986-110	2018-05-14	2018-05-14	AIR CAN* 0142194698656	799.05	CAD	799.05	CAD	4253	CONFERENCES/SEMINARS - AIR/RAIL/BUS TRAV	B46776	MANGERS - HUB ADMIN	3009	Air Canada	FLIGHT	
TORONTO PARAMEDIC SERVICES	4987-174	2018-05-14	2018-05-15	WESTIN (WESTIN HOTELS)	223.42	CAD	223.42	CAD	4252	CONFERENCES/SEMINARS - ACCOMMODATION	B33100	COMMUNICATION CENTRE OPERATIONS	3513	Westin Hotels	ACCOMMODATIONS	
					"1,783.72"	CAD	"1,783.72"	CAD								
LONG TERM CARE HOMES & SERVICES	4977-160	2018-05-02	2018-05-02	PAYPAL *CORNPOPPER	41.64	CAD	41.64	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3A083	BENDALE ACRES-PS-PS	5499	Miscellaneous Food Stores - Convenience	POPCORN FLAVOURING FOR EVENTS	
LONG TERM CARE HOMES & SERVICES	4978-354	2018-05-02	2018-05-03	HUNTS HEALTHCARE INC	84.75	CAD	84.75	CAD	2860	ASSISTED DEVICES & OTHER AIDS	D3A083	BENDALE ACRES-PS-PS	5712	"Equipment, Furniture, and Home Furnishin"	OCCUPATIONAL THERAPY SUPPLIES	
LONG TERM CARE HOMES & SERVICES	4983-156	2018-05-08	2018-05-09	GNS PARTY RENTALS	70.31	CAD	70.31	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3A083	BENDALE ACRES-PS-PS	5970	"Artist Supply Stores, Craft Shops"	LARGE BALLOONS FOR RESIDENT PROGRAMS	
LONG TERM CARE HOMES & SERVICES	4991-112	2018-05-22	2018-05-22	AVRON FOODS	207.99	CAD	207.99	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3A083	BENDALE ACRES-PS-PS	5199	Nondurable Goods Not Elsewhere Classifie	RESIDENT ACTIVITY SUPPLIES	
LONG TERM CARE HOMES & SERVICES	4992-173	2018-05-22	2018-05-23	CANADIAN LA	67.38	CAD	67.38	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3A083	BENDALE ACRES-PS-PS	5311	Department Stores	VOLUNTEER YEARS OF SERVICE PINS	
LONG TERM CARE HOMES & SERVICES	4996-193	2018-05-29	2018-05-29	SPECTRUM EDUCATIONAL S	253.18	CAD	253.18	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3A083	BENDALE ACRES-PS-PS	5943	"Office, School Supply, and Stationery St"	RESIDENT ACTIVITY SUPPLIES	
LONG TERM CARE HOMES & SERVICES	4996-194	2018-05-29	2018-05-29	MR PRINTER	103.51	CAD	103.51	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3A083	BENDALE ACRES-PS-PS	7338	"Quick Copy, Reproduction, and Blueprinti"	RESIDENT ACTIVITY CALENDARS	
LONG TERM CARE HOMES & SERVICES	4997-173	2018-05-30	2018-05-30	DOLLARAMA #0986	45.99	CAD	45.99	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3A083	BENDALE ACRES-PS-PS	5310	Discount Stores	RESIDENT PART SUPPLIES	
LONG TERM CARE HOMES & SERVICES	4997-174	2018-05-30	2018-05-30	COSTCO WHOLESALE W537	234.18	CAD	234.18	CAD	2741	FOOD COSTS	D3A032	BENDALE ACRES-FN-RF	5300	Wholesale Clubs	RESIDENT BIRTHDAY CAKES	
					"1,108.93"	CAD	"1,108.93"	CAD								
"PARKS, FORESTRY & RECREATION"	4978-355	2018-05-03	2018-05-03	CTF SUPPLY (11)	151.14	CAD	151.14	CAD	2535	PLUMBING SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5085	Industrial Supplies Not Elsewhere Classi	STRUT SPRING NUT 3/8-16	
"PARKS, FORESTRY & RECREATION"	4981-109	2018-05-07	2018-05-07	JJ DOWNS INDUSTRIAL	282.91	CAD	282.91	CAD	2535	PLUMBING SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5085	Industrial Supplies Not Elsewhere Classi	"4"" PVC ELBOWS, FLANGES, GASKETS"	
"PARKS, FORESTRY & RECREATION"	4985-96	2018-05-07	2018-05-11	PACIFIC FASTENERS (198	40.27	CAD	40.27	CAD	2535	PLUMBING SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5251	Hardware Stores	3/8 16 DROP IN ANCHOR	
"PARKS, FORESTRY & RECREATION"	4985-97	2018-05-11	2018-05-11	THE HOME DEPOT #7012	137.83	CAD	137.83	CAD	2535	PLUMBING SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5200	Home Supply Warehouse	**MORE**  M18FLOOD	
"PARKS, FORESTRY & RECREATION"	4992-174	2018-05-22	2018-05-23	CTF SUPPLY (11)	45.49	CAD	45.49	CAD	2710	GENERAL HARDWARE	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5085	Industrial Supplies Not Elsewhere Classi	"HEX CAP BOLTS, NUTS, WASHERS"	
"PARKS, FORESTRY & RECREATION"	4998-339	2018-05-30	2018-05-31	THE HOME DEPOT #7011	20.97	CAD	20.97	CAD	2535	PLUMBING SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5200	Home Supply Warehouse	HDWE CLOTH	
					678.61	CAD	678.61	CAD								
DEPUTY CITY MGR INTERNAL SERVICES	4982-158	2018-05-08	2018-05-08	"STK*SHUTTERSTOCK, INC."	65.27	CAD	49.00	USD	4995	OTHER EXPENSES	FA2932	CWSI-AD-City-Wide Strategic Initiatives	7333	"Commercial Art, Graphics, Photography"	"COMMERICAL ART, GRAPHICS, PHOTOGRAPHY"	
					65.27	CAD	49.00	USD								
EMPLOYMENT & SOCIAL SERVICES	4976-307	2018-05-01	2018-05-01	SOBEYS 741        QPS	10.47	CAD	10.47	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	C01211	QUEENSWAY ADMIN	5411	"Grocery Stores, Supermarkets"	EXPERIENCED WORKER BUNDLE WORKSHOP	
EMPLOYMENT & SOCIAL SERVICES	4978-356	2018-05-03	2018-05-03	COSTCO WHOLESALE W524	85.56	CAD	85.56	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	C01211	QUEENSWAY ADMIN	5300	Wholesale Clubs	EC SUPPLIES FOR MAY WORKSHOPS	
EMPLOYMENT & SOCIAL SERVICES	4980-114	2018-05-04	2018-05-04	WAL-MART #1061	22.60	CAD	22.60	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	C01211	QUEENSWAY ADMIN	5411	"Grocery Stores, Supermarkets"		
EMPLOYMENT & SOCIAL SERVICES	4982-159	2018-05-07	2018-05-08	WAL-MART # 3031	22.60	CAD	22.60	CAD	4995	OTHER EXPENSES	C01211	QUEENSWAY ADMIN	5310	Discount Stores	WATER DISPENSER FOR EMPLOYMENT CENTRE	
EMPLOYMENT & SOCIAL SERVICES	4988-152	2018-05-16	2018-05-16	SOBEYS 741        QPS	35.44	CAD	35.44	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	C01211	QUEENSWAY ADMIN	5411	"Grocery Stores, Supermarkets"	"GRANOLA BARS, LEMONS,BANANAS & MANDARIN ORANGES FOR EXPERIENCED WORKER WORKSHOPS MAY 16,17,18/2018"	
EMPLOYMENT & SOCIAL SERVICES	4993-313	2018-05-24	2018-05-24	SOBEYS 741        QPS	22.99	CAD	22.99	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	C01211	QUEENSWAY ADMIN	5411	"Grocery Stores, Supermarkets"	"MANDARINS,BANANAS & GRANOLA BARS FOR EXPERIENCED WORKER WORKSHOPS MAY 16,17,18/2018"	
EMPLOYMENT & SOCIAL SERVICES	4994-99	2018-05-26	2018-05-26	COSTCO WHOLESALE W526	79.10	CAD	79.10	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	C01211	QUEENSWAY ADMIN	5300	Wholesale Clubs	"COOKIES FOR EXPERIENCED WORKERS WORKSHOPS MAY 16,17,18/2018"	
					278.76	CAD	278.76	CAD								
"PARKS, FORESTRY & RECREATION"	4983-157	2018-05-08	2018-05-09	CDN TIRE STORE #00192	153.52	CAD	153.52	CAD	3080	M & E - HAND TOOLS	P13539	FOREST HEALTH CARE	5200	Home Supply Warehouse	HAND TOOLS FOR INSECT MONITORING TRAP INSTALLATION	
"PARKS, FORESTRY & RECREATION"	4984-338	2018-05-11	2018-05-11	ULINE	441.55	CAD	441.55	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P13539	FOREST HEALTH CARE	5964	Direct Marketing - Catalog Merchants	**MORE**  DOT SHOT PRO DISPENSER	
					595.07	CAD	595.07	CAD								
"PARKS, FORESTRY & RECREATION"	4984-339	2018-05-11	2018-05-11	NATIONAL SPORTS #24	84.55	CAD	84.55	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06672	PORT UNION-PRGM SUPPORT	5655	"Sports Apparel, Riding Apparel Stores"	PRESCHOOL SUPPLIES	
					84.55	CAD	84.55	CAD								
"PARKS, FORESTRY & RECREATION"	4977-161	2018-05-01	2018-05-02	CTF SUPPLY (11)	227.88	CAD	227.88	CAD	3080	M & E - HAND TOOLS	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5085	Industrial Supplies Not Elsewhere Classi	MILWAUKEE CORDLESS SAWZALL	
"PARKS, FORESTRY & RECREATION"	4981-110	2018-05-04	2018-05-07	CDN TIRE STORE #00600	158.19	CAD	158.19	CAD	2535	PLUMBING SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5200	Home Supply Warehouse	WORX HYDROSHOT	
"PARKS, FORESTRY & RECREATION"	4982-160	2018-05-07	2018-05-08	CDN TIRE STORE #00654	158.18	CAD	158.18	CAD	2535	PLUMBING SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5200	Home Supply Warehouse	WORX REPLACEMENT BATTERY	
"PARKS, FORESTRY & RECREATION"	4984-340	2018-05-10	2018-05-10	CTF SUPPLY (11)	8.25	CAD	8.25	CAD	2535	PLUMBING SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5085	Industrial Supplies Not Elsewhere Classi	ITW DROP IN SETTING TOOL	
"PARKS, FORESTRY & RECREATION"	4984-341	2018-05-10	2018-05-10	CTF SUPPLY (11)	229.41	CAD	229.41	CAD	2535	PLUMBING SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5085	Industrial Supplies Not Elsewhere Classi	ITW DROP IN DYNASET	
"PARKS, FORESTRY & RECREATION"	4984-342	2018-05-11	2018-05-11	NATIONAL HOSE AND EQUI	152.04	CAD	152.04	CAD	2535	PLUMBING SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5046	Commercial Equipment Not Elsewhere Class	POLYTURF -HED PVC SUCTION	
"PARKS, FORESTRY & RECREATION"	4985-98	2018-05-11	2018-05-11	THE HOME DEPOT #7080	11.38	CAD	11.38	CAD	2535	PLUMBING SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5200	Home Supply Warehouse	**MORE**  T/SBASKSTR	
"PARKS, FORESTRY & RECREATION"	4992-175	2018-05-22	2018-05-23	JJ DOWNS INDUSTRIAL	243.71	CAD	243.71	CAD	2535	PLUMBING SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5085	Industrial Supplies Not Elsewhere Classi	PVC SCH 80 FITTINGS	
"PARKS, FORESTRY & RECREATION"	4992-176	2018-05-22	2018-05-23	JJ DOWNS INDUSTRIAL	77.78	CAD	77.78	CAD	2535	PLUMBING SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5085	Industrial Supplies Not Elsewhere Classi	PVC FITTINGS	
"PARKS, FORESTRY & RECREATION"	4992-177	2018-05-23	2018-05-23	JJ DOWNS INDUSTRIAL	52.51	CAD	52.51	CAD	2535	PLUMBING SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5085	Industrial Supplies Not Elsewhere Classi	"MALE ADAPTER, ELBOWS"	
"PARKS, FORESTRY & RECREATION"	4996-195	2018-05-28	2018-05-29	THE HOME DEPOT #7080	34.87	CAD	34.87	CAD	2535	PLUMBING SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5200	Home Supply Warehouse	**MORE**  ANCHORS	
"PARKS, FORESTRY & RECREATION"	4997-175	2018-05-28	2018-05-30	CTF SUPPLY (11)	100.78	CAD	100.78	CAD	2535	PLUMBING SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5085	Industrial Supplies Not Elsewhere Classi	KLIEN NON RATCHET SCREWDRIVER	
"PARKS, FORESTRY & RECREATION"	4998-340	2018-05-31	2018-05-31	CTF SUPPLY (11)	273.18	CAD	273.18	CAD	2535	PLUMBING SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5085	Industrial Supplies Not Elsewhere Classi	"TORX TAMPER RESISTANT SET, DUCT TAPE"	
"PARKS, FORESTRY & RECREATION"	4998-341	2018-05-31	2018-05-31	THE HOME DEPOT #7080	19.26	CAD	19.26	CAD	2710	GENERAL HARDWARE	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5200	Home Supply Warehouse	**MORE**  TAP SCREWS	
					"1,747.42"	CAD	"1,747.42"	CAD								
"PARKS, FORESTRY & RECREATION"	4978-357	2018-05-03	2018-05-03	TUFTS  VALU-MART 2667	13.74	CAD	13.74	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01970	MAURICE CODY-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	CKNG CLASS SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4981-111	2018-05-07	2018-05-07	MARCHANT S SCHOOL SPOR	30.34	CAD	30.34	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13463	TEY - CAN BIKE - INSTRUCTIONAL PRG	5941	Sporting Goods Stores	MESH EQUIPMENT BAG	
"PARKS, FORESTRY & RECREATION"	4981-112	2018-05-07	2018-05-07	TUFTS  VALU-MART 2667	53.19	CAD	53.19	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01970	MAURICE CODY-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	CKNG SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4983-158	2018-05-08	2018-05-09	CDN TIRE STORE #00459	8.99	CAD	8.99	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P09924	MAURICE CODY-INSTRL	5200	Home Supply Warehouse	BALL HOCKEY BALLS	
"PARKS, FORESTRY & RECREATION"	4986-111	2018-05-14	2018-05-14	TUFTS  VALU-MART 2667	59.06	CAD	59.06	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01970	MAURICE CODY-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	CKNG SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4989-350	2018-05-17	2018-05-17	TUFTS  VALU-MART 2667	18.82	CAD	18.82	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01970	MAURICE CODY-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	CKNG SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4992-178	2018-05-23	2018-05-23	TUFTS  VALU-MART 2667	35.72	CAD	35.72	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01970	MAURICE CODY-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	CKNG SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4993-314	2018-05-25	2018-05-25	TUFTS  VALU-MART 2667	13.94	CAD	13.94	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01970	MAURICE CODY-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	CKNG SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4997-176	2018-05-30	2018-05-30	TUFTS  VALU-MART 2667	6.50	CAD	6.50	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01970	MAURICE CODY-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	CKNG SUPPLIES	
					240.30	CAD	240.30	CAD								
LONG TERM CARE HOMES & SERVICES	4978-358	2018-05-04	2018-05-04	WAYFAIR*WAYFAIR.CA	350.29	CAD	350.29	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3Z011	REGIONAL SERVICES-PROGRAM ADMIN	5965	Direct Marketing - Combination Catalog a	KENYA VICTORIAN BIRD CAGE	
LONG TERM CARE HOMES & SERVICES	4982-161	2018-05-08	2018-05-08	COSTCO WHOLESALE W524	266.59	CAD	266.59	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3K083	LAKESHORE LODGE-PS-PS	5300	Wholesale Clubs	FLORAL DECOR FOR MAIN FLOOR ENTRANCE	
LONG TERM CARE HOMES & SERVICES	4984-343	2018-05-10	2018-05-10	DOLLARAMA #0939	131.19	CAD	131.19	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3K083	LAKESHORE LODGE-PS-PS	5310	Discount Stores	MOTHER'S DAY EVENT SUPPLIES FOR RESIDENT PARTY	
LONG TERM CARE HOMES & SERVICES	4984-344	2018-05-10	2018-05-10	HOMESENSE 015	180.57	CAD	180.57	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3K083	LAKESHORE LODGE-PS-PS	5651	Family Clothing Stores	MOTHER'S DAY EVENT SUPPLIES FOR RESIDENT PARTY	
LONG TERM CARE HOMES & SERVICES	4992-179	2018-05-23	2018-05-23	EXN FLEX CANADA	"2,785.00"	CAD	"2,785.00"	CAD	3099	GENERAL EQUIPMENT	D3Z990	REGIONAL SERVICES-MC-EQ	5046	Commercial Equipment Not Elsewhere Class	EXERCISE MACHINE FOR RESIDENTS	
					"3,713.64"	CAD	"3,713.64"	CAD								
"PARKS, FORESTRY & RECREATION"	4993-343	2018-05-24	2018-05-24	TDSB - PURCHASING	263.75	CAD	263.75	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04136	WEST ROUGE CC-SUMMER CAMPS	8299	Educational Services	"TEMPERA PAINTS, GLUE STICKS, GLOVES"	
"PARKS, FORESTRY & RECREATION"	4993-344	2018-05-24	2018-05-24	TDSB - PURCHASING	563.51	CAD	563.51	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04136	WEST ROUGE CC-SUMMER CAMPS	8299	Educational Services	"CRAYONS, GOOGLY EYES, MARKERS, GLUE"	
"PARKS, FORESTRY & RECREATION"	4993-345	2018-05-24	2018-05-24	TDSB - PURCHASING	394.72	CAD	394.72	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04136	WEST ROUGE CC-SUMMER CAMPS	8299	Educational Services	"TEMPURA PAINTS, POMPOMS, ENVELOPES, NOTEBOOKS"	
					"1,221.98"	CAD	"1,221.98"	CAD								
EMPLOYMENT & SOCIAL SERVICES	4982-169	2018-05-07	2018-05-08	THE HOME DEPOT #7115	135.26	CAD	135.26	CAD	4995	OTHER EXPENSES	C01114	SYSTEMS UNIT	5200	Home Supply Warehouse	10-HDX 102L-STORAGE BINS	
EMPLOYMENT & SOCIAL SERVICES	4989-364	2018-05-18	2018-05-18	CANADA COMPUTERS #43	33.89	CAD	33.89	CAD	4995	OTHER EXPENSES	C01114	SYSTEMS UNIT	5734	Computer Software Stores	10' PREMIEM 28AWG DISPLAY PORT TO HDMI CABLE	
EMPLOYMENT & SOCIAL SERVICES	4989-365	2018-05-18	2018-05-18	THE SOURCE #51890	267.80	CAD	267.80	CAD	4995	OTHER EXPENSES	C01114	SYSTEMS UNIT	5732	Electronic Sales	"SAMSUNG 24""HD 720P KED SMART TV"	
					436.95	CAD	436.95	CAD								
"PARKS, FORESTRY & RECREATION"	4997-190	2018-05-30	2018-05-30	WWW COSTCO CA	960.44	CAD	960.44	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P10549	Y-REC SUPER3-PRGM SUPPORT	5399	Miscellaneous General Merchandise	MUSKOKA CHAIRS	
"PARKS, FORESTRY & RECREATION"	4998-366	2018-05-29	2018-05-31	BRAFASCO / REXDALE	330.46	CAD	330.46	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10549	Y-REC SUPER3-PRGM SUPPORT	5085	Industrial Supplies Not Elsewhere Classi	"AIRCRAFT CABLE STAINLESS REEL, EYEBOLT"	
"PARKS, FORESTRY & RECREATION"	4998-367	2018-05-31	2018-05-31	AQUAM	447.05	CAD	447.05	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10549	Y-REC SUPER3-PRGM SUPPORT	5996	Swimming Pools - Sales and Supplies	"PARTS FOR LANE ROPES, TENSIONER"	
					"1,737.95"	CAD	"1,737.95"	CAD								
"PARKS, FORESTRY & RECREATION"	4977-169	2018-05-02	2018-05-02	AUTO PARTS CENTRES	49.27	CAD	49.27	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00830	TECH SERV. 1-FLEET EQUIP	5533	"Automotive Parts, Accessories Stores"	OIL FILTERS	
"PARKS, FORESTRY & RECREATION"	4978-376	2018-05-04	2018-05-04	S & T HYDRAULICS INC	203.40	CAD	203.40	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00263	E-CENTRAL1-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	HYDRAULIC CYLNDER	
"PARKS, FORESTRY & RECREATION"	4978-377	2018-05-04	2018-05-04	ALPINE LAWN & GARDEN E	148.47	CAD	148.47	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00263	E-CENTRAL1-TURF&HORT	5261	Lawn and Garden Supply Stores	"AIR FILTER, PRIME BULB"	
"PARKS, FORESTRY & RECREATION"	4978-378	2018-05-04	2018-05-04	MULTI TIRE SALES AND S	225.60	CAD	225.60	CAD	2135	PARTS - TIRES/TUBES	P00272	E-SOUTH2-TURF&HORT	5532	Automotive Tire Stores	TIRES	
"PARKS, FORESTRY & RECREATION"	4988-162	2018-05-16	2018-05-16	AUTO PARTS CENTRES	57.37	CAD	57.37	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00267	E-NORTH1-TURF&HORT	5533	"Automotive Parts, Accessories Stores"	HYD FILTERS	
"PARKS, FORESTRY & RECREATION"	4988-163	2018-05-16	2018-05-16	AUTO PARTS CENTRES	8.00	CAD	8.00	CAD	2401	LUBRICANTS	P00264	E-CENTRAL2-TURF&HORT	5533	"Automotive Parts, Accessories Stores"	OIL FILTER	
"PARKS, FORESTRY & RECREATION"	4988-164	2018-05-16	2018-05-16	GTA AUTO GLASS	169.50	CAD	169.50	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00264	E-CENTRAL2-TURF&HORT	7538	Automotive Service Shops	WINDSHIELD	
"PARKS, FORESTRY & RECREATION"	4993-346	2018-05-24	2018-05-24	R & H TIRE	960.50	CAD	960.50	CAD	2401	LUBRICANTS	P00830	TECH SERV. 1-FLEET EQUIP	5532	Automotive Tire Stores	TIRE SEALER AND PUMP	
"PARKS, FORESTRY & RECREATION"	4997-191	2018-05-30	2018-05-30	D & H HYDRAULICS	675.29	CAD	675.29	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00265	E-CENTRAL3-TURF&HORT	5999	Miscellaneous and Specialty Retail Store	STEERING CYLINDERS	
"PARKS, FORESTRY & RECREATION"	4998-368	2018-05-30	2018-05-31	CTF SUPPLY (08)	171.87	CAD	171.87	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00830	TECH SERV. 1-FLEET EQUIP	5085	Industrial Supplies Not Elsewhere Classi	DRILL BITS AND TAP	
					"2,669.27"	CAD	"2,669.27"	CAD								
PUBLIC HEALTH	4989-366	2018-05-16	2018-05-17	PETROCAN	15.81	CAD	15.81	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	PH1064	OFFICE SERVICES-WEST	5541	Service Stations (with or without Ancill	CAR SUPPLIES/WASH	
PUBLIC HEALTH	4998-369	2018-05-31	2018-05-31	PETROCAN	15.81	CAD	15.81	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	PH1064	OFFICE SERVICES-WEST	5541	Service Stations (with or without Ancill	CAR SUPPLIES/WASH	
					31.62	CAD	31.62	CAD								
