Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Center / WBS Element / Order	Cost Center / WBLS Element / Order Description	Merchant Type	Merchant Type Description	Purpose
FACILITIES MANAGEMENT DIVISON	4926-101	2018-02-28	2018-02-28	HARDWARE AGENCIES	16.78	CAD	16.78	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61429844	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	HINGES
					"2,672.44"	CAD	"2,672.44"	CAD							
"PARKS, FORESTRY & RECREATION"	4917-213	2018-02-15	2018-02-15	CDN TIRE STORE #00459	356.92	CAD	356.92	CAD	2610	KITCHEN SUPPLIES	P00918	S-CENTRAL-SPORTS & REC-SKATE-INSTR.	5200	Home Supply Warehouse	"NAPKINS, URNS, CUPS"
"PARKS, FORESTRY & RECREATION"	4917-214	2018-02-16	2018-02-16	PEEK FREAN COOKIE STOR	84.00	CAD	84.00	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P00918	S-CENTRAL-SPORTS & REC-SKATE-INSTR.	5462	Bakeries	COOKIES
					440.92	CAD	440.92	CAD							
"PARKS, FORESTRY & RECREATION"	4921-91	2018-02-20	2018-02-21	PETROCAN	37.02	CAD	37.02	CAD	2260	GASOLINE	P00404	N-CENTRAL-TURF&HORT	5541	Service Stations (with or without Ancill	GAS FOR SLED
"PARKS, FORESTRY & RECREATION"	4922-167	2018-02-22	2018-02-22	THE HOME DEPOT #7129	66.57	CAD	66.57	CAD	3080	M & E - HAND TOOLS	P00404	N-CENTRAL-TURF&HORT	5200	Home Supply Warehouse	**MORE**  SILICONE II
					103.59	CAD	103.59	CAD							
"PARKS, FORESTRY & RECREATION"	4904-155	2018-02-01	2018-02-01	WAL-MART #3159	154.59	CAD	154.59	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06074	OCONNOR CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	COOKING SUPPLIES
"PARKS, FORESTRY & RECREATION"	4916-95	2018-02-15	2018-02-15	MEDTECH GROUP	168.37	CAD	168.37	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01668	OCONNOR CC-PRGM SUPPORT	5999	Miscellaneous and Specialty Retail Store	CAMPS WRITSTBANDS
"PARKS, FORESTRY & RECREATION"	4916-96	2018-02-15	2018-02-15	MEDTECH GROUP	50.85	CAD	50.85	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01668	OCONNOR CC-PRGM SUPPORT	5999	Miscellaneous and Specialty Retail Store	CAMP WRISTBANDS
"PARKS, FORESTRY & RECREATION"	4921-92	2018-02-21	2018-02-21	STAPLES STORE #3	44.12	CAD	44.12	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01668	OCONNOR CC-PRGM SUPPORT	5943	"Office, School Supply, and Stationery St"	LABELS
					417.93	CAD	417.93	CAD							
FACILITIES MANAGEMENT DIVISON	4904-156	2018-02-01	2018-02-01	THE HOME DEPOT #7114	17.23	CAD	17.23	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61424742	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  2X4X92 5/8.
FACILITIES MANAGEMENT DIVISON	4904-157	2018-02-01	2018-02-01	THE HOME DEPOT #7114	14.43	CAD	14.43	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61427887	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	SCREWS
FACILITIES MANAGEMENT DIVISON	4917-215	2018-02-15	2018-02-15	NOBLE 1038	12.68	CAD	12.68	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61424410	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	MATERIAL
FACILITIES MANAGEMENT DIVISON	4917-216	2018-02-14	2018-02-15	THE HOME DEPOT #7114	39.52	CAD	39.52	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61424410	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	WRENCH SET
FACILITIES MANAGEMENT DIVISON	4922-168	2018-02-22	2018-02-22	THE HOME DEPOT #7114	42.45	CAD	42.45	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61430068	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  10PC REF BNG
FACILITIES MANAGEMENT DIVISON	4925-74	2018-02-26	2018-02-27	THE HOME DEPOT #7114	14.80	CAD	14.80	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61430255	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  STRAPS
					141.11	CAD	141.11	CAD							
TRANSPORTATION SERVICES 	4926-102	2018-02-28	2018-02-28	BELL TV	121.64	CAD	121.64	CAD	4441	CONTRACTED SERVICES - CABLE TV	TP0192	ROADWAY MANAGEMENT & OVERHEAD-D3	4812	Telecommunication Equipment Including Te	BELL TV - 64 MURRAY ROAD
					121.64	CAD	121.64	CAD							
ECONOMIC DEVELOPMENT & CULTURE	4904-158	2018-01-31	2018-02-01	ELEGANT PLUS DRY CLEAN	72.31	CAD	72.31	CAD	4419	LAUNDRY SERVICES	AH0058	HS-MH-COLLECTION REGISTRATN-MONTGOMERY	7216	Dry Cleaners	CLEANING OF GARMENTS
ECONOMIC DEVELOPMENT & CULTURE	4917-217	2018-02-15	2018-02-15	INDIGO - 88 QUEEN ST E	20.00	CAD	20.00	CAD	4770	PARKING EXPENSES (INTOWN)	AH0087	HS-MH-PROGRAM SUPPORT-GIBSON HOU	7523	Automobile Parking Lots and Garages	PARKING
					92.31	CAD	92.31	CAD							
INFORMATION & TECHNOLOGY 	4907-44	2018-02-04	2018-02-04	AMAZON WEB SERVICES	446.18	CAD	352.79	USD	4995	OTHER EXPENSES	IT2106	DIRECTOR'S OFFICE	7399	Business Services - Not Elsewhere Classi	SERVICE TO MONITOR CITY'S WEB SITES.
INFORMATION & TECHNOLOGY 	4907-45	2018-02-03	2018-02-03	WWW.SKEDDLY.COM	20.00	CAD	20.00	CAD	4995	OTHER EXPENSES	IT2106	DIRECTOR'S OFFICE	7372	"Computer Programming, Integrated Systems"	SCHEDULED AUTOMATION APPLICATION
INFORMATION & TECHNOLOGY 	4913-45	2018-02-10	2018-02-10	PIZZA PIZZA LTD	69.30	CAD	69.30	CAD	4820	BUSINESS MEETING EXPENSES	IT2109	ESD MANAGEMENT SERVICES	5814	Quick Payment Service - Fast-Food Restau	BUSINESS MEETING EXPENSE
INFORMATION & TECHNOLOGY 	4925-75	2018-02-28	2018-02-28	AMAZON.CA	150.19	CAD	150.19	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	IT2109	ESD MANAGEMENT SERVICES	4816	Computer Network/Information Services	IT REFERENCE BOOKS
					685.67	CAD	239.49	CAD							
							352.79	USD							
"PARKS, FORESTRY & RECREATION"	4922-169	2018-02-23	2018-02-23	START AUTO ELECTRIC LT	185.32	CAD	185.32	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P01191	S-CENTRAL AIRS-OPERATIONS	5511	"Automobile and Truck Dealers - Sales, Se"	ALTERNATOR
					185.32	CAD	185.32	CAD							
"PARKS, FORESTRY & RECREATION"	4910-70	2018-02-07	2018-02-07	FOOD BASICS #629	55.40	CAD	55.40	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01690	BRDLANDS CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	COOKING SUPPLIES
"PARKS, FORESTRY & RECREATION"	4917-218	2018-02-16	2018-02-16	STAPLES STORE #266	28.57	CAD	28.57	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P10326	ORIOLE CC-PRGM SUPPORT	5943	"Office, School Supply, and Stationery St"	SIGN HOLDER
					83.97	CAD	83.97	CAD							
"PARKS, FORESTRY & RECREATION"	4904-159	2018-02-01	2018-02-01	WAL-MART #3635	91.15	CAD	91.15	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01356	MALVERN RC-SOCIAL PRGM	5310	Discount Stores	COOKING SUPPLIES FOR PROGRAM
"PARKS, FORESTRY & RECREATION"	4904-160	2018-02-01	2018-02-01	MARCHANT S SCHOOL SPOR	31.41	CAD	31.41	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01356	MALVERN RC-SOCIAL PRGM	5941	Sporting Goods Stores	NETS FOR BASKETBALL PROGRAM
"PARKS, FORESTRY & RECREATION"	4911-204	2018-02-08	2018-02-08	WAL-MART # 3111	53.90	CAD	53.90	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01356	MALVERN RC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	COOKING SUPPLIES
"PARKS, FORESTRY & RECREATION"	4917-219	2018-02-16	2018-02-16	FRANCOIS  NO FRILLS 31	35.39	CAD	35.39	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12841	RC- CITY WIDE - YOUTH -YOUTH OUTREACH	5411	"Grocery Stores, Supermarkets"	FOOD FOR JOB FAIR
"PARKS, FORESTRY & RECREATION"	4922-170	2018-02-22	2018-02-22	WAL-MART #3635	52.42	CAD	52.42	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01356	MALVERN RC-SOCIAL PRGM	5310	Discount Stores	COOKING SUPPLIES
"PARKS, FORESTRY & RECREATION"	4922-171	2018-02-23	2018-02-23	METRO #853	6.04	CAD	6.04	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01356	MALVERN RC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	POTATOES
					270.31	CAD	270.31	CAD							
TORONTO WATER	4908-39	2018-02-02	2018-02-05	CDN TIRE STORE #00321	4.51	CAD	4.51	CAD	2570	JANITORIAL SUPPLIES	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5200	Home Supply Warehouse	CHLORINE
TORONTO WATER	4910-71	2018-02-07	2018-02-07	LOWES #02640*	11.29	CAD	11.29	CAD	2532	STEEL	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5200	Home Supply Warehouse	WELD STL RND (HR) 1/2X3FT
TORONTO WATER	4911-205	2018-02-08	2018-02-08	BUNNING SPLICING & RIG	891.89	CAD	891.89	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5085	Industrial Supplies Not Elsewhere Classi	"CHAIN, EYE BOLT, QUICK LINKS"
TORONTO WATER	4911-206	2018-02-07	2018-02-08	THE HOME DEPOT #7134	53.25	CAD	53.25	CAD	2710	GENERAL HARDWARE	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5200	Home Supply Warehouse	**MORE**  COLD ROLLED
TORONTO WATER	4911-207	2018-02-08	2018-02-08	THE HOME DEPOT #7134	70.59	CAD	70.59	CAD	2710	GENERAL HARDWARE	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5200	Home Supply Warehouse	MEAS. WHEEL
TORONTO WATER	4911-208	2018-02-08	2018-02-08	LOWES #02640*	32.76	CAD	32.76	CAD	2710	GENERAL HARDWARE	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5200	Home Supply Warehouse	K 100FT HIGH-VIZ FIBERGLASS REEL
TORONTO WATER	4914-65	2018-02-08	2018-02-12	PACIFIC FASTENERS (198	14.62	CAD	14.62	CAD	2710	GENERAL HARDWARE	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5251	Hardware Stores	"NYLOCKS, EYEBOLTS"
TORONTO WATER	4915-69	2018-02-12	2018-02-13	BRAFASCO	48.73	CAD	48.73	CAD	2710	GENERAL HARDWARE	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5085	Industrial Supplies Not Elsewhere Classi	"HEX CAP, WASHERS"
TORONTO WATER	4915-70	2018-02-12	2018-02-13	BRAFASCO	49.88	CAD	49.88	CAD	2710	GENERAL HARDWARE	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5085	Industrial Supplies Not Elsewhere Classi	KEY STOCK
TORONTO WATER	4916-97	2018-02-13	2018-02-14	BRAFASCO	135.60	CAD	135.60	CAD	2710	GENERAL HARDWARE	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5085	Industrial Supplies Not Elsewhere Classi	ASSORTMENT TRAY OF TAPPING SCREWS
TORONTO WATER	4922-172	2018-02-20	2018-02-22	PIPE TOOLS SUPPLY LIMI	245.45	CAD	245.45	CAD	3080	M & E - HAND TOOLS	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5251	Hardware Stores	PUMP PLIERS
TORONTO WATER	4923-59	2018-02-22	2018-02-23	T.N.T USED TOOLS LTD	39.55	CAD	39.55	CAD	2710	GENERAL HARDWARE	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	7394	"Equipment Rental and Leasing Services, F"	DRILL BITS
TORONTO WATER	4926-103	2018-02-28	2018-02-28	NITRO INDUSTRIAL SALES	139.74	CAD	139.74	CAD	2401	LUBRICANTS	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5085	Industrial Supplies Not Elsewhere Classi	GREASE
					"1,737.86"	CAD	"1,737.86"	CAD							
SOLID WASTE MANAGEMENT	4916-98	2018-02-14	2018-02-14	WWW.OWMA.ORG	"1,666.75"	CAD	"1,666.75"	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	SW0910	SWM BUS OPS-HAULAGE & WASTE DIVERSION	5734	Computer Software Stores	MANAGEMENT STAFF (5) PURCHASED TICKETS AND ATTENDED A OWMA ANNUAL GENERAL MEETING.
SOLID WASTE MANAGEMENT	4917-220	2018-02-14	2018-02-15	MOE-ASSESMENT & APRVL	300.00	CAD	300.00	CAD	4830	PERMIT & LICENSE FEES	SW0612	HOUSEHOLD HAZARDOUS WASTE	9399	Government Services - Not Elsewhere Clas	ECA AMENDMENTS MADE FOR THE COMMISSIONERS TRANSFER STATION.
					"1,966.75"	CAD	"1,966.75"	CAD							
FIRE SERVICES	4904-161	2018-02-01	2018-02-01	CTF SUPPLY (11)	452.89	CAD	452.89	CAD	2150	PARTS - MARINE	FR0038	MECH MAINTENANCE - MARINE SECTION	5085	Industrial Supplies Not Elsewhere Classi	BOLTS
FIRE SERVICES	4904-162	2018-02-01	2018-02-01	TOROMONT INDUSTRIES LT	530.76	CAD	530.76	CAD	2710	GENERAL HARDWARE	FR0038	MECH MAINTENANCE - MARINE SECTION	7394	"Equipment Rental and Leasing Services, F"	TOOL
FIRE SERVICES	4910-72	2018-02-07	2018-02-07	ATLAS TOOLS & MACHINER	564.99	CAD	564.99	CAD	3080	M & E - HAND TOOLS	FR0024	MECH MAINTENANCE - EQUIPMENT MAINTANCE	5211	"Building Materials, Lumber Stores"	GRINDER
FIRE SERVICES	4910-73	2018-02-08	2018-02-08	GLOBALINDUSTRIALCANDA	399.91	CAD	399.91	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	FR0024	MECH MAINTENANCE - EQUIPMENT MAINTANCE	5085	Industrial Supplies Not Elsewhere Classi	FROSTED GLASS DRY ERASE BOARD
FIRE SERVICES	4914-66	2018-02-12	2018-02-12	BEARINGS AND BELTING F	35.74	CAD	35.74	CAD	2120	PARTS - MACHINERY & EQUIPMENT	FR0024	MECH MAINTENANCE - EQUIPMENT MAINTANCE	5085	Industrial Supplies Not Elsewhere Classi	BALL BEARINGS
FIRE SERVICES	4915-71	2018-02-12	2018-02-13	CTF SUPPLY (11)	25.57	CAD	25.57	CAD	2120	PARTS - MACHINERY & EQUIPMENT	FR0024	MECH MAINTENANCE - EQUIPMENT MAINTANCE	5085	Industrial Supplies Not Elsewhere Classi	FASTENERS
FIRE SERVICES	4926-104	2018-02-26	2018-02-28	ALEXANDER METALS & ALL	405.11	CAD	405.11	CAD	2532	STEEL	FR0024	MECH MAINTENANCE - EQUIPMENT MAINTANCE	5051	Metal Service Centers and Offices	STEEL
					"2,414.97"	CAD	"2,414.97"	CAD							
FACILITIES MANAGEMENT DIVISON	4904-163	2018-01-31	2018-02-01	THE HOME DEPOT #7129	60.03	CAD	60.03	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61423122	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  2057ADH946
FACILITIES MANAGEMENT DIVISON	4907-46	2018-02-02	2018-02-02	ANGELO S ELECTRIC LTD	91.81	CAD	91.81	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61388894	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7629	"Appliance Repair Shops, Electrical and S"	BITS & BLADES
FACILITIES MANAGEMENT DIVISON	4907-47	2018-02-02	2018-02-02	THE HOME DEPOT #7129	14.93	CAD	14.93	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61425435	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  SOCKT ADPT
FACILITIES MANAGEMENT DIVISON	4910-74	2018-02-06	2018-02-07	THE HOME DEPOT #7114	12.97	CAD	12.97	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61428146	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	EVERBILT
FACILITIES MANAGEMENT DIVISON	4911-209	2018-02-09	2018-02-09	LAKESHORE LUMBER	137.75	CAD	137.75	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61428282	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	LUMBER
FACILITIES MANAGEMENT DIVISON	4911-210	2018-02-07	2018-02-08	THE HOME DEPOT #7129	83.26	CAD	83.26	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61424459	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  TAPE DRCK 50
FACILITIES MANAGEMENT DIVISON	4911-211	2018-02-08	2018-02-08	THE HOME DEPOT #7129	22.67	CAD	22.67	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61424459	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  SCREWS
FACILITIES MANAGEMENT DIVISON	4916-99	2018-02-13	2018-02-14	THE HOME DEPOT #7013	387.42	CAD	387.42	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61429040	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  SCREW
FACILITIES MANAGEMENT DIVISON	4917-221	2018-02-14	2018-02-15	THE HOME DEPOT #7114	52.40	CAD	52.40	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61428786	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  COAT HOOK
FACILITIES MANAGEMENT DIVISON	4925-76	2018-02-26	2018-02-27	THE HOME DEPOT #7114	59.39	CAD	59.39	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61430189	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  HOOK
					922.63	CAD	922.63	CAD							
"PENSION, PAYROLL & EMPLOYEE BENEFITS "	4917-222	2018-02-14	2018-02-15	ICRA - CPBI	"1,695.00"	CAD	"1,695.00"	CAD	4760	MEMBERSHIP FEES	*****	"MULTIPLE COST CENTRES, WBS ELEMENTS OR WORK ORDERS"	8398	"Organizations, Charitable and Social Ser"	MEMBERSHIP FEES
"PENSION, PAYROLL & EMPLOYEE BENEFITS "	4923-60	2018-02-23	2018-02-23	CANADIAN PENSION/BENEF	84.75	CAD	84.75	CAD	4250	CONF/SEMIN - ADVANCE	FS0119	BENEFITS MANAGEMENT	8699	"Organizations, Membership - Not Elsewher"	CPBI WORKPLACE WELLNESS SEMINAR
					"1,779.75"	CAD	"1,779.75"	CAD							
MUNICIPAL LICENSING & STANDARDS	4904-164	2018-02-01	2018-02-01	MOE-HWIN WEB	57.43	CAD	57.43	CAD	4830	PERMIT & LICENSE FEES	PH5036	TAS WEST REGION	9399	Government Services - Not Elsewhere Clas	REGISTRATION RENEWAL/MANIFEST/TONNAGE FEE
MUNICIPAL LICENSING & STANDARDS	4904-165	2018-02-01	2018-02-01	MOE-HWIN WEB	84.03	CAD	84.03	CAD	4830	PERMIT & LICENSE FEES	PH5033	TAS NORTH REGION	9399	Government Services - Not Elsewhere Clas	REGISTRATION RENEWAL/MANIFEST/TONNAGE FEE
MUNICIPAL LICENSING & STANDARDS	4904-166	2018-02-01	2018-02-01	MOE-HWIN WEB	85.70	CAD	85.70	CAD	4830	PERMIT & LICENSE FEES	PH5032	TAS EAST REGION	9399	Government Services - Not Elsewhere Clas	REGISTRATION RENEWAL/MANIFEST/TONNAGE FEE
MUNICIPAL LICENSING & STANDARDS	4904-167	2018-02-01	2018-02-01	VETERINARY INFORMATION	"2,291.67"	CAD	"1,812.00"	USD	4760	MEMBERSHIP FEES	PH5045	TAS SPAY/NEUTER CLINIC	7399	Business Services - Not Elsewhere Classi	2018 GROUP MEMBERSHIP
MUNICIPAL LICENSING & STANDARDS	4911-212	2018-02-08	2018-02-08	AMAZON MKTPLACE PMTS	"1,171.70"	CAD	908.59	USD	3030	M & E - OFFICE	PH5030	TAS HEAD OFFICE	5942	Book Stores	WIRELESS MOBILE PROJECTOR
MUNICIPAL LICENSING & STANDARDS	4925-77	2018-02-27	2018-02-27	CPC SCP/CY100907708US	151.48	CAD	151.48	CAD	3030	M & E - OFFICE	PH5030	TAS HEAD OFFICE	4215	"Courier Services - Air & Ground, Freight"	CANADA BORDER SERVICE AGENCY HST FOR WIRELESS MOBILE PROJECTOR
MUNICIPAL LICENSING & STANDARDS	4926-105	2018-02-28	2018-02-28	TORONTO BOTANICAL GARD	"2,458.59"	CAD	"2,458.59"	CAD	4530	RENTAL OF PROP. (OTHER THAN OFFICE)	PH5030	TAS HEAD OFFICE	7991	Tourist Attractions and Exhibits	STAFF TRAINING VENUE
MUNICIPAL LICENSING & STANDARDS	4926-106	2018-02-28	2018-02-28	CANVA FOR WORK MONTHLY	34.00	CAD	25.90	USD	4414	ADVERTISING & PROMOTION	PH5030	TAS HEAD OFFICE	7221	Photographic Studios	PAID MONTHLY OCT 2015
					"6,334.60"	CAD	"2,837.23"	CAD							
							"2,746.49"	USD							
FIRE SERVICES	4920-45	2018-02-20	2018-02-20	BREWERS MARINE SUPPLY	263.72	CAD	263.72	CAD	2120	PARTS - MACHINERY & EQUIPMENT	FR0038	MECH MAINTENANCE - MARINE SECTION	4468	"Marinas, Marine Service/Supplies"	CIRCUIT BREAKERS
FIRE SERVICES	4922-173	2018-02-21	2018-02-22	THE HOME DEPOT #7013	75.80	CAD	75.80	CAD	2710	GENERAL HARDWARE	FR0038	MECH MAINTENANCE - MARINE SECTION	5200	Home Supply Warehouse	**MORE**  1X4X8 WHTWD
					339.52	CAD	339.52	CAD							
FACILITIES MANAGEMENT DIVISON	4904-168	2018-01-31	2018-02-01	CITY OF TORONTO FERRY	7.71	CAD	7.71	CAD	4770	PARKING EXPENSES (INTOWN)	61422036	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	9399	Government Services - Not Elsewhere Clas	FERRY RIDE
FACILITIES MANAGEMENT DIVISON	4917-223	2018-02-15	2018-02-15	THE HOME DEPOT #7080	59.29	CAD	59.29	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61428856	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	COMBO BATT.
FACILITIES MANAGEMENT DIVISON	4917-224	2018-02-15	2018-02-15	THE HOME DEPOT #7080	59.29	CAD	59.29	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61428085	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	COMBO BATT.
FACILITIES MANAGEMENT DIVISON	4920-46	2018-02-20	2018-02-20	UPARK CORP # 160 EGLIN	7.00	CAD	7.00	CAD	4770	PARKING EXPENSES (INTOWN)	61427486	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7523	Automobile Parking Lots and Garages	PARKING
					133.29	CAD	133.29	CAD							
TORONTO WATER	4910-75	2018-02-06	2018-02-07	THE HOME DEPOT #7078	205.28	CAD	205.28	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW2025	DIST OPS: OPERATION & MTCE - NORTH YORK	5200	Home Supply Warehouse	**MORE**  12X14HEXBUSH
TORONTO WATER	4911-213	2018-02-09	2018-02-09	PRINCESS AUTO #36	199.53	CAD	199.53	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW2025	DIST OPS: OPERATION & MTCE - NORTH YORK	5085	Industrial Supplies Not Elsewhere Classi	PARTS
TORONTO WATER	4920-47	2018-02-20	2018-02-20	PRINCESS AUTO #36	137.83	CAD	137.83	CAD	3080	M & E - HAND TOOLS	TW2025	DIST OPS: OPERATION & MTCE - NORTH YORK	5085	Industrial Supplies Not Elsewhere Classi	WRENCHES/STARTER
TORONTO WATER	4926-107	2018-02-28	2018-02-28	ATLAS TOOLS & MACHINER	229.51	CAD	229.51	CAD	3080	M & E - HAND TOOLS	TW2025	DIST OPS: OPERATION & MTCE - NORTH YORK	5211	"Building Materials, Lumber Stores"	TOOLS
					772.15	CAD	772.15	CAD							
TORONTO WATER	4904-169	2018-02-01	2018-02-01	THE HOME DEPOT #7136	70.56	CAD	70.56	CAD	2710	GENERAL HARDWARE	TW7072	WTR TREAT & SUPPLY: TRANSMISSION - EAST	5200	Home Supply Warehouse	**MORE**  3/8X2-1/4WG
TORONTO WATER	4915-72	2018-02-09	2018-02-13	CC HYDRAULIC IND SUPPL	455.78	CAD	455.78	CAD	2590	EMERGENCY SERVICES SUPPLIES	TW7072	WTR TREAT & SUPPLY: TRANSMISSION - EAST	8999	Professional Services - Not Elsewhere Cl	PUMP HOSE
TORONTO WATER	4925-78	2018-02-26	2018-02-27	NEXT SUPPLY	11.63	CAD	11.63	CAD	2535	PLUMBING SUPPLIES	TW7072	WTR TREAT & SUPPLY: TRANSMISSION - EAST	5251	Hardware Stores	ROSER CLAMP
					537.97	CAD	537.97	CAD							
TRANSPORTATION SERVICES 	4904-170	2018-02-01	2018-02-01	PRINCESS AUTO #36	56.47	CAD	56.47	CAD	2552	BRIDGE MATERIALS	TP0333	"ROADWAY EXPRESSWAY OPERATIONS-D1,A1"	5085	Industrial Supplies Not Elsewhere Classi	GRIP TAPE FOR BRIDGE WALKWAYS
					56.47	CAD	56.47	CAD							
TORONTO WATER	4909-77	2018-02-06	2018-02-06	MR METAL(ETOBICOKE) IN	34.14	CAD	34.14	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW2060	D&C: WASTEWATER & STORMWATER PUMPING	5051	Metal Service Centers and Offices	ANTENNA
TORONTO WATER	4910-76	2018-02-07	2018-02-07	GEAR POWER INC	302.03	CAD	302.03	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	TW2060	D&C: WASTEWATER & STORMWATER PUMPING	5085	Industrial Supplies Not Elsewhere Classi	SERVICE TO REPAIR VEHICLE
TORONTO WATER	4914-67	2018-02-06	2018-02-12	PACIFIC FASTENERS (198	18.45	CAD	18.45	CAD	2710	GENERAL HARDWARE	TW2060	D&C: WASTEWATER & STORMWATER PUMPING	5251	Hardware Stores	FASTENERS
