Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Center / WBS Element / Order	Cost Center / WBS Element / Order Description	Merchant Type	Merchant Type Description	Purpose	
"PARKS, FORESTRY & RECREATION"	4712-74	2017-08-29	2017-08-30	EAST END GARDEN CENTRE	344.40 	CAD	344.40 	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00866	50 BOOTH AVE YD-FLEET EQUIP	5261	Lawn and Garden Supply Stores	SOD	
					"5,346.53 "	CAD	"5,346.53 "	CAD								
"PARKS, FORESTRY & RECREATION"	4673-146	2017-07-31	2017-08-02	GUILLEVIN INT'NAL #302	609.75 	CAD	609.75 	CAD	2575	ELECTRICAL SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5085	Industrial Supplies Not Elsewhere Classi	SPLASH PAD PUSH BUTTON	
"PARKS, FORESTRY & RECREATION"	4691-152	2017-08-10	2017-08-14	CTF SUPPLY (11)	194.71 	CAD	194.71 	CAD	2575	ELECTRICAL SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5085	Industrial Supplies Not Elsewhere Classi	PETA SOCKETS	
"PARKS, FORESTRY & RECREATION"	4691-153	2017-08-10	2017-08-14	GUILLEVIN INT'NAL #302	"2,373.00 "	CAD	"2,373.00 "	CAD	2575	ELECTRICAL SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5085	Industrial Supplies Not Elsewhere Classi	RAB LED FIXTURES	
"PARKS, FORESTRY & RECREATION"	4697-127	2017-08-16	2017-08-17	GUILLEVIN INT'NAL #302	565.00 	CAD	565.00 	CAD	2575	ELECTRICAL SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5085	Industrial Supplies Not Elsewhere Classi	COBRA FIXTURES AND ARMS	
"PARKS, FORESTRY & RECREATION"	4698-124	2017-08-17	2017-08-18	JOHNSTON INDUSTRIAL PL	63.48 	CAD	63.48 	CAD	2575	ELECTRICAL SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5085	Industrial Supplies Not Elsewhere Classi	CLEAR POLYCARBONATE	
"PARKS, FORESTRY & RECREATION"	4698-125	2017-08-18	2017-08-18	ELECTRICAL SAFETY AUTH	135.60 	CAD	135.60 	CAD	4830	PERMIT & LICENSE FEES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	4900	"Utilities - Electric, Gas, Sanitary, Wat"	ESA INSPECTION	
"PARKS, FORESTRY & RECREATION"	4703-71	2017-08-21	2017-08-22	CRS CONTRACTORS RENTAL	"1,662.57 "	CAD	"1,662.57 "	CAD	4520	RENTAL OF MACHINERY AND EQUIPMENT	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	7394	"Equipment Rental and Leasing Services, F"	BOOM RENTAL	
"PARKS, FORESTRY & RECREATION"	4707-91	2017-08-23	2017-08-25	GUILLEVIN INT'NAL #302	"1,017.00 "	CAD	"1,017.00 "	CAD	2575	ELECTRICAL SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5085	Industrial Supplies Not Elsewhere Classi	COBRA FIXTURES	
					"6,621.11 "	CAD	"6,621.11 "	CAD								
"PARKS, FORESTRY & RECREATION"	4682-70	2017-08-08	2017-08-09	BELL TV	90.17 	CAD	90.17 	CAD	4441	CONTRACTED SERVICES - CABLE TV	P10315	GRANDRAVINE-PRGM SUPPORT	4812	Telecommunication Equipment Including Te	CABLE TV SERVICE	
					90.17 	CAD	90.17 	CAD								
"PARKS, FORESTRY & RECREATION"	4675-126	2017-08-02	2017-08-03	NOFRILLS JOSEPHS 730	4.46 	CAD	4.46 	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04893	PARKDALE CC-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	PRESCHOOL SNACKS	
"PARKS, FORESTRY & RECREATION"	4676-129	2017-08-02	2017-08-04	WAL-MART #3106	145.98 	CAD	145.98 	CAD	3050	M & E - KITCHEN	P04893	PARKDALE CC-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	MICROWAVE OVEN FOR YOUTH SPACE	
"PARKS, FORESTRY & RECREATION"	4676-130	2017-08-03	2017-08-04	WWW COSTCO CA	870.09 	CAD	870.09 	CAD	3030	M & E - OFFICE	P10451	PARKDALE CC-PRGM SUPPORT	5399	Miscellaneous General Merchandise	SHREDDER	
"PARKS, FORESTRY & RECREATION"	4676-131	2017-08-03	2017-08-04	WWW COSTCO CA	395.49 	CAD	395.49 	CAD	3050	M & E - KITCHEN	P10446	MASARYK COWAN-PRGM SUPPORT	5399	Miscellaneous General Merchandise	FRIDGE	
"PARKS, FORESTRY & RECREATION"	4678-133	2017-08-03	2017-08-07	WAL-MART #3106	49.38 	CAD	49.38 	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04893	PARKDALE CC-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	CRAFT SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4697-128	2017-08-16	2017-08-17	THE GEORGE R GARDINER	215.00 	CAD	215.00 	CAD	4118	TICKETS AND ADMISSION FEES	P04893	PARKDALE CC-SUMMER CAMPS	7991	Tourist Attractions and Exhibits	ADMISSION FEE - CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	4703-72	2017-08-21	2017-08-22	NOFRILLS PETER'S 3926	34.45 	CAD	34.45 	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04893	PARKDALE CC-SUMMER CAMPS	7999	Recreation Services (Not Elsewhere Class	CAMP COOKING SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4703-73	2017-08-21	2017-08-22	QUEEN SUPERMARKET INC	8.25 	CAD	8.25 	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04893	PARKDALE CC-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	HENNA FOR CAMP CRAFT	
"PARKS, FORESTRY & RECREATION"	4707-92	2017-08-24	2017-08-25	NOFRILLS PETER'S 3926	75.44 	CAD	75.44 	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04893	PARKDALE CC-SUMMER CAMPS	7999	Recreation Services (Not Elsewhere Class	FOOD ITEMS - END OF CAMP	
"PARKS, FORESTRY & RECREATION"	4707-93	2017-08-24	2017-08-25	REAL CANADIAN WHOLESAL	236.19 	CAD	236.19 	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04893	PARKDALE CC-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	FOOD ITEMS - END OF CAMP	
"PARKS, FORESTRY & RECREATION"	4708-110	2017-08-24	2017-08-28	POPPA CORN CORP.	130.43 	CAD	130.43 	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04893	PARKDALE CC-SUMMER CAMPS	5712	"Equipment, Furniture, and Home Furnishin"	FOOD ITEMS - END OF CAMP	
"PARKS, FORESTRY & RECREATION"	4708-111	2017-08-25	2017-08-28	NOFRILLS PETER'S 3926	16.23 	CAD	16.23 	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04893	PARKDALE CC-SUMMER CAMPS	7999	Recreation Services (Not Elsewhere Class	FOOD ITEMS - END OF CAMP	
"PARKS, FORESTRY & RECREATION"	4708-112	2017-08-25	2017-08-28	NOFRILLS PETER'S 3926	50.00 	CAD	50.00 	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04893	PARKDALE CC-SUMMER CAMPS	7999	Recreation Services (Not Elsewhere Class	ICE	
"PARKS, FORESTRY & RECREATION"	4708-113	2017-08-25	2017-08-28	NOFRILLS PETER'S 3926	30.00 	CAD	30.00 	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13177	INSTRCT SPORTS - SORAUREN PARK	7999	Recreation Services (Not Elsewhere Class	ICE	
"PARKS, FORESTRY & RECREATION"	4708-114	2017-08-25	2017-08-28	NOFRILLS PETER'S 3926	20.58 	CAD	20.58 	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04893	PARKDALE CC-SUMMER CAMPS	7999	Recreation Services (Not Elsewhere Class	FOOD ITEMS - END OF CAMP	
					"2,281.97 "	CAD	"2,281.97 "	CAD								
MUNICIPAL LICENSING & STANDARDS	4695-96	2017-08-15	2017-08-16	TORONTO STAMP INC	"1,161.64 "	CAD	"1,161.64 "	CAD	2665	PROTECTIVE CLOTHING	PH5039	DISPATCH & LICENSING	5943	"Office, School Supply, and Stationery St"	200 PHOTOANODIZED DANGEROUS DOG TAGS	
					"1,161.64 "	CAD	"1,161.64 "	CAD								
"PARKS, FORESTRY & RECREATION"	4671-66	2017-07-31	2017-08-01	DOLLARAMA # 854	52.83 	CAD	52.83 	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12441	RE-CA-SUMMER CAMPS-MILLIKEN CRC	5310	Discount Stores	SUMMER CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4673-147	2017-07-31	2017-08-02	WAL-MART #1080	387.73 	CAD	387.73 	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12441	RE-CA-SUMMER CAMPS-MILLIKEN CRC	5411	"Grocery Stores, Supermarkets"	SUMMER CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4676-132	2017-08-02	2017-08-04	CITY OF MARKHAM-REC	"1,024.80 "	CAD	"1,024.80 "	CAD	4118	TICKETS AND ADMISSION FEES	P12441	RE-CA-SUMMER CAMPS-MILLIKEN CRC	9399	Government Services - Not Elsewhere Clas	ADMISSION FEE - CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	4676-133	2017-08-03	2017-08-04	KIDS FUN CITY	100.00 	CAD	100.00 	CAD	4118	TICKETS AND ADMISSION FEES	P12441	RE-CA-SUMMER CAMPS-MILLIKEN CRC	5912	"Drug Stores, Pharmacies"	CAMP TRIP DEPOSIT	
"PARKS, FORESTRY & RECREATION"	4691-154	2017-08-11	2017-08-14	ZENAN CUSTOM CRESTING	"1,059.98 "	CAD	"1,059.98 "	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12441	RE-CA-SUMMER CAMPS-MILLIKEN CRC	5950	Crystal and Glassware Stores	T SHIRTS	
"PARKS, FORESTRY & RECREATION"	4691-155	2017-08-11	2017-08-14	ZENAN CUSTOM CRESTING	37.80 	CAD	37.80 	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04089	MALVERN RC-SUMMER CAMPS	5950	Crystal and Glassware Stores	T SHIRTS	
"PARKS, FORESTRY & RECREATION"	4691-156	2017-08-11	2017-08-14	CASA LOMA	"2,283.99 "	CAD	"2,283.99 "	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12441	RE-CA-SUMMER CAMPS-MILLIKEN CRC	5813	"Bars, Cocktail Lounges, Discotheques, Ni"	ADMISSION FEE - CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	4693-64	2017-08-14	2017-08-15	NOFRILLS LISTROS 788	15.71 	CAD	15.71 	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12441	RE-CA-SUMMER CAMPS-MILLIKEN CRC	5411	"Grocery Stores, Supermarkets"	SUMMER CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4695-97	2017-08-14	2017-08-16	WAL-MART #1080	600.73 	CAD	600.73 	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12441	RE-CA-SUMMER CAMPS-MILLIKEN CRC	5411	"Grocery Stores, Supermarkets"	SUMMER CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4695-98	2017-08-14	2017-08-16	WAL-MART #1080	19.84 	CAD	19.84 	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12441	RE-CA-SUMMER CAMPS-MILLIKEN CRC	5411	"Grocery Stores, Supermarkets"	ICE FOR ICE CREAM MAKING	
"PARKS, FORESTRY & RECREATION"	4695-99	2017-08-15	2017-08-16	LOWES #03201*	9.93 	CAD	9.93 	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12441	RE-CA-SUMMER CAMPS-MILLIKEN CRC	5200	Home Supply Warehouse	340G 2X SATIN CLARET WINE	
"PARKS, FORESTRY & RECREATION"	4695-100	2017-08-15	2017-08-16	REAL CANADIAN WHOLESAL	1.97 	CAD	1.97 	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12441	RE-CA-SUMMER CAMPS-MILLIKEN CRC	5411	"Grocery Stores, Supermarkets"	RELISH	
"PARKS, FORESTRY & RECREATION"	4695-101	2017-08-15	2017-08-16	REAL CANADIAN WHOLESAL	322.70 	CAD	322.70 	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12441	RE-CA-SUMMER CAMPS-MILLIKEN CRC	5411	"Grocery Stores, Supermarkets"	"HOTDOGS, BUNS, CONDIMENTS"	
"PARKS, FORESTRY & RECREATION"	4697-129	2017-08-16	2017-08-17	NOFRILLS LISTROS 788	23.54 	CAD	23.54 	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12441	RE-CA-SUMMER CAMPS-MILLIKEN CRC	5411	"Grocery Stores, Supermarkets"	"FOIL PANS, VEGGIE DOGS"	
"PARKS, FORESTRY & RECREATION"	4698-126	2017-08-17	2017-08-18	DOLLARAMA # 814	49.44 	CAD	49.44 	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12441	RE-CA-SUMMER CAMPS-MILLIKEN CRC	5310	Discount Stores	SUMMER CAMP SUPPLIES	
					"5,990.99 "	CAD	"5,990.99 "	CAD								
"PARKS, FORESTRY & RECREATION"	4673-148	2017-08-01	2017-08-02	NOFRILLS LUCIANO'S #34	53.43 	CAD	53.43 	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P03073	ST LAWRENCE-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	FOOD ITEMS AND BOWLS	
"PARKS, FORESTRY & RECREATION"	4675-127	2017-08-02	2017-08-03	FRESHCO #9781	100.82 	CAD	100.82 	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P03073	ST LAWRENCE-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	FOOD ITEMS FRO CAMP	
"PARKS, FORESTRY & RECREATION"	4706-130	2017-08-23	2017-08-24	NOFRILLS LUCIANO'S #34	64.26 	CAD	64.26 	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06922	ST LAWRENCE-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	FOOD ITEMS FOR ACTIVITY CAMP	
					218.51 	CAD	218.51 	CAD								
FIRE SERVICES	4682-71	2017-08-08	2017-08-09	FIRE PROTECTION PUB	77.49 	CAD	60.00 	USD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	FR0012	ADMIN-HEADQUARTERS	5192	"Books, Periodicals, and Newspapers"	MAGAZINE SUBSCRIPTION	
FIRE SERVICES	4686-161	2017-08-09	2017-08-11	STAPLES.CA	75.85 	CAD	75.85 	CAD	2010	STATIONERY AND OFFICE SUPPLIES	FR0012	ADMIN-HEADQUARTERS	5943	"Office, School Supply, and Stationery St"	BINDERS	
					153.34 	CAD	75.85 	CAD								
							60.00 	USD								
SOLID WASTE MANAGEMENT	4693-65	2017-08-14	2017-08-15	SERVICE EXPERTS HEATIN	506.24 	CAD	506.24 	CAD	4412	CONTR SRV - PLUMBING	SW0901	GREEN LANE LANDFILL	1711	"Air Conditioning, Heating, and Plumbing"	PLUMBING SERVICE TO CLEAN DRAINS IN OFFICE GLL	
SOLID WASTE MANAGEMENT	4695-102	2017-08-15	2017-08-16	SOLID WASTE ASSOCIA	280.85 	CAD	217.00 	USD	4760	MEMBERSHIP FEES	SW0901	GREEN LANE LANDFILL	8398	"Organizations, Charitable and Social Ser"	RENEWAL ANNUAL MEMBERSHIP SWANA	
SOLID WASTE MANAGEMENT	4697-130	2017-08-16	2017-08-17	SERVICE EXPERTS HEATIN	93.23 	CAD	93.23 	CAD	4412	CONTR SRV - PLUMBING	SW0901	GREEN LANE LANDFILL	1711	"Air Conditioning, Heating, and Plumbing"	"PLUMBING SERVICE TO FIX A LEAKING URINAL, GLL"	
SOLID WASTE MANAGEMENT	4697-131	2017-08-16	2017-08-17	SOLID WASTE ASSOCIA	278.58 	CAD	217.00 	USD	4760	MEMBERSHIP FEES	SW0901	GREEN LANE LANDFILL	8398	"Organizations, Charitable and Social Ser"	RENEWAL ANNUAL MEMBERSHIP SWANA 	
SOLID WASTE MANAGEMENT	4705-76	2017-08-22	2017-08-23	SQ *BLUE DIAMOND WINDO	381.38 	CAD	381.38 	CAD	4470	CONTRACTED SERVICES - WINDOW WASHING	SW0901	GREEN LANE LANDFILL	8999	Professional Services - Not Elsewhere Cl	WINDOW CLEANING FOR ADMIN BUILD GLL INSIDE AND OUT	
SOLID WASTE MANAGEMENT	4707-94	2017-08-24	2017-08-25	ELGIN CHRYSLER LTD	79.43 	CAD	79.43 	CAD	4077	REPAIR SERVICES-VEHICLES	SW0901	GREEN LANE LANDFILL	5511	"Automobile and Truck Dealers - Sales, Se"	OIL AND FILTER CHANGE ON CITY VEHICLE 050026	
					"1,619.71 "	CAD	"1,060.28 "	CAD								
							434.00 	USD								
ECONOMIC DEVELOPMENT & CULTURE	4697-132	2017-08-16	2017-08-17	CVENT*GEORGE P JOHNSON	250.00 	CAD	250.00 	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	ED0127	FOOD BEVERAGE & CO PACKAGING SERVICES	7399	Business Services - Not Elsewhere Classi	GATEWAY 17 CONFERENCE	
ECONOMIC DEVELOPMENT & CULTURE	4697-133	2017-08-16	2017-08-17	CVENT*GEORGE P JOHNSON	250.00 	CAD	250.00 	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	ED0127	FOOD BEVERAGE & CO PACKAGING SERVICES	7399	Business Services - Not Elsewhere Classi	GATEWAY 17 CONFERENCE	
					500.00 	CAD	500.00 	CAD								
PUBLIC HEALTH	4675-128	2017-08-01	2017-08-03	FACULTY OF NURSING -UO	337.87 	CAD	337.87 	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	PH2115	PLANNING & PERFORMANCE TEAM	8220	"Colleges, Universities, Professional Sch"	CONFERENCES/SEMINARS - REGISTRATION	
					337.87 	CAD	337.87 	CAD								
MUNICIPAL LICENSING & STANDARDS	4671-67	2017-07-31	2017-08-01	FACEBK AUFYVCNLA2	13.37 	CAD	13.37 	CAD	4414	ADVERTISING & PROMOTION	PH5034	TAS SOUTH REGION	7311	Advertising Services	ADVERTISEMENT	
MUNICIPAL LICENSING & STANDARDS	4671-68	2017-07-31	2017-08-01	FACEBK CUFYVCNLA2	21.49 	CAD	21.49 	CAD	4414	ADVERTISING & PROMOTION	PH5034	TAS SOUTH REGION	7311	Advertising Services	ADVERTISEMENT	
MUNICIPAL LICENSING & STANDARDS	4675-129	2017-08-02	2017-08-03	TWITTER ONLINE ADS	80.00 	CAD	80.00 	CAD	4414	ADVERTISING & PROMOTION	PH5034	TAS SOUTH REGION	7311	Advertising Services	ADVERTISEMENT	
MUNICIPAL LICENSING & STANDARDS	4685-115	2017-08-09	2017-08-10	TWITTER ONLINE ADS	80.00 	CAD	80.00 	CAD	4414	ADVERTISING & PROMOTION	PH5030	TAS HEAD OFFICE	7311	Advertising Services	CAT SALE EVENT	
MUNICIPAL LICENSING & STANDARDS	4698-127	2017-08-17	2017-08-18	ABCO GROUP	111.87 	CAD	111.87 	CAD	3310	FURNISHINGS	PH5034	TAS SOUTH REGION	5712	"Equipment, Furniture, and Home Furnishin"	FURNITURE-PRINKL STAND	
MUNICIPAL LICENSING & STANDARDS	4701-171	2017-08-17	2017-08-21	THE HOME DEPOT #7027	77.83 	CAD	77.83 	CAD	3310	FURNISHINGS	PH5034	TAS SOUTH REGION	5200	Home Supply Warehouse	SHELVE	
MUNICIPAL LICENSING & STANDARDS	4701-172	2017-08-19	2017-08-21	TWITTER ONLINE ADS	25.00 	CAD	25.00 	CAD	4414	ADVERTISING & PROMOTION	PH5030	TAS HEAD OFFICE	7311	Advertising Services	CAT SALE EVENT	
MUNICIPAL LICENSING & STANDARDS	4708-115	2017-08-26	2017-08-28	TWITTER ONLINE ADS	75.00 	CAD	75.00 	CAD	4414	ADVERTISING & PROMOTION	PH5030	TAS HEAD OFFICE	7311	Advertising Services	CAT SALE EVENT	
MUNICIPAL LICENSING & STANDARDS	4710-46	2017-08-28	2017-08-29	PAYPAL *AASAO	100.00 	CAD	100.00 	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	PH5030	TAS HEAD OFFICE	8641	"Associations - Civic, Social, and Frater"	AASAO CONFERENCE REGISTRATION FEE	
MUNICIPAL LICENSING & STANDARDS	4710-47	2017-08-28	2017-08-29	PAYPAL *AASAO	100.00 	CAD	100.00 	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	PH5030	TAS HEAD OFFICE	8641	"Associations - Civic, Social, and Frater"	AASAO CONFERENCE REGISTRATION FEE	
MUNICIPAL LICENSING & STANDARDS	4710-48	2017-08-28	2017-08-29	PAYPAL *AASAO	100.00 	CAD	100.00 	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	PH5030	TAS HEAD OFFICE	8641	"Associations - Civic, Social, and Frater"	AASAO CONFERENCE REGISTRATION FEE	
MUNICIPAL LICENSING & STANDARDS	4710-49	2017-08-28	2017-08-29	PAYPAL *AASAO	100.00 	CAD	100.00 	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	PH5030	TAS HEAD OFFICE	8641	"Associations - Civic, Social, and Frater"	AASAO CONFERENCE REGISTRATION FEE	
MUNICIPAL LICENSING & STANDARDS	4710-50	2017-08-28	2017-08-29	PAYPAL *AASAO	100.00 	CAD	100.00 	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	PH5030	TAS HEAD OFFICE	8641	"Associations - Civic, Social, and Frater"	AASAO CONFERENCE REGISTRATION FEE	
MUNICIPAL LICENSING & STANDARDS	4710-51	2017-08-28	2017-08-29	PAYPAL *AASAO	100.00 	CAD	100.00 	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	PH5030	TAS HEAD OFFICE	8641	"Associations - Civic, Social, and Frater"	AASAO CONFERENCE REGISTRATION FEE	
MUNICIPAL LICENSING & STANDARDS	4710-52	2017-08-28	2017-08-29	PAYPAL *AASAO	100.00 	CAD	100.00 	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	PH5030	TAS HEAD OFFICE	8641	"Associations - Civic, Social, and Frater"	AASAO CONFERENCE REGISTRATION FEE	
MUNICIPAL LICENSING & STANDARDS	4710-53	2017-08-28	2017-08-29	PAYPAL *AASAO	100.00 	CAD	100.00 	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	PH5030	TAS HEAD OFFICE	8641	"Associations - Civic, Social, and Frater"	AASAO CONFERENCE REGISTRATION FEE	
					"1,284.56 "	CAD	"1,284.56 "	CAD								
TORONTO WATER	4673-149	2017-08-01	2017-08-02	IMPARK CANADA AUTO	885.00 	CAD	885.00 	CAD	4770	PARKING EXPENSES (INTOWN)	TW5007	SECURITY FLEET & FACILITIES MANAGEMENT	7523	Automobile Parking Lots and Garages	OFFSITE PARKING FOR TW DIRECTORS DURING REHAB	
					885.00 	CAD	885.00 	CAD								
ECONOMIC DEVELOPMENT & CULTURE	4710-54	2017-08-28	2017-08-29	TORONTO PARKING AUTHOR	3.75 	CAD	3.75 	CAD	4770	PARKING EXPENSES (INTOWN)	ED0131	DIRECTOR'S OFFICE	7523	Automobile Parking Lots and Garages	PARKING-MTG AT 1280 BLOOR WEST HOTEL EXPANSION	
					3.75 	CAD	3.75 	CAD								
TRANSPORTATION SERVICES 	4678-134	2017-08-04	2017-08-07	BEST BUY CANADA #938	39.54 	CAD	39.54 	CAD	4804	WIRELESS DEVICES	TP0164	ROADWAY MANAGEMENT & OVERHEAD-D2	5732	Electronic Sales	CELL PHONE HOLSTER	
					39.54 	CAD	39.54 	CAD								
TORONTO WATER	4671-69	2017-07-31	2017-08-01	NATIONAL HOSE AND EQUI	93.79 	CAD	93.79 	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW2035	DIST OPS: OPERATION & MTCE - SCARBOROUGH	5046	Commercial Equipment Not Elsewhere Class	HOSE	
TORONTO WATER	4685-116	2017-08-09	2017-08-10	LOWES #02494*	94.87 	CAD	94.87 	CAD	2710	GENERAL HARDWARE	TW2035	DIST OPS: OPERATION & MTCE - SCARBOROUGH	5200	Home Supply Warehouse	**MORE**  CORONA COMFORTGL BYPASS LOPPER	
TORONTO WATER	4686-162	2017-08-10	2017-08-11	ALPINE LAWN   GARDEN E	497.14 	CAD	497.14 	CAD	3099	GENERAL EQUIPMENT	TW2035	DIST OPS: OPERATION & MTCE - SCARBOROUGH	5261	Lawn and Garden Supply Stores	CHAINSAW	
TORONTO WATER	4695-103	2017-08-15	2017-08-16	LOWES #02494*	67.78 	CAD	67.78 	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	TW2035	DIST OPS: OPERATION & MTCE - SCARBOROUGH	5200	Home Supply Warehouse	"KOBALT 24"" STEEL TINE LAWN RAKE"	
TORONTO WATER	4697-134	2017-08-16	2017-08-17	MCGOWAN FENCE   SUPPLY	2.97 	CAD	2.97 	CAD	2710	GENERAL HARDWARE	TW2035	DIST OPS: OPERATION & MTCE - SCARBOROUGH	5051	Metal Service Centers and Offices	TIES FOR FENCE REPAIR	
TORONTO WATER	4701-173	2017-08-17	2017-08-21	MOE-DRINK WAT WASTE CE	40.00 	CAD	40.00 	CAD	4830	PERMIT & LICENSE FEES	TW2035	DIST OPS: OPERATION & MTCE - SCARBOROUGH	9399	Government Services - Not Elsewhere Clas	OIT CERTIFICATE-S GIANNAKOPOULOS	
TORONTO WATER	4701-174	2017-08-17	2017-08-21	MOE-DRINK WAT WASTE CE	40.00 	CAD	40.00 	CAD	4830	PERMIT & LICENSE FEES	TW2035	DIST OPS: OPERATION & MTCE - SCARBOROUGH	9399	Government Services - Not Elsewhere Clas	OIT CERTIFICATE-F PALIJ	
					836.55 	CAD	836.55 	CAD								
"PARKS, FORESTRY & RECREATION"	4671-70	2017-07-31	2017-08-01	COSTCO WHOLESALE W547	90.33 	CAD	90.33 	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04022	CEDARBROOK CC-SUMMER CAMPS	5300	Wholesale Clubs	CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4678-135	2017-08-04	2017-08-07	COSTCO BUSINESS CENTER	59.62 	CAD	59.62 	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04022	CEDARBROOK CC-SUMMER CAMPS	5300	Wholesale Clubs	"EGGS, MILK, FROZEN FRUITS"	
"PARKS, FORESTRY & RECREATION"	4678-136	2017-08-04	2017-08-07	LASER QUEST TORONTO EA	598.90 	CAD	598.90 	CAD	4118	TICKETS AND ADMISSION FEES	P04022	CEDARBROOK CC-SUMMER CAMPS	7996	"Amusement Parks, Carnivals, Circuses, Fo"	ADMISSION FEE - CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	4678-137	2017-08-04	2017-08-07	METRO #475	39.00 	CAD	39.00 	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04022	CEDARBROOK CC-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	"FLOUR, BRWN SUGAR, VANILLA EXTRCT"	
