Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	Exp Type Desc	Cost Center / WBS Element / Order	Cost Center / WBS Element / Order Description	Merchant Type	Merchant Type Description	Purpose	
					438.43	CAD	438.43	CAD								
"PARKS, FORESTRY & RECREATION"	4755-145	2017-09-28	2017-09-29	SHOPPERS DRUG MART #08	11.30	CAD	11.30	CAD	4805	POSTAGE	P00545	S-CENTRAL1-TURF&HORT	9402	Postal Services - Government Only	REGISTERED MAIL	
					11.30	CAD	11.30	CAD								
ECONOMIC DEVELOPMENT & CULTURE	4738-165	2017-09-15	2017-09-18	SVS MARKETING VAN-SMIT	720.38	CAD	720.38	CAD	2790	PRESENTATION/PROMOTIONAL ITEMS	ED0150	EDC MARKETING TACTICS	5947	"Card, Gift, Novelty, and Souvenir Shops"	TPS WEEK SWAG	
ECONOMIC DEVELOPMENT & CULTURE	4738-166	2017-09-16	2017-09-18	SNAP   *GEOFILTERS	"1,529.47"	CAD	"1,231.19"	USD	4414	ADVERTISING & PROMOTION	SE0019	NUIT BLANCHE	7311	Advertising Services	NUIT BLANCHE TORONTO GEOFITTER	
ECONOMIC DEVELOPMENT & CULTURE	4755-146	2017-09-28	2017-09-29	TWITTER ONLINE ADS	500.00	CAD	500.00	CAD	4414	ADVERTISING & PROMOTION	SE0019	NUIT BLANCHE	7311	Advertising Services	NUIT BLANCHE ADVERTISING	
					"2,749.85"	CAD	"1,220.38"	CAD								
							"1,231.19"	USD								
ECONOMIC DEVELOPMENT & CULTURE	4723-100	2017-09-06	2017-09-07	BEST BUY.CA # 900	"1,073.48"	CAD	"1,073.48"	CAD	3099	GENERAL EQUIPMENT	AH0058	HS-MH-COLLECTION REGISTRATN-MONTGOMERY	5732	Electronic Sales	UPRIGHT FREEZER	
ECONOMIC DEVELOPMENT & CULTURE	4724-107	2017-09-07	2017-09-08	BESTBUY.CA #898	395.48	CAD	395.48	CAD	3099	GENERAL EQUIPMENT	AH0058	HS-MH-COLLECTION REGISTRATN-MONTGOMERY	5732	Electronic Sales	CHEST FREEZER	
ECONOMIC DEVELOPMENT & CULTURE	4744-126	2017-09-19	2017-09-21	SHOPPERSDRUGMART1027	48.03	CAD	48.03	CAD	4805	POSTAGE	AH0058	HS-MH-COLLECTION REGISTRATN-MONTGOMERY	5912	"Drug Stores, Pharmacies"	STAMPS	
ECONOMIC DEVELOPMENT & CULTURE	4750-74	2017-09-25	2017-09-26	NOSSO TALHO PARTNERSHI	82.16	CAD	82.16	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0058	HS-MH-COLLECTION REGISTRATN-MONTGOMERY	5422	"Freezer, Locker Meat Provisioners"	BEEF	
					"1,599.15"	CAD	"1,599.15"	CAD								
"PARKS, FORESTRY & RECREATION"	4715-89	2017-08-31	2017-09-01	CINEPLEX 7260     QPS	379.50	CAD	379.50	CAD	4118	TICKETS AND ADMISSION FEES	P05112	OURLAND CC-SUMMER CAMPS	7832	Motion Picture Theaters	CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	4755-147	2017-09-27	2017-09-29	CDN TIRE STORE #00070	175.90	CAD	175.90	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P07546	JOHN ENGLISH CS-INSTRL-ADULT	5200	Home Supply Warehouse	SUPPLIES FOR OFFICE STORAGE AND TENNIS PRGM	
					555.40	CAD	555.40	CAD								
"PARKS, FORESTRY & RECREATION"	4715-90	2017-08-31	2017-09-01	LOWES #02494*	55.54	CAD	55.54	CAD	2780	CONCRETE	P00264	E-CENTRAL2-TURF&HORT	5200	Home Supply Warehouse	**MORE**  30KG CONCRETE MIX QUIKRETE	
"PARKS, FORESTRY & RECREATION"	4723-101	2017-09-06	2017-09-07	MCGOWAN FENCE   SUPPLY	769.89	CAD	769.89	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00265	E-CENTRAL3-TURF&HORT	5051	Metal Service Centers and Offices	BLACK FENCE	
"PARKS, FORESTRY & RECREATION"	4727-191	2017-09-07	2017-09-11	THE HOME DEPOT #7107	166.36	CAD	166.36	CAD	2531	LUMBER	P00263	E-CENTRAL1-TURF&HORT	5200	Home Supply Warehouse	**MORE**  NAILS	
"PARKS, FORESTRY & RECREATION"	4733-133	2017-09-12	2017-09-13	CONSTRUCTION DISTRIBUT	568.50	CAD	568.50	CAD	2715	PAINT SUPPLIES	P00265	E-CENTRAL3-TURF&HORT	5039	Construction Materials Not Elsewhere Cla	PAINT	
"PARKS, FORESTRY & RECREATION"	4735-138	2017-09-13	2017-09-14	METAL SUPERMARKETS (SC	80.31	CAD	80.31	CAD	2532	STEEL	P02351	MCGREGOR POOL-INSTRL-OUTDR	5051	Metal Service Centers and Offices	STAINLESS FLAT BAR	
"PARKS, FORESTRY & RECREATION"	4744-127	2017-09-19	2017-09-21	THE HOME DEPOT #7027	293.33	CAD	293.33	CAD	2531	LUMBER	P00265	E-CENTRAL3-TURF&HORT	5200	Home Supply Warehouse	**MORE**  DECK SCREWS	
"PARKS, FORESTRY & RECREATION"	4744-128	2017-09-20	2017-09-21	SDI SUPPLIES LTD	29.38	CAD	29.38	CAD	2710	GENERAL HARDWARE	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5085	Industrial Supplies Not Elsewhere Classi	RAGS	
"PARKS, FORESTRY & RECREATION"	4748-192	2017-09-22	2017-09-25	LOWES #02494*	328.67	CAD	328.67	CAD	2531	LUMBER	P00268	E-NORTH2-TURF&HORT	5200	Home Supply Warehouse	**MORE**  2X10X12 BROWN PT LUMBER	
"PARKS, FORESTRY & RECREATION"	4750-75	2017-09-25	2017-09-26	LOWES #02494*	293.08	CAD	293.08	CAD	2531	LUMBER	P00268	E-NORTH2-TURF&HORT	5200	Home Supply Warehouse	**MORE**  2X 6X 12 FT BROWN PT	
					"2,585.06"	CAD	"2,585.06"	CAD								
FACILITIES MANAGEMENT DIVISON	4719-162	2017-09-01	2017-09-05	THE HOME DEPOT #7107	40.83	CAD	40.83	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61390724	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  AL/NEO DOOR	
					40.83	CAD	40.83	CAD								
FACILITIES MANAGEMENT DIVISON	4723-102	2017-09-05	2017-09-07	THE HOME DEPOT #7107	246.24	CAD	246.24	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61388242	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	PAINTING SUPPLIES	
FACILITIES MANAGEMENT DIVISON	4733-134	2017-09-11	2017-09-13	THE HOME DEPOT #7001	176.09	CAD	176.09	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61363017	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  1/4X1 1/4HEX	
FACILITIES MANAGEMENT DIVISON	4744-129	2017-09-19	2017-09-21	THE HOME DEPOT #7027	32.48	CAD	32.48	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61400385	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	PAP 3/16X2-1	
FACILITIES MANAGEMENT DIVISON	4748-193	2017-09-21	2017-09-25	THE HOME DEPOT #7107	49.89	CAD	49.89	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61398214	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  BOX OF RAGS	
FACILITIES MANAGEMENT DIVISON	4748-194	2017-09-21	2017-09-25	THE HOME DEPOT #7107	18.40	CAD	18.40	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61400385	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  BOLT	
FACILITIES MANAGEMENT DIVISON	4755-148	2017-09-27	2017-09-29	THE HOME DEPOT #7001	86.69	CAD	86.69	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61404670	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  DIMPLER3PK	
					609.79	CAD	609.79	CAD								
FACILITIES MANAGEMENT DIVISON	4735-139	2017-09-11	2017-09-14	ONTBELTING  POWER TRAN	78.15	CAD	78.15	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61402202	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	BELTS	
FACILITIES MANAGEMENT DIVISON	4752-125	2017-09-25	2017-09-27	ONTBELTING  POWER TRAN	211.67	CAD	211.67	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61402201	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	BELTS	
FACILITIES MANAGEMENT DIVISON	4752-126	2017-09-25	2017-09-27	CDN TIRE STORE #00654	50.84	CAD	50.84	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61404538	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	FUSES	
FACILITIES MANAGEMENT DIVISON	4755-149	2017-09-28	2017-09-29	LOWES #03321*	405.90	CAD	405.90	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61404964	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	12000 BTU PAC	
FACILITIES MANAGEMENT DIVISON	4755-150	2017-09-28	2017-09-29	THE MASTER GROUP CRANF	50.92	CAD	50.92	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61404665	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	FILTERS	
					797.48	CAD	797.48	CAD								
FACILITIES MANAGEMENT DIVISON	4715-91	2017-08-31	2017-09-01	POWERTRADE ELECTRIC LT	58.20	CAD	58.20	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61397681	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	T5 BULBS	
FACILITIES MANAGEMENT DIVISON	4721-51	2017-09-05	2017-09-06	POWERTRADE ELECTRIC LT	105.32	CAD	105.32	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61398657	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	1731	Electrical Contractors	BULBS	
FACILITIES MANAGEMENT DIVISON	4733-135	2017-09-11	2017-09-13	THE HOME DEPOT #7129	20.25	CAD	20.25	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61402569	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	WALL PLATE S	
FACILITIES MANAGEMENT DIVISON	4736-129	2017-09-13	2017-09-15	THE HOME DEPOT #7027	28.75	CAD	28.75	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61402553	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	BULBS	
FACILITIES MANAGEMENT DIVISON	4740-69	2017-09-18	2017-09-19	BEST BUY #57	112.99	CAD	112.99	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61397191	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5732	Electronic Sales	TV BLT2-B3 TILT	
FACILITIES MANAGEMENT DIVISON	4745-129	2017-09-20	2017-09-22	CDN TIRE STORE #00485	35.67	CAD	35.67	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61385207	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	CLEANING TRUCK	
FACILITIES MANAGEMENT DIVISON	4754-131	2017-09-26	2017-09-28	THE HOME DEPOT #7078	118.49	CAD	118.49	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61385207	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  2X4X92 5/8.	
FACILITIES MANAGEMENT DIVISON	4755-151	2017-09-27	2017-09-29	THE HOME DEPOT #7129	41.79	CAD	41.79	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61385207	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	4X8-1/2.SPRU	
FACILITIES MANAGEMENT DIVISON	4755-152	2017-09-27	2017-09-29	THE HOME DEPOT #7129	22.57	CAD	22.57	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61384576	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	FLOOR MAT	
FACILITIES MANAGEMENT DIVISON	4755-153	2017-09-27	2017-09-29	THE HOME DEPOT #7129	22.57	CAD	22.57	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61384516	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	FLOOR MAT	
					566.60	CAD	566.60	CAD								
FACILITIES MANAGEMENT DIVISON	4736-130	2017-09-14	2017-09-15	TORONTO PARKING AUTHOR	12.00	CAD	12.00	CAD	4770	PARKING EXPENSES (INTOWN)	FA2311	ADMIN-OPS-SOUTH-OPERATIONAL EXP RCVRY	7523	Automobile Parking Lots and Garages	PARKING FOR TRAINING COURSE	
					12.00	CAD	12.00	CAD								
FACILITIES MANAGEMENT DIVISON	4721-52	2017-09-05	2017-09-06	CUSTOM DOOR   LOCK SER	10.74	CAD	10.74	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61402491	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5533	"Automotive Parts, Accessories Stores"	CUT KEYS	
FACILITIES MANAGEMENT DIVISON	4724-108	2017-09-06	2017-09-08	THE HOME DEPOT #7080	25.71	CAD	25.71	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61402600	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	SCREWS	
FACILITIES MANAGEMENT DIVISON	4733-136	2017-09-12	2017-09-13	UPARK CORP. - 150 EGLI	14.00	CAD	14.00	CAD	4770	PARKING EXPENSES (INTOWN)	61402823	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7523	Automobile Parking Lots and Garages	PARKING	
FACILITIES MANAGEMENT DIVISON	4736-131	2017-09-14	2017-09-15	TORONTO PARKING AUTHOR	6.75	CAD	6.75	CAD	4770	PARKING EXPENSES (INTOWN)	61403306	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7523	Automobile Parking Lots and Garages	PARKING	
FACILITIES MANAGEMENT DIVISON	4736-132	2017-09-14	2017-09-15	UPARK CORP. - 150 EGLI	10.00	CAD	10.00	CAD	4770	PARKING EXPENSES (INTOWN)	61403269	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7523	Automobile Parking Lots and Garages	PARKING	
FACILITIES MANAGEMENT DIVISON	4748-195	2017-09-22	2017-09-25	UPARK CORP. - 150 EGLI	10.00	CAD	10.00	CAD	4770	PARKING EXPENSES (INTOWN)	61403953	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7523	Automobile Parking Lots and Garages	PARKING	
FACILITIES MANAGEMENT DIVISON	4748-196	2017-09-22	2017-09-25	UPARK CORP. - 150 EGLI	8.00	CAD	8.00	CAD	4770	PARKING EXPENSES (INTOWN)	61403953	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7523	Automobile Parking Lots and Garages	PARKING	
FACILITIES MANAGEMENT DIVISON	4752-127	2017-09-26	2017-09-27	CUSTOM DOOR   LOCK SER	125.43	CAD	125.43	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61404427	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5533	"Automotive Parts, Accessories Stores"	REKEY LOCK AND CUT KEYS	
FACILITIES MANAGEMENT DIVISON	4752-128	2017-09-26	2017-09-27	UPARK CORP. - 150 EGLI	10.00	CAD	10.00	CAD	4770	PARKING EXPENSES (INTOWN)	61404378	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7523	Automobile Parking Lots and Garages	PARKING	
					220.63	CAD	220.63	CAD								
FACILITIES MANAGEMENT DIVISON	4721-53	2017-09-05	2017-09-06	ONTARIO ACOUSTIC SUPPL	439.84	CAD	439.84	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61400177	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5039	Construction Materials Not Elsewhere Cla	CEILING TILES	
FACILITIES MANAGEMENT DIVISON	4724-109	2017-09-06	2017-09-08	CTF SUPPLY (11)	126.02	CAD	126.02	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61389840	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	GLOVES SAFETY GLASSES WD40 SAWZALL BLADES	
FACILITIES MANAGEMENT DIVISON	4735-140	2017-09-12	2017-09-14	CDN TIRE STORE #00654	49.09	CAD	49.09	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61403096	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	GREASE GUN 2X TUBES GREASE	
FACILITIES MANAGEMENT DIVISON	4744-130	2017-09-19	2017-09-21	THE HOME DEPOT #7080	53.97	CAD	53.97	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61379864	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	MONO ULTRA	
FACILITIES MANAGEMENT DIVISON	4744-131	2017-09-20	2017-09-21	ROYAL HM HWRE #1274-8	13.70	CAD	13.70	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61403898	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	KEYS	
					682.62	CAD	682.62	CAD								
FACILITIES MANAGEMENT DIVISON	4750-76	2017-09-24	2017-09-26	NORTH42SALE	594.65	CAD	594.65	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61340505	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	1520	General Contractors - Residential and Co	AUTO DIALER/BLOAT SWITCH	
					594.65	CAD	594.65	CAD								
FACILITIES MANAGEMENT DIVISON	4715-92	2017-08-31	2017-09-01	PRIMETIME PAINT AND PA	84.73	CAD	84.73	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61400028	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5231	"Glass, Paint, Wallpaper Stores"	PAINT	
FACILITIES MANAGEMENT DIVISON	4723-103	2017-09-06	2017-09-07	PRIMETIME PAINT   PAPE	122.02	CAD	122.02	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61400347	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5231	"Glass, Paint, Wallpaper Stores"	PAINT	
FACILITIES MANAGEMENT DIVISON	4729-90	2017-09-11	2017-09-12	DULUX PAINTS #8613	404.61	CAD	404.61	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61403209	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5231	"Glass, Paint, Wallpaper Stores"	PAINT	
FACILITIES MANAGEMENT DIVISON	4733-137	2017-09-12	2017-09-13	DULUX PAINTS #8613	23.48	CAD	23.48	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61403209	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5231	"Glass, Paint, Wallpaper Stores"	NITRILE GLOVES	
FACILITIES MANAGEMENT DIVISON	4735-141	2017-09-13	2017-09-14	DULUX PAINTS #8613	24.23	CAD	24.23	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61403209	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5231	"Glass, Paint, Wallpaper Stores"	PAINTERS TAPE	
FACILITIES MANAGEMENT DIVISON	4736-133	2017-09-14	2017-09-15	DULUX PAINTS #8613	126.18	CAD	126.18	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61403209	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5231	"Glass, Paint, Wallpaper Stores"	PAINT	
FACILITIES MANAGEMENT DIVISON	4740-70	2017-09-18	2017-09-19	PRIMETIME PAINT   PAPE	128.80	CAD	128.80	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61398710	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5231	"Glass, Paint, Wallpaper Stores"	PAINT	
FACILITIES MANAGEMENT DIVISON	4742-119	2017-09-19	2017-09-20	PRIMETIME PAINT   PAPE	69.12	CAD	69.12	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61400347	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5231	"Glass, Paint, Wallpaper Stores"	PAINT	
FACILITIES MANAGEMENT DIVISON	4748-197	2017-09-22	2017-09-25	PRIMETIME PAINT   PAPE	116.37	CAD	116.37	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61382968	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5231	"Glass, Paint, Wallpaper Stores"	PAINT	
FACILITIES MANAGEMENT DIVISON	4748-198	2017-09-22	2017-09-25	PRIMETIME PAINT   PAPE	59.88	CAD	59.88	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61388791	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5231	"Glass, Paint, Wallpaper Stores"	PAINT	
					"1,159.42"	CAD	"1,159.42"	CAD								
FACILITIES MANAGEMENT DIVISON	4727-192	2017-09-08	2017-09-11	THE HOME DEPOT #7012	471.16	CAD	471.16	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA0352	CLEARING-FACILITIES OPERATIONS-SOUTH	5200	Home Supply Warehouse	**MORE**  9BLADE KIT	
FACILITIES MANAGEMENT DIVISON	4727-193	2017-09-08	2017-09-11	THE HOME DEPOT #7012	212.97	CAD	212.97	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61397594	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  MOEN HNDSHWR	
FACILITIES MANAGEMENT DIVISON	4727-194	2017-09-08	2017-09-11	THE HOME DEPOT #7012	101.68	CAD	101.68	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA0352	CLEARING-FACILITIES OPERATIONS-SOUTH	5200	Home Supply Warehouse	BZ8250HTKC	
FACILITIES MANAGEMENT DIVISON	4738-167	2017-09-15	2017-09-18	RONA # 55130	10.95	CAD	10.95	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA0352	CLEARING-FACILITIES OPERATIONS-SOUTH	5251	Hardware Stores	HEX KEYS	
FACILITIES MANAGEMENT DIVISON	4744-132	2017-09-19	2017-09-21	THE HOME DEPOT #7080	100.57	CAD	100.57	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61403927	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	15LPROVAC	
FACILITIES MANAGEMENT DIVISON	4752-129	2017-09-27	2017-09-27	APPLIANCE PARTS #34	30.04	CAD	30.04	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61402479	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	DISHWASHER DOOR GASKET	
					927.37	CAD	927.37	CAD								
FACILITIES MANAGEMENT DIVISON	4748-199	2017-09-19	2017-09-25	JJ DOWNS INDUSTRIAL	827.92	CAD	827.92	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61403668	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	MATERIAL FOR POOL LINE	
FACILITIES MANAGEMENT DIVISON	4754-132	2017-09-26	2017-09-28	THE HOME DEPOT #7080	88.93	CAD	88.93	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA0352	CLEARING-FACILITIES OPERATIONS-SOUTH	5200	Home Supply Warehouse	ENERGIZER	
					916.85	CAD	916.85	CAD								
FACILITIES MANAGEMENT DIVISON	4715-93	2017-08-31	2017-09-01	METAL SUPERMARKETS (NO	119.78	CAD	119.78	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61393447	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5051	Metal Service Centers and Offices	ALUM ANGLE	
FACILITIES MANAGEMENT DIVISON	4719-163	2017-09-01	2017-09-05	METAL SUPERMARKETS (NO	73.45	CAD	73.45	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA0352	CLEARING-FACILITIES OPERATIONS-SOUTH	5051	Metal Service Centers and Offices	STAINLESS SQUARE TUBE	
FACILITIES MANAGEMENT DIVISON	4736-134	2017-09-12	2017-09-15	PURE METAL GALVANIZING	621.50	CAD	621.50	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61399330	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	GALVANIZED RAIL	
					814.73	CAD	814.73	CAD								
FACILITIES MANAGEMENT DIVISON	4727-195	2017-09-08	2017-09-11	CUSTOM DOOR   LOCK SER	33.90	CAD	33.90	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61402807	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5533	"Automotive Parts, Accessories Stores"	REKEYING	
FACILITIES MANAGEMENT DIVISON	4729-91	2017-09-11	2017-09-12	TORONTO PARKING AUTHOR	6.75	CAD	6.75	CAD	4770	PARKING EXPENSES (INTOWN)	61402925	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7523	Automobile Parking Lots and Garages	PARKING	
FACILITIES MANAGEMENT DIVISON	4735-142	2017-09-12	2017-09-14	THE HOME DEPOT #7080	13.80	CAD	13.80	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61399274	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  84ML SILICNE	
FACILITIES MANAGEMENT DIVISON	4736-135	2017-09-13	2017-09-15	THE HOME DEPOT #7080	29.82	CAD	29.82	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61403248	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	"**MORE**  1/8"" TIN"	
FACILITIES MANAGEMENT DIVISON	4744-133	2017-09-20	2017-09-21	TORONTO PARKING AUTHOR	5.00	CAD	5.00	CAD	4770	PARKING EXPENSES (INTOWN)	61402918	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7523	Automobile Parking Lots and Garages	PARKING	
FACILITIES MANAGEMENT DIVISON	4745-130	2017-09-20	2017-09-22	THE HOME DEPOT #7080	30.35	CAD	30.35	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61403251	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  SCREWS	
FACILITIES MANAGEMENT DIVISON	4745-131	2017-09-20	2017-09-22	THE HOME DEPOT #7080	22.54	CAD	22.54	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61402918	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  UTIL KNIFE	
