Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Center / WBS Element / Order	Cost Center / WBS Element / Order Description	Merchant Type	Merchant Type Description	Purpose	
TRANSPORTATION SERVICES 	4665-97	2017-07-27	2017-07-28	BL SECURITY LOCKSMITH	$121.02	CAD	$121.02	CAD	2730	LOCKS	TP0333	"ROADWAY EXPRESSWAY OPERATIONS-D1,A1"	7393	"Detective Agencies, Protective Agencies,"	"HIGHWAY GATE KEYS, SPECIAL CUT SECURITY"	
					"$1,404.41"	CAD	"$1,404.41"	CAD								
FACILITIES MANAGEMENT DIVISON	4631-66	2017-07-04	2017-07-05	SCRUPLES SALON AND SPA	$67.80	CAD	$67.80	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA2311	ADMIN-OPS-SOUTH-OPERATIONAL EXP RCVRY	7230	Barber and Beauty Shops	REPAIR EQUIPMENT	
FACILITIES MANAGEMENT DIVISON	4631-67	2017-07-04	2017-07-05	SCRUPLES SALON AND SPA	$67.80	CAD	$67.80	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA2311	ADMIN-OPS-SOUTH-OPERATIONAL EXP RCVRY	7230	Barber and Beauty Shops	REPAIR EQUIPMENT	
FACILITIES MANAGEMENT DIVISON	4631-68	2017-07-04	2017-07-05	SCRUPLES SALON AND SPA	"$1,836.25"	CAD	"$1,836.25"	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA2311	ADMIN-OPS-SOUTH-OPERATIONAL EXP RCVRY	7230	Barber and Beauty Shops	REFUND ON PURCHASES	
FACILITIES MANAGEMENT DIVISON	4631-69	2017-07-04	2017-07-05	SCRUPLES SALON AND SPA	$67.80	CAD	$67.80	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA2311	ADMIN-OPS-SOUTH-OPERATIONAL EXP RCVRY	7230	Barber and Beauty Shops	REPAIR EQUIPMENT	
FACILITIES MANAGEMENT DIVISON	4633-116	2017-07-05	2017-07-06	SCRUPLES SALON AND SPA	($67.80)	CAD	($67.80)	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA2311	ADMIN-OPS-SOUTH-OPERATIONAL EXP RCVRY	7230	Barber and Beauty Shops	REFUND ON PURCHASES	
FACILITIES MANAGEMENT DIVISON	4633-117	2017-07-05	2017-07-06	SCRUPLES SALON AND SPA	"($1,836.25)"	CAD	"($1,836.25)"	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA2311	ADMIN-OPS-SOUTH-OPERATIONAL EXP RCVRY	7230	Barber and Beauty Shops	REFUND ON PURCHASES	
FACILITIES MANAGEMENT DIVISON	4633-118	2017-07-05	2017-07-06	SCRUPLES SALON AND SPA	($67.80)	CAD	($67.80)	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA2311	ADMIN-OPS-SOUTH-OPERATIONAL EXP RCVRY	7230	Barber and Beauty Shops	REFUND ON PURCHASES	
FACILITIES MANAGEMENT DIVISON	4633-119	2017-07-05	2017-07-06	SCRUPLES SALON AND SPA	($67.80)	CAD	($67.80)	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA2311	ADMIN-OPS-SOUTH-OPERATIONAL EXP RCVRY	7230	Barber and Beauty Shops	REFUND ON PURCHASES	
FACILITIES MANAGEMENT DIVISON	4634-122	2017-07-05	2017-07-07	COMFORT VACUUM SERVICE	$67.80	CAD	$67.80	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA2311	ADMIN-OPS-SOUTH-OPERATIONAL EXP RCVRY	5999	Miscellaneous and Specialty Retail Store	REFUND ON PURCHASES	
FACILITIES MANAGEMENT DIVISON	4634-123	2017-07-05	2017-07-07	COMFORT VACUUM SERVICE	$67.80	CAD	$67.80	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA2311	ADMIN-OPS-SOUTH-OPERATIONAL EXP RCVRY	5999	Miscellaneous and Specialty Retail Store	REPAIR EQUIPMENT	
FACILITIES MANAGEMENT DIVISON	4634-124	2017-07-05	2017-07-07	COMFORT VACUUM SERVICE	$67.80	CAD	$67.80	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA2311	ADMIN-OPS-SOUTH-OPERATIONAL EXP RCVRY	5999	Miscellaneous and Specialty Retail Store	REPAIR EQUIPMENT	
FACILITIES MANAGEMENT DIVISON	4634-125	2017-07-06	2017-07-07	COMFORT VACUUM SERVICE	$522.92	CAD	$522.92	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA2311	ADMIN-OPS-SOUTH-OPERATIONAL EXP RCVRY	5999	Miscellaneous and Specialty Retail Store	REPAIR EQUIPMENT	
FACILITIES MANAGEMENT DIVISON	4641-65	2017-07-05	2017-07-11	COMFORT VACUUM SERVICE	"$1,836.25"	CAD	"$1,836.25"	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA2311	ADMIN-OPS-SOUTH-OPERATIONAL EXP RCVRY	5999	Miscellaneous and Specialty Retail Store	EQUIPMENT	
FACILITIES MANAGEMENT DIVISON	4655-124	2017-07-20	2017-07-21	COMFORT VACUUM SERVICE	"$1,891.65"	CAD	"$1,891.65"	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA2311	ADMIN-OPS-SOUTH-OPERATIONAL EXP RCVRY	5999	Miscellaneous and Specialty Retail Store	EQUIPMENT	
					"$4,454.22"	CAD	"$4,454.22"	CAD								
FIRE SERVICES	4633-120	2017-07-05	2017-07-06	"M   L SUPPLY, FIRE   S"	$143.08	CAD	$143.08	CAD	2660	FOOTWEAR	FR0019	ADMIN-QUARTERMASTER/STORES	5712	"Equipment, Furniture, and Home Furnishin"	SPARE HAIX FIREFIGHTING BOOT LACES	
					$143.08	CAD	$143.08	CAD								
FACILITIES MANAGEMENT DIVISON	4653-96	2017-07-18	2017-07-19	PAUL WOLF ELECTRIC   L	$66.91	CAD	$66.91	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61393286	"MULTIPLE COST CENTRES, WBS ELEMENTS OR WORK ORDERS"	5065	Electrical Parts and Equipment	EXIT AND CAGE	
FACILITIES MANAGEMENT DIVISON	4653-97	2017-07-18	2017-07-19	PAUL WOLF ELECTRIC   L	$362.93	CAD	$362.93	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61393914	"MULTIPLE COST CENTRES, WBS ELEMENTS OR WORK ORDERS"	5065	Electrical Parts and Equipment	LAMPS BALLASTS	
FACILITIES MANAGEMENT DIVISON	4655-125	2017-07-20	2017-07-21	PAUL WOLF ELECTRIC   L	$102.02	CAD	$102.02	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61393675	"MULTIPLE COST CENTRES, WBS ELEMENTS OR WORK ORDERS"	5065	Electrical Parts and Equipment	PARTS	
FACILITIES MANAGEMENT DIVISON	4658-152	2017-07-21	2017-07-24	PAUL WOLF ELECTRIC   L	$170.12	CAD	$170.12	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61394316	"MULTIPLE COST CENTRES, WBS ELEMENTS OR WORK ORDERS"	5065	Electrical Parts and Equipment	TIMERS	
FACILITIES MANAGEMENT DIVISON	4669-167	2017-07-28	2017-07-31	SPEED FASTENING SYSTEM	$51.47	CAD	$51.47	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61392673	"MULTIPLE COST CENTRES, WBS ELEMENTS OR WORK ORDERS"	7538	Automotive Service Shops	FASTENERS	
FACILITIES MANAGEMENT DIVISON	4669-168	2017-07-28	2017-07-31	SPEED FASTENING SYSTEM	$23.48	CAD	$23.48	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61392673	"MULTIPLE COST CENTRES, WBS ELEMENTS OR WORK ORDERS"	7538	Automotive Service Shops	FASTENERS	
					$776.93	CAD	$776.93	CAD								
"PARKS, FORESTRY & RECREATION"	4629-207	2017-07-01	2017-07-04	CORPORATE EXPRESS	$423.71	CAD	$423.71	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P07646	DON VALLEY-OPERATIONS	5943	"Office, School Supply, and Stationery St"	OFFICE SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4629-208	2017-07-01	2017-07-04	CORPORATE EXPRESS	$786.93	CAD	$786.93	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P07646	DON VALLEY-OPERATIONS	5943	"Office, School Supply, and Stationery St"	OFFICE SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4629-209	2017-07-03	2017-07-04	BELL TV	$74.41	CAD	$74.41	CAD	4441	CONTRACTED SERVICES - CABLE TV	P07646	DON VALLEY-OPERATIONS	4812	Telecommunication Equipment Including Te	CABLE TV	
"PARKS, FORESTRY & RECREATION"	4629-210	2017-07-01	2017-07-04	CORPORATE EXPRESS	($311.34)	CAD	($311.34)	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P07646	DON VALLEY-OPERATIONS	5943	"Office, School Supply, and Stationery St"	REFUND	
"PARKS, FORESTRY & RECREATION"	4629-211	2017-07-01	2017-07-04	CORPORATE EXPRESS	($423.71)	CAD	($423.71)	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P07646	DON VALLEY-OPERATIONS	5943	"Office, School Supply, and Stationery St"	REFUND	
"PARKS, FORESTRY & RECREATION"	4633-121	2017-07-05	2017-07-06	MONERIS STATIONERY ORD	$240.10	CAD	$240.10	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P07646	DON VALLEY-OPERATIONS	5943	"Office, School Supply, and Stationery St"	POS SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4633-122	2017-07-05	2017-07-06	NATIONAL TIME EQUIPMEN	$150.18	CAD	$150.18	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P07646	DON VALLEY-OPERATIONS	5044	"Office, Photographic, Photocopy, and Mic"	TIME STAMPER	
"PARKS, FORESTRY & RECREATION"	4634-126	2017-07-06	2017-07-07	CORPORATE EXPRESS	$64.37	CAD	$64.37	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P07646	DON VALLEY-OPERATIONS	5943	"Office, School Supply, and Stationery St"	OFFICE SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4636-166	2017-07-07	2017-07-10	GOLF SUPPLY HOUSE	"$2,359.44"	CAD	"$2,359.44"	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P07646	DON VALLEY-OPERATIONS	5941	Sporting Goods Stores	ARTIFICIAL MAT FOR TREE	
					"$3,364.09"	CAD	"$3,364.09"	CAD								
TORONTO WATER	4629-212	2017-06-30	2017-07-04	LONGO'S # 26	$7.11	CAD	$7.11	CAD	2610	KITCHEN SUPPLIES	TW6050	OPS SUPPORT: WATER METER SYSTEMS	5411	"Grocery Stores, Supermarkets"	CASCADE	
					$7.11	CAD	$7.11	CAD								
FACILITIES MANAGEMENT DIVISON	4658-153	2017-07-21	2017-07-24	THE HOME DEPOT #7073	$61.65	CAD	$61.65	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61385278	"MULTIPLE COST CENTRES, WBS ELEMENTS OR WORK ORDERS"	5200	Home Supply Warehouse	**MORE**  BARBADPTKIT	
					$61.65	CAD	$61.65	CAD								
"PARKS, FORESTRY & RECREATION"	4636-167	2017-07-07	2017-07-10	WAL-MART #3106	$23.66	CAD	$23.66	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10389	RS-DUFFERIN GROVE- CC PRGM SUPP	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR DUFFERIN GROVE CC	
"PARKS, FORESTRY & RECREATION"	4636-168	2017-07-09	2017-07-10	STAPLES STORE #255	($169.44)	CAD	($169.44)	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10389	RS-DUFFERIN GROVE- CC PRGM SUPP	5943	"Office, School Supply, and Stationery St"		
"PARKS, FORESTRY & RECREATION"	4646-118	2017-07-13	2017-07-14	BERETTA FARMS	$275.96	CAD	$275.96	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10389	RS-DUFFERIN GROVE- CC PRGM SUPP	5422	"Freezer, Locker Meat Provisioners"	FOOD PROGRAMMING FOR DUFFERIN	
					$130.18	CAD	$130.18	CAD								
FINANCIAL PLANNING	4652-63	2017-07-17	2017-07-18	COSTCO WHOLESALE W537	$239.55	CAD	$239.55	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	FS0113	BUDGET REVIEW	5300	Wholesale Clubs	"LG LED 32"" TV WITH 720P RESOLUTION"	
					$239.55	CAD	$239.55	CAD								
TORONTO WATER	4654-125	2017-07-18	2017-07-20	MTO-CORRIDOR MGMT SECT	"$1,560.00"	CAD	"$1,560.00"	CAD	4830	PERMIT & LICENSE FEES	CWW465-09	SEWER REHABILITATION - CWD	9399	Government Services - Not Elsewhere Clas	ENROACHMENT PERMIT APPLICATION FEE	
TORONTO WATER	4658-154	2017-07-21	2017-07-24	TERANET EXPRESS	$32.29	CAD	$32.29	CAD	4136	REGISTRAR FEES	CWW036-11	DIGESTER GAS SYSTEM UPGRADES	9222	Fines	LIEN SEARCH	
TORONTO WATER	4658-155	2017-07-21	2017-07-24	TERANET EXPRESS	$161.45	CAD	$161.45	CAD	4136	REGISTRAR FEES	CWW465-08	GROUP 5 SEWAGE PUMPING STATION UPGRADES	9222	Fines	LIEN SEARCH	
					"$1,753.74"	CAD	"$1,753.74"	CAD								
"PARKS, FORESTRY & RECREATION"	4636-169	2017-07-07	2017-07-10	STAPLES STORE #231	$63.71	CAD	$63.71	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12486	RE-YO-SOCIAL PROG YOUTH-MILLIKEN CRC	5943	"Office, School Supply, and Stationery St"	LABEL TAP	
"PARKS, FORESTRY & RECREATION"	4646-119	2017-07-12	2017-07-14	WAL-MART #1080	$39.53	CAD	$39.53	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P12298	RE-MU-PROG SUPP MULTI PURP-MILLIKEN CRC	5411	"Grocery Stores, Supermarkets"	FAN	
"PARKS, FORESTRY & RECREATION"	4664-134	2017-07-26	2017-07-27	LOWES #02494*	$14.07	CAD	$14.07	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12441	RE-CA-SUMMER CAMPS-MILLIKEN CRC	5200	Home Supply Warehouse	"33""3 RING X3 LEG TOMATO CAGE GALV"	
					$117.31	CAD	$117.31	CAD								
LONG TERM CARE HOMES & SERVICES	4636-170	2017-07-06	2017-07-10	THE HOME DEPOT #7269	$548.89	CAD	$548.89	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3E041	FUDGER HOUSE-HK-OA	5200	Home Supply Warehouse	**MORE**  12 HIB PLTR	
					$548.89	CAD	$548.89	CAD								
ECONOMIC DEVELOPMENT & CULTURE	4631-70	2017-07-04	2017-07-05	NYTDIGITALSUBSCRIPTION	$25.99	CAD	$25.99	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	ED0125	ICT &  NEW MEDIA SERVICES	5968	Direct Marketing - Continuity/Subscripti	NYT DIGITAL SUBSCRIPTION	
ECONOMIC DEVELOPMENT & CULTURE	4643-118	2017-07-11	2017-07-12	PIZZA NOVA 027	$110.00	CAD	$110.00	CAD	4820	BUSINESS MEETING EXPENSES	ED0125	ICT &  NEW MEDIA SERVICES	5812	"Eating Places, Restaurants"	ARTIFICIAL INTELLIGENCE MEET-UP HOSTED @ CITY HALL	
					$135.99	CAD	$135.99	CAD								
FACILITIES MANAGEMENT DIVISON	4636-171	2017-07-06	2017-07-10	THE HOME DEPOT #7013	$249.93	CAD	$249.93	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61390727	"MULTIPLE COST CENTRES, WBS ELEMENTS OR WORK ORDERS"	5200	Home Supply Warehouse	**MORE**  2OD BRAIDED	
					$249.93	CAD	$249.93	CAD								
"PARKS, FORESTRY & RECREATION"	4652-64	2017-07-17	2017-07-18	STAPLES/BUS/ DEPOT #29	$28.32	CAD	$28.32	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02926	ELMS POOL-PRGM SUPPORT	5943	"Office, School Supply, and Stationery St"	PHONE CORD	
"PARKS, FORESTRY & RECREATION"	4662-93	2017-07-24	2017-07-26	WAL-MART # 3740	$40.61	CAD	$40.61	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02926	ELMS POOL-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	POOL SUPPLIES	
					$68.93	CAD	$68.93	CAD								
FACILITIES MANAGEMENT DIVISON	4629-213	2017-06-30	2017-07-04	PAUL WOLF ELECTRIC   L	$13.29	CAD	$13.29	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61390629	"MULTIPLE COST CENTRES, WBS ELEMENTS OR WORK ORDERS"	5065	Electrical Parts and Equipment	PARTS RECEIPT	
FACILITIES MANAGEMENT DIVISON	4629-214	2017-06-30	2017-07-04	B   B TRADE DISTRIBUTI	$98.16	CAD	$98.16	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61390629	"MULTIPLE COST CENTRES, WBS ELEMENTS OR WORK ORDERS"	1711	"Air Conditioning, Heating, and Plumbing"	BURNER PARTS	
FACILITIES MANAGEMENT DIVISON	4643-119	2017-07-11	2017-07-12	THE MASTER GROUP CRANF	$233.55	CAD	$233.55	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61392921	"MULTIPLE COST CENTRES, WBS ELEMENTS OR WORK ORDERS"	5074	Plumbing and Heating Equipment	PARTS RECEIPT	
FACILITIES MANAGEMENT DIVISON	4643-120	2017-07-11	2017-07-12	THE MASTER GROUP CRANF	$158.25	CAD	$158.25	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61393413	"MULTIPLE COST CENTRES, WBS ELEMENTS OR WORK ORDERS"	5074	Plumbing and Heating Equipment	PARTS RECEIPT	
FACILITIES MANAGEMENT DIVISON	4643-121	2017-07-11	2017-07-12	WWG / TOTALINE	$364.76	CAD	$364.76	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61385157	"MULTIPLE COST CENTRES, WBS ELEMENTS OR WORK ORDERS"	5085	Industrial Supplies Not Elsewhere Classi	PARTS	
FACILITIES MANAGEMENT DIVISON	4643-122	2017-07-11	2017-07-12	WWG / TOTALINE	$256.74	CAD	$256.74	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61393126	"MULTIPLE COST CENTRES, WBS ELEMENTS OR WORK ORDERS"	5085	Industrial Supplies Not Elsewhere Classi	PARTS RECEIPT	
FACILITIES MANAGEMENT DIVISON	4650-183	2017-07-13	2017-07-17	THE HOME DEPOT #7080	$60.95	CAD	$60.95	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61393126	"MULTIPLE COST CENTRES, WBS ELEMENTS OR WORK ORDERS"	5200	Home Supply Warehouse	**MORE**  KSULTRAWHTTB	
FACILITIES MANAGEMENT DIVISON	4654-126	2017-07-19	2017-07-20	THE MASTER GROUP CRANF	$53.68	CAD	$53.68	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61394226	"MULTIPLE COST CENTRES, WBS ELEMENTS OR WORK ORDERS"	5074	Plumbing and Heating Equipment	PARTS RECEIPT 2	
FACILITIES MANAGEMENT DIVISON	4658-156	2017-07-21	2017-07-24	THE MASTER GROUP CRANF	$107.46	CAD	$107.46	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61394226	"MULTIPLE COST CENTRES, WBS ELEMENTS OR WORK ORDERS"	5074	Plumbing and Heating Equipment	PARTS RECEIPT	
FACILITIES MANAGEMENT DIVISON	4664-135	2017-07-26	2017-07-27	LOWES #03321*	$109.59	CAD	$109.59	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA0352	CLEARING-FACILITIES OPERATIONS-SOUTH	5200	Home Supply Warehouse	**MORE**  INFRARED THERMOMETER	
FACILITIES MANAGEMENT DIVISON	4664-136	2017-07-26	2017-07-27	PAUL WOLF ELECTRIC   L	$46.33	CAD	$46.33	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61395152	"MULTIPLE COST CENTRES, WBS ELEMENTS OR WORK ORDERS"	5065	Electrical Parts and Equipment	FUSES	
FACILITIES MANAGEMENT DIVISON	4669-169	2017-07-27	2017-07-31	BILL'S ELECTRIC SALES	$311.88	CAD	$311.88	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61394845	"MULTIPLE COST CENTRES, WBS ELEMENTS OR WORK ORDERS"	5251	Hardware Stores	BOILER COMBUSTION MOTOR	
FACILITIES MANAGEMENT DIVISON	4669-170	2017-07-28	2017-07-31	THE MASTER GROUP CRANF	$404.51	CAD	$404.51	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61395203	"MULTIPLE COST CENTRES, WBS ELEMENTS OR WORK ORDERS"	5074	Plumbing and Heating Equipment	PARTS RECEIPT	
FACILITIES MANAGEMENT DIVISON	4669-171	2017-07-28	2017-07-31	THE MASTER GROUP CRANF	$95.58	CAD	$95.58	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61395361	"MULTIPLE COST CENTRES, WBS ELEMENTS OR WORK ORDERS"	5074	Plumbing and Heating Equipment	PARTS RECEIPT	
					"$2,314.73"	CAD	"$2,314.73"	CAD								
SOLID WASTE MANAGEMENT	4646-120	2017-07-12	2017-07-14	MOE-ASSESMENT   APRVL	$300.00	CAD	$300.00	CAD	4830	PERMIT & LICENSE FEES	SW0005	POLICY & PLANNING OPERATIONAL PLANNING	9399	Government Services - Not Elsewhere Clas	PURCHASED TO MEET AN EMPLOYEE ACCOMODATION PLAN	
					$300.00	CAD	$300.00	CAD								
FACILITIES MANAGEMENT DIVISON	4664-137	2017-07-26	2017-07-27	IMPACT TOOLS   SUPPLIE	"$1,068.11"	CAD	"$1,068.11"	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61388894	"MULTIPLE COST CENTRES, WBS ELEMENTS OR WORK ORDERS"	5599	"Miscellaneous Automotive, Aircraft, and"	18 VOLT BATTERIES	
					"$1,068.11"	CAD	"$1,068.11"	CAD								
"PARKS, FORESTRY & RECREATION"	4654-127	2017-07-19	2017-07-20	KOOY BROS LAWN	$196.51	CAD	$196.51	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00549	S-EAST 2-TURF&HORT	5261	Lawn and Garden Supply Stores	HEAVY DUTY GRASS TRIMMER	
"PARKS, FORESTRY & RECREATION"	4660-54	2017-07-24	2017-07-25	SHERIDAN NURSERIES SCA	$178.47	CAD	$178.47	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00549	S-EAST 2-TURF&HORT	5261	Lawn and Garden Supply Stores	SPADING FORKS AND FERTILIZER	
					$374.98	CAD	$374.98	CAD								
TRANSPORTATION SERVICES 	4629-215	2017-07-02	2017-07-04	CDN LINEN   UNIFORM	$200.47	CAD	$200.47	CAD	4419	LAUNDRY SERVICES	TP0276	PEDESTRIAN & CYCLING INFRASTRUCTURE	7210	"Cleaning, Garment, and Laundry Services"	TOWEL SERVICE X UNION STATION BIKE STATION	
TRANSPORTATION SERVICES 	4655-126	2017-07-20	2017-07-21	SQUARESPACE INC.	$33.22	CAD	$26.00	USD	4813	INTERNET	TP0276	PEDESTRIAN & CYCLING INFRASTRUCTURE	7372	"Computer Programming, Integrated Systems"	**MORE**  CLASSIC BUSINESS MONTHLY	
					$233.69	CAD	$200.47	CAD								
							$26.00	USD								
"PARKS, FORESTRY & RECREATION"	4629-216	2017-06-30	2017-07-04	WAL-MART #1004	$375.01	CAD	$375.01	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P02695	MCCORMICK RC-INSTRL-INDR	5411	"Grocery Stores, Supermarkets"	SWIM CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4629-217	2017-06-30	2017-07-04	CDN TIRE STORE #00182	$135.26	CAD	$135.26	CAD	2730	LOCKS	P12994	DROP IN AQUATICS - TEY WAD/POOL NORTH 2	5200	Home Supply Warehouse	KEYS FTO TEY 3 WADING POOLS	
"PARKS, FORESTRY & RECREATION"	4633-123	2017-07-06	2017-07-06	TORONTO AND REGION CON	$269.50	CAD	$269.50	CAD	4118	TICKETS AND ADMISSION FEES	P02695	MCCORMICK RC-INSTRL-INDR	7999	Recreation Services (Not Elsewhere Class	MARY MCCORMICK SWIM CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	4636-172	2017-07-06	2017-07-10	WWW.CANADIANTIRE.CA	$325.03	CAD	$325.03	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02695	MCCORMICK RC-INSTRL-INDR	5200	Home Supply Warehouse	SWIM CAMP FINS	
"PARKS, FORESTRY & RECREATION"	4641-66	2017-07-10	2017-07-11	POOLSUPPLIESCANADA	$460.93	CAD	$460.93	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02695	MCCORMICK RC-INSTRL-INDR	5996	Swimming Pools - Sales and Supplies	SWIM CAMP TOYS AND GAMES	
"PARKS, FORESTRY & RECREATION"	4643-123	2017-07-11	2017-07-12	RIPLEYS AQUARIUM	$691.56	CAD	$691.56	CAD	4118	TICKETS AND ADMISSION FEES	P02695	MCCORMICK RC-INSTRL-INDR	7998	"Aquariums, Dolphinariums, Seaquariums"	SWIM CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	4646-121	2017-07-13	2017-07-14	DOLLARAMA # 182	$129.67	CAD	$129.67	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12994	DROP IN AQUATICS - TEY WAD/POOL NORTH 2	5310	Discount Stores	TOYS AND GAMES FOR WADING POOLS	
"PARKS, FORESTRY & RECREATION"	4646-122	2017-07-12	2017-07-14	WWW.CANADIANTIRE.CA	($325.03)	CAD	($325.03)	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02695	MCCORMICK RC-INSTRL-INDR	5200	Home Supply Warehouse	CANCELLATION OF PURCHASE	
"PARKS, FORESTRY & RECREATION"	4654-128	2017-07-19	2017-07-20	NOFRILLS JOSEPHS 730	$16.55	CAD	$16.55	CAD	2570	JANITORIAL SUPPLIES	P13355	INSTRCT AQUATICS - GREENWOOD OUT/POOL	5411	"Grocery Stores, Supermarkets"	FUN DAY FOR GREENWOOD SWIM CAMP	
"PARKS, FORESTRY & RECREATION"	4654-129	2017-07-19	2017-07-20	241 PIZZA #0007	$61.09	CAD	$61.09	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13355	INSTRCT AQUATICS - GREENWOOD OUT/POOL	5814	Quick Payment Service - Fast-Food Restau	FUN DAY FOR GREENWOOD SWIM CAMP	
"PARKS, FORESTRY & RECREATION"	4662-94	2017-07-25	2017-07-26	PURSUIT OCR	$360.00	CAD	$360.00	CAD	4118	TICKETS AND ADMISSION FEES	P02695	MCCORMICK RC-INSTRL-INDR	7997	"Clubs - Country Clubs, Membership (Athle"	SWIM CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	4664-138	2017-07-26	2017-07-27	STAPLES STORE #86	$1.76	CAD	$1.76	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P02735	PARKDALE CC-LEISURE/PBLC-INDR	5943	"Office, School Supply, and Stationery St"	COLOUR COPIES SCANNING AND ROTATION CHARTS PARKDA	
