Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Transaction Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre/WBS Element	Cost Centre/WBS Element Description	Merchant Type	Merchant type description	Purpose
"PARKS, FORESTRY & RECREATION"	1551-157	07-15-2011	07-18-2011	WAL-MART # 3111	32.09	CAD	32.09	CAD	2080	PHOTOGRAPHIC AND VIDEO SUPPLIES	P13254	SUMMERCAMP-CRRANHALL	5411	"Grocery Stores, Supermarkets"	pictures develop
"PARKS, FORESTRY & RECREATION"	1557-119	07-20-2011	07-21-2011	FOOD BASICS #863	25.90	CAD	25.90	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13254	SUMMERCAMP-CRRANHALL	5411	"Grocery Stores, Supermarkets"	"freezies,popcorn"
"PARKS, FORESTRY & RECREATION"	1561-123	07-21-2011	07-25-2011	PARTY PACKAGERS (WILLI	190.87	CAD	190.87	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13254	SUMMERCAMP-CRRANHALL	5999	Miscellaneous and Specialty Retail Store	costumes
"PARKS, FORESTRY & RECREATION"	1561-124	07-22-2011	07-25-2011	BEST BUY CANADA #943	61.46	CAD	61.46	CAD	3040	M & E - RECREATIONAL & EDUCATIONAL	P13254	SUMMERCAMP-CRRANHALL	5732	Electronic Sales	dvd burner for summer camp
"PARKS, FORESTRY & RECREATION"	1561-125	07-22-2011	07-25-2011	WAL-MART # 3111	55.08	CAD	55.08	CAD	2080	PHOTOGRAPHIC AND VIDEO SUPPLIES	P13254	SUMMERCAMP-CRRANHALL	5411	"Grocery Stores, Supermarkets"	pictures develop
"PARKS, FORESTRY & RECREATION"	1567-116	07-26-2011	07-28-2011	WAL-MART # 3111	16.50	CAD	16.50	CAD	2080	PHOTOGRAPHIC AND VIDEO SUPPLIES	P13254	SUMMERCAMP-CRRANHALL	5411	"Grocery Stores, Supermarkets"	pictures develop
"PARKS, FORESTRY & RECREATION"	1568-100	07-28-2011	07-29-2011	FOOD BASICS #863	24.43	CAD	24.43	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13254	SUMMERCAMP-CRRANHALL	5411	"Grocery Stores, Supermarkets"	food supplies for camp participants
"PARKS, FORESTRY & RECREATION"	1568-101	07-28-2011	07-29-2011	TORONTO ZOO-ADMISSIONS	126.50	CAD	126.50	CAD	4118	TICKETS AND ADMISSION FEES	P13254	SUMMERCAMP-CRRANHALL	7996	"Amusement Parks, Carnivals, Circuses, Fo"	admissions for camp participants
					"1,774.63"	CAD	"1,774.63"	CAD							
FIRE SERVICES	1531-69	06-29-2011	07-05-2011	ABLE O  RINGS   SEALS	47.30	CAD	47.30	CAD	2710	GENERAL HARDWARE	FR0025	MECH MAINT-VEH MAINT	5085	Industrial Supplies Not Elsewhere Classi	SEAL KIT
FIRE SERVICES	1531-70	06-30-2011	07-05-2011	RACK-KING LTD	"2,027.22"	CAD	"2,027.22"	CAD	2710	GENERAL HARDWARE	FR0024	MECH MAINT-EQUIPMENT	5021	Office and Commercial Furniture	RACKS FOR ROTHERHAM
FIRE SERVICES	1543-102	07-11-2011	07-12-2011	CONCEPT CONTROLS EASTE	241.26	CAD	241.26	CAD	4424	CONTRACTED SERVICES - GENERAL	FR0024	MECH MAINT-EQUIPMENT	5085	Industrial Supplies Not Elsewhere Classi	DRAGER SERVICE & CALIBRATION
FIRE SERVICES	1543-103	07-12-2011	07-12-2011	WWW.HOMEDEPOT.CA	449.74	CAD	449.74	CAD	3080	M & E - HAND TOOLS	FR0024	MECH MAINT-EQUIPMENT	5399	Miscellaneous General Merchandise	CORDLESS DRILLS
FIRE SERVICES	1561-126	07-15-2011	07-25-2011	TREVOR OWEN LIMITED	842.12	CAD	842.12	CAD	4424	CONTRACTED SERVICES - GENERAL	FR0024	MECH MAINT-EQUIPMENT	5999	Miscellaneous and Specialty Retail Store	BAG REPAIRS
					"3,607.64"	CAD	"3,607.64"	CAD							
"PARKS, FORESTRY & RECREATION"	1535-118	07-05-2011	07-07-2011	ZELLERS #494	123.49	CAD	123.49	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12148	JENNER J MARIE CC-PG	5310	Discount Stores	"preschool supplies:boom box,cds,sports equip."
"PARKS, FORESTRY & RECREATION"	1536-124	07-07-2011	07-08-2011	FOOD BASICS #672	73.43	CAD	73.43	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12148	JENNER J MARIE CC-PG	5411	"Grocery Stores, Supermarkets"	"JennerJean-Marie camp: fruit,crackers,cheese"
"PARKS, FORESTRY & RECREATION"	1541-172	07-08-2011	07-11-2011	DOLLAR GIANT #40100	76.43	CAD	76.43	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12148	JENNER J MARIE CC-PG	5331	Variety Stores	JennerJean-Marie camp:wk1: prizes
"PARKS, FORESTRY & RECREATION"	1544-102	07-12-2011	07-13-2011	FOOD BASICS #672	60.95	CAD	60.95	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12148	JENNER J MARIE CC-PG	5411	"Grocery Stores, Supermarkets"	JennerJean-Marie camp: snack foods
"PARKS, FORESTRY & RECREATION"	1547-156	07-13-2011	07-14-2011	ONTARIO SCIENCE CENTRE	12.00	CAD	12.00	CAD	4118	TICKETS AND ADMISSION FEES	P12148	JENNER J MARIE CC-PG	7991	Tourist Attractions and Exhibits	JennerJean-Marie camp day trip: week 2
"PARKS, FORESTRY & RECREATION"	1555-101	07-19-2011	07-20-2011	TDSB-PURCHASING	446.28	CAD	446.28	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12148	JENNER J MARIE CC-PG	8299	Educational Services	JennerJean-Marie camp:supplies
"PARKS, FORESTRY & RECREATION"	1557-120	07-20-2011	07-21-2011	FOOD BASICS #672	12.45	CAD	12.45	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12148	JENNER J MARIE CC-PG	5411	"Grocery Stores, Supermarkets"	JennerJean-Marie camp: juice boxes
"PARKS, FORESTRY & RECREATION"	1557-121	07-20-2011	07-21-2011	CINEPLEX  7253     QPS	288.65	CAD	288.65	CAD	4118	TICKETS AND ADMISSION FEES	P10311	D R TIMBRELL -PGM SU	7832	Motion Picture Theaters	admission
"PARKS, FORESTRY & RECREATION"	1557-122	07-20-2011	07-21-2011	CINEPLEX  7253     QPS	204.00	CAD	204.00	CAD	4118	TICKETS AND ADMISSION FEES	P10311	D R TIMBRELL -PGM SU	7832	Motion Picture Theaters	hst undercharged
"PARKS, FORESTRY & RECREATION"	1557-123	07-20-2011	07-21-2011	CINEPLEX  7253     QPS	-288.65	CAD	-288.65	CAD	4118	TICKETS AND ADMISSION FEES	P10311	D R TIMBRELL -PGM SU	7832	Motion Picture Theaters	admission
"PARKS, FORESTRY & RECREATION"	1557-124	07-20-2011	07-21-2011	CINEPLEX  7253     QPS	-5.50	CAD	-5.50	CAD	4118	TICKETS AND ADMISSION FEES	P10311	D R TIMBRELL -PGM SU	7832	Motion Picture Theaters	admission
"PARKS, FORESTRY & RECREATION"	1561-127	07-21-2011	07-25-2011	ZELLERS #468	37.57	CAD	37.57	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12148	JENNER J MARIE CC-PG	5310	Discount Stores	"freezies, jumbo tote bag"
"PARKS, FORESTRY & RECREATION"	1561-128	07-23-2011	07-25-2011	SHOPPERSDRUGMART1330	100.00	CAD	100.00	CAD	4225	BUSINESS TRAV - PUBLIC TRANSIT	P12148	JENNER J MARIE CC-PG	5912	"Drug Stores, Pharmacies"	"adult ttc: drop-in program, girls&family program"
					"1,141.10"	CAD	"1,141.10"	CAD							
TORONTO WATER	1536-125	07-07-2011	07-08-2011	NATIONAL HOSE AND EQUI	15.10	CAD	15.10	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	PW3012	O&M EAST SRV MTC&RPR	5046	Commercial Equipment Not Elsewhere Class	HOSE REPAIR
TORONTO WATER	1561-129	07-21-2011	07-25-2011	BRODI SPECIALTY PRODUC	237.18	CAD	237.18	CAD	2710	GENERAL HARDWARE	PW3012	O&M EAST SRV MTC&RPR	5085	Industrial Supplies Not Elsewhere Classi	PROTECTOSHIELD 14 OZ AEROSOL
TORONTO WATER	1561-130	07-21-2011	07-25-2011	CDN TIRE STORE #00175	542.35	CAD	542.35	CAD	3099	GENERAL EQUIPMENT	PW3012	O&M EAST SRV MTC&RPR	5200	Home Supply Warehouse	ONBOARD CHR : 4
TORONTO WATER	1561-131	07-21-2011	07-25-2011	CDN TIRE STORE #00264	180.71	CAD	180.71	CAD	2650	COMPUTER AND PRINTER SUPPLIES	PW3012	O&M EAST SRV MTC&RPR	5200	Home Supply Warehouse	INVERTER : 4 TO PLUG TOUGHBOOKS
TORONTO WATER	1561-132	07-21-2011	07-25-2011	CDN TIRE STORE #00264	-542.35	CAD	-542.35	CAD	3099	GENERAL EQUIPMENT	PW3012	O&M EAST SRV MTC&RPR	5200	Home Supply Warehouse	ONBOARD CHR : 4 (RETURNED)
TORONTO WATER	1565-94	07-25-2011	07-27-2011	WOLSELEY CDA INC-HUDSO	83.16	CAD	83.16	CAD	2710	GENERAL HARDWARE	PW3012	O&M EAST SRV MTC&RPR	1711	"Air Conditioning, Heating, and Plumbing"	BRASS COUPLING FITTINGS : HYDRANTS
					516.15	CAD	516.15	CAD							
PUBLIC HEALTH	1563-82	07-25-2011	07-26-2011	INFECTIOUS DISEASES SO	654.89	CAD	675.00	USD	4310	TRAINING & DEVELOPMENT - EXTERNAL	PH4011	CD-DIR OFFICE	8398	"Organizations, Charitable and Social Ser"	Training & Development-External
					654.89	CAD	675.00	USD							
EMERGENCY MEDICAL SERVICES	1531-71	06-30-2011	07-05-2011	WOLSELEY CDA INC-HUDSO	33.90	CAD	33.90	CAD	2535	PLUMBING SUPPLIES	B56015	STATION 15	1711	"Air Conditioning, Heating, and Plumbing"	LAV LEGS
EMERGENCY MEDICAL SERVICES	1536-126	07-06-2011	07-08-2011	THE HOME DEPOT #7080	10.98	CAD	10.98	CAD	2710	GENERAL HARDWARE	B55300	FACILITY MAINT-STNS	5200	Home Supply Warehouse	HINGE
EMERGENCY MEDICAL SERVICES	1536-127	07-06-2011	07-08-2011	THE HOME DEPOT #7129	115.60	CAD	115.60	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	B55100	CARETAKING	5200	Home Supply Warehouse	COPPER II
EMERGENCY MEDICAL SERVICES	1541-173	07-10-2011	07-11-2011	LOWES #03097*	50.93	CAD	50.93	CAD	2710	GENERAL HARDWARE	B56054	STATION 54	5200	Home Supply Warehouse	5/32X5 1/2 DRILLBIT TAPCON  11363
EMERGENCY MEDICAL SERVICES	1543-104	07-11-2011	07-12-2011	CENTRAL FAIRBANK LUMBE	368.83	CAD	368.83	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	B55300	FACILITY MAINT-STNS	5211	"Building Materials, Lumber Stores"	LUMBER
EMERGENCY MEDICAL SERVICES	1544-103	07-11-2011	07-13-2011	THE HOME DEPOT #7013	81.20	CAD	81.20	CAD	2710	GENERAL HARDWARE	B55300	FACILITY MAINT-STNS	5200	Home Supply Warehouse	SHELF SUPPRT
EMERGENCY MEDICAL SERVICES	1547-157	07-12-2011	07-14-2011	THE HOME DEPOT #7129	145.22	CAD	145.22	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	B55100	CARETAKING	5200	Home Supply Warehouse	1/2B-2 BIR
EMERGENCY MEDICAL SERVICES	1551-158	07-15-2011	07-18-2011	THE HOME DEPOT #7134	38.01	CAD	38.01	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	B55100	CARETAKING	5200	Home Supply Warehouse	ALEX PLUS
EMERGENCY MEDICAL SERVICES	1557-125	07-19-2011	07-21-2011	THE HOME DEPOT #7129	122.70	CAD	122.70	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B56057	STATION 57	5200	Home Supply Warehouse	HASP
EMERGENCY MEDICAL SERVICES	1557-126	07-20-2011	07-21-2011	LOWES #02640*	139.68	CAD	139.68	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	B55300	FACILITY MAINT-STNS	5200	Home Supply Warehouse	"9/16""X1-5/8"" PNE BED MOLD (75) 12"
EMERGENCY MEDICAL SERVICES	1557-127	07-20-2011	07-21-2011	CENTRAL FAIRBANK LUMBE	132.50	CAD	132.50	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	B56054	STATION 54	5211	"Building Materials, Lumber Stores"	LUMBER
EMERGENCY MEDICAL SERVICES	1561-133	07-21-2011	07-25-2011	THE HOME DEPOT #7078	11.54	CAD	11.54	CAD	2710	GENERAL HARDWARE	B56054	STATION 54	5200	Home Supply Warehouse	PVC CLAMPS
EMERGENCY MEDICAL SERVICES	1561-134	07-22-2011	07-25-2011	THE HOME DEPOT #7129	81.94	CAD	81.94	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	B56015	STATION 15	5200	Home Supply Warehouse	STH REINF.HW
EMERGENCY MEDICAL SERVICES	1568-102	07-27-2011	07-29-2011	THE HOME DEPOT #7078	117.32	CAD	117.32	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	B55100	CARETAKING	5200	Home Supply Warehouse	SAKRETE FAST
					"1,450.35"	CAD	"1,450.35"	CAD							
"PARKS, FORESTRY & RECREATION"	1529-145	06-30-2011	07-04-2011	WAL-MART # 3111	46.30	CAD	46.30	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12298	RE-MU-PRM-MILLIKEN C	5411	"Grocery Stores, Supermarkets"	
"PARKS, FORESTRY & RECREATION"	1529-146	06-30-2011	07-04-2011	WAL-MART # 3111	42.42	CAD	42.42	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12298	RE-MU-PRM-MILLIKEN C	5411	"Grocery Stores, Supermarkets"	
"PARKS, FORESTRY & RECREATION"	1531-72	06-30-2011	07-05-2011	PARTY PACKAGERS (WILLI	52.52	CAD	52.52	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12298	RE-MU-PRM-MILLIKEN C	5999	Miscellaneous and Specialty Retail Store	"AgincourtSportcity:skewers,sunglasses,beach balls"
"PARKS, FORESTRY & RECREATION"	1531-73	07-04-2011	07-05-2011	FOOD BASICS #606	12.61	CAD	12.61	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12298	RE-MU-PRM-MILLIKEN C	5411	"Grocery Stores, Supermarkets"	AgincourtSportcity:freezies
"PARKS, FORESTRY & RECREATION"	1531-74	07-04-2011	07-05-2011	FOOD BASICS #606	12.61	CAD	12.61	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12298	RE-MU-PRM-MILLIKEN C	5411	"Grocery Stores, Supermarkets"	Heritage Park FITS:freezies
"PARKS, FORESTRY & RECREATION"	1531-75	07-04-2011	07-05-2011	FOOD BASICS #606	12.61	CAD	12.61	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12298	RE-MU-PRM-MILLIKEN C	5411	"Grocery Stores, Supermarkets"	White Haven FITS: freezies
"PARKS, FORESTRY & RECREATION"	1531-76	07-04-2011	07-05-2011	FOOD BASICS #606	12.61	CAD	12.61	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12298	RE-MU-PRM-MILLIKEN C	5411	"Grocery Stores, Supermarkets"	Burrows Hall:ExploreTheArtsCamp:freezies
"PARKS, FORESTRY & RECREATION"	1535-119	07-06-2011	07-07-2011	CINEPLEX  7240     QPS	116.40	CAD	116.40	CAD	4118	TICKETS AND ADMISSION FEES	P12298	RE-MU-PRM-MILLIKEN C	7832	Motion Picture Theaters	White Haven: movie admission
"PARKS, FORESTRY & RECREATION"	1535-120	07-06-2011	07-07-2011	CINEPLEX  7240     QPS	96.00	CAD	96.00	CAD	4118	TICKETS AND ADMISSION FEES	P12298	RE-MU-PRM-MILLIKEN C	7832	Motion Picture Theaters	Heritage Park FIFTS camp:movie admission
"PARKS, FORESTRY & RECREATION"	1536-128	07-07-2011	07-08-2011	RCSS SCARBOROUGH #2809	45.29	CAD	45.29	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04098	MILLIKEN PS-SUMR CAM	5411	"Grocery Stores, Supermarkets"	"Heritage Park FIFTS camp: hot wheels,food"
"PARKS, FORESTRY & RECREATION"	1536-129	07-07-2011	07-08-2011	CINEPLEX  7240     QPS	270.00	CAD	270.00	CAD	4118	TICKETS AND ADMISSION FEES	P12298	RE-MU-PRM-MILLIKEN C	7832	Motion Picture Theaters	Malvern FITS Camp: movie admission
"PARKS, FORESTRY & RECREATION"	1536-130	07-07-2011	07-08-2011	FAMOUS PLAYER #7404QPS	354.00	CAD	354.00	CAD	4118	TICKETS AND ADMISSION FEES	P12298	RE-MU-PRM-MILLIKEN C	7832	Motion Picture Theaters	HST undercharged
"PARKS, FORESTRY & RECREATION"	1541-174	07-08-2011	07-11-2011	FOOD BASICS #606	43.03	CAD	43.03	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12298	RE-MU-PRM-MILLIKEN C	5411	"Grocery Stores, Supermarkets"	Heritage Park camp:pizza supplies
"PARKS, FORESTRY & RECREATION"	1541-175	07-08-2011	07-11-2011	MARCHANT'S SCHOOL SPOR	90.40	CAD	90.40	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12298	RE-MU-PRM-MILLIKEN C	5941	Sporting Goods Stores	Agincourt Sport Camp: award ribbons: 8wks
"PARKS, FORESTRY & RECREATION"	1565-95	07-25-2011	07-27-2011	PARTY PACKAGERS (WILLI	18.67	CAD	18.67	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12298	RE-MU-PRM-MILLIKEN C	5999	Miscellaneous and Specialty Retail Store	"AgincourtSportcity:balls,pails/shovels,balloons"
"PARKS, FORESTRY & RECREATION"	1565-96	07-25-2011	07-27-2011	PARTY PACKAGERS (WILLI	22.58	CAD	22.58	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12298	RE-MU-PRM-MILLIKEN C	5999	Miscellaneous and Specialty Retail Store	Burrows Hall:ExploreTheArtsCamp:glowsticks:party
"PARKS, FORESTRY & RECREATION"	1565-97	07-26-2011	07-27-2011	NOFRILLS LISTROS 788	26.50	CAD	26.50	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12298	RE-MU-PRM-MILLIKEN C	5411	"Grocery Stores, Supermarkets"	"Burrows Hall:ExploreTheArtsCamp:snacks,cards,etc"
"PARKS, FORESTRY & RECREATION"	1567-117	07-26-2011	07-28-2011	PARTY PACKAGERS (WILLI	13.63	CAD	13.63	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12298	RE-MU-PRM-MILLIKEN C	5999	Miscellaneous and Specialty Retail Store	"Burrows Hall:ExploreTheArtsCamp:balloons,facepaint"
"PARKS, FORESTRY & RECREATION"	1567-118	07-26-2011	07-28-2011	PARTY PACKAGERS (WILLI	52.01	CAD	52.01	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12298	RE-MU-PRM-MILLIKEN C	5999	Miscellaneous and Specialty Retail Store	"Burrows Hall:ExploreTheArtsCamp:glowsticks,balls"
"PARKS, FORESTRY & RECREATION"	1567-119	07-27-2011	07-28-2011	SCARBOROUGH FAMILY GOL	390.00	CAD	390.00	CAD	4118	TICKETS AND ADMISSION FEES	P12298	RE-MU-PRM-MILLIKEN C	7999	Recreation Services (Not Elsewhere Class	mini gold admission: 3 camps
"PARKS, FORESTRY & RECREATION"	1568-103	07-27-2011	07-29-2011	WAL-MART #1080	59.23	CAD	59.23	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12298	RE-MU-PRM-MILLIKEN C	5411	"Grocery Stores, Supermarkets"	AgincourtSportcity:ice cream sundae supplies
"PARKS, FORESTRY & RECREATION"	1568-104	07-27-2011	07-29-2011	WAL-MART #1080	42.00	CAD	42.00	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12298	RE-MU-PRM-MILLIKEN C	5411	"Grocery Stores, Supermarkets"	"Burrows Hall:ExploreTheArtsCamp:chips,juice"
"PARKS, FORESTRY & RECREATION"	1568-105	07-27-2011	07-29-2011	WAL-MART #1080	12.19	CAD	12.19	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12298	RE-MU-PRM-MILLIKEN C	5411	"Grocery Stores, Supermarkets"	"Heritage Park FITS:pancake mix,syrup,freezies"
"PARKS, FORESTRY & RECREATION"	1568-106	07-27-2011	07-29-2011	WAL-MART #1080	8.29	CAD	8.29	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12298	RE-MU-PRM-MILLIKEN C	5411	"Grocery Stores, Supermarkets"	White Haven FITS: freezies
					"1,851.90"	CAD	"1,851.90"	CAD							
"PARKS, FORESTRY & RECREATION"	1529-147	06-29-2011	07-04-2011	WAL-MART # 3740	200.94	CAD	200.94	CAD	2610	KITCHEN SUPPLIES	P07505	ALBION HLTH CLUB-FIT	5411	"Grocery Stores, Supermarkets"	"pots,pans,cooking utensils for chefs camp"
"PARKS, FORESTRY & RECREATION"	1529-148	06-30-2011	07-04-2011	NOFRILLS CHRISTOPHER'S	67.54	CAD	67.54	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07505	ALBION HLTH CLUB-FIT	5411	"Grocery Stores, Supermarkets"	cooking supplies for week 1 chef camp
"PARKS, FORESTRY & RECREATION"	1536-131	07-07-2011	07-08-2011	KIDSPORTS	452.00	CAD	452.00	CAD	4118	TICKETS AND ADMISSION FEES	P07505	ALBION HLTH CLUB-FIT	5941	Sporting Goods Stores	week 1: 3-6 yrs old admission
"PARKS, FORESTRY & RECREATION"	1541-176	07-08-2011	07-11-2011	BIG WISH MARKETING GRO	200.01	CAD	200.01	CAD	2670	UNIFORMS	P07505	ALBION HLTH CLUB-FIT	7392	"Consulting, Management, and Public Relat"	"camper t-shirts, youth small"
"PARKS, FORESTRY & RECREATION"	1543-105	07-11-2011	07-12-2011	NOFRILLS JIM'S 753	52.41	CAD	52.41	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07505	ALBION HLTH CLUB-FIT	5411	"Grocery Stores, Supermarkets"	chef camp weekly supplies: food
"PARKS, FORESTRY & RECREATION"	1544-104	07-11-2011	07-13-2011	PAYPAL *AUSSIE X	198.32	CAD	198.32	CAD	4102	ENTERTAINER AND BAND FEES	P07505	ALBION HLTH CLUB-FIT	8999	Professional Services - Not Elsewhere Cl	workshop for aussie football
"PARKS, FORESTRY & RECREATION"	1544-105	07-11-2011	07-13-2011	WILD WATER KINGDOM	355.80	CAD	355.80	CAD	4118	TICKETS AND ADMISSION FEES	P07505	ALBION HLTH CLUB-FIT	7996	"Amusement Parks, Carnivals, Circuses, Fo"	depoist for upcoming trip
"PARKS, FORESTRY & RECREATION"	1544-106	07-11-2011	07-13-2011	WAL-MART # 3031	39.34	CAD	39.34	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07505	ALBION HLTH CLUB-FIT	5310	Discount Stores	foam balls & plastic cups for special event game
"PARKS, FORESTRY & RECREATION"	1544-107	07-12-2011	07-13-2011	THE EZONE	250.00	CAD	250.00	CAD	4118	TICKETS AND ADMISSION FEES	P07505	ALBION HLTH CLUB-FIT	7994	Video Game Arcades/Establishments	depoist for upcoming trip
"PARKS, FORESTRY & RECREATION"	1549-130	07-14-2011	07-15-2011	FOOD BASICS #928	36.02	CAD	36.02	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07505	ALBION HLTH CLUB-FIT	5411	"Grocery Stores, Supermarkets"	"granola bars for trip,milk for pudding"
"PARKS, FORESTRY & RECREATION"	1551-159	07-14-2011	07-18-2011	FANTASY FAIR	473.00	CAD	473.00	CAD	4118	TICKETS AND ADMISSION FEES	P07505	ALBION HLTH CLUB-FIT	7996	"Amusement Parks, Carnivals, Circuses, Fo"	admission: play all day pass
"PARKS, FORESTRY & RECREATION"	1551-160	07-15-2011	07-18-2011	NOFRILLS JIM'S 753	58.30	CAD	58.30	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07505	ALBION HLTH CLUB-FIT	5411	"Grocery Stores, Supermarkets"	chef camp weekly supplies: food
"PARKS, FORESTRY & RECREATION"	1558-97	07-21-2011	07-22-2011	CHUCK E CHEESE	586.01	CAD	586.01	CAD	4118	TICKETS AND ADMISSION FEES	P07505	ALBION HLTH CLUB-FIT	5812	"Eating Places, Restaurants"	admission for 3-7yrs with coins & lunch package
"PARKS, FORESTRY & RECREATION"	1561-135	07-21-2011	07-25-2011	WILD WATER KINGDOM	683.70	CAD	683.70	CAD	4118	TICKETS AND ADMISSION FEES	P07505	ALBION HLTH CLUB-FIT	7996	"Amusement Parks, Carnivals, Circuses, Fo"	weekly trip payment: 8yrs+ play all day pass
"PARKS, FORESTRY & RECREATION"	1563-83	07-25-2011	07-26-2011	NOFRILLS JIM'S 753	25.62	CAD	25.62	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07505	ALBION HLTH CLUB-FIT	5411	"Grocery Stores, Supermarkets"	Camp Vieena: food & dental floss
"PARKS, FORESTRY & RECREATION"	1563-84	07-25-2011	07-26-2011	SOBEYS #741        QPS	20.47	CAD	20.47	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07505	ALBION HLTH CLUB-FIT	5411	"Grocery Stores, Supermarkets"	chef camp weekly supplies: food
"PARKS, FORESTRY & RECREATION"	1568-107	07-28-2011	07-29-2011	CHUCK E CHEESE	823.08	CAD	823.08	CAD	4118	TICKETS AND ADMISSION FEES	P07505	ALBION HLTH CLUB-FIT	5812	"Eating Places, Restaurants"	admission for 3-7yrs with coins & lunch package
"PARKS, FORESTRY & RECREATION"	1568-108	07-28-2011	07-29-2011	LASER QUEST MISSISSAUG	"2,260.00"	CAD	"2,260.00"	CAD	4118	TICKETS AND ADMISSION FEES	P07505	ALBION HLTH CLUB-FIT	7929	"Bands, Orchestras, and Miscellaneous Ent"	"2 trips, 2 different weeks,3 game rotations"
					"6,782.56"	CAD	"6,782.56"	CAD							
"PARKS, FORESTRY & RECREATION"	1529-149	06-30-2011	07-04-2011	WAL-MART #1080	291.95	CAD	291.95	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12441	RE-CA-SUM-MILLIKEN C	5411	"Grocery Stores, Supermarkets"	science & cooking supplies for camps
"PARKS, FORESTRY & RECREATION"	1529-150	06-30-2011	07-04-2011	WAL-MART #1080	267.93	CAD	267.93	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12486	RE-YO-SOY-MILLIKEN C	5411	"Grocery Stores, Supermarkets"	science & cooking supplies for camps
"PARKS, FORESTRY & RECREATION"	1531-77	07-04-2011	07-05-2011	THE CRAFT   HOBBY EMPO	210.88	CAD	210.88	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12441	RE-CA-SUM-MILLIKEN C	5970	"Artist Supply Stores, Craft Shops"	Craft supplies - summer camps
"PARKS, FORESTRY & RECREATION"	1531-78	07-04-2011	07-05-2011	J   J CRAFTS	77.11	CAD	77.11	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P03995	AGINCOURT RC-SUMR CA	5970	"Artist Supply Stores, Craft Shops"	Craft supplies - summer camps
"PARKS, FORESTRY & RECREATION"	1535-121	07-06-2011	07-07-2011	SANDYLION WAREHOUSE OU	103.87	CAD	103.87	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12441	RE-CA-SUM-MILLIKEN C	5945	"Game, Toy, and Hobby Shops"	Craft supplies - summer camps
