Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Transaction Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre/WBS Element	Cost Centre/WBS Element Discriprion	Merchant Type	Merchant type description	Purpose
TECHNICAL SERVICES 	1392-78	03-30-2011	03-31-2011	TERANET EXPRESS	8.00	CAD	8.00	CAD	4136	REGISTRAR FEES	WT0015	LAND&PROP SURVEYS	9222	Fines	
TECHNICAL SERVICES 	1392-79	03-30-2011	03-31-2011	TERANET EXPRESS	8.00	CAD	8.00	CAD	4136	REGISTRAR FEES	WT0015	LAND&PROP SURVEYS	9222	Fines	
TECHNICAL SERVICES 	1392-80	03-30-2011	03-31-2011	TERANET EXPRESS	9.00	CAD	9.00	CAD	4136	REGISTRAR FEES	WT0015	LAND&PROP SURVEYS	9222	Fines	
TECHNICAL SERVICES 	1392-81	03-30-2011	03-31-2011	TERANET EXPRESS	42.00	CAD	42.00	CAD	4136	REGISTRAR FEES	WT0015	LAND&PROP SURVEYS	9222	Fines	
TECHNICAL SERVICES 	1392-82	03-30-2011	03-31-2011	TERANET EXPRESS	17.00	CAD	17.00	CAD	4136	REGISTRAR FEES	WT0015	LAND&PROP SURVEYS	9222	Fines	
					807.50	CAD	807.50	CAD							
"PARKS, FORESTRY & RECREATION"	1348-60	02-28-2011	03-02-2011	MARCHANT S SCHOOL SPOR	519.52	CAD	519.52	CAD	3040	M & E - RECREATIONAL & EDUCATIONAL	P11083	SECORD CC-PGM SUPP	5941	Sporting Goods Stores	
"PARKS, FORESTRY & RECREATION"	1348-61	02-28-2011	03-02-2011	SOBEYS #938        QPS	49.61	CAD	49.61	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11083	SECORD CC-PGM SUPP	5411	"Grocery Stores, Supermarkets"	
"PARKS, FORESTRY & RECREATION"	1354-87	03-04-2011	03-07-2011	LOBLAWS #1021      QPS	49.04	CAD	49.04	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11083	SECORD CC-PGM SUPP	5411	"Grocery Stores, Supermarkets"	food for youth cooking program
"PARKS, FORESTRY & RECREATION"	1356-62	03-07-2011	03-08-2011	LOBLAWS #1021      QPS	36.26	CAD	36.26	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11083	SECORD CC-PGM SUPP	5411	"Grocery Stores, Supermarkets"	groceries for youth cooking program
"PARKS, FORESTRY & RECREATION"	1367-129	03-11-2011	03-14-2011	LOBLAWS #1021      QPS	26.51	CAD	26.51	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11083	SECORD CC-PGM SUPP	5411	"Grocery Stores, Supermarkets"	groceries for youth cooking program
"PARKS, FORESTRY & RECREATION"	1373-84	03-16-2011	03-17-2011	EB GAMES #1716	172.81	CAD	172.81	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11083	SECORD CC-PGM SUPP	5734	Computer Software Stores	items purchased for Gower youth programming
"PARKS, FORESTRY & RECREATION"	1373-85	03-16-2011	03-17-2011	EB GAMES #1716	28.25	CAD	28.25	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11083	SECORD CC-PGM SUPP	5734	Computer Software Stores	items purchased for Gower youth programming
"PARKS, FORESTRY & RECREATION"	1373-86	03-16-2011	03-17-2011	TOYS R US #3519	61.55	CAD	61.55	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11083	SECORD CC-PGM SUPP	5945	"Game, Toy, and Hobby Shops"	items purchased for new youth program for Secord
"PARKS, FORESTRY & RECREATION"	1373-87	03-16-2011	03-17-2011	STAPLES STORE #159	14.59	CAD	14.59	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11083	SECORD CC-PGM SUPP	5943	"Office, School Supply, and Stationery St"	mixed pastel paper for office use
"PARKS, FORESTRY & RECREATION"	1377-104	03-18-2011	03-21-2011	LOBLAWS #1021      QPS	39.57	CAD	39.57	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11083	SECORD CC-PGM SUPP	5411	"Grocery Stores, Supermarkets"	groceries for Secord March break camp
"PARKS, FORESTRY & RECREATION"	1386-69	03-25-2011	03-28-2011	STAPLES STORE #159	28.54	CAD	28.54	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11083	SECORD CC-PGM SUPP	5943	"Office, School Supply, and Stationery St"	for TEY Youth training 2 Secord
"PARKS, FORESTRY & RECREATION"	1388-62	03-25-2011	03-29-2011	ACME DOORWAY	12.00	CAD	12.00	CAD	2730	LOCKS	P11083	SECORD CC-PGM SUPP	1799	"Contractors, Special Trade - Not Elsewhe"	office keys
"PARKS, FORESTRY & RECREATION"	1390-55	03-29-2011	03-30-2011	MARCHANT'S SCHOOL SPOR	58.48	CAD	58.48	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11083	SECORD CC-PGM SUPP	5941	Sporting Goods Stores	lightweight mesh for new goal net
					"1,096.73"	CAD	"1,096.73"	CAD							
EMERGENCY MEDICAL SERVICES	1377-105	03-18-2011	03-21-2011	PRECISE PARKLINK   QPS	15.00	CAD	15.00	CAD	4770	PARKING EXPENSES (INTOWN)	B31100	COMM SYSTEMS SUPPORT	7523	Automobile Parking Lots and Garages	PARKING - METRO HALL
EMERGENCY MEDICAL SERVICES	1392-83	03-29-2011	03-31-2011	LASER SPEED INC	523.71	CAD	523.71	CAD	2040	"PHOTOCOPY, FAX AND PRINTER SUPPLIES"	B31100	COMM SYSTEMS SUPPORT	7372	"Computer Programming, Integrated Systems"	PRINTER TONER
					538.71	CAD	538.71	CAD							
"PARKS, FORESTRY & RECREATION"	1346-57	02-28-2011	03-01-2011	LOBLAWS #1010	179.09	CAD	179.09	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11426	MITCHELL FIELD-SOC P	5411	"Grocery Stores, Supermarkets"	
"PARKS, FORESTRY & RECREATION"	1346-58	02-28-2011	03-01-2011	STAPLES STORE #214	19.15	CAD	19.15	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P01666	MITCHELL FIELD-PGM S	5943	"Office, School Supply, and Stationery St"	
"PARKS, FORESTRY & RECREATION"	1349-54	03-02-2011	03-03-2011	PRICE CHOPPER #7827QPS	38.95	CAD	38.95	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11426	MITCHELL FIELD-SOC P	5411	"Grocery Stores, Supermarkets"	
"PARKS, FORESTRY & RECREATION"	1349-55	03-01-2011	03-03-2011	SPIETH-ANDERSON INTERN	42.27	CAD	42.27	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13283	SUMMRCMP-NYDST-FNART	5046	Commercial Equipment Not Elsewhere Class	
"PARKS, FORESTRY & RECREATION"	1351-56	03-03-2011	03-04-2011	FOOD BASICS #686   QPS	38.73	CAD	38.73	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11426	MITCHELL FIELD-SOC P	5411	"Grocery Stores, Supermarkets"	"strawberries, sugar, chocolate"
"PARKS, FORESTRY & RECREATION"	1354-88	03-03-2011	03-07-2011	WAL-MART SUPERCENTE	19.16	CAD	19.16	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11426	MITCHELL FIELD-SOC P	5310	Discount Stores	"eggs,juice"
"PARKS, FORESTRY & RECREATION"	1356-63	03-07-2011	03-08-2011	LOBLAWS #1010	172.89	CAD	172.89	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11426	MITCHELL FIELD-SOC P	5411	"Grocery Stores, Supermarkets"	"eggs,flour,oil,pudding,veggies,fruit"
"PARKS, FORESTRY & RECREATION"	1369-58	03-14-2011	03-15-2011	METRO #712	94.43	CAD	94.43	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11426	MITCHELL FIELD-SOC P	5411	"Grocery Stores, Supermarkets"	"pudding,toppings,bread,cheese,spices"
"PARKS, FORESTRY & RECREATION"	1369-59	03-14-2011	03-15-2011	THE CRAFT   HOBBY EMPO	352.70	CAD	352.70	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04332	MITCHELL FIELD-H CAM	5970	"Artist Supply Stores, Craft Shops"	"glue,clay,crayons,tape,glitter,foam,games"
"PARKS, FORESTRY & RECREATION"	1371-64	03-14-2011	03-16-2011	PARTY PACKAGERS (770 L	64.34	CAD	64.34	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04332	MITCHELL FIELD-H CAM	5999	Miscellaneous and Specialty Retail Store	"glitter,bands,balls,yo yo,bracelets"
"PARKS, FORESTRY & RECREATION"	1371-65	03-15-2011	03-16-2011	METRO #712         QPS	38.92	CAD	38.92	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04332	MITCHELL FIELD-H CAM	5411	"Grocery Stores, Supermarkets"	"pizza sause,dough,veggies"
"PARKS, FORESTRY & RECREATION"	1373-88	03-16-2011	03-17-2011	FOOD BASICS #686   QPS	22.94	CAD	22.94	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11426	MITCHELL FIELD-SOC P	5411	"Grocery Stores, Supermarkets"	"yoghurt,milk,soap"
"PARKS, FORESTRY & RECREATION"	1373-89	03-16-2011	03-17-2011	METRO #712         QPS	32.09	CAD	32.09	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11426	MITCHELL FIELD-SOC P	5411	"Grocery Stores, Supermarkets"	"cookies,crackers,milk,butter"
"PARKS, FORESTRY & RECREATION"	1381-56	03-21-2011	03-23-2011	REPTILIA	248.60	CAD	248.60	CAD	4102	ENTERTAINER AND BAND FEES	P04332	MITCHELL FIELD-H CAM	5971	Art Dealers and Galleries	entertainer/special guest
"PARKS, FORESTRY & RECREATION"	1384-36	03-24-2011	03-25-2011	PRICE CHOPPER #7827QPS	133.99	CAD	133.99	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11426	MITCHELL FIELD-SOC P	5411	"Grocery Stores, Supermarkets"	"juice,cereal,milk,eggs,fruit"
"PARKS, FORESTRY & RECREATION"	1386-70	03-26-2011	03-28-2011	NOFRILLS FREDDIE 1354	37.24	CAD	37.24	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11426	MITCHELL FIELD-SOC P	5411	"Grocery Stores, Supermarkets"	"fruit,veggies,dairy"
"PARKS, FORESTRY & RECREATION"	1388-63	03-28-2011	03-29-2011	METRO #712         QPS	10.17	CAD	10.17	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11426	MITCHELL FIELD-SOC P	5411	"Grocery Stores, Supermarkets"	"flour, buttermilk"
"PARKS, FORESTRY & RECREATION"	1392-84	03-30-2011	03-31-2011	IKEA NORTH YORK	76.29	CAD	76.29	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11426	MITCHELL FIELD-SOC P	5712	"Equipment, Furniture, and Home Furnishin"	"cutlery,basket,mitts,jars,shelf"
					"1,621.95"	CAD	"1,621.95"	CAD							
TORONTO WATER	1392-85	03-30-2011	03-31-2011	WALKERTON CLEAN WATER	67.68	CAD	67.68	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	PW1008	RL CLARK ADMIN	9399	Government Services - Not Elsewhere Clas	e-learning course
					67.68	CAD	67.68	CAD							
EMERGENCY MEDICAL SERVICES	1351-57	03-02-2011	03-04-2011	THE HOME DEPOT #7129	56.45	CAD	56.45	CAD	2575	ELECTRICAL SUPPLIES	B00001	EMS PROG DEVLP LEAD	5200	Home Supply Warehouse	REEL
EMERGENCY MEDICAL SERVICES	1369-60	03-14-2011	03-15-2011	TORONTO PARKING AUTHOR	9.00	CAD	9.00	CAD	4770	PARKING EXPENSES (INTOWN)	B33100	COMM CTR OPERATIONS	7523	Automobile Parking Lots and Garages	PARKING - IDC CONSULTATION MEETING
EMERGENCY MEDICAL SERVICES	1381-57	03-22-2011	03-23-2011	TORONTO PARKING AUTHOR	9.00	CAD	9.00	CAD	4770	PARKING EXPENSES (INTOWN)	B33100	COMM CTR OPERATIONS	7523	Automobile Parking Lots and Garages	PARKING - IDC CONSULTATION MEETING
					74.45	CAD	74.45	CAD							
"PARKS, FORESTRY & RECREATION"	1349-56	03-02-2011	03-03-2011	STAPLES STORE #86	53.85	CAD	53.85	CAD	2010	W-SOUTH2-PGM SUPP	P00673	W-SOUTH2-PGM SUPP	5943	"Office, School Supply, and Stationery St"	
"PARKS, FORESTRY & RECREATION"	1356-64	02-16-2011	03-08-2011	AGT PHOTOMOUNT	277.98	CAD	277.98	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P10916	EGLINTON FLATS TENNI	5946	Camera and Photographic Supply Stores	vancouver folder
"PARKS, FORESTRY & RECREATION"	1383-41	03-23-2011	03-24-2011	TIMM ENTERPRISES LTD.	"1,188.22"	CAD	"1,188.22"	CAD	3080	M & E - HAND TOOLS	P00676	W-YORK1-PGM SUPP	5046	Commercial Equipment Not Elsewhere Class	"shear, holster, saw, hedge shear, lopper"
"PARKS, FORESTRY & RECREATION"	1388-64	03-28-2011	03-29-2011	KOOY BROS LAWN	960.39	CAD	960.39	CAD	3099	GENERAL EQUIPMENT	P00676	W-YORK1-PGM SUPP	5261	Lawn and Garden Supply Stores	echo backpack blower
					"2,480.44"	CAD	"2,480.44"	CAD							
EMERGENCY MEDICAL SERVICES	1348-62	02-28-2011	03-02-2011	THE HOME DEPOT #7129	231.52	CAD	231.52	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B55100	CARETAKING	5200	Home Supply Warehouse	MAS RESETTBL
EMERGENCY MEDICAL SERVICES	1365-65	03-09-2011	03-11-2011	THE HOME DEPOT #7129	42.74	CAD	42.74	CAD	2710	GENERAL HARDWARE	CAM040-01	STATION 17 - BATHURST & YORK DOWNS 2006	5200	Home Supply Warehouse	"SHEP 1"" FELT"
EMERGENCY MEDICAL SERVICES	1371-66	03-15-2011	03-16-2011	DAYVAN	171.31	CAD	171.31	CAD	2710	LOCKS	CAM040-01	STATION 17 - BATHURST & YORK DOWNS 2006	5251	Hardware Stores	VENTILLATOR GRILL
EMERGENCY MEDICAL SERVICES	1375-74	03-17-2011	03-18-2011	DAYVAN	36.19	CAD	36.19	CAD	2710	GENERAL HARDWARE	CAM040-01	STATION 17 - BATHURST & YORK DOWNS 2006	5251	Hardware Stores	"GROMMETS, BRASS SOCKETS"
EMERGENCY MEDICAL SERVICES	1384-37	03-23-2011	03-25-2011	THE HOME DEPOT #7129	604.32	CAD	604.32	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	CAM040-01	STATION 17 - BATHURST & YORK DOWNS 2006	5200	Home Supply Warehouse	2 CASTERS
EMERGENCY MEDICAL SERVICES	1390-56	03-28-2011	03-30-2011	CDN TIRE STORE #00087	604.70	CAD	604.70	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	CAM040-01	STATION 17 - BATHURST & YORK DOWNS 2006	5200	Home Supply Warehouse	"KETTLE, TOASTER, NOZZLE"
					"1,690.78"	CAD	"1,690.78"	CAD							
SHELTER & SUPPORTIVE HOUSING ADMINISTRATION	1354-89	03-03-2011	03-07-2011	LAMIN-8 SERVICES INC.	158.43	CAD	158.43	CAD	4825	PRINTING AND REPRODUCTION - THIRD PARTY	F00111	HOST SRV-HEAD OFFICE	7338	"Quick Copy, Reproduction, and Blueprinti"	Plaque mount -Golden Rule poster for Hostels' H.O.
SHELTER & SUPPORTIVE HOUSING ADMINISTRATION	1363-59	03-08-2011	03-10-2011	ISTOCK *INTERNATIONAL	94.64	CAD	94.64	CAD	4825	PRINTING AND REPRODUCTION - THIRD PARTY	FH5601	PARTNERSHIP DEV	5971	Art Dealers and Galleries	Purchased stock photos(digital images)for SSHA use
SHELTER & SUPPORTIVE HOUSING ADMINISTRATION	1384-38	03-24-2011	03-25-2011	LYNDA.COM	25.08	CAD	25.00	USD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	FH5601	PARTNERSHIP DEV	4816	Computer Network/Information Services	Online tutorial for unit staff
					278.15	CAD	253.07	CAD							
							25.00	USD							
EMERGENCY MEDICAL SERVICES	1354-90	03-04-2011	03-07-2011	THE HOME DEPOT #7013	222.56	CAD	222.56	CAD	2570	JANITORIAL SUPPLIES	B55100	CARETAKING	5200	Home Supply Warehouse	DUSTER
EMERGENCY MEDICAL SERVICES	1356-65	03-04-2011	03-08-2011	CDN TIRE STORE #00182	180.75	CAD	180.75	CAD	2575	ELECTRICAL SUPPLIES	B55100	CARETAKING	5200	Home Supply Warehouse	B & D 4SL WHT TST
EMERGENCY MEDICAL SERVICES	1367-130	03-11-2011	03-14-2011	DUROX FLOOR ACCESSORIE	206.27	CAD	206.27	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B55100	CARETAKING	5713	Floor Covering Stores	"SPREADER, PRESSURE SENSITIVE ADH"
EMERGENCY MEDICAL SERVICES	1375-75	03-16-2011	03-18-2011	THE HOME DEPOT #7078	426.28	CAD	426.28	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B55100	CARETAKING	5200	Home Supply Warehouse	TAPE
EMERGENCY MEDICAL SERVICES	1379-54	03-16-2011	03-22-2011	NATURE'S CALL	988.75	CAD	988.75	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	B56040	STATION 40	4900	"Utilities - Electric, Gas, Sanitary, Wat"	SERVICE CHARGE WATER
EMERGENCY MEDICAL SERVICES	1384-39	03-23-2011	03-25-2011	DRAGLAM SALT INC	"1,000.00"	CAD	"1,000.00"	CAD	2410	DE - ICERS	B55100	CARETAKING	5211	"Building Materials, Lumber Stores"	BULK SALT - DEPOSIT
EMERGENCY MEDICAL SERVICES	1388-65	03-25-2011	03-29-2011	CDN TIRE STORE #00019	476.17	CAD	476.17	CAD	2575	GENERAL HARDWARE	B55100	CARETAKING	5200	Home Supply Warehouse	"WRKLT FLRST, SPTLGHT"
					"3,500.78"	CAD	"3,500.78"	CAD							
"PARKS, FORESTRY & RECREATION"	1346-59	02-25-2011	03-01-2011	INT'L COMPLIANCE CTRE	76.79	CAD	76.79	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	P00012	TERMINAL-FERRY OPS	5021	Office and Commercial Furniture	
"PARKS, FORESTRY & RECREATION"	1348-63	03-01-2011	03-02-2011	STAPLES STORE #26	11.17	CAD	11.17	CAD	2650	COMPUTER AND PRINTER SUPPLIES	P00012	TERMINAL-FERRY OPS	5943	"Office, School Supply, and Stationery St"	
"PARKS, FORESTRY & RECREATION"	1354-91	03-04-2011	03-07-2011	REPRODUX	237.30	CAD	237.30	CAD	2035	PRINTING SUPPLIES (TAXABLE)	P00014	W INGLIS-FERRY OPS	7338	"Quick Copy, Reproduction, and Blueprinti"	copies of life saving plan
"PARKS, FORESTRY & RECREATION"	1356-66	03-04-2011	03-08-2011	YOUR DOLLAR STORE WITH	54.41	CAD	54.41	CAD	2715	PAINT SUPPLIES	P00014	W INGLIS-FERRY OPS	5999	Miscellaneous and Specialty Retail Store	paint brush
"PARKS, FORESTRY & RECREATION"	1356-67	03-04-2011	03-08-2011	SUPERIOR SOLUTIONS LTD	953.72	CAD	953.72	CAD	2410	DE - ICERS	P00012	TERMINAL-FERRY OPS	7349	"Cleaning and Maintenance, Janitorial Ser"	salt
"PARKS, FORESTRY & RECREATION"	1356-68	03-04-2011	03-08-2011	CDN TIRE STORE #00654	57.61	CAD	57.61	CAD	2715	PAINT SUPPLIES	P00014	W INGLIS-FERRY OPS	5200	Home Supply Warehouse	missc. paint supplies
"PARKS, FORESTRY & RECREATION"	1361-63	03-07-2011	03-09-2011	THE HOME DEPOT #7080	89.41	CAD	89.41	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00014	W INGLIS-FERRY OPS	5200	Home Supply Warehouse	1/8X48X96STD
"PARKS, FORESTRY & RECREATION"	1365-66	03-09-2011	03-11-2011	CTF SUPPLY (11)	146.19	CAD	146.19	CAD	2710	GENERAL HARDWARE	P00012	TERMINAL-FERRY OPS	5085	Industrial Supplies Not Elsewhere Classi	slings & shackels
"PARKS, FORESTRY & RECREATION"	1367-131	03-10-2011	03-14-2011	WEST MARINE 3903	66.42	CAD	66.42	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00014	W INGLIS-FERRY OPS	4468	"Marinas, Marine Service/Supplies"	pump impellars
"PARKS, FORESTRY & RECREATION"	1369-61	03-11-2011	03-15-2011	NEDRO CENTRAL DIV	202.64	CAD	202.64	CAD	2590	EMERGENCY SERVICES SUPPLIES	P00009	ONGIARA-FERRY OPS	5065	Electrical Parts and Equipment	emg lite batteries
"PARKS, FORESTRY & RECREATION"	1369-62	03-11-2011	03-15-2011	CDN TIRE STORE #00654	189.49	CAD	189.49	CAD	2575	ELECTRICAL SUPPLIES	P00010	S MCBRIDE-FERRY OPS	5200	Home Supply Warehouse	volt meters for radios
"PARKS, FORESTRY & RECREATION"	1373-90	03-15-2011	03-17-2011	THE HOME DEPOT #7080	144.84	CAD	144.84	CAD	2715	PAINT SUPPLIES	P00014	W INGLIS-FERRY OPS	5200	Home Supply Warehouse	ELEC TAPE 10
"PARKS, FORESTRY & RECREATION"	1375-76	03-16-2011	03-18-2011	CTF SUPPLY (11)	38.42	CAD	38.42	CAD	2710	GENERAL HARDWARE	P00012	TERMINAL-FERRY OPS	5085	Industrial Supplies Not Elsewhere Classi	nuts & bolts
"PARKS, FORESTRY & RECREATION"	1375-77	03-16-2011	03-18-2011	CTF SUPPLY (11)	264.71	CAD	264.71	CAD	2710	GENERAL HARDWARE	P00012	TERMINAL-FERRY OPS	5085	Industrial Supplies Not Elsewhere Classi	nuts & bolts
"PARKS, FORESTRY & RECREATION"	1377-106	03-17-2011	03-21-2011	CDN TIRE STORE #00654	52.28	CAD	52.28	CAD	2570	JANITORIAL SUPPLIES	P00009	ONGIARA-FERRY OPS	5200	Home Supply Warehouse	cleaning supplies
"PARKS, FORESTRY & RECREATION"	1383-42	03-23-2011	03-24-2011	CANON CANADA INC BSD	218.78	CAD	218.78	CAD	4515	RENTAL OF OFFICE EQUIPMENT	P00012	TERMINAL-FERRY OPS	5946	Camera and Photographic Supply Stores	copier rental
"PARKS, FORESTRY & RECREATION"	1384-40	03-23-2011	03-25-2011	CDN TIRE STORE #00654	55.23	CAD	55.23	CAD	2590	EMERGENCY SERVICES SUPPLIES	P00014	W INGLIS-FERRY OPS	5200	Home Supply Warehouse	ropes
"PARKS, FORESTRY & RECREATION"	1386-71	03-25-2011	03-28-2011	STAPLES STORE #26	15.68	CAD	15.68	CAD	2035	PRINTING SUPPLIES (TAXABLE)	P00009	ONGIARA-FERRY OPS	5943	"Office, School Supply, and Stationery St"	labels
"PARKS, FORESTRY & RECREATION"	1388-66	03-25-2011	03-29-2011	CDN TIRE STORE #00654	27.07	CAD	27.07	CAD	2570	JANITORIAL SUPPLIES	P00009	ONGIARA-FERRY OPS	5200	Home Supply Warehouse	hand cleaner
					"2,902.16"	CAD	"2,902.16"	CAD							
TORONTO WATER	1349-57	03-02-2011	03-03-2011	TORONTO PARKING AUTHOR	9.50	CAD	9.50	CAD	4770	PARKING EXPENSES (INTOWN)	PW3012	O&M EAST SRV MTC&RPR	7523	Automobile Parking Lots and Garages	PARKING
TORONTO WATER	1354-92	03-04-2011	03-07-2011	TORONTO PARKING AUTHOR	9.50	CAD	9.50	CAD	4770	PARKING EXPENSES (INTOWN)	PW3012	O&M EAST SRV MTC&RPR	7523	Automobile Parking Lots and Garages	
TORONTO WATER	1356-69	03-07-2011	03-08-2011	TORONTO PARKING AUTHOR	7.50	CAD	7.50	CAD	4770	PARKING EXPENSES (INTOWN)	PW3012	O&M EAST SRV MTC&RPR	7523	Automobile Parking Lots and Garages	
TORONTO WATER	1369-63	03-14-2011	03-15-2011	TIGERDIRECT.CA INC	11.29	CAD	11.29	CAD	2710	GENERAL HARDWARE	PW3012	O&M EAST SRV MTC&RPR	5734	Computer Software Stores	adapter
TORONTO WATER	1369-64	03-14-2011	03-15-2011	TORONTO PARKING AUTHOR	9.50	CAD	9.50	CAD	4770	PARKING EXPENSES (INTOWN)	PW3012	O&M EAST SRV MTC&RPR	7523	Automobile Parking Lots and Garages	
TORONTO WATER	1384-41	03-24-2011	03-25-2011	TORONTO PARKING AUTHOR	9.50	CAD	9.50	CAD	4770	PARKING EXPENSES (INTOWN)	PW3012	O&M EAST SRV MTC&RPR	7523	Automobile Parking Lots and Garages	
					56.79	CAD	56.79	CAD							
"PARKS, FORESTRY & RECREATION"	1346-60	02-28-2011	03-01-2011	CENTRAL FAIRBANK LUMBE	102.62	CAD	102.62	CAD	2715	PAINT SUPPLIES	P00364	N-EAST-PKS MAINT/RPR	5211	"Building Materials, Lumber Stores"	
"PARKS, FORESTRY & RECREATION"	1356-70	03-04-2011	03-08-2011	DELTA ENGRAVERS 1988 I	84.75	CAD	84.75	CAD	2790	PRESENTATION/PROMOTIONAL ITEMS	P00364	N-EAST-PKS MAINT/RPR	7311	Advertising Services	plaque for commemorative bench
"PARKS, FORESTRY & RECREATION"	1386-72	03-24-2011	03-28-2011	BRAFASCO / NORTH YORK	89.99	CAD	89.99	CAD	3099	GENERAL EQUIPMENT	P00364	N-EAST-PKS MAINT/RPR	5085	Industrial Supplies Not Elsewhere Classi	slings for crane truck
					277.36	CAD	277.36	CAD							
"PARKS, FORESTRY & RECREATION"	1348-64	02-08-2011	03-02-2011	TRIMATE ELECTRIC SUPPL	275.90	CAD	275.90	CAD	2575	ELECTRICAL SUPPLIES	P00853	ALNESS YD-TRADES	7629	"Appliance Repair Shops, Electrical and S"	
"PARKS, FORESTRY & RECREATION"	1348-65	02-28-2011	03-02-2011	NEDCO CTRL DIV. WESTBU	531.64	CAD	531.64	CAD	2575	ELECTRICAL SUPPLIES	P00853	ALNESS YD-TRADES	5065	Electrical Parts and Equipment	
"PARKS, FORESTRY & RECREATION"	1348-66	02-28-2011	03-02-2011	NEDCO CTRL DIV. WESTBU	422.62	CAD	422.62	CAD	2575	ELECTRICAL SUPPLIES	P00853	ALNESS YD-TRADES	5065	Electrical Parts and Equipment	
"PARKS, FORESTRY & RECREATION"	1351-58	03-03-2011	03-04-2011	RTA ELECTRIC MOTOR COR	397.76	CAD	397.76	CAD	2575	ELECTRICAL SUPPLIES	P00853	ALNESS YD-TRADES	7538	Automotive Service Shops	
"PARKS, FORESTRY & RECREATION"	1361-64	03-08-2011	03-09-2011	NEDCO CTRL DIV. WESTBU	260.14	CAD	260.14	CAD	2575	ELECTRICAL SUPPLIES	P00853	ALNESS YD-TRADES	5065	Electrical Parts and Equipment	
"PARKS, FORESTRY & RECREATION"	1367-132	03-11-2011	03-14-2011	WESTBURNE RUDDY ELECTR	53.17	CAD	53.17	CAD	2575	ELECTRICAL SUPPLIES	P00853	ALNESS YD-TRADES	1711	"Air Conditioning, Heating, and Plumbing"	
"PARKS, FORESTRY & RECREATION"	1375-78	03-17-2011	03-18-2011	NEDCO CTRL DIV. WESTBU	49.87	CAD	49.87	CAD	2575	ELECTRICAL SUPPLIES	P06764	FAIRBANK-OPERATIONS	5065	Electrical Parts and Equipment	
					"1,991.10"	CAD	"1,991.10"	CAD							
"PARKS, FORESTRY & RECREATION"	1354-93	03-03-2011	03-07-2011	NAPA SCARBOROUGH #136	248.88	CAD	248.88	CAD	2401	LUBRICANTS	P07645	DENTONIA-OPERATIONS	5533	"Automotive Parts, Accessories Stores"	
"PARKS, FORESTRY & RECREATION"	1373-91	03-16-2011	03-17-2011	POWER BATTERY SALES LT	64.98	CAD	64.98	CAD	2130	PARTS - MOBILE EQUIPMENT	P07649	TAM OSHANTER-OPERATI	5533	"Automotive Parts, Accessories Stores"	
