Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx. Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element	Cost Centre / WBS Element Description	Merchant Type	Merchant Type Description	Purpose
LEGAL SERVICES	1739-64	11-21-2011	11-22-2011	TERANET EXPRESS	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL5606	FAC & REAL ESTATE	9222	Fines	Title Searches
LEGAL SERVICES	1745-92	11-24-2011	11-25-2011	TERANET EXPRESS	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL5403	MUNICIPAL LICENSING	9222	Fines	Title Searches
LEGAL SERVICES	1747-107	11-25-2011	11-28-2011	TERANET EXPRESS	11.00	CAD	11.00	CAD	4827	ONLINE SERVICES FEES	LL5403	MUNICIPAL LICENSING	9222	Fines	Title Searches
LEGAL SERVICES	1747-108	11-25-2011	11-28-2011	TERANET EXPRESS	2.00	CAD	2.00	CAD	4827	ONLINE SERVICES FEES	LL5403	MUNICIPAL LICENSING	9222	Fines	Title Searches
					179.89	CAD	179.89	CAD							
"PARKS, FORESTRY & RECREATION"	1740-79	11-22-2011	11-23-2011	WESTBURNE RUDDY ELECTR	145.85	CAD	145.85	CAD	2575	ELECTRICAL SUPPLIES	P12081	S-GEN-SPECIALIZED MA	5722	Household Appliance Stores	WHITE WIRE ELECTRICAL TAPE
					145.85	CAD	145.85	CAD							
LEGAL SERVICES	1709-73	10-31-2011	11-01-2011	TERANET EXPRESS	46.00	CAD	46.00	CAD	4827	ONLINE SERVICES FEES	LL5402	CITY PLANNING	9222	Fines	Title Searches
LEGAL SERVICES	1710-80	11-01-2011	11-02-2011	TERANET EXPRESS	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL5304	PARKS AND RECREATION	9222	Fines	Title Searches
LEGAL SERVICES	1718-66	11-07-2011	11-08-2011	TERANET EXPRESS	59.00	CAD	59.00	CAD	4827	ONLINE SERVICES FEES	LL5304	PARKS AND RECREATION	9222	Fines	Title Searches
LEGAL SERVICES	1718-67	11-07-2011	11-08-2011	TERANET EXPRESS	16.00	CAD	16.00	CAD	4827	ONLINE SERVICES FEES	LL5304	PARKS AND RECREATION	9222	Fines	Title Searches
LEGAL SERVICES	1723-71	11-08-2011	11-09-2011	TERANET EXPRESS	60.00	CAD	60.00	CAD	4827	ONLINE SERVICES FEES	LL5606	FAC & REAL ESTATE	9222	Fines	Title Searches
LEGAL SERVICES	1723-72	11-08-2011	11-09-2011	TERANET EXPRESS	13.00	CAD	13.00	CAD	4827	ONLINE SERVICES FEES	LL5606	FAC & REAL ESTATE	9222	Fines	Title Searches
LEGAL SERVICES	1724-82	11-09-2011	11-10-2011	TERANET EXPRESS	55.00	CAD	55.00	CAD	4827	ONLINE SERVICES FEES	LL5801	LIBRARY	9222	Fines	*****
LEGAL SERVICES	1728-65	11-14-2011	11-15-2011	TERANET EXPRESS	26.00	CAD	26.00	CAD	4827	ONLINE SERVICES FEES	LL5304	PARKS AND RECREATION	9222	Fines	*****
LEGAL SERVICES	1731-64	11-15-2011	11-16-2011	TERANET EXPRESS	16.00	CAD	16.00	CAD	4827	ONLINE SERVICES FEES	LL5502	FIRE SERVICES	9222	Fines	Title Searches
LEGAL SERVICES	1734-94	11-17-2011	11-18-2011	TERANET EXPRESS	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL0004	PLNG&DEV-METRO HALL	9222	Fines	Title Searches
LEGAL SERVICES	1739-65	11-21-2011	11-22-2011	TERANET EXPRESS	10.00	CAD	10.00	CAD	4827	ONLINE SERVICES FEES	LL5304	PARKS AND RECREATION	9222	Fines	Title Searches
LEGAL SERVICES	1743-83	11-23-2011	11-24-2011	TERANET EXPRESS	28.00	CAD	28.00	CAD	4827	ONLINE SERVICES FEES	LL5801	LIBRARY	9222	Fines	*****
LEGAL SERVICES	1747-109	11-25-2011	11-28-2011	TERANET EXPRESS	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	Title Searches
LEGAL SERVICES	1747-110	11-25-2011	11-28-2011	TERANET EXPRESS	1.00	CAD	1.00	CAD	4827	ONLINE SERVICES FEES	LL5402	CITY PLANNING	9222	Fines	Title Searches
LEGAL SERVICES	1747-111	11-25-2011	11-28-2011	TERANET EXPRESS	25.00	CAD	25.00	CAD	4827	ONLINE SERVICES FEES	LL5606	FAC & REAL ESTATE	9222	Fines	Title Searches
LEGAL SERVICES	1751-101	11-28-2011	11-30-2011	TERANET EXPRESS	18.00	CAD	18.00	CAD	4827	ONLINE SERVICES FEES	LL5606	FAC & REAL ESTATE	9222	Fines	*****
LEGAL SERVICES	1751-102	11-29-2011	11-30-2011	TERANET EXPRESS	19.00	CAD	19.00	CAD	4827	ONLINE SERVICES FEES	LL5606	FAC & REAL ESTATE	9222	Fines	*****
LEGAL SERVICES	1751-103	11-29-2011	11-30-2011	TERANET EXPRESS	1.50	CAD	1.50	CAD	4827	ONLINE SERVICES FEES	LL5401	BUILDING	9222	Fines	Title Searches
LEGAL SERVICES	1751-104	11-29-2011	11-30-2011	TERANET EXPRESS	11.00	CAD	11.00	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	Title Searches
					430.50	CAD	430.50	CAD							
SOLID WASTE MANAGEMENT	1709-74	10-30-2011	11-01-2011	CDN TIRE STORE #00122	63.20	CAD	63.20	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	SW0765	REUSE CENTRE	5200	Home Supply Warehouse	
SOLID WASTE MANAGEMENT	1734-95	11-16-2011	11-18-2011	CDN TIRE STORE #00654	45.15	CAD	45.15	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	SW0765	REUSE CENTRE	5200	Home Supply Warehouse	FURNACE FILTERS FOR CHERRY ST REUSE CENTRE
					108.35	CAD	108.35	CAD							
LONG TERM CARE HOMES	1737-125	11-17-2011	11-21-2011	519 CHURCH	170.00	CAD	170.00	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	D5A010	SH-HEAD OFF PA	8398	"Organizations, Charitable and Social Ser"	CONFERENCE:OPENING THE CLOSET ON AGING 50+LGBT
					170.00	CAD	170.00	CAD							
"PARKS, FORESTRY & RECREATION"	1717-130	11-04-2011	11-07-2011	WAL-MART # 3031	110.74	CAD	110.74	CAD	3310	FURNISHINGS	P10549	Y-REC SUPER3-PGM SUP	5310	Discount Stores	MICROWAVE STAND
"PARKS, FORESTRY & RECREATION"	1723-73	11-04-2011	11-09-2011	CDN TIRE STORE #00070	45.15	CAD	45.15	CAD	2710	GENERAL HARDWARE	P10549	Y-REC SUPER3-PGM SUP	5200	Home Supply Warehouse	HOOKS
"PARKS, FORESTRY & RECREATION"	1724-83	11-08-2011	11-10-2011	THE HOME DEPOT #7011	54.15	CAD	54.15	CAD	3310	FURNISHINGS	P10549	Y-REC SUPER3-PGM SUP	5200	Home Supply Warehouse	*****
					210.04	CAD	210.04	CAD							
FIRE SERVICES	1739-66	11-18-2011	11-22-2011	BLACK FOREST PASTRY SH	"-4,356.15"	CAD	"-4,356.15"	CAD	2670	UNIFORMS	FR0019	ADM-QUARTRMSTR/STORE	5462	Bakeries	REFUND FOR A TRANSACTION ERROR IN AUGUST 2011
					"-4,356.15"	CAD	"-4,356.15"	CAD							
"PARKS, FORESTRY & RECREATION"	1713-93	11-01-2011	11-03-2011	CTF SUPPLY (11)	31.31	CAD	31.31	CAD	2710	GENERAL HARDWARE	P00011	T RENNIE-FERRY OPS	5085	Industrial Supplies Not Elsewhere Classi	"BOLTS, HARDWARE"
"PARKS, FORESTRY & RECREATION"	1717-131	11-04-2011	11-07-2011	MARK'S WORK WEARHOUSE	83.57	CAD	83.57	CAD	2665	PROTECTIVE CLOTHING	P00012	TERMINAL-FERRY OPS	5691	Men's and Women's Clothing Stores	WINTER GLOVERS ETC
"PARKS, FORESTRY & RECREATION"	1718-68	11-07-2011	11-08-2011	TOROMONT INDUSTRIES LT	627.15	CAD	627.15	CAD	2710	GENERAL HARDWARE	P00009	ONGIARA-FERRY OPS	7538	Automotive Service Shops	OIL SAMPLE BOTTS
"PARKS, FORESTRY & RECREATION"	1723-76	11-04-2011	11-09-2011	CDN TIRE STORE #00654	304.16	CAD	304.16	CAD	2665	PROTECTIVE CLOTHING	P00012	TERMINAL-FERRY OPS	5200	Home Supply Warehouse	GLOVES & MISC.
"PARKS, FORESTRY & RECREATION"	1727-113	11-11-2011	11-14-2011	THE HOME DEPOT #7011	202.27	CAD	202.27	CAD	3080	M & E - HAND TOOLS	P00009	ONGIARA-FERRY OPS	5200	Home Supply Warehouse	IMPACT
"PARKS, FORESTRY & RECREATION"	1728-66	11-10-2011	11-15-2011	CTF SUPPLY (11)	230.58	CAD	230.58	CAD	2199	MISCELLANEOUS PARTS	P00011	T RENNIE-FERRY OPS	5085	Industrial Supplies Not Elsewhere Classi	BOLTS & PADS
"PARKS, FORESTRY & RECREATION"	1728-67	11-11-2011	11-15-2011	CDN TIRE STORE #00070	11.18	CAD	11.18	CAD	2710	GENERAL HARDWARE	P00012	TERMINAL-FERRY OPS	5200	Home Supply Warehouse	GRINDING BLADES
"PARKS, FORESTRY & RECREATION"	1728-68	11-11-2011	11-15-2011	CDN TIRE STORE #00070	100.43	CAD	100.43	CAD	2665	PROTECTIVE CLOTHING	P00012	TERMINAL-FERRY OPS	5200	Home Supply Warehouse	"GLOVES, FLASHLIGHTS"
"PARKS, FORESTRY & RECREATION"	1728-69	11-14-2011	11-15-2011	DRIVETEC MANUFACTURING	223.74	CAD	223.74	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00012	TERMINAL-FERRY OPS	5533	"Automotive Parts, Accessories Stores"	OIL FILTERS
"PARKS, FORESTRY & RECREATION"	1728-70	11-11-2011	11-15-2011	CDN TIRE STORE #00070	-37.28	CAD	-37.28	CAD	2710	GENERAL HARDWARE	P00009	ONGIARA-FERRY OPS	5200	Home Supply Warehouse	CUTTING BLADES
"PARKS, FORESTRY & RECREATION"	1748-81	11-24-2011	11-29-2011	CEA BATTERY ZONE	96.39	CAD	96.39	CAD	2575	ELECTRICAL SUPPLIES	P00013	TRILLIUM-FERRY OPS	5065	Electrical Parts and Equipment	6V BATTERIES
"PARKS, FORESTRY & RECREATION"	1748-82	11-26-2011	11-29-2011	CDN TIRE STORE #00070	103.94	CAD	103.94	CAD	3080	M & E - HAND TOOLS	P00012	TERMINAL-FERRY OPS	5200	Home Supply Warehouse	TOOLS
"PARKS, FORESTRY & RECREATION"	1751-105	11-27-2011	11-30-2011	RONA # 55010	22.58	CAD	22.58	CAD	2575	ELECTRICAL SUPPLIES	P00009	ONGIARA-FERRY OPS	5251	Hardware Stores	LIGHT BULBS
					"2,000.02"	CAD	"2,000.02"	CAD							
LEGAL SERVICES	1709-75	10-31-2011	11-01-2011	TERANET EXPRESS	43.00	CAD	43.00	CAD	4827	ONLINE SERVICES FEES	LL5606	FAC & REAL ESTATE	9222	Fines	*****
LEGAL SERVICES	1709-76	10-31-2011	11-01-2011	TERANET EXPRESS	4.50	CAD	4.50	CAD	4827	ONLINE SERVICES FEES	LL5606	FAC & REAL ESTATE	9222	Fines	*****
LEGAL SERVICES	1709-77	10-31-2011	11-01-2011	TERANET EXPRESS	11.00	CAD	11.00	CAD	4827	ONLINE SERVICES FEES	LL5606	FAC & REAL ESTATE	9222	Fines	Title Searches
LEGAL SERVICES	1715-75	11-03-2011	11-04-2011	TERANET EXPRESS	46.00	CAD	46.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	Title Searches
LEGAL SERVICES	1715-76	11-03-2011	11-04-2011	TERANET EXPRESS	5.00	CAD	5.00	CAD	4827	ONLINE SERVICES FEES	LL5606	FAC & REAL ESTATE	9222	Fines	Title Searches
LEGAL SERVICES	1715-77	11-03-2011	11-04-2011	TERANET EXPRESS	20.00	CAD	20.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	Title Searches
LEGAL SERVICES	1718-69	11-07-2011	11-08-2011	TERANET EXPRESS	1.50	CAD	1.50	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	Title Searches
LEGAL SERVICES	1723-77	11-08-2011	11-09-2011	TERANET EXPRESS	13.00	CAD	13.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	Title Searches
LEGAL SERVICES	1723-78	11-08-2011	11-09-2011	TERANET EXPRESS	19.00	CAD	19.00	CAD	4827	ONLINE SERVICES FEES	LL5606	FAC & REAL ESTATE	9222	Fines	*****
LEGAL SERVICES	1723-79	11-08-2011	11-09-2011	TERANET EXPRESS	7.50	CAD	7.50	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	Title Searches
LEGAL SERVICES	1723-80	11-08-2011	11-09-2011	TERANET EXPRESS	0.50	CAD	0.50	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	Title Searches
LEGAL SERVICES	1723-81	11-08-2011	11-09-2011	TERANET EXPRESS	1.00	CAD	1.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	Title Searches
LEGAL SERVICES	1724-84	11-09-2011	11-10-2011	TERANET EXPRESS	51.00	CAD	51.00	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	*****
LEGAL SERVICES	1724-85	11-09-2011	11-10-2011	TERANET EXPRESS	11.50	CAD	11.50	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	*****
LEGAL SERVICES	1727-114	11-10-2011	11-14-2011	TERANET EXPRESS	28.00	CAD	28.00	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	Title Searches
LEGAL SERVICES	1728-71	11-14-2011	11-15-2011	TERANET EXPRESS	17.00	CAD	17.00	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	Title Searches
LEGAL SERVICES	1728-72	11-14-2011	11-15-2011	TERANET EXPRESS	10.50	CAD	10.50	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	*****
LEGAL SERVICES	1731-65	11-15-2011	11-16-2011	TERANET EXPRESS	26.00	CAD	26.00	CAD	4827	ONLINE SERVICES FEES	LL5304	PARKS AND RECREATION	9222	Fines	*****
LEGAL SERVICES	1731-66	11-15-2011	11-16-2011	TERANET EXPRESS	13.00	CAD	13.00	CAD	4827	ONLINE SERVICES FEES	LL5304	PARKS AND RECREATION	9222	Fines	*****
LEGAL SERVICES	1731-67	11-15-2011	11-16-2011	TERANET EXPRESS	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL5304	PARKS AND RECREATION	9222	Fines	Title Searches
LEGAL SERVICES	1733-85	11-16-2011	11-17-2011	TERANET EXPRESS	17.00	CAD	17.00	CAD	4827	ONLINE SERVICES FEES	LL5403	MUNICIPAL LICENSING	9222	Fines	*****
LEGAL SERVICES	1733-86	11-16-2011	11-17-2011	TERANET EXPRESS	2.50	CAD	2.50	CAD	4827	ONLINE SERVICES FEES	LL5304	PARKS AND RECREATION	9222	Fines	Title Searches
LEGAL SERVICES	1734-96	11-17-2011	11-18-2011	TERANET EXPRESS	2.00	CAD	2.00	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	Title Searches
LEGAL SERVICES	1737-126	11-18-2011	11-21-2011	TERANET EXPRESS	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL5304	PARKS AND RECREATION	9222	Fines	Title Searches
LEGAL SERVICES	1737-127	11-18-2011	11-21-2011	TERANET EXPRESS	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL9606	FAC & REAL ESTATE	9222	Fines	Title Searches
LEGAL SERVICES	1737-128	11-18-2011	11-21-2011	TERANET EXPRESS	12.00	CAD	12.00	CAD	4827	ONLINE SERVICES FEES	LL9606	FAC & REAL ESTATE	9222	Fines	Title Searches
LEGAL SERVICES	1737-129	11-18-2011	11-21-2011	TERANET EXPRESS	7.00	CAD	7.00	CAD	4827	ONLINE SERVICES FEES	LL9606	FAC & REAL ESTATE	9222	Fines	Title Searches
LEGAL SERVICES	1739-67	11-21-2011	11-22-2011	TERANET EXPRESS	16.00	CAD	16.00	CAD	4827	ONLINE SERVICES FEES	LL5401	BUILDING	9222	Fines	*****
LEGAL SERVICES	1739-68	11-21-2011	11-22-2011	TERANET EXPRESS	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL5401	BUILDING	9222	Fines	Title Searches
LEGAL SERVICES	1743-84	11-23-2011	11-24-2011	TERANET EXPRESS	51.00	CAD	51.00	CAD	4827	ONLINE SERVICES FEES	LL5807	PARKING AUTHORITY	9222	Fines	Title Searches
LEGAL SERVICES	1743-85	11-23-2011	11-24-2011	TERANET EXPRESS	10.50	CAD	10.50	CAD	4827	ONLINE SERVICES FEES	LL5807	PARKING AUTHORITY	9222	Fines	Title Searches
LEGAL SERVICES	1743-86	11-23-2011	11-24-2011	TERANET EXPRESS	50.00	CAD	50.00	CAD	4827	ONLINE SERVICES FEES	LL5807	PARKING AUTHORITY	9222	Fines	Title Searches
LEGAL SERVICES	1743-87	11-23-2011	11-24-2011	TERANET EXPRESS	13.50	CAD	13.50	CAD	4827	ONLINE SERVICES FEES	LL5807	PARKING AUTHORITY	9222	Fines	Title Searches
LEGAL SERVICES	1745-93	11-24-2011	11-25-2011	TERANET EXPRESS	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL5401	BUILDING	9222	Fines	Title Searches
LEGAL SERVICES	1747-112	11-25-2011	11-28-2011	TERANET EXPRESS	52.00	CAD	52.00	CAD	4827	ONLINE SERVICES FEES	LL5807	PARKING AUTHORITY	9222	Fines	Title Searches
LEGAL SERVICES	1747-113	11-25-2011	11-28-2011	TERANET EXPRESS	13.00	CAD	13.00	CAD	4827	ONLINE SERVICES FEES	LL5807	PARKING AUTHORITY	9222	Fines	Title Searches
LEGAL SERVICES	1751-106	11-28-2011	11-30-2011	TERANET EXPRESS	3.00	CAD	3.00	CAD	4827	ONLINE SERVICES FEES	LL5807	PARKING AUTHORITY	9222	Fines	Title Searches
LEGAL SERVICES	1751-107	11-29-2011	11-30-2011	TERANET EXPRESS	1.00	CAD	1.00	CAD	4827	ONLINE SERVICES FEES	LL5807	PARKING AUTHORITY	9222	Fines	Title Searches
					620.50	CAD	620.50	CAD							
FIRE SERVICES	1718-70	11-07-2011	11-08-2011	LOWES #03096*	252.31	CAD	252.31	CAD	2710	GENERAL HARDWARE	FR0038	MECH MAINT - MARINE	5200	Home Supply Warehouse	*****
FIRE SERVICES	1747-114	11-22-2011	11-28-2011	I. T. E RENTALS	88.08	CAD	88.08	CAD	3080	M & E - HAND TOOLS	FR0038	MECH MAINT - MARINE	7394	"Equipment Rental and Leasing Services, F"	TOOLS/MECHANICAL FOR WM
					340.39	CAD	340.39	CAD							
"PARKS, FORESTRY & RECREATION"	1737-130	11-18-2011	11-21-2011	SHERIDAN NURSERIES	162.53	CAD	162.53	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00404	N-CENTRAL-TURF&HORT	5261	Lawn and Garden Supply Stores	PLANT MATERIAL
"PARKS, FORESTRY & RECREATION"	1740-81	11-21-2011	11-23-2011	BRAFASCO / ETOBICOKE	225.73	CAD	225.73	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00404	N-CENTRAL-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	CHAIN & ANCHORS FOR SALTER TRUCK
"PARKS, FORESTRY & RECREATION"	1740-82	11-22-2011	11-23-2011	SHERIDAN NURSERIES	40.66	CAD	40.66	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00931	SP EVENTS W2-GARDEN	5261	Lawn and Garden Supply Stores	PLANT MATERIAL
					428.92	CAD	428.92	CAD							
EMERGENCY MEDICAL SERVICES	1724-86	11-08-2011	11-10-2011	CITIPARK INC.#2	20.00	CAD	20.00	CAD	4254	CONFERENCES/SEMINARS - GROUND TRANSPT	B33100	COMM CTR OPERATIONS	7523	Automobile Parking Lots and Garages	"PARKING - APCO CONF NOV 07-09, 2011"
EMERGENCY MEDICAL SERVICES	1727-115	11-09-2011	11-14-2011	CITIPARK INC.#2	20.00	CAD	20.00	CAD	4254	CONFERENCES/SEMINARS - GROUND TRANSPT	B33100	COMM CTR OPERATIONS	7523	Automobile Parking Lots and Garages	"PARKING - APCO CONF NOV 07-09, 2011"
EMERGENCY MEDICAL SERVICES	1727-116	11-09-2011	11-14-2011	THE WESTIN OTTAWA FRON	449.74	CAD	449.74	CAD	4252	CONFERENCES/SEMINARS - ACCOMMODATION	B33100	COMM CTR OPERATIONS	3513	Westin Hotels	"ACCOMMODATION APCO CONF NOV 07-09, 2011 "
EMERGENCY MEDICAL SERVICES	1727-117	11-09-2011	11-14-2011	THE WESTIN OTTAWA FRON	449.74	CAD	449.74	CAD	4252	CONFERENCES/SEMINARS - ACCOMMODATION	B33100	COMM CTR OPERATIONS	3513	Westin Hotels	"ACCOMMODATION APCO CONF NOV 07-09, 2011"
					939.48	CAD	939.48	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1727-118	11-09-2011	11-14-2011	WINGLE INN	858.80	CAD	858.80	CAD	4995	OTHER EXPENSES	SE0019	CENTRL-NUIT BLANCHE	7011	"Lodging - Hotels, Motels, Resorts - Not"	ACCOMMODATION - ARTIST - NUIT BLANCHE
ECONOMIC DEVELOPMENT & CULTURE	1731-68	11-14-2011	11-16-2011	BECK TAXI	62.00	CAD	62.00	CAD	4995	OTHER EXPENSES	SE0019	CENTRL-NUIT BLANCHE	4121	Limousines and Taxicabs	*****
ECONOMIC DEVELOPMENT & CULTURE	1733-87	11-15-2011	11-17-2011	METROPOLITAN HOTEL TOR	145.77	CAD	145.77	CAD	4995	OTHER EXPENSES	SE0019	CENTRL-NUIT BLANCHE	7011	"Lodging - Hotels, Motels, Resorts - Not"	ACCOMMODATION - ARTIST - NUIT BLANCHE 2011
ECONOMIC DEVELOPMENT & CULTURE	1739-69	11-20-2011	11-22-2011	METROPOLITAN HOTEL TOR	145.77	CAD	145.77	CAD	4995	OTHER EXPENSES	SE0019	CENTRL-NUIT BLANCHE	7011	"Lodging - Hotels, Motels, Resorts - Not"	ACCOMMODATION - ARTIST - NUIT BLANCHE 2011
					"1,212.34"	CAD	"1,212.34"	CAD							
TRANSPORTATION SERVICES 	1717-132	11-03-2011	11-07-2011	SPEED FASTENING SYSTEM	195.49	CAD	195.49	CAD	2710	GENERAL HARDWARE	TP0219	RW MGMT & OVERHEAD-D	5712	"Equipment, Furniture, and Home Furnishin"	
					195.49	CAD	195.49	CAD							
"PARKS, FORESTRY & RECREATION"	1710-81	11-01-2011	11-02-2011	SOUND BARRIERS	944.05	CAD	944.05	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P01198	WEST-SOUTH AIRS-OPS	5085	Industrial Supplies Not Elsewhere Classi	MATERIALS FOR OUTDOOR AIR
"PARKS, FORESTRY & RECREATION"	1715-78	11-03-2011	11-04-2011	SOUND BARRIERS	798.99	CAD	798.99	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P01198	WEST-SOUTH AIRS-OPS	5085	Industrial Supplies Not Elsewhere Classi	PUCKBOARDS
"PARKS, FORESTRY & RECREATION"	1717-133	11-04-2011	11-07-2011	THE HOME DEPOT #7011	22.55	CAD	22.55	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P01198	WEST-SOUTH AIRS-OPS	5200	Home Supply Warehouse	*****
"PARKS, FORESTRY & RECREATION"	1723-82	11-07-2011	11-09-2011	BRAFASCO / ETOBICOKE	55.12	CAD	55.12	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P01198	WEST-SOUTH AIRS-OPS	5085	Industrial Supplies Not Elsewhere Classi	WAFFER SCREWS FRO A.I.R.-VARIOUS LOCATIONS
"PARKS, FORESTRY & RECREATION"	1723-83	11-08-2011	11-09-2011	SOUND BARRIERS	644.45	CAD	644.45	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P01198	WEST-SOUTH AIRS-OPS	5085	Industrial Supplies Not Elsewhere Classi	POLY FOR A.I.R. - VARIOUS LOCATIONS
"PARKS, FORESTRY & RECREATION"	1737-131	11-14-2011	11-21-2011	PACIFIC FASTENERS (198	259.90	CAD	259.90	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P01198	WEST-SOUTH AIRS-OPS	5251	Hardware Stores	STAINLESS STEEL HARDWARDE FOR A.I.R.-VARIOUS LOCAT
"PARKS, FORESTRY & RECREATION"	1743-88	11-23-2011	11-24-2011	SOUND BARRIERS	887.63	CAD	887.63	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P01198	WEST-SOUTH AIRS-OPS	5085	Industrial Supplies Not Elsewhere Classi	POLY FOR A.I.R. - VARIOUS LOCATIONS
"PARKS, FORESTRY & RECREATION"	1747-115	11-22-2011	11-28-2011	PACIFIC FASTENERS (198	267.92	CAD	267.92	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P01198	WEST-SOUTH AIRS-OPS	5251	Hardware Stores	STAINLESS STEEL HARDWARDE FOR A.I.R.-VARIOUS LOCAT
"PARKS, FORESTRY & RECREATION"	1747-116	11-25-2011	11-28-2011	THE HOME DEPOT #7011	27.09	CAD	27.09	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P01198	WEST-SOUTH AIRS-OPS	5200	Home Supply Warehouse	COUNTRSNK
"PARKS, FORESTRY & RECREATION"	1748-83	11-28-2011	11-29-2011	ABC FIRE DOOR	85.88	CAD	85.88	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P01198	WEST-SOUTH AIRS-OPS	5211	"Building Materials, Lumber Stores"	COMMERCIAL SWEEPS FOR HIGH PARK  + WEDGEWOOD
					"3,993.58"	CAD	"3,993.58"	CAD							
"PARKS, FORESTRY & RECREATION"	1723-84	11-08-2011	11-09-2011	ACKLANDS-GRAINGER INC	367.93	CAD	367.93	CAD	2710	GENERAL HARDWARE	P00548	S-EAST 1-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	BANDING HARDWARE
					367.93	CAD	367.93	CAD							
PUBLIC HEALTH	1724-87	11-08-2011	11-10-2011	LAMIN-8 SERVICES INC.	113.00	CAD	113.00	CAD	4825	PRINTING AND REPRODUCTION - THIRD PARTY	PH2081	COMMUNICATN&PUBLIC R	7338	"Quick Copy, Reproduction, and Blueprinti"	PRINTING AND REPRODUCTION - THIRD PARTY
PUBLIC HEALTH	1724-88	11-08-2011	11-10-2011	LAMIN-8 SERVICES INC.	189.84	CAD	189.84	CAD	4825	PRINTING AND REPRODUCTION - THIRD PARTY	PH2081	COMMUNICATN&PUBLIC R	7338	"Quick Copy, Reproduction, and Blueprinti"	PRINTING AND REPRODUCTION - THIRD PARTY
PUBLIC HEALTH	1745-94	11-24-2011	11-25-2011	PHARMX REXALL DRUG STO	5.74	CAD	5.74	CAD	2010	STATIONERY AND OFFICE SUPPLIES	PH2081	COMMUNICATN&PUBLIC R	5912	"Drug Stores, Pharmacies"	OFFICE SUPPLIES
					308.58	CAD	308.58	CAD							
FACILITIES MANAGEMENT 	1710-82	11-01-2011	11-02-2011	TERANET EXPRESS	10.00	CAD	10.00	CAD	4136	REGISTRAR FEES	FA0121	AD-APPRAISAL & CONSU	9222	Fines	TITLE SEARCHES
