Division	Batch-Transaction ID	Transaction Date	Card Posting Date	Merchant Name	Transaction Amount	Transaction Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Center / WBS Element / Order	Cost Center / WBS Element / Order Description	Merchant Type (MCC)	Merchant Type Description	Purpose
					403.41	CAD	403.41	CAD							
FIRE SERVICES	5065-136	2018-08-28	2018-08-28	THE SOURCE #51010	6.77	CAD	6.77	CAD	2710	GENERAL HARDWARE	FR0024	MECH MAINTENANCE - EQUIPMENT MAINTANCE	5732	Electronic Sales	9 VOLT BATTERY HARNESS
FIRE SERVICES	5066-122	2018-08-28	2018-08-29	CDN TIRE STORE #00294	15.55	CAD	15.55	CAD	2710	GENERAL HARDWARE	FR0024	MECH MAINTENANCE - EQUIPMENT MAINTANCE	5200	Home Supply Warehouse	KEYS AND PEG HOOKS
FIRE SERVICES	5067-249	2018-08-30	2018-08-30	WILSON SERVICE CENTRE	20.00	CAD	20.00	CAD	2260	GASOLINE	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5541	Service Stations (with or without Ancill	FUEL
FIRE SERVICES	5067-250	2018-08-30	2018-08-30	INSTANT PHOTOCOPY	39.55	CAD	39.55	CAD	2040	"PHOTOCOPY, FAX AND PRINTER SUPPLIES"	FR0024	MECH MAINTENANCE - EQUIPMENT MAINTANCE	7338	"Quick Copy, Reproduction, and Blueprinti"	LAMINATE TECHNICAL DRAWINGS
					81.87	CAD	81.87	CAD							
LEGAL SERVICES	5056-224	2018-08-14	2018-08-15	LSUC STORE	237.30	CAD	237.30	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	LL0014	ADMINISTRATION-METRO HALL	7399	Business Services - Not Elsewhere Classi	SEMINAR-NEGOTIATION STRATEGIES
LEGAL SERVICES	5057-385	2018-08-16	2018-08-16	LSUC STORE	237.30	CAD	237.30	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	LL0014	ADMINISTRATION-METRO HALL	7399	Business Services - Not Elsewhere Classi	SEMINAR-THE SIX-MINUTE REAL ESTATE
LEGAL SERVICES	5057-386	2018-08-17	2018-08-17	YORK U-OSGOODE PROF DE	"1,350.35"	CAD	"1,350.35"	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	LL0014	ADMINISTRATION-METRO HALL	8220	"Colleges, Universities, Professional Sch"	SEMINAR-ADMIN LAW & PRACTICE
LEGAL SERVICES	5060-184	2018-08-20	2018-08-21	LSUC STORE	154.25	CAD	154.25	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	LL0014	ADMINISTRATION-METRO HALL	7399	Business Services - Not Elsewhere Classi	SEMINAR-THE SIX-MINUTE ENVIRO LAWYER
LEGAL SERVICES	5060-185	2018-08-20	2018-08-21	LSUC STORE	154.25	CAD	154.25	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	LL0014	ADMINISTRATION-METRO HALL	7399	Business Services - Not Elsewhere Classi	SEMINAR-THE SIX-MINUTE ENVIRO LAWYER
LEGAL SERVICES	5060-186	2018-08-20	2018-08-21	LSUC STORE	154.25	CAD	154.25	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	LL0014	ADMINISTRATION-METRO HALL	7399	Business Services - Not Elsewhere Classi	SEMINAR-THE SIX-MINUTE ENVIRO LAWYER
LEGAL SERVICES	5060-187	2018-08-20	2018-08-21	LSUC STORE	154.25	CAD	154.25	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	LL0014	ADMINISTRATION-METRO HALL	7399	Business Services - Not Elsewhere Classi	SEMINAR-THE SIX-MINUTE ENVIRON
LEGAL SERVICES	5060-188	2018-08-20	2018-08-21	LSUC STORE	154.25	CAD	154.25	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	LL0014	ADMINISTRATION-METRO HALL	7399	Business Services - Not Elsewhere Classi	SEMINAR-THE SIX-MINUTE ENVIRON
LEGAL SERVICES	5061-198	2018-08-23	2018-08-23	ONTARIO BAR ASSOCIATIO	333.35	CAD	333.35	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	LL0014	ADMINISTRATION-METRO HALL	8398	"Organizations, Charitable and Social Ser"	SEMINAR-MANDATORY PRIVACY BREACH
LEGAL SERVICES	5062-399	2018-08-23	2018-08-23	YORK U-OSGOODE PROF DE	672.35	CAD	672.35	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	LL0014	ADMINISTRATION-METRO HALL	8220	"Colleges, Universities, Professional Sch"	SEMINAR-LEGAL AND PRACTICAL GUIDE
LEGAL SERVICES	5064-84	2018-08-28	2018-08-28	ONTARIO BAR ASSOCIATIO	231.65	CAD	231.65	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	LL0014	ADMINISTRATION-METRO HALL	8398	"Organizations, Charitable and Social Ser"	SEMINAR-COMMERCIAL LEASES
LEGAL SERVICES	5064-85	2018-08-28	2018-08-28	ONTARIO BAR ASSOCIATIO	333.35	CAD	333.35	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	LL1901	TRANSIT CITY PROJECT	8398	"Organizations, Charitable and Social Ser"	SEMINAR-EXCELLNG AT MEDIATION
LEGAL SERVICES	5065-137	2018-08-27	2018-08-28	LSUC STORE	237.30	CAD	237.30	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	LL1901	TRANSIT CITY PROJECT	7399	Business Services - Not Elsewhere Classi	SEMINAR-THE SIX-MINUTE ENVIRON
					"4,404.20"	CAD	"4,404.20"	CAD							
SOLID WASTE MANAGEMENT	5045-400	2018-08-03	2018-08-03	SOLID WASTE ASSOCIA	222.64	CAD	166.60	USD	4760	MEMBERSHIP FEES	SW0005	POLICY & PLANNING OPERATIONAL PLANNING	8398	"Organizations, Charitable and Social Ser"	MEMBERSHIP
SOLID WASTE MANAGEMENT	5045-401	2018-08-02	2018-08-02	SOLID WASTE ASSOCIA	258.73	CAD	193.60	USD	4760	MEMBERSHIP FEES	SW0005	POLICY & PLANNING OPERATIONAL PLANNING	8398	"Organizations, Charitable and Social Ser"	MEMBERSHIP
SOLID WASTE MANAGEMENT	5062-400	2018-08-23	2018-08-23	SOLID WASTE ASSOCIA	298.90	CAD	223.00	USD	4760	MEMBERSHIP FEES	SW0005	POLICY & PLANNING OPERATIONAL PLANNING	8398	"Organizations, Charitable and Social Ser"	SWANA MEMEBERSHIP FEES 
SOLID WASTE MANAGEMENT	5062-401	2018-08-23	2018-08-23	SWANA	-459.25	CAD	-360.20	USD	4760	MEMBERSHIP FEES	SW0005	POLICY & PLANNING OPERATIONAL PLANNING	8398	"Organizations, Charitable and Social Ser"	RETURN JULY MEMBERSHIP CHARGED IN ERROR
					321.02	CAD	223.00	USD							
CITY CLERKS OFFICE	5067-10	2018-08-30	2018-08-30	"ANIMAKER, INC"	623.56	CAD	468.00	USD	3420	COMPUTERS - SOFTWARE	GV0016	ELECTION OPERATIONS	5045	"Computers, Computer Peripheral Equipment"	VIDEO ANIMATION SOFTWARE
					623.56	CAD	468.00	USD							
FACILITIES MANAGEMENT	5062-19	2018-08-23	2018-08-23	THE HOME DEPOT #7080	36.09	CAD	36.09	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61447244	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	TAPE
FACILITIES MANAGEMENT	5062-20	2018-08-23	2018-08-23	JAMES SIGNS	246.06	CAD	246.06	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61447244	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5046	Commercial Equipment Not Elsewhere Class	NAMES PLATE
FACILITIES MANAGEMENT	5062-21	2018-08-23	2018-08-23	JAMES SIGNS	26.56	CAD	26.56	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61452775	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5046	Commercial Equipment Not Elsewhere Class	NAME PLATE
FACILITIES MANAGEMENT	5063-2	2018-08-24	2018-08-24	THE HOME DEPOT #7080	62.08	CAD	62.08	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61443986	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  TROWEL
FACILITIES MANAGEMENT	5067-11	2018-08-30	2018-08-30	PARKVIEW BUILDING SUPP	77.29	CAD	77.29	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61462553	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5211	"Building Materials, Lumber Stores"	CLAY BRICKS
					448.08	CAD	448.08	CAD							
TORONTO WATER	5045-30	2018-08-03	2018-08-03	HONIG INDUSTRIAL EQUIP	299.22	CAD	299.22	CAD	3080	M & E - HAND TOOLS	TW4075	WW TREATMNT:  HUMBER TP - WA 2  LQD PRIM	5969	Direct Marketing - Other Direct Marketer	CUTTING TOOLS
TORONTO WATER	5045-31	2018-08-03	2018-08-03	ATLAS TOOLS & MACHINER	139.04	CAD	139.04	CAD	2710	GENERAL HARDWARE	TW4075	WW TREATMNT:  HUMBER TP - WA 2  LQD PRIM	5211	"Building Materials, Lumber Stores"	DRILL BITS
TORONTO WATER	5048-14	2018-08-03	2018-08-03	IMPACT TOOLS &SUPPLIES	168.23	CAD	168.23	CAD	2710	GENERAL HARDWARE	TW4075	WW TREATMNT:  HUMBER TP - WA 2  LQD PRIM	5211	"Building Materials, Lumber Stores"	TOOLS
TORONTO WATER	5051-10	2018-08-03	2018-08-08	OMNIFLEX HOSE & EQUIPM	102.56	CAD	102.56	CAD	2590	EMERGENCY SERVICES SUPPLIES	TW4075	WW TREATMNT:  HUMBER TP - WA 2  LQD PRIM	5085	Industrial Supplies Not Elsewhere Classi	REGULATOR
TORONTO WATER	5055-11	2018-08-14	2018-08-14	HONIG INDUSTRIAL EQUIP	392.00	CAD	392.00	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW4075	WW TREATMNT:  HUMBER TP - WA 2  LQD PRIM	5969	Direct Marketing - Other Direct Marketer	RAPIDKUT
TORONTO WATER	5056-8	2018-08-14	2018-08-15	PROTEK PAINT	115.24	CAD	115.24	CAD	2715	PAINT SUPPLIES	TW4075	WW TREATMNT:  HUMBER TP - WA 2  LQD PRIM	5198	"Paints, Varnishes, and Supplies"	ENAMEL
TORONTO WATER	5056-9	2018-08-14	2018-08-15	PROTEK PAINT	48.53	CAD	48.53	CAD	2715	PAINT SUPPLIES	TW4075	WW TREATMNT:  HUMBER TP - WA 2  LQD PRIM	5198	"Paints, Varnishes, and Supplies"	ENAMEL
TORONTO WATER	5056-10	2018-08-14	2018-08-15	CDN TIRE STORE #00070	45.19	CAD	45.19	CAD	2710	GENERAL HARDWARE	TW4070	WW TREATMNT:  HUMBER TP - WA 1  SOLIDS	5200	Home Supply Warehouse	PREMIUM TARP
TORONTO WATER	5064-8	2018-08-27	2018-08-27	HONIG INDUSTRIAL EQUIP	65.88	CAD	65.88	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW4075	WW TREATMNT:  HUMBER TP - WA 2  LQD PRIM	5969	Direct Marketing - Other Direct Marketer	"REDUCED SHANK DRILL CUTTING, SOCKET"
TORONTO WATER	5065-9	2018-08-27	2018-08-28	BRAFASCO / ETOBICOKE	14.09	CAD	14.09	CAD	2710	GENERAL HARDWARE	TW4075	WW TREATMNT:  HUMBER TP - WA 2  LQD PRIM	5085	Industrial Supplies Not Elsewhere Classi	HAMMER DRILL BITS
TORONTO WATER	5067-13	2018-08-27	2018-08-30	PACIFIC FASTENERS (198	6.78	CAD	6.78	CAD	2710	GENERAL HARDWARE	TW4075	WW TREATMNT:  HUMBER TP - WA 2  LQD PRIM	5251	Hardware Stores	CARR BOLTS
					"1,396.76"	CAD	"1,396.76"	CAD							
ECONOMIC DEVELOPMENT & CULTURE	5045-32	2018-08-02	2018-08-02	WAV*ABEILLEWRAPS	254.25	CAD	254.25	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0113	MH MUS GIBSON HOUSE RETAIL	5399	Miscellaneous General Merchandise	**MORE**  BUSY BEE
ECONOMIC DEVELOPMENT & CULTURE	5045-33	2018-08-02	2018-08-02	SHOPPERS DRUG MART #09	16.70	CAD	16.70	CAD	4805	POSTAGE	AH0087	MH MUS GIBSON HOUSE ADMINISTRATION	7399	Business Services - Not Elsewhere Classi	SHIPPING COST OF BOOKS
ECONOMIC DEVELOPMENT & CULTURE	5048-15	2018-08-04	2018-08-04	LOWES #02642*	40.48	CAD	40.48	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0087	MH MUS GIBSON HOUSE ADMINISTRATION	5200	Home Supply Warehouse	3/8 X48 DOWEL ROD
ECONOMIC DEVELOPMENT & CULTURE	5052-14	2018-08-08	2018-08-09	DIANE BEAUTY SUPPLY	23.49	CAD	23.49	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0087	MH MUS GIBSON HOUSE ADMINISTRATION	5977	Cosmetic Stores	THREE FOAM MANNEQUIN HEADS
ECONOMIC DEVELOPMENT & CULTURE	5057-19	2018-08-16	2018-08-16	CITY TORONTO RECORD &	58.20	CAD	58.20	CAD	4825	PRINTING AND REPRODUCTION - THIRD PARTY	AH0087	MH MUS GIBSON HOUSE ADMINISTRATION	9399	Government Services - Not Elsewhere Clas	DIGITAL COPY OF TWO HISTORIC PHOTOGRAPHS
ECONOMIC DEVELOPMENT & CULTURE	5057-20	2018-08-14	2018-08-16	ONTARIO SEED HOME HARD	45.03	CAD	45.03	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	AH0054	MH MUS GIBSON HOUSE PROGRAMMING	5251	Hardware Stores	"BUCKWHEAT, OATS & GRASS SEED"
ECONOMIC DEVELOPMENT & CULTURE	5067-14	2018-08-30	2018-08-30	BESTOFSIGNSCOM	115.95	CAD	115.95	CAD	4825	PRINTING AND REPRODUCTION - THIRD PARTY	AH0087	MH MUS GIBSON HOUSE ADMINISTRATION	2741	Miscellaneous Publishing and Printing	"BLACK AND WHITE 8"" X 8"" PHOTO ENLARGEMENT"
					554.10	CAD	554.10	CAD							
"POLICY, PLANNING, FINANICE & ADMINISTRATION"	5061-5	2018-08-21	2018-08-22	"TPL ROOM BOOKINGS, TOR"	125.29	CAD	125.29	CAD	4590	RENTAL - OTHER	UR0006	HEAD OFFICE-TRANSPORTATION-CITY PLNG	9399	Government Services - Not Elsewhere Clas	PUBLIC MEETING VENUE
"POLICY, PLANNING, FINANICE & ADMINISTRATION"	5062-22	2018-08-23	2018-08-23	DNH*MEDIA TEMPLE INC	26.81	CAD	20.00	USD	4813	INTERNET	UR0006	HEAD OFFICE-TRANSPORTATION-CITY PLNG	5968	Direct Marketing - Continuity/Subscripti	WEBSITE HOSTING
					152.10	CAD	125.29	CAD							
							20.00	USD							
TORONTO WATER	5061-6	2018-08-21	2018-08-22	STAPLES.CA	102.46	CAD	102.46	CAD	3410	COMPUTERS - HARDWARE	TW4090	WW TREATMNT:  HIGHLAND CREEK TP-ADMIN	5943	"Office, School Supply, and Stationery St"	PORTABLE HARD DRIVE
					102.46	CAD	102.46	CAD							
SOLID WASTE MANAGEMENT	5045-35	2018-08-01	2018-08-02	THE HOME DEPOT #7078	156.37	CAD	156.37	CAD	2715	PAINT SUPPLIES	SW0011	MECHANICAL & ELECTRICAL-CONSTR & GRDS	5200	Home Supply Warehouse	**MORE**  MINI 4.5
SOLID WASTE MANAGEMENT	5045-36	2018-08-01	2018-08-02	THE HOME DEPOT #7078	96.41	CAD	96.41	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	SW0852	DISCO TS SITE MAINTENANCE	5200	Home Supply Warehouse	**MORE**  METAL DOOR
SOLID WASTE MANAGEMENT	5045-37	2018-08-02	2018-08-02	EMPIRE HARDWARE LTD	27.12	CAD	27.12	CAD	2710	GENERAL HARDWARE	SW0011	MECHANICAL & ELECTRICAL-CONSTR & GRDS	5072	Hardware Equipment and Supplies	FLUSH BOLTS
SOLID WASTE MANAGEMENT	5048-16	2018-08-02	2018-08-03	YORK MANUFACTURING SER	255.24	CAD	255.24	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	SW0856	VICTORIA PARK TS SITE MAINTENANCE	5039	Construction Materials Not Elsewhere Cla	REFLECTIVE BOARDS
SOLID WASTE MANAGEMENT	5052-16	2018-08-08	2018-08-09	THE HOME DEPOT #7078	53.05	CAD	53.05	CAD	2715	PAINT SUPPLIES	SW0011	MECHANICAL & ELECTRICAL-CONSTR & GRDS	5200	Home Supply Warehouse	**MORE**  GROUT BAG
SOLID WASTE MANAGEMENT	5053-5	2018-08-10	2018-08-10	THE HOME DEPOT #7078	197.89	CAD	197.89	CAD	2531	LUMBER	SW0853	DUFFERIN TS SITE MAINTENANCE	5200	Home Supply Warehouse	**MORE**  DECK SCREWS
SOLID WASTE MANAGEMENT	5053-6	2018-08-11	2018-08-11	THE HOME DEPOT #7078	54.67	CAD	54.67	CAD	2531	LUMBER	SW0853	DUFFERIN TS SITE MAINTENANCE	5200	Home Supply Warehouse	**MORE**  2X6X10SIENNA
SOLID WASTE MANAGEMENT	5055-13	2018-08-13	2018-08-14	THE HOME DEPOT #7078	24.16	CAD	24.16	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	SW0851	COMMISSIONERS TS SITE MAINTENANCE	5200	Home Supply Warehouse	ACCESS PANEL
SOLID WASTE MANAGEMENT	5055-14	2018-08-13	2018-08-14	THE HOME DEPOT #7078	55.34	CAD	55.34	CAD	2715	PAINT SUPPLIES	SW0853	DUFFERIN TS SITE MAINTENANCE	5200	Home Supply Warehouse	TEXT DECK GL
SOLID WASTE MANAGEMENT	5055-15	2018-08-13	2018-08-14	THE HOME DEPOT #7078	43.87	CAD	43.87	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	SW0854	INGRAM TS SITE MAINTENANCE	5200	Home Supply Warehouse	ROOF SEAL
SOLID WASTE MANAGEMENT	5055-16	2018-08-14	2018-08-14	EMPIRE HARDWARE LTD	66.53	CAD	66.53	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	SW0011	MECHANICAL & ELECTRICAL-CONSTR & GRDS	5072	Hardware Equipment and Supplies	DOOR SWEEPS AND THRESHOLD
SOLID WASTE MANAGEMENT	5056-11	2018-08-14	2018-08-15	THE HOME DEPOT #7078	11.87	CAD	11.87	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	SW0011	MECHANICAL & ELECTRICAL-CONSTR & GRDS	5200	Home Supply Warehouse	**MORE**  QUICK LINKS
SOLID WASTE MANAGEMENT	5057-21	2018-08-15	2018-08-16	THE HOME DEPOT #7078	12.66	CAD	12.66	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	SW0011	MECHANICAL & ELECTRICAL-CONSTR & GRDS	5200	Home Supply Warehouse	ADHESIVE
SOLID WASTE MANAGEMENT	5057-22	2018-08-15	2018-08-16	THE HOME DEPOT #7078	109.32	CAD	109.32	CAD	2780	CONCRETE	SW0011	MECHANICAL & ELECTRICAL-CONSTR & GRDS	5200	Home Supply Warehouse	**MORE**  NOZZLE
SOLID WASTE MANAGEMENT	5060-9	2018-08-20	2018-08-21	ONEIDA EQUIPMENT LTD	10.28	CAD	10.28	CAD	2575	ELECTRICAL SUPPLIES	SW0011	MECHANICAL & ELECTRICAL-CONSTR & GRDS	5712	"Equipment, Furniture, and Home Furnishin"	REPLACEMENT FUEL PRIMER BULB
SOLID WASTE MANAGEMENT	5060-10	2018-08-20	2018-08-21	ONEIDA EQUIPMENT LTD	78.18	CAD	78.18	CAD	2120	PARTS - MACHINERY & EQUIPMENT	SW0011	MECHANICAL & ELECTRICAL-CONSTR & GRDS	5712	"Equipment, Furniture, and Home Furnishin"	CHAINSAW CHAIN & OIL
SOLID WASTE MANAGEMENT	5060-11	2018-08-21	2018-08-21	LEON S FURNITURE SC 07	"2,370.74"	CAD	"2,370.74"	CAD	3050	M & E - KITCHEN	CSW361-16-62	BT LOWER HAULAGE RENOVATIONS	5712	"Equipment, Furniture, and Home Furnishin"	FRIDGE & OVEN
SOLID WASTE MANAGEMENT	5061-7	2018-08-22	2018-08-22	COSTCO WHOLESALE W535	440.67	CAD	440.67	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	SW0853	DUFFERIN TS SITE MAINTENANCE	5300	Wholesale Clubs	SHELVES
SOLID WASTE MANAGEMENT	5065-10	2018-08-24	2018-08-28	MCGOWAN FENCE & SUPPLY	719.57	CAD	719.57	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	SW0852	DISCO TS SITE MAINTENANCE	5051	Metal Service Centers and Offices	POST COLLARS & HINGE BOLTS
SOLID WASTE MANAGEMENT	5066-6	2018-08-28	2018-08-29	THE HOME DEPOT #7027	65.05	CAD	65.05	CAD	2531	LUMBER	SW0855	SCARBOROUGH TS SITE MAINTENANCE	5200	Home Supply Warehouse	**MORE**  2X3X8 FJ.SPF
					"4,848.99"	CAD	"4,848.99"	CAD							
CITY CLERKS OFFICE	5061-8	2018-08-23	2018-08-23	AMZN MKTP US AMZN.COM/	375.04	CAD	280.50	USD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	GV0019	STRATEGIC PROTOCOL & EXTERNAL RELATIONS	5942	Book Stores	PURCHASE CORRUGATED CARDBOARD 16 ROLL FILE
					375.04	CAD	280.50	USD							
TORONTO WATER	5045-63	2018-08-01	2018-08-02	THE HOME DEPOT #7012	153.08	CAD	153.08	CAD	2710	GENERAL HARDWARE	TW2040	D&C: CONSTR. SERVICES: SOUTH & EAST	5200	Home Supply Warehouse	**MORE**  SCREWS
TORONTO WATER	5067-27	2018-08-29	2018-08-30	THE HOME DEPOT #7012	47.61	CAD	47.61	CAD	2710	GENERAL HARDWARE	TW2040	D&C: CONSTR. SERVICES: SOUTH & EAST	5200	Home Supply Warehouse	**MORE**  3/8X2-1/4 WA
					200.69	CAD	200.69	CAD							
FIRE SERVICES	5053-10	2018-08-11	2018-08-11	PETROCAN	73.65	CAD	73.65	CAD	2260	GASOLINE	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5542	"Fuel Dispenser, Automated"	FUEL
					73.65	CAD	73.65	CAD							
TRANSPORTATION	5066-16	2018-08-29	2018-08-29	PRINCESS AUTO #36	358.90	CAD	358.90	CAD	3080	M & E - HAND TOOLS	TP0219	ROADWAY MANAGEMENT & OVERHEAD-D4	5085	Industrial Supplies Not Elsewhere Classi	BRIDGE CREW HAND TOOLS
					358.90	CAD	358.90	CAD							
ECONOMIC DEVELOPMENT & CULTURE	5045-64	2018-08-03	2018-08-03	PAYPAL *ECONOMICDEV	123.33	CAD	123.33	CAD	4760	MEMBERSHIP FEES	ED0167	BGS BRE NORTH DISTRICT OFFICE	8641	"Associations - Civic, Social, and Frater"	MEMBERSHIP RENEWAL
					123.33	CAD	123.33	CAD							
EXECUTIVE MGT	5057-52	2018-08-17	2018-08-17	PORTER AI	442.67	CAD	442.67	CAD	4215	BUSINESS TRAV - AIR TRANSPORTATION	CM0001	EXECUTIVE MANAGEMENT	4511	"Air Carriers, Airlines - Not Elsewhere C"	"AIRFARE - TO ATTEND THE FCM BOARD MEETING - HALIFAX - SEPT 11 TO SEPT 14, 2018"
EXECUTIVE MGT	5064-14	2018-08-27	2018-08-27	AIR CAN* 0142199668199	489.01	CAD	489.01	CAD	4215	BUSINESS TRAV - AIR TRANSPORTATION	CM0001	EXECUTIVE MANAGEMENT	3009	Air Canada	"AIRFARE -TO ATTEND THE 2018 ICMA INTL CONF - BALTIMORE USA - SEPT 23 TO SEPT 26,2018"
EXECUTIVE MGT	5064-15	2018-08-27	2018-08-27	INTERNATION	"1,707.62"	CAD	"1,275.00"	USD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	CM0001	EXECUTIVE MANAGEMENT	8398	"Organizations, Charitable and Social Ser"	"REGISTRATION -  2018 ICMA CONFERENCE - BALTIMORE USA - SEPT 23 - SEPT 26,2018"
					"2,639.30"	CAD	931.68	CAD							
							"1,275.00"	USD							
ECONOMIC DEVELOPMENT & CULTURE	5057-53	2018-08-16	2018-08-16	PARKING AUTHORITYOFTOR	26.00	CAD	26.00	CAD	4770	PARKING EXPENSES (INTOWN)	ED0056	BGS SD GREEN ENERGY SERVICES	9399	Government Services - Not Elsewhere Clas	"PARKING, ONTARIO INTERNATIONAL TRADE CENTRE (DELEGATES FROM DENMARK)"
ECONOMIC DEVELOPMENT & CULTURE	5057-54	2018-08-16	2018-08-16	EVENTBRITE/CONNECT2018	40.00	CAD	40.00	CAD	4118	TICKETS AND ADMISSION FEES	ED0056	BGS SD GREEN ENERGY SERVICES	7922	Theatrical Producers (except Motion Pict	TICKET - CONNECT 2018
ECONOMIC DEVELOPMENT & CULTURE	5066-17	2018-08-29	2018-08-29	PARKING AUTHORITYOFTOR	23.00	CAD	23.00	CAD	4770	PARKING EXPENSES (INTOWN)	ED0056	BGS SD GREEN ENERGY SERVICES	9399	Government Services - Not Elsewhere Clas	"PARKING, REQ. VEHICLE TO GET TO EVENING EVENT ""RESPONSE TO GLOBAL WARMING"""
					89.00	CAD	89.00	CAD							
FACILITIES MANAGEMENT	5044-26	2018-08-01	2018-08-01	NOBLE 1017	151.96	CAD	151.96	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61449856	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	FITTINGS
FACILITIES MANAGEMENT	5045-65	2018-08-02	2018-08-02	THE HOME DEPOT #7080	29.15	CAD	29.15	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61452999	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  WAX RING
FACILITIES MANAGEMENT	5045-66	2018-08-02	2018-08-02	NOBLE 1017	58.81	CAD	58.81	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61460742	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	DRAIN OPENER
FACILITIES MANAGEMENT	5050-17	2018-08-07	2018-08-07	RONA # 55140	-607.94	CAD	-607.94	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61434675	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	RETURN 2 SINKS
FACILITIES MANAGEMENT	5054-11	2018-08-13	2018-08-13	NOBLE 1017	39.65	CAD	39.65	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61461800	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	CRANE DIALESE
FACILITIES MANAGEMENT	5057-55	2018-08-17	2018-08-17	RONA # 55140	162.49	CAD	162.49	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61458959	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	WATER SOFTENER SALTS
FACILITIES MANAGEMENT	5067-28	2018-08-29	2018-08-30	THE HOME DEPOT #7238	80.35	CAD	80.35	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61443899	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  PLUG-TITE 2K
					-85.53	CAD	-85.53	CAD							
TORONTO WATER	5045-67	2018-08-01	2018-08-02	MOE-DRINK WAT WASTE CE	125.00	CAD	125.00	CAD	4830	PERMIT & LICENSE FEES	TW1060	TW: STRATEGIC PLNN & WORKFORCE DEV.	9399	Government Services - Not Elsewhere Clas	TO RENEW THE CERTIFICATION FOR THE SOURCE WATER PROTECTION TRAINING
