Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	Exp Type Desc	Cost Centre / WBS Element	Cost Centre / WBS Element Description	Merchant Type	Merchant Type Description	Purpose	
LEGAL SERVICES	2599-137	07-25-2013	07-26-2013	TERANET EXPRESS	26.50	CAD	26.50	CAD	4827	ONLINE SERVICES FEES	LL5502	FIRE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2606-94	07-30-2013	07-31-2013	TERANET EXPRESS	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL5403	MUNICIPAL LICENSING	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2606-95	07-30-2013	07-31-2013	TERANET EXPRESS	12.00	CAD	12.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2606-96	07-30-2013	07-31-2013	TERANET EXPRESS	17.00	CAD	17.00	CAD	4827	ONLINE SERVICES FEES	*****	MULTIPLE COST CENTRES OR WBS ELEMENTS	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2606-97	07-30-2013	07-31-2013	TERANET EXPRESS	0.50	CAD	0.50	CAD	4827	ONLINE SERVICES FEES	LL5403	MUNICIPAL LICENSING	9222	Fines	TITLE SEARCHES	
					330.00	CAD	330.00	CAD								
SOLID WASTE MANAGEMENT	2592-98	07-19-2013	07-23-2013	CDN TIRE STORE #00654	101.69	CAD	101.69	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	SW0765	REUSE CENTRE	5200	Home Supply Warehouse	TOOLS PURCHASE FOR REUSE CENTRE	
SOLID WASTE MANAGEMENT	2592-99	07-19-2013	07-23-2013	CDN TIRE STORE #00654	6.31	CAD	6.31	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	SW0765	REUSE CENTRE	5200	Home Supply Warehouse	KEYS PURCHASE ON SITE ACCESS	
					108.00	CAD	108.00	CAD								
LONG TERM CARE HOMES	2569-195	07-04-2013	07-08-2013	CDN TIRE STORE #00305	267.70	CAD	267.70	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	D3L061	WESBURN-MT-OA	5200	Home Supply Warehouse	MAINTENANCE SUPPLIES	
LONG TERM CARE HOMES	2575-154	07-09-2013	07-11-2013	PCL 329923146842	40.26	CAD	40.26	CAD	4815	COURIER SERVICES	D3L011	WESBURN-PA-OA	4215	"Courier Services - Air & Ground, Freight"	COURRIER SERVICES	
LONG TERM CARE HOMES	2577-156	07-09-2013	07-12-2013	BARRIE COMMUNICATIONS	206.43	CAD	206.43	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	D3L061	WESBURN-MT-OA	1731	Electrical Contractors	REPAIRS	
LONG TERM CARE HOMES	2589-149	07-17-2013	07-19-2013	CDN TIRE STORE #00305	625.36	CAD	625.36	CAD	2575	ELECTRICAL SUPPLIES	D3L061	WESBURN-MT-OA	5200	Home Supply Warehouse	MAINTENANCE EMERGENCY SUPPLIES	
LONG TERM CARE HOMES	2589-150	07-17-2013	07-19-2013	CDN TIRE STORE #00305	79.08	CAD	79.08	CAD	2575	ELECTRICAL SUPPLIES	D3L061	WESBURN-MT-OA	5200	Home Supply Warehouse	PED FAN	
LONG TERM CARE HOMES	2591-184	07-18-2013	07-22-2013	CDN TIRE STORE #00070	447.98	CAD	447.98	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	D3L061	WESBURN-MT-OA	5200	Home Supply Warehouse	MAINTENANCE SUPPLIES	
LONG TERM CARE HOMES	2601-177	07-26-2013	07-29-2013	PCL 329935978877	86.03	CAD	86.03	CAD	4815	COURIER SERVICES	D3L011	WESBURN-PA-OA	4215	"Courier Services - Air & Ground, Freight"	COURRIER SERVICES	
					"1,752.84"	CAD	"1,752.84"	CAD								
"PARKS, FORESTRY & RECREATION"	2562-64	07-02-2013	07-03-2013	DOLLAR TREE CANADA STO	81.93	CAD	81.93	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10549	Y-REC SUPER3-PGM SUP	5331	Variety Stores	REC SUPPLIES FOR SPLASH PEP RALLY	
"PARKS, FORESTRY & RECREATION"	2571-81	07-08-2013	07-09-2013	ACTION TROPHY   ENGRAV	993.27	CAD	993.27	CAD	2791	"RIBBONS, MEDALS & TROPHIES"	P10549	Y-REC SUPER3-PGM SUP	5947	"Card, Gift, Novelty, and Souvenir Shops"	RIBBONS FOR SPLASH PROGRAM	
"PARKS, FORESTRY & RECREATION"	2579-205	07-11-2013	07-15-2013	SPLASHABLES	413.76	CAD	413.76	CAD	3040	M & E - RECREATIONAL & EDUCATIONAL	P10549	Y-REC SUPER3-PGM SUP	5996	Swimming Pools - Sales and Supplies	STOP WATCH FOR SPLASH MEETS	
"PARKS, FORESTRY & RECREATION"	2580-85	07-15-2013	07-16-2013	THE SOURCE 5176	90.39	CAD	90.39	CAD	2650	COMPUTER AND PRINTER SUPPLIES	P10549	Y-REC SUPER3-PGM SUP	5732	Electronic Sales	DATA CABLES FOR COMPUTER	
					"1,579.35"	CAD	"1,579.35"	CAD								
MUNICIPAL LICENSING & STANDARDS 	2580-86	07-12-2013	07-16-2013	CDN TIRE STORE #00654	505.97	CAD	505.97	CAD	3310	FURNISHINGS	MS1200	"DIRECTOR, INVESTIGAT"	5200	Home Supply Warehouse	TABLES FOR WORKSTATIONS - FLOOD RELATED	
MUNICIPAL LICENSING & STANDARDS 	2606-98	07-27-2013	07-31-2013	CPC/SCP_ECOA/ACA	271.20	CAD	271.20	CAD	4805	POSTAGE	MS1200	"DIRECTOR, INVESTIGAT"	9402	Postal Services - Government Only	12 MONTHS OF MAIL FORWARDING STRACHANTO 433EASTERN	
					777.17	CAD	777.17	CAD								
"PARKS, FORESTRY & RECREATION"	2562-65	07-02-2013	07-03-2013	PARLIAMENT BUILDING SU	169.50	CAD	169.50	CAD	2710	GENERAL HARDWARE	P12017	SOUTH GENERAL-PKS TE	5211	"Building Materials, Lumber Stores"		
"PARKS, FORESTRY & RECREATION"	2562-66	07-02-2013	07-03-2013	PARLIAMENT BUILDING SU	103.03	CAD	103.03	CAD	2710	GENERAL HARDWARE	P12017	SOUTH GENERAL-PKS TE	5211	"Building Materials, Lumber Stores"		
"PARKS, FORESTRY & RECREATION"	2563-114	07-03-2013	07-04-2013	METAL SUPERMARKETS (ET	435.95	CAD	435.95	CAD	2532	STEEL	P12017	SOUTH GENERAL-PKS TE	5051	Metal Service Centers and Offices	HR ROUND	
"PARKS, FORESTRY & RECREATION"	2563-115	07-03-2013	07-04-2013	PARLIAMENT BUILDING SU	316.15	CAD	316.15	CAD	2710	GENERAL HARDWARE	P12017	SOUTH GENERAL-PKS TE	5211	"Building Materials, Lumber Stores"	TOOLS	
"PARKS, FORESTRY & RECREATION"	2573-126	07-09-2013	07-10-2013	PARLIAMENT BUILDING SU	103.03	CAD	103.03	CAD	2710	GENERAL HARDWARE	P12017	SOUTH GENERAL-PKS TE	5211	"Building Materials, Lumber Stores"	NAILS	
"PARKS, FORESTRY & RECREATION"	2575-155	07-08-2013	07-11-2013	SPEED FASTENING SYSTEM	58.26	CAD	58.26	CAD	2710	GENERAL HARDWARE	P12017	SOUTH GENERAL-PKS TE	5712	"Equipment, Furniture, and Home Furnishin"	SAW BLADE & DISCS	
"PARKS, FORESTRY & RECREATION"	2580-87	07-15-2013	07-16-2013	PARLIAMENT BUILDING SU	203.54	CAD	203.54	CAD	2710	GENERAL HARDWARE	P12017	SOUTH GENERAL-PKS TE	5211	"Building Materials, Lumber Stores"	"NAILS, GLUE"	
"PARKS, FORESTRY & RECREATION"	2583-129	07-15-2013	07-17-2013	THE HOME DEPOT #7080	54.15	CAD	54.15	CAD	2710	GENERAL HARDWARE	P12017	SOUTH GENERAL-PKS TE	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	2603-74	07-29-2013	07-30-2013	PARLIAMENT BUILDING SU	20.50	CAD	20.50	CAD	2715	PAINT SUPPLIES	P12017	SOUTH GENERAL-PKS TE	5211	"Building Materials, Lumber Stores"	WOOD PRESERVATIVE	
					"1,464.11"	CAD	"1,464.11"	CAD								
FIRE SERVICES	2575-156	07-08-2013	07-11-2013	CAPITAL FINDINGS  LEAT	49.27	CAD	49.27	CAD	2710	GENERAL HARDWARE	FR0019	ADM-QUARTRMSTR/STORE	5948	Leather Goods and Luggage Stores	GROMMETS	
FIRE SERVICES	2579-206	07-12-2013	07-15-2013	GUILLEVIN INTERNATIONA	765.58	CAD	765.58	CAD	2710	GENERAL HARDWARE	FR0019	ADM-QUARTRMSTR/STORE	5085	Industrial Supplies Not Elsewhere Classi	SNAP RINGS/RINGS	
					814.85	CAD	814.85	CAD								
"PARKS, FORESTRY & RECREATION"	2560-187	06-28-2013	07-02-2013	CDN TIRE STORE #00654	39.53	CAD	39.53	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P12837	RS- WELLES-CC-OPERAT	5200	Home Supply Warehouse	50' 5/8 RUBBER HOSE	
"PARKS, FORESTRY & RECREATION"	2589-151	07-16-2013	07-19-2013	ST LAWRENCE PRO HARDWA	19.72	CAD	19.72	CAD	2730	LOCKS	P12837	RS- WELLES-CC-OPERAT	5251	Hardware Stores	KEY CUTTING	
"PARKS, FORESTRY & RECREATION"	2592-100	07-22-2013	07-23-2013	DOWNTOWN RENTAL   BLDG	46.88	CAD	46.88	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P07674	ST LAWRENCE-OPERATIO	5251	Hardware Stores	PLUG FOR FLOOR BUFFER	
"PARKS, FORESTRY & RECREATION"	2596-121	07-23-2013	07-24-2013	PAUL WOLF ELECTRIC   L	27.69	CAD	27.69	CAD	2575	ELECTRICAL SUPPLIES	P07727	TRINITY-OPERATIONS	5065	Electrical Parts and Equipment	LIGHT BULBS	
"PARKS, FORESTRY & RECREATION"	2599-138	07-24-2013	07-26-2013	ST LAWRENCE PRO HARDWA	45.66	CAD	45.66	CAD	*****	PAINT SUPPLIES	P12837	RS- WELLES-CC-OPERAT	5251	Hardware Stores	*****	
"PARKS, FORESTRY & RECREATION"	2601-178	07-27-2013	07-29-2013	DOWNTOWN LUMBER #1307-	7.90	CAD	7.90	CAD	2710	GENERAL HARDWARE	P07725	MCCORMICK RC-OPERATI	5251	Hardware Stores	GROUT WALL/WHITE	
"PARKS, FORESTRY & RECREATION"	2603-75	07-29-2013	07-30-2013	DOWNTOWN LUMBER #1307-	18.06	CAD	18.06	CAD	2710	GENERAL HARDWARE	P07725	MCCORMICK RC-OPERATI	5251	Hardware Stores	GROUT WALL/WHITE	
					205.44	CAD	205.44	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2563-116	07-03-2013	07-04-2013	HELP!...WE'VE GOT KIDS	113.00	CAD	113.00	CAD	4414	ADVERTISING & PROMOTION	AH0068	HS-MH-COM-METRO HALL	7311	Advertising Services	NEWSLETTER LISTING	
ECONOMIC DEVELOPMENT & CULTURE	2569-196	07-05-2013	07-08-2013	FACEBK *FH3MG429D2	114.18	CAD	114.18	CAD	4414	ADVERTISING & PROMOTION	AH0068	HS-MH-COM-METRO HALL	7311	Advertising Services	ADS - TRANS# 374810095965193-10464	
ECONOMIC DEVELOPMENT & CULTURE	2569-197	07-06-2013	07-08-2013	FACEBOOK.COM*UH275222B	43.77	CAD	43.77	CAD	4414	ADVERTISING & PROMOTION	AH0068	HS-MH-COM-METRO HALL	7311	Advertising Services	ADS - TRANS# 9014533131077	
ECONOMIC DEVELOPMENT & CULTURE	2569-198	07-07-2013	07-08-2013	FACEBOOK.COM*PX575222B	39.97	CAD	39.97	CAD	4414	ADVERTISING & PROMOTION	AH0068	HS-MH-COM-METRO HALL	7311	Advertising Services	ADS - TRANS# 9014557068743	
ECONOMIC DEVELOPMENT & CULTURE	2571-82	07-08-2013	07-09-2013	FACEBOOK.COM*C6975222B	39.99	CAD	39.99	CAD	4414	ADVERTISING & PROMOTION	AH0068	HS-MH-COM-METRO HALL	7311	Advertising Services	ADS - TRANS# 9014573910293	
ECONOMIC DEVELOPMENT & CULTURE	2571-83	07-09-2013	07-09-2013	FACEBOOK.COM*6MC75222B	40.58	CAD	40.58	CAD	4414	ADVERTISING & PROMOTION	AH0068	HS-MH-COM-METRO HALL	7311	Advertising Services	ADS - TRANS# 9014595435928	
ECONOMIC DEVELOPMENT & CULTURE	2573-127	07-10-2013	07-10-2013	FACEBOOK.COM*B6G75222B	39.73	CAD	39.73	CAD	4414	ADVERTISING & PROMOTION	AH0068	HS-MH-COM-METRO HALL	7311	Advertising Services	ADS - TRANS# 9014618459872	
ECONOMIC DEVELOPMENT & CULTURE	2575-157	07-11-2013	07-11-2013	FACEBOOK.COM*TFK75222B	39.84	CAD	39.84	CAD	4414	ADVERTISING & PROMOTION	AH0068	HS-MH-COM-METRO HALL	7311	Advertising Services	ADS - TRANS# 9014617858633	
ECONOMIC DEVELOPMENT & CULTURE	2579-207	07-12-2013	07-15-2013	FACEBOOK.COM*A3P75222B	39.62	CAD	39.62	CAD	4414	ADVERTISING & PROMOTION	AH0068	HS-MH-COM-METRO HALL	7311	Advertising Services	ADS - TRANS# 9014663731055	
ECONOMIC DEVELOPMENT & CULTURE	2579-208	07-13-2013	07-15-2013	FACEBOOK.COM*LMT75222B	39.97	CAD	39.97	CAD	4414	ADVERTISING & PROMOTION	AH0068	HS-MH-COM-METRO HALL	7311	Advertising Services	ADS - TRANS# 9014680503818	
ECONOMIC DEVELOPMENT & CULTURE	2579-209	07-14-2013	07-15-2013	FACEBOOK.COM*W5W75222B	39.42	CAD	39.42	CAD	4414	ADVERTISING & PROMOTION	AH0068	HS-MH-COM-METRO HALL	7311	Advertising Services	ADS - TRANS# 9014706903444	
ECONOMIC DEVELOPMENT & CULTURE	2580-88	07-15-2013	07-16-2013	FACEBOOK.COM*XFZ75222B	39.32	CAD	39.32	CAD	4414	ADVERTISING & PROMOTION	AH0068	HS-MH-COM-METRO HALL	7311	Advertising Services	ADS - TRANS# 9014700527420	
ECONOMIC DEVELOPMENT & CULTURE	2583-130	07-16-2013	07-17-2013	FACEBOOK.COM*ZP485222B	39.51	CAD	39.51	CAD	4414	ADVERTISING & PROMOTION	AH0068	HS-MH-COM-METRO HALL	7311	Advertising Services	ADS - TRANS# 9014718549426	
ECONOMIC DEVELOPMENT & CULTURE	2583-131	07-17-2013	07-17-2013	FACEBOOK.COM*TY785222B	39.12	CAD	39.12	CAD	4414	ADVERTISING & PROMOTION	AH0068	HS-MH-COM-METRO HALL	7311	Advertising Services	ADS - TRANS# 9016701800971	
ECONOMIC DEVELOPMENT & CULTURE	2589-152	07-18-2013	07-19-2013	FACEBOOK.COM*9MB85222B	39.86	CAD	39.86	CAD	4414	ADVERTISING & PROMOTION	AH0068	HS-MH-COM-METRO HALL	7311	Advertising Services	ADS - TRANS# 9016712591626	
ECONOMIC DEVELOPMENT & CULTURE	2589-153	07-19-2013	07-19-2013	FACEBOOK.COM*BUE85222B	42.55	CAD	42.55	CAD	4414	ADVERTISING & PROMOTION	AH0068	HS-MH-COM-METRO HALL	7311	Advertising Services	ADS - TRANS# 9016733788921	
ECONOMIC DEVELOPMENT & CULTURE	2591-185	07-21-2013	07-22-2013	FACEBOOK.COM*WZM85222B	48.05	CAD	48.05	CAD	4414	ADVERTISING & PROMOTION	AH0068	HS-MH-COM-METRO HALL	7311	Advertising Services	ADS - TRANS# 9016780575294	
ECONOMIC DEVELOPMENT & CULTURE	2592-101	07-22-2013	07-23-2013	FACEBOOK.COM*R5S85222B	72.69	CAD	72.69	CAD	4414	ADVERTISING & PROMOTION	AH0068	HS-MH-COM-METRO HALL	7311	Advertising Services	ADS - TRANS# 9016806652147	
ECONOMIC DEVELOPMENT & CULTURE	2592-102	07-23-2013	07-23-2013	FACEBOOK.COM*TAU85222B	71.39	CAD	71.39	CAD	4414	ADVERTISING & PROMOTION	AH0068	HS-MH-COM-METRO HALL	7311	Advertising Services	ADS - TRANS# 9016821930502	
ECONOMIC DEVELOPMENT & CULTURE	2597-146	07-24-2013	07-25-2013	HELP!...WE'VE GOT KIDS	339.00	CAD	339.00	CAD	4414	ADVERTISING & PROMOTION	AH0068	HS-MH-COM-METRO HALL	7311	Advertising Services	NEWSLETTER LISTING	
ECONOMIC DEVELOPMENT & CULTURE	2603-76	07-30-2013	07-30-2013	FACEBK *QS75L429D2	428.77	CAD	428.77	CAD	4414	ADVERTISING & PROMOTION	AH0068	HS-MH-COM-METRO HALL	7311	Advertising Services	ADS - TRANS# 387058124740390-15427	
ECONOMIC DEVELOPMENT & CULTURE	2606-99	07-30-2013	07-31-2013	FACEBK *T55YM4A9D2	69.85	CAD	69.85	CAD	4414	ADVERTISING & PROMOTION	AH0068	HS-MH-COM-METRO HALL	7311	Advertising Services	ADS - TRANS# 393493440763527-15538	
					"1,820.18"	CAD	"1,820.18"	CAD								
"PARKS, FORESTRY & RECREATION"	2567-151	07-03-2013	07-05-2013	CTF SUPPLY (11)	76.78	CAD	76.78	CAD	2710	GENERAL HARDWARE	P00012	TERMINAL-FERRY OPS	5085	Industrial Supplies Not Elsewhere Classi	"SCREWS, RIVETS, GLOVES"	
"PARKS, FORESTRY & RECREATION"	2567-152	07-03-2013	07-05-2013	CDN TIRE STORE #00654	238.98	CAD	238.98	CAD	3050	M & E - KITCHEN	P00014	W INGLIS-FERRY OPS	5200	Home Supply Warehouse	"FRIDGE,ICE PACKS"	
"PARKS, FORESTRY & RECREATION"	2567-153	07-04-2013	07-05-2013	NEDRO CENTRAL DIV	31.66	CAD	31.66	CAD	2575	ELECTRICAL SUPPLIES	P00011	T RENNIE-FERRY OPS	5065	Electrical Parts and Equipment	ELECTRIC RELAYS	
"PARKS, FORESTRY & RECREATION"	2569-199	07-05-2013	07-08-2013	PRINCESS AUTO	115.07	CAD	115.07	CAD	3080	M & E - HAND TOOLS	P00012	TERMINAL-FERRY OPS	5085	Industrial Supplies Not Elsewhere Classi	"CRIMPING SET, ADAPETER DRIVE, HAMMER BALL"	
"PARKS, FORESTRY & RECREATION"	2569-200	07-05-2013	07-08-2013	THE SOURCE 5199	56.46	CAD	56.46	CAD	2575	ELECTRICAL SUPPLIES	P00012	TERMINAL-FERRY OPS	5732	Electronic Sales	LITHIUM BATTERIES	
"PARKS, FORESTRY & RECREATION"	2569-201	07-05-2013	07-08-2013	THE HOME DEPOT #7011	45.20	CAD	45.20	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00012	TERMINAL-FERRY OPS	5200	Home Supply Warehouse	UMBRELLA	
"PARKS, FORESTRY & RECREATION"	2571-84	07-08-2013	07-09-2013	NOAH'S	192.27	CAD	192.27	CAD	2710	GENERAL HARDWARE	P00013	TRILLIUM-FERRY OPS	5211	"Building Materials, Lumber Stores"	"WEST RESIN, HARDNER ETC"	
"PARKS, FORESTRY & RECREATION"	2573-128	07-08-2013	07-10-2013	DAEMAR INC	423.75	CAD	423.75	CAD	2710	GENERAL HARDWARE	P00013	TRILLIUM-FERRY OPS	5533	"Automotive Parts, Accessories Stores"	TEFLON GLAND PACKING	
"PARKS, FORESTRY & RECREATION"	2579-210	07-12-2013	07-15-2013	THE HOME DEPOT #7011	59.84	CAD	59.84	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	*****	MULTIPLE COST CENTRES OR WBS ELEMENTS	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	2580-89	07-14-2013	07-16-2013	CDN TIRE STORE #00654	265.53	CAD	265.53	CAD	2575	ELECTRICAL SUPPLIES	P00010	S MCBRIDE-FERRY OPS	5200	Home Supply Warehouse	BATTERY CHARGER	
"PARKS, FORESTRY & RECREATION"	2589-154	07-17-2013	07-19-2013	CDN TIRE STORE #00654	79.05	CAD	79.05	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P00012	TERMINAL-FERRY OPS	5200	Home Supply Warehouse	FANS	
"PARKS, FORESTRY & RECREATION"	2589-155	07-18-2013	07-19-2013	R.KIDD FUELS CORP.	360.70	CAD	360.70	CAD	2401	LUBRICANTS	P00013	TRILLIUM-FERRY OPS	5541	Service Stations (with or without Ancill	LUBRICANT	
"PARKS, FORESTRY & RECREATION"	2592-103	07-22-2013	07-23-2013	BATTLEFIELD EQUIPMENT	164.93	CAD	164.93	CAD	*****	OTHER CHEMICALS	*****	MULTIPLE COST CENTRES OR WBS ELEMENTS	5712	"Equipment, Furniture, and Home Furnishin"	*****	
"PARKS, FORESTRY & RECREATION"	2597-147	07-24-2013	07-25-2013	R.KIDD FUELS CORP.	301.03	CAD	301.03	CAD	2401	LUBRICANTS	P00013	TRILLIUM-FERRY OPS	5541	Service Stations (with or without Ancill	ENDURATEX 460 LUBRICANT	
"PARKS, FORESTRY & RECREATION"	2599-139	07-24-2013	07-26-2013	CTF SUPPLY (11)	62.15	CAD	62.15	CAD	2710	GENERAL HARDWARE	P00012	TERMINAL-FERRY OPS	5085	Industrial Supplies Not Elsewhere Classi	QUICK LINKS FOR CHAINS	
"PARKS, FORESTRY & RECREATION"	2599-140	07-24-2013	07-26-2013	NEDCO CENTRAL DIV WEST	33.79	CAD	33.79	CAD	2575	ELECTRICAL SUPPLIES	P00012	TERMINAL-FERRY OPS	5065	Electrical Parts and Equipment	6V EMERGENCY BATTERIES	
"PARKS, FORESTRY & RECREATION"	2601-179	07-25-2013	07-29-2013	CDN TIRE STORE #00654	463.23	CAD	463.23	CAD	3050	M & E - KITCHEN	P00012	TERMINAL-FERRY OPS	5200	Home Supply Warehouse	"FRIDGE, MICROWAVE, TOASTER OVEN"	
"PARKS, FORESTRY & RECREATION"	2601-180	07-26-2013	07-29-2013	R.KIDD FUELS CORP.	301.03	CAD	301.03	CAD	2401	LUBRICANTS	P00013	TRILLIUM-FERRY OPS	5541	Service Stations (with or without Ancill	ERROR - VENDOR TO REVERSE	
"PARKS, FORESTRY & RECREATION"	2606-100	07-29-2013	07-31-2013	THE HOME DEPOT #7011	31.60	CAD	31.60	CAD	2570	JANITORIAL SUPPLIES	P00012	TERMINAL-FERRY OPS	5200	Home Supply Warehouse	PAD	
					"3,303.05"	CAD	"3,303.05"	CAD								
LEGAL SERVICES	2560-188	06-28-2013	07-02-2013	TERANET EXPRESS	18.00	CAD	18.00	CAD	4827	ONLINE SERVICES FEES	LL5606	FAC & REAL ESTATE	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2560-189	06-28-2013	07-02-2013	TERANET EXPRESS	6.50	CAD	6.50	CAD	4827	ONLINE SERVICES FEES	LL5606	FAC & REAL ESTATE	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2562-67	07-02-2013	07-03-2013	TERANET EXPRESS	19.00	CAD	19.00	CAD	4827	ONLINE SERVICES FEES	*****	MULTIPLE COST CENTRES OR WBS ELEMENTS	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2562-68	07-02-2013	07-03-2013	TERANET EXPRESS	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL5304	PARKS AND RECREATION	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2563-117	07-03-2013	07-04-2013	TERANET EXPRESS	94.00	CAD	94.00	CAD	4827	ONLINE SERVICES FEES	*****	MULTIPLE COST CENTRES OR WBS ELEMENTS	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2563-118	07-03-2013	07-04-2013	TERANET EXPRESS	12.50	CAD	12.50	CAD	4827	ONLINE SERVICES FEES	*****	MULTIPLE COST CENTRES OR WBS ELEMENTS	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2563-119	07-03-2013	07-04-2013	TERANET EXPRESS	2.00	CAD	2.00	CAD	4827	ONLINE SERVICES FEES	LL5606	FAC & REAL ESTATE	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2563-120	07-03-2013	07-04-2013	TERANET EXPRESS	26.00	CAD	26.00	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2563-121	07-03-2013	07-04-2013	TERANET EXPRESS	12.50	CAD	12.50	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2569-202	07-05-2013	07-08-2013	TERANET EXPRESS	23.00	CAD	23.00	CAD	4827	ONLINE SERVICES FEES	*****	MULTIPLE COST CENTRES OR WBS ELEMENTS	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2569-203	07-05-2013	07-08-2013	TERANET EXPRESS	17.50	CAD	17.50	CAD	4827	ONLINE SERVICES FEES	*****	MULTIPLE COST CENTRES OR WBS ELEMENTS	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2571-85	07-08-2013	07-09-2013	TERANET EXPRESS	11.00	CAD	11.00	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2571-86	07-08-2013	07-09-2013	TERANET EXPRESS	25.00	CAD	25.00	CAD	4827	ONLINE SERVICES FEES	*****	MULTIPLE COST CENTRES OR WBS ELEMENTS	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2571-87	07-08-2013	07-09-2013	TERANET EXPRESS	1.50	CAD	1.50	CAD	4827	ONLINE SERVICES FEES	LL0004	PLNG&DEV-METRO HALL	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2573-129	07-09-2013	07-10-2013	TERANET EXPRESS	11.00	CAD	11.00	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2573-130	07-09-2013	07-10-2013	TERANET EXPRESS	28.00	CAD	28.00	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2573-131	07-09-2013	07-10-2013	TERANET EXPRESS	6.50	CAD	6.50	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2575-158	07-10-2013	07-11-2013	TERANET EXPRESS	29.00	CAD	29.00	CAD	4827	ONLINE SERVICES FEES	*****	MULTIPLE COST CENTRES OR WBS ELEMENTS	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2575-159	07-10-2013	07-11-2013	TERANET EXPRESS	5.00	CAD	5.00	CAD	4827	ONLINE SERVICES FEES	*****	MULTIPLE COST CENTRES OR WBS ELEMENTS	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2575-160	07-10-2013	07-11-2013	TERANET EXPRESS	26.00	CAD	26.00	CAD	4827	ONLINE SERVICES FEES	LL5807	PARKING AUTHORITY	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2575-161	07-10-2013	07-11-2013	TERANET EXPRESS	17.00	CAD	17.00	CAD	4827	ONLINE SERVICES FEES	LL5807	PARKING AUTHORITY	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2575-162	07-10-2013	07-11-2013	TERANET EXPRESS	2.00	CAD	2.00	CAD	4827	ONLINE SERVICES FEES	LL5807	PARKING AUTHORITY	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2577-157	07-11-2013	07-12-2013	TERANET EXPRESS	18.00	CAD	18.00	CAD	4827	ONLINE SERVICES FEES	*****	MULTIPLE COST CENTRES OR WBS ELEMENTS	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2577-158	07-11-2013	07-12-2013	TERANET EXPRESS	0.50	CAD	0.50	CAD	4827	ONLINE SERVICES FEES	LL0004	PLNG&DEV-METRO HALL	9222	Fines	TITLE SEARCHES	
