Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element	Cost Centre / WBS Element Description	Merchant Type	Merchant Type Description	Purpose	
"PARKS, FORESTRY & RECREATION"	2557-109	06-27-2013	06-28-2013	STAPLES STORE #11	16.15	CAD	16.15	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05092	BLOORDALE CS-SUMR CA	5943	"Office, School Supply, and Stationery St"	CAMP PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2560-162	06-27-2013	07-02-2013	WAL-MART # 3031	336.51	CAD	336.51	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05092	BLOORDALE CS-SUMR CA	5310	Discount Stores	CAMP PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2560-163	06-27-2013	07-02-2013	WAL-MART # 3031	6.27	CAD	6.27	CAD	2080	PHOTOGRAPHIC AND VIDEO SUPPLIES	P05092	BLOORDALE CS-SUMR CA	5310	Discount Stores	CAMP PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2560-164	06-28-2013	07-02-2013	SCHOLAR'S CHOICE	58.20	CAD	58.20	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05092	BLOORDALE CS-SUMR CA	5949	"Fabric, Needlework, Piece Goods, and Sew"	CAMP PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2560-165	06-28-2013	07-02-2013	BIG WISH MARKETING GRO	176.28	CAD	176.28	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05092	BLOORDALE CS-SUMR CA	7311	Advertising Services	CINCH PACK	
"PARKS, FORESTRY & RECREATION"	2560-166	06-29-2013	07-02-2013	DOLLAR TREE CANADA STO	74.52	CAD	74.52	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05092	BLOORDALE CS-SUMR CA	5331	Variety Stores	CAMP PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2560-167	06-29-2013	07-02-2013	WAL-MART # 3031	463.87	CAD	463.87	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05092	BLOORDALE CS-SUMR CA	5310	Discount Stores	CAMP PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2562-58	07-02-2013	07-03-2013	LOBLAWS #1066	139.68	CAD	139.68	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05092	BLOORDALE CS-SUMR CA	5411	"Grocery Stores, Supermarkets"	CAMP PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2562-59	07-02-2013	07-03-2013	LOBLAWS #1066	15.58	CAD	15.58	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05092	BLOORDALE CS-SUMR CA	5411	"Grocery Stores, Supermarkets"	CAMP PROGRAM SUPPLIES	
					"3,270.64"	CAD	"3,270.64"	CAD								
SHELTER & SUPPORTIVE HOUSING ADMINISTRATION	2545-75	06-18-2013	06-19-2013	CANUCK SPORTS STUFF	497.03	CAD	497.03	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	F01132	SEATON HSE-HOSTEL	5941	Sporting Goods Stores	OUTDOOR VOLLEYBALL SET & 2 BALLS FOR DD CLIENTS	
SHELTER & SUPPORTIVE HOUSING ADMINISTRATION	2547-75	06-20-2013	06-21-2013	FLAGHOUSE INC.	134.47	CAD	134.47	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	F01132	SEATON HSE-HOSTEL	5712	"Equipment, Furniture, and Home Furnishin"	FLAG FOOTBALL SET FOR DOWNSVIEW DELLS CLIENTS- REC	
					631.50	CAD	631.50	CAD								
PUBLIC HEALTH	2531-104	06-07-2013	06-10-2013	CANADA'S BEST VALUE IN	514.15	CAD	514.15	CAD	4840	MOTEL/HOTEL RENT CHG	PH1079	GEN. DIV. EXPENDITUR	7011	"Lodging - Hotels, Motels, Resorts - Not"	PATIENT SHELTER	
PUBLIC HEALTH	2539-84	06-12-2013	06-14-2013	GLENCADE PHARMACY	506.39	CAD	506.39	CAD	2824	PRESCRIPTION DRUGS	PH4021	TUBERCULOSIS PROGRAM	5912	"Drug Stores, Pharmacies"	MEDICAL SUPPLIES	
PUBLIC HEALTH	2542-112	06-14-2013	06-17-2013	CANADA'S BEST VALUE IN	514.15	CAD	514.15	CAD	4840	MOTEL/HOTEL RENT CHG	PH1079	GEN. DIV. EXPENDITUR	7011	"Lodging - Hotels, Motels, Resorts - Not"	PATIENT SHELTER	
PUBLIC HEALTH	2550-148	06-21-2013	06-24-2013	CANADA'S BEST VALUE IN	514.15	CAD	514.15	CAD	4840	MOTEL/HOTEL RENT CHG	PH1079	GEN. DIV. EXPENDITUR	7011	"Lodging - Hotels, Motels, Resorts - Not"	PATIENT SHELTER	
PUBLIC HEALTH	2560-168	06-28-2013	07-02-2013	CANADA'S BEST VALUE IN	514.15	CAD	514.15	CAD	4840	MOTEL/HOTEL RENT CHG	PH1079	GEN. DIV. EXPENDITUR	7011	"Lodging - Hotels, Motels, Resorts - Not"	PATIENT SHELTER	
					"2,562.99"	CAD	"2,562.99"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2525-97	06-04-2013	06-05-2013	METRO PARADISE	22.07	CAD	22.07	CAD	2790	PRESENTATION/PROMOTIONAL ITEMS	ED0122	BD-SEC-CORP-CENTRAL	5310	Discount Stores	GIFT BAGS FOR WATERFRONTORONTO PREP FOR ICF EVENT	
ECONOMIC DEVELOPMENT & CULTURE	2560-169	07-01-2013	07-02-2013	AXIALMARKET	"3,247.50"	CAD	"3,000.00"	USD	4760	MEMBERSHIP FEES	ED0122	BD-SEC-CORP-CENTRAL	5045	"Computers, Computer Peripheral Equipment"	MEMBERSHIP	
					"3,269.57"	CAD	22.07	CAD								
							"3,000.00"	USD								
TORONTO WATER	2532-48	06-10-2013	06-11-2013	WES SCOTT MAC TOOL SAL	66.66	CAD	66.66	CAD	3080	M & E - HAND TOOLS	WW2055	COMPLEX WTR SYS	5533	"Automotive Parts, Accessories Stores"	 HAND TOOLS	
TORONTO WATER	2537-88	06-11-2013	06-13-2013	THE HOME DEPOT #7073	62.71	CAD	62.71	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	WW2055	COMPLEX WTR SYS	5200	Home Supply Warehouse	*****	
TORONTO WATER	2539-85	06-12-2013	06-14-2013	THE HOME DEPOT #7073	89.47	CAD	89.47	CAD	2710	GENERAL HARDWARE	WW2055	COMPLEX WTR SYS	5200	Home Supply Warehouse	*****	
TORONTO WATER	2539-86	06-12-2013	06-14-2013	THE HOME DEPOT #7073	42.75	CAD	42.75	CAD	2710	GENERAL HARDWARE	WW2055	COMPLEX WTR SYS	5200	Home Supply Warehouse	*****	
TORONTO WATER	2539-87	06-13-2013	06-14-2013	KOTYCK BROS LIMITED	211.00	CAD	211.00	CAD	2535	PLUMBING SUPPLIES	WW2055	COMPLEX WTR SYS	1520	General Contractors - Residential and Co	PLUMBING SUPPLIES	
TORONTO WATER	2542-113	06-13-2013	06-17-2013	PRO GLO PAINTS-TORONTO	63.05	CAD	63.05	CAD	2715	PAINT SUPPLIES	WW2055	COMPLEX WTR SYS	5198	"Paints, Varnishes, and Supplies"	PAINT	
TORONTO WATER	2543-50	06-10-2013	06-18-2013	ONTARIO BATTERY SERVIC	231.65	CAD	231.65	CAD	3350	M & E - ELECTRICAL	WW2055	COMPLEX WTR SYS	7699	Miscellaneous Repair Shops and Related S	GENERATOR	
TORONTO WATER	2543-51	06-14-2013	06-18-2013	CDN TIRE STORE #00070	180.79	CAD	180.79	CAD	2181	PARTS - VEHICLES	WW2055	COMPLEX WTR SYS	5200	Home Supply Warehouse	TRUCK EQUIPMENT	
TORONTO WATER	2543-52	06-17-2013	06-18-2013	PRINCESS AUTO	180.71	CAD	180.71	CAD	3099	GENERAL EQUIPMENT	WW2055	COMPLEX WTR SYS	5085	Industrial Supplies Not Elsewhere Classi	CASTER	
TORONTO WATER	2543-53	06-17-2013	06-18-2013	AUTOMOTIVE TOOLS	677.94	CAD	677.94	CAD	3080	M & E - HAND TOOLS	WW2055	COMPLEX WTR SYS	5533	"Automotive Parts, Accessories Stores"	HAMMER	
TORONTO WATER	2546-78	06-18-2013	06-20-2013	THE HOME DEPOT #7073	8.46	CAD	8.46	CAD	2710	GENERAL HARDWARE	WW2055	COMPLEX WTR SYS	5200	Home Supply Warehouse	3' X 50' LAN	
TORONTO WATER	2550-150	06-20-2013	06-24-2013	THE HOME DEPOT #7027	80.91	CAD	80.91	CAD	2710	GENERAL HARDWARE	WW2055	COMPLEX WTR SYS	5200	Home Supply Warehouse	*****	
TORONTO WATER	2556-112	06-26-2013	06-27-2013	LOWES #03096*	74.35	CAD	74.35	CAD	2710	GENERAL HARDWARE	WW2055	COMPLEX WTR SYS	5200	Home Supply Warehouse	*****	
TORONTO WATER	2557-110	06-26-2013	06-28-2013	LAKESHORE AUTO PARTS	15.66	CAD	15.66	CAD	2120	PARTS - MACHINERY & EQUIPMENT	WW2055	COMPLEX WTR SYS	5533	"Automotive Parts, Accessories Stores"	MISCELLANEOUS PARTS	
TORONTO WATER	2557-111	06-26-2013	06-28-2013	APPLIED INDUSTRIAL TEC	45.88	CAD	45.88	CAD	2120	PARTS - MACHINERY & EQUIPMENT	WW2055	COMPLEX WTR SYS	5085	Industrial Supplies Not Elsewhere Classi	MISCELLANEOUS PARTS	
					"2,031.99"	CAD	"2,031.99"	CAD								
"PARKS, FORESTRY & RECREATION"	2542-114	06-16-2013	06-17-2013	REAL CANADIAN WHOLESAL	100.10	CAD	100.10	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04897	SWANSEA CC-SUMR CAMP	5411	"Grocery Stores, Supermarkets"	FOOD FOR PROGRAM	
"PARKS, FORESTRY & RECREATION"	2550-151	06-22-2013	06-24-2013	REAL CANADIAN WHOLESAL	124.33	CAD	124.33	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04897	SWANSEA CC-SUMR CAMP	5411	"Grocery Stores, Supermarkets"	PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2554-88	06-24-2013	06-26-2013	WAL-MART #1101	82.06	CAD	82.06	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04897	SWANSEA CC-SUMR CAMP	5411	"Grocery Stores, Supermarkets"	PROGRAM SUPPLIES	
					306.49	CAD	306.49	CAD								
"PARKS, FORESTRY & RECREATION"	2525-98	06-04-2013	06-05-2013	ARNTS TOPSOIL WHITBY	757.10	CAD	757.10	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00554	S-WEST 1-TURF&HORT	5261	Lawn and Garden Supply Stores	SPECIAL STONE SUPPLY	
"PARKS, FORESTRY & RECREATION"	2535-78	06-11-2013	06-12-2013	KOOY BROS LAWN	745.57	CAD	745.57	CAD	3015	M & E - GROUNDS	P00554	S-WEST 1-TURF&HORT	5261	Lawn and Garden Supply Stores	EQUIPMENT	
"PARKS, FORESTRY & RECREATION"	2542-115	06-13-2013	06-17-2013	SPEELMAN S GARDEN CENT	546.92	CAD	546.92	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00554	S-WEST 1-TURF&HORT	5261	Lawn and Garden Supply Stores	ANNUALS	
"PARKS, FORESTRY & RECREATION"	2546-79	06-19-2013	06-20-2013	PARLIAMENT BUILDING SU	667.05	CAD	667.05	CAD	2710	GENERAL HARDWARE	P00554	S-WEST 1-TURF&HORT	5211	"Building Materials, Lumber Stores"	HARDWARE	
					"2,716.64"	CAD	"2,716.64"	CAD								
"PARKS, FORESTRY & RECREATION"	2560-170	06-28-2013	07-02-2013	NOFRILLS CHRIS 273	29.74	CAD	29.74	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06774	CENTENNIAL (W)-PGM S	5411	"Grocery Stores, Supermarkets"	CANADA DAY FOOD SUPPLIES	
					29.74	CAD	29.74	CAD								
"PARKS, FORESTRY & RECREATION"	2539-88	06-12-2013	06-14-2013	SHOPPERS DRUG MART0826	98.50	CAD	98.50	CAD	4225	BUSINESS TRAV - PUBLIC TRANSIT	P05508	DON MONTGOMERY-SOC	5912	"Drug Stores, Pharmacies"	TTC TOKENS	
					98.50	CAD	98.50	CAD								
TORONTO WATER	2531-105	06-07-2013	06-10-2013	ACKLANDS-GRAINGER INC	150.29	CAD	150.29	CAD	2590	EMERGENCY SERVICES SUPPLIES	PW1042	ISLAND SERVICES WA4	5085	Industrial Supplies Not Elsewhere Classi	SMOKE DETECTOR TESTER	
					150.29	CAD	150.29	CAD								
TORONTO WATER	2520-59	06-03-2013	06-04-2013	CARSWELL	161.48	CAD	161.48	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	WW1000	PLANT ADMIN SUPPORT	7338	"Quick Copy, Reproduction, and Blueprinti"	BOOK	
TORONTO WATER	2525-99	06-04-2013	06-05-2013	PRINCESS AUTO #36	146.89	CAD	146.89	CAD	2120	PARTS - MACHINERY & EQUIPMENT	WW1000	PLANT ADMIN SUPPORT	5085	Industrial Supplies Not Elsewhere Classi	PARTS	
TORONTO WATER	2529-82	06-05-2013	06-07-2013	MOE-DRINK WAT WASTE CE	75.00	CAD	75.00	CAD	4830	PERMIT & LICENSE FEES	WW1000	PLANT ADMIN SUPPORT	9399	Government Services - Not Elsewhere Clas	PERMIT & LICENSE FEES	
TORONTO WATER	2542-117	06-13-2013	06-17-2013	MOE-DRINK WAT WASTE CE	-115.00	CAD	-115.00	CAD	4830	PERMIT & LICENSE FEES	WW1000	PLANT ADMIN SUPPORT	9399	Government Services - Not Elsewhere Clas	PERMIT & LICENSE FEES	
					268.37	CAD	268.37	CAD								
LONG TERM CARE HOMES	2520-60	06-03-2013	06-04-2013	BROUGHTON'S	28.19	CAD	28.19	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3G083	TRU DAVIDSN A-PS-PS	5942	Book Stores	"PALMS, DWARF DOUBLE STRIP"	
LONG TERM CARE HOMES	2529-83	06-06-2013	06-07-2013	AATEL COMMUNICATIONS	791.00	CAD	791.00	CAD	4435	C. SERV - SECUR SYS	D3G061	TRU DAVIDSN A-MT-OA	4814	Telecommunication Service Including Loca	CALL BELLS / MAG LOCKS	
LONG TERM CARE HOMES	2543-54	06-17-2013	06-18-2013	4IMPRINT	309.17	CAD	309.17	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3Z011	REGIONAL SVC-PGM ADM	5969	Direct Marketing - Other Direct Marketer	*****	
					"1,128.36"	CAD	"1,128.36"	CAD								
LONG TERM CARE HOMES	2557-112	06-27-2013	06-28-2013	AATEL COMMUNICATIONS	102.28	CAD	102.28	CAD	3055	M & E - MEDICAL	D3C144	CUMMR LDGE-NS-NA	4814	Telecommunication Service Including Loca	SPECIALIZED RESIDENT CALL BELLS	
					102.28	CAD	102.28	CAD								
"PARKS, FORESTRY & RECREATION"	2547-77	06-20-2013	06-21-2013	NOFRILLS TOMS 775	57.39	CAD	57.39	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13060	GENINT&CLB-GOWERPKPL	5411	"Grocery Stores, Supermarkets"	GROCERIES FOR PROGRAM	
					57.39	CAD	57.39	CAD								
"PARKS, FORESTRY & RECREATION"	2539-89	06-13-2013	06-14-2013	ALPINE LAWN   GARDEN E	882.23	CAD	882.23	CAD	3015	M & E - GROUNDS	P00530	S-WEST 1-PGM SUPP	5261	Lawn and Garden Supply Stores	3 HAND HELD BLOWERS	
"PARKS, FORESTRY & RECREATION"	2542-118	06-14-2013	06-17-2013	LEE VALLEY TOOLS 800-2	465.39	CAD	465.39	CAD	3080	M & E - HAND TOOLS	P00530	S-WEST 1-PGM SUPP	5251	Hardware Stores	GARDEN HAND TOOLS	
					"1,347.62"	CAD	"1,347.62"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2560-172	06-27-2013	07-02-2013	THE PRINTING HOUSE (BR	68.07	CAD	68.07	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	SE0007	CENTRL-M LASTMAN SQ-	2741	Miscellaneous Publishing and Printing	PASSES FOR CANADA DAY	
ECONOMIC DEVELOPMENT & CULTURE	2560-173	06-29-2013	07-02-2013	CDN TIRE STORE #00654	51.89	CAD	51.89	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	SE0007	CENTRL-M LASTMAN SQ-	5200	Home Supply Warehouse	WHISTLES	
					119.96	CAD	119.96	CAD								
"PARKS, FORESTRY & RECREATION"	2531-106	06-06-2013	06-10-2013	ELITE PLUMBING   HEATI	618.49	CAD	618.49	CAD	2535	PLUMBING SUPPLIES	P12081	S-GEN-SPECIALIZED MA	5074	Plumbing and Heating Equipment	PLUMBING SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2535-79	06-10-2013	06-12-2013	ELITE PLUMBING   HEATI	580.16	CAD	580.16	CAD	2535	PLUMBING SUPPLIES	P12081	S-GEN-SPECIALIZED MA	5074	Plumbing and Heating Equipment	COPPER FLANGE & BUSHING	
"PARKS, FORESTRY & RECREATION"	2552-56	06-21-2013	06-25-2013	ELITE PLUMBING   HEATI	154.84	CAD	154.84	CAD	2535	PLUMBING SUPPLIES	P12081	S-GEN-SPECIALIZED MA	5074	Plumbing and Heating Equipment	PLUMBING SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2560-174	06-25-2013	07-02-2013	J.J. DOWNS INDUSTRIAL	985.15	CAD	985.15	CAD	2535	PLUMBING SUPPLIES	P12081	S-GEN-SPECIALIZED MA	5085	Industrial Supplies Not Elsewhere Classi	"8"" BUTTERFLY VALVE"	
"PARKS, FORESTRY & RECREATION"	2560-175	06-25-2013	07-02-2013	J.J. DOWNS INDUSTRIAL	24.95	CAD	24.95	CAD	2535	PLUMBING SUPPLIES	P12081	S-GEN-SPECIALIZED MA	5085	Industrial Supplies Not Elsewhere Classi	"8"" FLANGE GASKETS"	
					"2,363.59"	CAD	"2,363.59"	CAD								
EMERGENCY MEDICAL SERVICES	2532-49	06-10-2013	06-11-2013	THE TORONTO SUN CIRCUL	26.99	CAD	26.99	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	B00001	EMS PROG DEVLP LEAD	5192	"Books, Periodicals, and Newspapers"	NEWSPAPER SUBSCRIPTION FOR MEDIA	
EMERGENCY MEDICAL SERVICES	2542-119	06-14-2013	06-17-2013	MARKHAM STOUFFVILLE HO	17.00	CAD	17.00	CAD	4770	PARKING EXPENSES (INTOWN)	B00001	EMS PROG DEVLP LEAD	7523	Automobile Parking Lots and Garages	PARKING - MTG	
EMERGENCY MEDICAL SERVICES	2547-78	06-19-2013	06-21-2013	TORONTO STAR# 32217042	17.04	CAD	17.04	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	B00001	EMS PROG DEVLP LEAD	5994	News Dealers and Newsstands	NEWSPAPER SUBSCRIPTION FOR MEDIA	
EMERGENCY MEDICAL SERVICES	2550-152	06-20-2013	06-24-2013	THE GLOBE AND MAIL	33.21	CAD	33.21	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	B00001	EMS PROG DEVLP LEAD	5192	"Books, Periodicals, and Newspapers"	NEWSPAPER SUBSCRIPTION FOR MEDIA	
EMERGENCY MEDICAL SERVICES	2552-57	06-24-2013	06-25-2013	PRECISE PARKLINK HUMBE	11.25	CAD	11.25	CAD	4770	PARKING EXPENSES (INTOWN)	B00001	EMS PROG DEVLP LEAD	7523	Automobile Parking Lots and Garages	PARKING - MTG	
					105.49	CAD	105.49	CAD								
TORONTO WATER	2529-84	06-05-2013	06-07-2013	RONA # 55140	457.63	CAD	457.63	CAD	2540	HEATING & AIR CONDITIONING SUPPLIES	PW1013	ISLAND PROCESS WA3	5251	Hardware Stores	AIR CONDITIONER	
TORONTO WATER	2546-80	06-18-2013	06-20-2013	RONA # 55140	645.90	CAD	645.90	CAD	2710	GENERAL HARDWARE	PW1013	ISLAND PROCESS WA3	5251	Hardware Stores	GENERAL HARDWARE FOR MACHINE SHOP	
					"1,103.53"	CAD	"1,103.53"	CAD								
"PARKS, FORESTRY & RECREATION"	2527-87	06-05-2013	06-06-2013	UPS*09728EFVFSL	34.53	CAD	34.53	CAD	4995	OTHER EXPENSES	P12267	PARTNERSHIP SUPP	4214	"Motor Freight Carriers, Trucking - Local"	CUSTOMS/DUTY	
					34.53	CAD	34.53	CAD								
"PARKS, FORESTRY & RECREATION"	2556-113	06-26-2013	06-27-2013	LAKESHORE LUMBER	132.21	CAD	132.21	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00898	KIPLING YD-PKS CONST	5251	Hardware Stores	SONO TUBES	
"PARKS, FORESTRY & RECREATION"	2560-176	06-27-2013	07-02-2013	CDN TIRE STORE #00294	26.57	CAD	26.57	CAD	2710	GENERAL HARDWARE	P00898	KIPLING YD-PKS CONST	5200	Home Supply Warehouse	TARPS & STRING LINE	
					158.78	CAD	158.78	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2532-50	06-05-2013	06-11-2013	NORTH AMERICAN LIGHTG	118.65	CAD	118.65	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	SE0019	CENTRL-NUIT BLANCHE	5719	Miscellaneous House Furnishing Specialty	FLUORESCENT LIGHTING FIXTURE	
ECONOMIC DEVELOPMENT & CULTURE	2557-113	06-26-2013	06-28-2013	THE HOME DEPOT #7012	69.39	CAD	69.39	CAD	2710	GENERAL HARDWARE	SE0019	CENTRL-NUIT BLANCHE	5200	Home Supply Warehouse	*****	
					188.04	CAD	188.04	CAD								
"PARKS, FORESTRY & RECREATION"	2527-88	06-05-2013	06-06-2013	ALPINE LAWN   GARDEN E	106.53	CAD	106.53	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P12856	RAVWTRMAINT	5261	Lawn and Garden Supply Stores	CHAINS	
"PARKS, FORESTRY & RECREATION"	2532-51	06-10-2013	06-11-2013	HUTCHINSON FARM SUPPLY	42.66	CAD	42.66	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00265	E-CENTRAL3-TURF&HORT	5599	"Miscellaneous Automotive, Aircraft, and"	GREASE DEFLECTORS	
"PARKS, FORESTRY & RECREATION"	2537-90	06-12-2013	06-13-2013	ACME DOORWAY	129.61	CAD	129.61	CAD	2730	LOCKS	P00830	TECH SERV. 1-FLEET E	1799	"Contractors, Special Trade - Not Elsewhe"	KEYS	
"PARKS, FORESTRY & RECREATION"	2539-90	06-13-2013	06-14-2013	ALPINE LAWN   GARDEN E	203.30	CAD	203.30	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P12856	RAVWTRMAINT	5261	Lawn and Garden Supply Stores	CHAINS	
"PARKS, FORESTRY & RECREATION"	2547-79	06-20-2013	06-21-2013	MADCON INDUSTRIAL SALE	316.09	CAD	316.09	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00267	E-NORTH1-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	HYD HOSES	
"PARKS, FORESTRY & RECREATION"	2547-80	06-20-2013	06-21-2013	QUALITY CRAFT INDUSTRI	120.00	CAD	120.00	CAD	2730	LOCKS	P00830	TECH SERV. 1-FLEET E	5200	Home Supply Warehouse	KEYS	
"PARKS, FORESTRY & RECREATION"	2554-90	06-25-2013	06-26-2013	ALPINE LAWN   GARDEN E	115.09	CAD	115.09	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00273	E-SOUTH3-TURF&HORT	5261	Lawn and Garden Supply Stores	THROTTLE CABLE	
"PARKS, FORESTRY & RECREATION"	2557-114	06-27-2013	06-28-2013	ACME DOORWAY	149.05	CAD	149.05	CAD	2730	LOCKS	P00830	TECH SERV. 1-FLEET E	1799	"Contractors, Special Trade - Not Elsewhe"	KEYS	
"PARKS, FORESTRY & RECREATION"	2562-60	07-02-2013	07-03-2013	ACME DOORWAY	56.95	CAD	56.95	CAD	2730	LOCKS	P00830	TECH SERV. 1-FLEET E	1799	"Contractors, Special Trade - Not Elsewhe"	KEYS	
					"1,239.28"	CAD	"1,239.28"	CAD								
"PARKS, FORESTRY & RECREATION"	2550-153	06-21-2013	06-24-2013	STAPLES STORE #228	192.31	CAD	192.31	CAD	2035	PRINTING SUPPLIES (TAXABLE)	P07647	HUMBER VALLEY-OPERAT	5943	"Office, School Supply, and Stationery St"	HP LASERJECT INK	
"PARKS, FORESTRY & RECREATION"	2552-58	06-21-2013	06-25-2013	CDN TIRE STORE #00119	45.40	CAD	45.40	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P07647	HUMBER VALLEY-OPERAT	5200	Home Supply Warehouse	LINKAGES/BATTERIES	
"PARKS, FORESTRY & RECREATION"	2556-114	06-25-2013	06-27-2013	CDN TIRE STORE #00119	169.49	CAD	169.49	CAD	2535	PLUMBING SUPPLIES	P07647	HUMBER VALLEY-OPERAT	5200	Home Supply Warehouse	OUTDOOR CERAMIC TOILET	
"PARKS, FORESTRY & RECREATION"	2556-115	06-26-2013	06-27-2013	ACKLANDS-GRAINGER INC	661.57	CAD	661.57	CAD	2665	PROTECTIVE CLOTHING	P07647	HUMBER VALLEY-OPERAT	5085	Industrial Supplies Not Elsewhere Classi	"ANTI VIBE GLOVES, FILTERS"	
					"1,068.77"	CAD	"1,068.77"	CAD								
"PARKS, FORESTRY & RECREATION"	2520-61	06-01-2013	06-04-2013	CDN TIRE STORE #00182	303.01	CAD	303.01	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P00735	CENTRAL-GENERAL-TRAI	5200	Home Supply Warehouse	CRAFT SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2529-85	06-05-2013	06-07-2013	URBAN HARVEST GARDEN A	378.32	CAD	378.32	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00735	CENTRAL-GENERAL-TRAI	5261	Lawn and Garden Supply Stores	SEEDS FOR ECO EXPANSION GARDEN	
"PARKS, FORESTRY & RECREATION"	2537-91	06-12-2013	06-13-2013	POLLOCKS HM HWRE #1437	90.39	CAD	90.39	CAD	3010	M & E - AGRICULTURAL & BOTANICAL	P00735	CENTRAL-GENERAL-TRAI	5251	Hardware Stores	RAINBARRELFOR EXPANSION GARDEN	
"PARKS, FORESTRY & RECREATION"	2542-120	06-14-2013	06-17-2013	MOUNTAIN EQUIP CO-OP	61.02	CAD	61.02	CAD	2082	HEALTH & SAFETY SUPPLIES	P00735	CENTRAL-GENERAL-TRAI	5655	"Sports Apparel, Riding Apparel Stores"	FIRST AID BAGS FOR HIKES	
"PARKS, FORESTRY & RECREATION"	2560-177	06-28-2013	07-02-2013	STAPLES STORE #86	62.50	CAD	62.50	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P00735	CENTRAL-GENERAL-TRAI	5943	"Office, School Supply, and Stationery St"	CRAFT SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2560-178	06-28-2013	07-02-2013	THE HOME DEPOT #7013	70.93	CAD	70.93	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P00735	CENTRAL-GENERAL-TRAI	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	2560-179	06-28-2013	07-02-2013	THE HOME DEPOT #7013	42.90	CAD	42.90	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00735	CENTRAL-GENERAL-TRAI	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	2560-180	06-28-2013	07-02-2013	CDN TIRE STORE #00182	54.39	CAD	54.39	CAD	2610	KITCHEN SUPPLIES	P00735	CENTRAL-GENERAL-TRAI	5200	Home Supply Warehouse	KITCHEN SUPPLIES	
					"1,063.46"	CAD	"1,063.46"	CAD								
