Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Elelment	Cost Centre / WBS Elelment Description	Merchant Type	Merchant Type Description	Purpose	
"PARKS, FORESTRY & RECREATION"	2077-159	07-14-2012	07-16-2012	METRO #798	58.04	CAD	58.04	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13234	SPCEVNT-NY-DISTCENT	5411	"Grocery Stores, Supermarkets"	FOOD/ICE ANTIBES MULTICULTURAL FEST.	
"PARKS, FORESTRY & RECREATION"	2077-160	07-15-2012	07-16-2012	LOBLAW SUPERMARKET #10	152.52	CAD	152.52	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13234	SPCEVNT-NY-DISTCENT	5411	"Grocery Stores, Supermarkets"	FOOD FOR PERFORMERS MULTICULTURAL FEST.	
"PARKS, FORESTRY & RECREATION"	2077-161	07-15-2012	07-16-2012	LOBLAW SUPERMARKET #10	108.46	CAD	108.46	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13234	SPCEVNT-NY-DISTCENT	5411	"Grocery Stores, Supermarkets"	FOOD FOR PERFORMERS MULTICULTURAL FEST.	
"PARKS, FORESTRY & RECREATION"	2077-162	07-15-2012	07-16-2012	METRO #798	98.41	CAD	98.41	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13234	SPCEVNT-NY-DISTCENT	5411	"Grocery Stores, Supermarkets"	FOOD/ICE ANTIBES MULTICULTURAL FEST.	
"PARKS, FORESTRY & RECREATION"	2078-58	07-13-2012	07-17-2012	CDN TIRE STORE #00126	462.54	CAD	462.54	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13234	SPCEVNT-NY-DISTCENT	5200	Home Supply Warehouse	SUPPLIES ANTIBES MULTICULTURAL FEST.	
"PARKS, FORESTRY & RECREATION"	2081-88	07-14-2012	07-18-2012	PARTY PACKAGERS (STORE	380.78	CAD	380.78	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13234	SPCEVNT-NY-DISTCENT	5999	Miscellaneous and Specialty Retail Store	SUPPLIES ANTIBES MULTICULTURAL FEST.	
"PARKS, FORESTRY & RECREATION"	2081-89	07-15-2012	07-18-2012	PARTY PACKAGERS (STORE	-200.00	CAD	-200.00	CAD	4590	RENTAL - OTHER	P13234	SPCEVNT-NY-DISTCENT	5999	Miscellaneous and Specialty Retail Store	RETURN OF HELIUM TANK RENTALS	
					"2,103.43"	CAD	"2,103.43"	CAD								
"PARKS, FORESTRY & RECREATION"	2058-149	06-28-2012	07-03-2012	CDN TIRE STORE #00152	94.89	CAD	94.89	CAD	2792	"BANNERS, FLAGS & SIGNS"	P00914	KIPLING YD-YD OPERN	5200	Home Supply Warehouse	FLAGS	
"PARKS, FORESTRY & RECREATION"	2058-150	06-29-2012	07-03-2012	ADVANTAGE SPECIALTIES	968.18	CAD	968.18	CAD	2715	PAINT SUPPLIES	P00906	KIPLING YD-TRADES	7538	Automotive Service Shops	HIGH HEAT PAINT VARIOUS COLOURS	
"PARKS, FORESTRY & RECREATION"	2065-141	07-05-2012	07-06-2012	ADVANTAGE SPECIALTIES	813.60	CAD	813.60	CAD	2570	JANITORIAL SUPPLIES	P00890	KIPLING YD-FLEET EQU	7538	Automotive Service Shops	SOLOPOLO SOAP	
"PARKS, FORESTRY & RECREATION"	2071-114	07-10-2012	07-11-2012	AI4-SERVICE PLUS CAR C	82.26	CAD	82.26	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	P00890	KIPLING YD-FLEET EQU	7538	Automotive Service Shops	BRAKE DRUMS RESURFACED: ZAMBONI	
"PARKS, FORESTRY & RECREATION"	2077-163	07-12-2012	07-16-2012	BRAFASCO / ETOBICOKE	119.07	CAD	119.07	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00906	KIPLING YD-TRADES	5085	Industrial Supplies Not Elsewhere Classi	ROD ENDS	
"PARKS, FORESTRY & RECREATION"	2078-59	07-16-2012	07-17-2012	ADRIATIC GLASS   MIRRO	709.36	CAD	709.36	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00890	KIPLING YD-FLEET EQU	1799	"Contractors, Special Trade - Not Elsewhe"	"KUBOTA GLASS, TEMPERED"	
"PARKS, FORESTRY & RECREATION"	2081-90	07-11-2012	07-18-2012	HIGH REVOLUTION AUTO	175.15	CAD	175.15	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00890	KIPLING YD-FLEET EQU	7538	Automotive Service Shops	KUBOTA STARTER	
"PARKS, FORESTRY & RECREATION"	2091-116	07-24-2012	07-25-2012	PRINCESS AUTO	395.49	CAD	395.49	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00890	KIPLING YD-FLEET EQU	5085	Industrial Supplies Not Elsewhere Classi	FUEL PUMP	
"PARKS, FORESTRY & RECREATION"	2095-104	07-26-2012	07-27-2012	HOMA TECHNICAL SERVICE	996.11	CAD	996.11	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	P00906	KIPLING YD-TRADES	7692	Welding Repair	MACHINE REPAIR: PARTS AND LABOUR	
					"4,354.11"	CAD	"4,354.11"	CAD								
"PARKS, FORESTRY & RECREATION"	2063-109	07-04-2012	07-05-2012	NELLA CUTLERY	669.27	CAD	669.27	CAD	2610	KITCHEN SUPPLIES	P06052	EDITHVALE CC-SOC PGM	5949	"Fabric, Needlework, Piece Goods, and Sew"	KITCHEN SUPPLIES FOR CAMP	
"PARKS, FORESTRY & RECREATION"	2065-142	07-04-2012	07-06-2012	CDN TIRE STORE #00126	283.75	CAD	283.75	CAD	2610	KITCHEN SUPPLIES	P06052	EDITHVALE CC-SOC PGM	5200	Home Supply Warehouse	KITCHEN SUPPLIES FOR CAMP	
"PARKS, FORESTRY & RECREATION"	2065-143	07-05-2012	07-06-2012	NOFRILLS CARLO'S #3925	141.60	CAD	141.60	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06052	EDITHVALE CC-SOC PGM	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES FOR CAMPS	
"PARKS, FORESTRY & RECREATION"	2069-94	07-09-2012	07-10-2012	BEST BUY #965	226.20	CAD	226.20	CAD	3040	M & E - RECREATIONAL & EDUCATIONAL	P06052	EDITHVALE CC-SOC PGM	5732	Electronic Sales	CD PLAYER FOR CAMP	
"PARKS, FORESTRY & RECREATION"	2073-124	07-10-2012	07-12-2012	TM- BLUE JAYS BASEBALL	872.00	CAD	872.00	CAD	4118	TICKETS AND ADMISSION FEES	P06052	EDITHVALE CC-SOC PGM	7922	Theatrical Producers (except Motion Pict	ADMISSION  - CAMP FIELD TRIP	
"PARKS, FORESTRY & RECREATION"	2075-137	07-11-2012	07-13-2012	PDP - HANGAR	991.58	CAD	991.58	CAD	4118	TICKETS AND ADMISSION FEES	P06052	EDITHVALE CC-SOC PGM	7032	Recreational and Sporting Camps	ADMISSION  - CAMP FIELD TRIP	
"PARKS, FORESTRY & RECREATION"	2075-138	07-11-2012	07-13-2012	WAL-MART #3159	47.31	CAD	47.31	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06052	EDITHVALE CC-SOC PGM	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES FOR CAMPS	
"PARKS, FORESTRY & RECREATION"	2077-164	07-12-2012	07-16-2012	CDN TIRE STORE #00126	51.95	CAD	51.95	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06052	EDITHVALE CC-SOC PGM	5200	Home Supply Warehouse	CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2081-91	07-16-2012	07-18-2012	TM- BLUE JAYS BASEBALL	18.00	CAD	18.00	CAD	4118	TICKETS AND ADMISSION FEES	P06052	EDITHVALE CC-SOC PGM	7922	Theatrical Producers (except Motion Pict	ADMISSION  - CAMP FIELD TRIP	
"PARKS, FORESTRY & RECREATION"	2083-132	07-17-2012	07-19-2012	AQUA ICE INC.	75.00	CAD	75.00	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06052	EDITHVALE CC-SOC PGM	5451	Dairy Product Stores	ICE FOR CAMPS	
"PARKS, FORESTRY & RECREATION"	2083-133	07-18-2012	07-19-2012	RCSS SCARBOROUGH #2809	56.37	CAD	56.37	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06052	EDITHVALE CC-SOC PGM	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES FOR CAMPS	
"PARKS, FORESTRY & RECREATION"	2083-134	07-18-2012	07-19-2012	FIESTA FARMS INC	180.80	CAD	180.80	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06052	EDITHVALE CC-SOC PGM	5411	"Grocery Stores, Supermarkets"	CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2088-63	07-23-2012	07-24-2012	NOFRILLS STEPHEN'S #34	78.04	CAD	78.04	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06052	EDITHVALE CC-SOC PGM	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES FOR CAMPS	
"PARKS, FORESTRY & RECREATION"	2095-105	07-26-2012	07-27-2012	RCSS SCARBOROUGH #2809	24.27	CAD	24.27	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06052	EDITHVALE CC-SOC PGM	5411	"Grocery Stores, Supermarkets"	PIZZA BAKING SUPPLIES FOR CAMP ACTIVITY	
					"3,716.14"	CAD	"3,716.14"	CAD								
FINANCE & ADMINISTRATION 	2058-151	06-29-2012	07-03-2012	PREZI INC	61.99	CAD	59.00	USD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	FS0100	CLUSTER COMMUNICAT	5734	Computer Software Stores	ONLINE PRESENTATION APPLICATION	
					61.99	CAD	59.00	USD								
PUBLIC HEALTH	2058-152	06-29-2012	07-03-2012	CANADA'S BEST VALUE IN	661.05	CAD	661.05	CAD	4995	OTHER EXPENSES	PH1079	GEN. DIV. EXPENDITUR	7011	"Lodging - Hotels, Motels, Resorts - Not"	MOTEL/HOTEL RENT CHG	
PUBLIC HEALTH	2066-154	07-07-2012	07-09-2012	CANADA'S BEST VALUE IN	587.60	CAD	587.60	CAD	4840	MOTEL/HOTEL RENT CHG	PH1079	GEN. DIV. EXPENDITUR	7011	"Lodging - Hotels, Motels, Resorts - Not"	MOTEL/HOTEL RENT CHG	
PUBLIC HEALTH	2071-115	07-09-2012	07-11-2012	GLENCADE PHARMACY	607.04	CAD	607.04	CAD	*****	PRESCRIPTION DRUGS	PH4021	TUBERCULOSIS PROGRAM	5912	"Drug Stores, Pharmacies"	*****	
					"1,855.69"	CAD	"1,855.69"	CAD								
TORONTO WATER	2073-125	07-10-2012	07-12-2012	THE HOME DEPOT #7114	49.63	CAD	49.63	CAD	2575	ELECTRICAL SUPPLIES	PW1018	WS CENTRAL WORK AREA	5200	Home Supply Warehouse	*****	
TORONTO WATER	2073-126	07-10-2012	07-12-2012	THE HOME DEPOT #7114	13.55	CAD	13.55	CAD	2575	ELECTRICAL SUPPLIES	PW1018	WS CENTRAL WORK AREA	5200	Home Supply Warehouse	"9""HD CKG GUN"	
TORONTO WATER	2077-165	07-12-2012	07-16-2012	INVENTEX INC TORONTO	95.49	CAD	95.49	CAD	2575	ELECTRICAL SUPPLIES	PW1018	WS CENTRAL WORK AREA	1711	"Air Conditioning, Heating, and Plumbing"	HUMIDIFIER	
					158.67	CAD	158.67	CAD								
"PARKS, FORESTRY & RECREATION"	2063-110	07-04-2012	07-05-2012	ACT*JUSTBOUNCE	62.50	CAD	62.50	CAD	4118	TICKETS AND ADMISSION FEES	P13254	SUMMERCAMP-CRRANHALL	7399	Business Services - Not Elsewhere Classi	ADMISSION FEES	
"PARKS, FORESTRY & RECREATION"	2065-144	07-04-2012	07-06-2012	WAL-MART # 3111	42.80	CAD	42.80	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13254	SUMMERCAMP-CRRANHALL	5411	"Grocery Stores, Supermarkets"	"FABRIC PAINT, CONTACT PAPER"	
"PARKS, FORESTRY & RECREATION"	2069-95	07-09-2012	07-10-2012	DOLLAR GIANT #40100	28.01	CAD	28.01	CAD	*****	FOOD & NON-ALCOHOLIC BEVERAGES	P13254	SUMMERCAMP-CRRANHALL	5331	Variety Stores	*****	
"PARKS, FORESTRY & RECREATION"	2069-96	07-09-2012	07-10-2012	FOOD BASIC #653	46.20	CAD	46.20	CAD	*****	RECREATIONAL & EDUCATIONAL SUPPLIES	P13254	SUMMERCAMP-CRRANHALL	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR CAMP	
"PARKS, FORESTRY & RECREATION"	2071-116	07-09-2012	07-11-2012	PARTY PACKAGERS (WILLI	106.55	CAD	106.55	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13254	SUMMERCAMP-CRRANHALL	5999	Miscellaneous and Specialty Retail Store	"DECORATIONS, PROPS"	
"PARKS, FORESTRY & RECREATION"	2071-117	07-10-2012	07-11-2012	ACKLANDS-GRAINGER INC	31.61	CAD	31.61	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13254	SUMMERCAMP-CRRANHALL	5085	Industrial Supplies Not Elsewhere Classi	EAR PLUGS FOR ROCK N ROLL CAMP	
"PARKS, FORESTRY & RECREATION"	2071-118	07-10-2012	07-11-2012	LONG   MCQUADE LIMITED	44.32	CAD	44.32	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13254	SUMMERCAMP-CRRANHALL	7399	Business Services - Not Elsewhere Classi	GUITAR STRINGS/PICKS	
"PARKS, FORESTRY & RECREATION"	2071-119	07-10-2012	07-11-2012	STAPLES STORE #32	62.37	CAD	62.37	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13254	SUMMERCAMP-CRRANHALL	5943	"Office, School Supply, and Stationery St"	INK & DVD'S	
"PARKS, FORESTRY & RECREATION"	2073-127	07-10-2012	07-12-2012	PARTY PACKAGERS #27	36.56	CAD	36.56	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13254	SUMMERCAMP-CRRANHALL	5999	Miscellaneous and Specialty Retail Store	SUPPLIES FOR CAMP	
"PARKS, FORESTRY & RECREATION"	2077-166	07-13-2012	07-16-2012	WAL-MART # 3111	65.52	CAD	65.52	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13254	SUMMERCAMP-CRRANHALL	5411	"Grocery Stores, Supermarkets"	"POOL NOODLES, COTTON BALLS, LOCKS"	
"PARKS, FORESTRY & RECREATION"	2078-60	07-16-2012	07-17-2012	STAPLES STORE #263	16.92	CAD	16.92	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13254	SUMMERCAMP-CRRANHALL	5943	"Office, School Supply, and Stationery St"	DVD'S	
"PARKS, FORESTRY & RECREATION"	2083-135	07-17-2012	07-19-2012	WAL-MART # 3111	76.06	CAD	76.06	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13254	SUMMERCAMP-CRRANHALL	5411	"Grocery Stores, Supermarkets"	DVD'S	
"PARKS, FORESTRY & RECREATION"	2083-136	07-18-2012	07-19-2012	AI4-REDLINE PROMOTIONS	175.15	CAD	175.15	CAD	4590	RENTAL - OTHER	P13254	SUMMERCAMP-CRRANHALL	7993	Video Amusement Game Supplies	RENTAL OF SNOWCONE MACHINE	
"PARKS, FORESTRY & RECREATION"	2085-102	07-19-2012	07-20-2012	FOOD BASICS #863	37.98	CAD	37.98	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13254	SUMMERCAMP-CRRANHALL	5411	"Grocery Stores, Supermarkets"	*****	
"PARKS, FORESTRY & RECREATION"	2087-89	07-20-2012	07-23-2012	DOLLAR GIANT #40100	75.45	CAD	75.45	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13254	SUMMERCAMP-CRRANHALL	5331	Variety Stores	MISC. TOYS/SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2088-64	07-20-2012	07-24-2012	GIANT TIGER #178	77.31	CAD	77.31	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13254	SUMMERCAMP-CRRANHALL	5311	Department Stores	*****	
"PARKS, FORESTRY & RECREATION"	2088-65	07-20-2012	07-24-2012	YOUR DOLLAR STORE WITH	36.16	CAD	36.16	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13254	SUMMERCAMP-CRRANHALL	5999	Miscellaneous and Specialty Retail Store	SUPPLIES FOR CDA DAY EVENT	
"PARKS, FORESTRY & RECREATION"	2088-66	07-23-2012	07-24-2012	IKEA NORTH YORK	33.88	CAD	33.88	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13254	SUMMERCAMP-CRRANHALL	5712	"Equipment, Furniture, and Home Furnishin"	PLAY TUNNELS	
"PARKS, FORESTRY & RECREATION"	2088-67	07-23-2012	07-24-2012	STAPLES STORE #263	62.91	CAD	62.91	CAD	2040	"PHOTOCOPY, FAX AND PRINTER SUPPLIES"	P13254	SUMMERCAMP-CRRANHALL	5943	"Office, School Supply, and Stationery St"	INK & PHOTO PAPER	
"PARKS, FORESTRY & RECREATION"	2091-117	07-23-2012	07-25-2012	PARTY PACKAGERS (WILLI	79.81	CAD	79.81	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13254	SUMMERCAMP-CRRANHALL	5999	Miscellaneous and Specialty Retail Store	"SUNGLASSES, DISCO BALL, HAIRSPRAY"	
"PARKS, FORESTRY & RECREATION"	2094-84	07-24-2012	07-26-2012	GIANT TIGER #178	18.01	CAD	18.01	CAD	2575	ELECTRICAL SUPPLIES	P13210	SPCEVNT-CRRANHALL	5311	Department Stores	BATTERIES	
"PARKS, FORESTRY & RECREATION"	2094-85	07-24-2012	07-26-2012	WAL-MART # 3111	200.23	CAD	200.23	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13254	SUMMERCAMP-CRRANHALL	5411	"Grocery Stores, Supermarkets"	*****	
					"1,416.31"	CAD	"1,416.31"	CAD								
FIRE SERVICES	2083-137	07-17-2012	07-19-2012	LEVITT SAFETY LIMITED	"1,706.47"	CAD	"1,706.47"	CAD	2120	PARTS - MACHINERY & EQUIPMENT	FR0024	MECH MAINT-EQUIPMENT	7394	"Equipment Rental and Leasing Services, F"	VARIOUS PARTS	
FIRE SERVICES	2085-103	07-19-2012	07-20-2012	COMPAIR CANADA	909.60	CAD	909.60	CAD	4424	CONTRACTED SERVICES - GENERAL	FR0025	MECH MAINT-VEH MAINT	5085	Industrial Supplies Not Elsewhere Classi	SERVICE & REPAIR TORYORK SHOP COMPRESSOR	
FIRE SERVICES	2087-90	07-16-2012	07-23-2012	AKA SOLUTIONS	874.06	CAD	874.06	CAD	2590	EMERGENCY SERVICES SUPPLIES	FR0024	MECH MAINT-EQUIPMENT	5941	Sporting Goods Stores	RESCUE ROPE & CARABINERS	
					"3,490.13"	CAD	"3,490.13"	CAD								
"PARKS, FORESTRY & RECREATION"	2060-67	07-03-2012	07-04-2012	TDSB-PURCHASING	386.70	CAD	386.70	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12148	JENNER J MARIE CC-PG	8299	Educational Services	"GLUE,TAPE,CONSTRUCTION PAPER FOR ARTS/CRAFTS"	
"PARKS, FORESTRY & RECREATION"	2060-68	07-03-2012	07-04-2012	STAPLES STORE #3	51.48	CAD	51.48	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P12148	JENNER J MARIE CC-PG	5943	"Office, School Supply, and Stationery St"	LABELS & DUOTANGS	
"PARKS, FORESTRY & RECREATION"	2063-111	07-03-2012	07-05-2012	THE HOME DEPOT #7073	281.20	CAD	281.20	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12148	JENNER J MARIE CC-PG	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	2071-120	07-09-2012	07-11-2012	TM- BLUE JAYS BASEBALL	413.00	CAD	413.00	CAD	4118	TICKETS AND ADMISSION FEES	P12148	JENNER J MARIE CC-PG	7922	Theatrical Producers (except Motion Pict	ADMISSION FEES -SUMMER CAMP ACTIVITY	
"PARKS, FORESTRY & RECREATION"	2073-128	07-11-2012	07-12-2012	LOBLAWS #092 REDWAY RD	22.45	CAD	22.45	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12148	JENNER J MARIE CC-PG	5411	"Grocery Stores, Supermarkets"	"SPONGES,GLASSES,PLATES"	
"PARKS, FORESTRY & RECREATION"	2075-139	07-12-2012	07-13-2012	FOOD BASICS #672	11.01	CAD	11.01	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12148	JENNER J MARIE CC-PG	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES FOR CAMP	
"PARKS, FORESTRY & RECREATION"	2081-92	07-16-2012	07-18-2012	YOUR DOLLAR STORE WITH	16.15	CAD	16.15	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12148	JENNER J MARIE CC-PG	5999	Miscellaneous and Specialty Retail Store	SUMMER CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2081-93	07-16-2012	07-18-2012	WAL-MART #3159	67.90	CAD	67.90	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P12148	JENNER J MARIE CC-PG	5411	"Grocery Stores, Supermarkets"	TOTE PLASTICE BINS & FOOT PUMP	
"PARKS, FORESTRY & RECREATION"	2083-138	07-18-2012	07-19-2012	FOOD BASICS #672	19.85	CAD	19.85	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12148	JENNER J MARIE CC-PG	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES FOR CAMP - CHEESE	
"PARKS, FORESTRY & RECREATION"	2085-104	07-18-2012	07-20-2012	THE HOME DEPOT #7073	19.84	CAD	19.84	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12148	JENNER J MARIE CC-PG	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	2085-105	07-19-2012	07-20-2012	FOOD BASICS #672	11.98	CAD	11.98	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12148	JENNER J MARIE CC-PG	5411	"Grocery Stores, Supermarkets"	CAKE MIX & PASTA	
"PARKS, FORESTRY & RECREATION"	2087-91	07-20-2012	07-23-2012	RCSS WESTON 2800	35.26	CAD	35.26	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12148	JENNER J MARIE CC-PG	5411	"Grocery Stores, Supermarkets"	BASKETBALL SET	
"PARKS, FORESTRY & RECREATION"	2087-92	07-20-2012	07-23-2012	DOLLAR GIANT #40047	17.41	CAD	17.41	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12148	JENNER J MARIE CC-PG	5331	Variety Stores	"BALOONS, SEEDS, CANDIES FOR CAMPS"	
					"1,354.23"	CAD	"1,354.23"	CAD								
EMERGENCY MEDICAL SERVICES	2058-153	06-29-2012	07-03-2012	ABC FIRE DOOR	339.00	CAD	339.00	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	B55050	DISTRICT 2 HUB	5211	"Building Materials, Lumber Stores"	DOOR	
EMERGENCY MEDICAL SERVICES	2063-112	07-04-2012	07-05-2012	DAYVAN	184.63	CAD	184.63	CAD	2710	GENERAL HARDWARE	B55052	DISTRICT 3 HUB	5251	Hardware Stores	"ROLLER,BUMPER THRESHOLD,WEATHERSTRIP KIT"	
EMERGENCY MEDICAL SERVICES	2065-145	07-04-2012	07-06-2012	ANGELO'S ELECTRIC LTD	120.06	CAD	120.06	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	B56034	STATION 34	7629	"Appliance Repair Shops, Electrical and S"	CEMENT	
EMERGENCY MEDICAL SERVICES	2071-121	07-09-2012	07-11-2012	THE HOME DEPOT #7107	168.59	CAD	168.59	CAD	*****	AGRICULTURE & BOTANICAL SUPPLIES	B56022	STATION 22	5200	Home Supply Warehouse	*****	
EMERGENCY MEDICAL SERVICES	2083-139	07-18-2012	07-19-2012	STEPHENSON'S RENT-ALL	65.09	CAD	65.09	CAD	4590	RENTAL - OTHER	B56034	STATION 34	7394	"Equipment Rental and Leasing Services, F"	TOOL RENTAL	
EMERGENCY MEDICAL SERVICES	2087-93	07-19-2012	07-23-2012	THE HOME DEPOT #7129	153.17	CAD	153.17	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	B56034	STATION 34	5200	Home Supply Warehouse	*****	
EMERGENCY MEDICAL SERVICES	2087-94	07-20-2012	07-23-2012	THE HOME DEPOT #7129	120.39	CAD	120.39	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	B56034	STATION 34	5200	Home Supply Warehouse	*****	
EMERGENCY MEDICAL SERVICES	2094-86	07-24-2012	07-26-2012	TESKY CONCRETE COMP LT	377.42	CAD	377.42	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	B56034	STATION 34	5211	"Building Materials, Lumber Stores"	CEMENT	
EMERGENCY MEDICAL SERVICES	2095-106	07-25-2012	07-27-2012	THE HOME DEPOT #7012	141.44	CAD	141.44	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	B56014	STATION 14	5200	Home Supply Warehouse	*****	
EMERGENCY MEDICAL SERVICES	2095-107	07-26-2012	07-27-2012	ABLE LOCK SERVICE LTD.	38.99	CAD	38.99	CAD	2730	LOCKS	B55300	FACILITY MAINT-STNS	7393	"Detective Agencies, Protective Agencies,"	LOCK	
EMERGENCY MEDICAL SERVICES	2097-142	07-27-2012	07-30-2012	THE HOME DEPOT #7129	151.96	CAD	151.96	CAD	*****	LOCKS	B55300	FACILITY MAINT-STNS	5200	Home Supply Warehouse	*****	
EMERGENCY MEDICAL SERVICES	2097-143	07-28-2012	07-30-2012	THE HOME DEPOT #7027	7.05	CAD	7.05	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	B56025	STATION 25	5200	Home Supply Warehouse	*****	
					"1,867.79"	CAD	"1,867.79"	CAD								
"PARKS, FORESTRY & RECREATION"	2065-146	07-05-2012	07-06-2012	FAMOUS PLAYER #7404QPS	600.00	CAD	600.00	CAD	4118	TICKETS AND ADMISSION FEES	P03995	AGINCOURT RC-SUMR CA	7832	Motion Picture Theaters	ADMISSION	
"PARKS, FORESTRY & RECREATION"	2069-97	07-06-2012	07-10-2012	RONA # 55340	54.21	CAD	54.21	CAD	2650	COMPUTER AND PRINTER SUPPLIES	P07690	LAMOREAUX-PGM SUPP	5251	Hardware Stores	POWER BARS WITH SURGE PROTECTORS	
"PARKS, FORESTRY & RECREATION"	2075-140	07-11-2012	07-13-2012	YOUR DOLLAR STORE WITH	44.35	CAD	44.35	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04084	LAMOREAUX SS-SUMR CA	5999	Miscellaneous and Specialty Retail Store	CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2077-167	07-13-2012	07-16-2012	NOFRILLS MICHAELS 1315	11.84	CAD	11.84	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07890	LAMOREAUX CC-SOC PGM	5411	"Grocery Stores, Supermarkets"	CAMP SUPPLIES	
					710.40	CAD	710.40	CAD								
"PARKS, FORESTRY & RECREATION"	2060-69	07-03-2012	07-04-2012	NOFRILLS JIM'S 753	159.26	CAD	159.26	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05102	ISLINGTON CS-SUMR CA	5411	"Grocery Stores, Supermarkets"	COOKING CAMP SUPPLIES	
