Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Original Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	"Cost Centre/
WBS Element"	Cost Centre/ WBS Element Descrption	"Merchant
 Type"	Merchant Type Description	Purpose
"PARKS, FORESTRY & RECREATION"	1916-44	03-21-2012	03-22-2012	NO FRILL'S #1306	12.97	CAD	12.97	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08504	HORNER SR-SOC PGM	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR SUPPER & GAMES
"PARKS, FORESTRY & RECREATION"	1922-42	03-23-2012	03-27-2012	CDN TIRE STORE #00070	22.59	CAD	22.59	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P08495	HORNER SR-PGM SUPP	5200	Home Supply Warehouse	OFFICE SUPPLIES
"PARKS, FORESTRY & RECREATION"	1925-85	03-29-2012	03-30-2012	RELIANCE PROTECTRON SE	28.25	CAD	28.25	CAD	4435	C. SERV - SECUR SYS	P06767	HORNER SENIORS-OPERA	7393	"Detective Agencies, Protective Agencies,"	SECURITY MONITORING
					284.99	CAD	284.99	CAD							
SHELTER & SUPPORTIVE HOUSING ADMINISTRATION	1898-81	03-08-2012	03-09-2012	AMRE SUPPLY CO LTD	916.40	CAD	916.40	CAD	4995	OTHER EXPENSES	F01423	SCAR FAMILY RES-PROP	5065	Electrical Parts and Equipment	USED FOR CONTROL OF BED BUGS-BED BUG SUPPORT FUND
SHELTER & SUPPORTIVE HOUSING ADMINISTRATION	1901-111	03-09-2012	03-12-2012	MATTRESS MALL	"1,157.12"	CAD	"1,157.12"	CAD	4995	OTHER EXPENSES	F01423	SCAR FAMILY RES-PROP	5712	"Equipment, Furniture, and Home Furnishin"	USED FOR CONTROL OF BED BUGS-BED BUG SUPPORT FUND
SHELTER & SUPPORTIVE HOUSING ADMINISTRATION	1902-68	03-09-2012	03-13-2012	GARDEX CHEMICALS LTD	807.95	CAD	807.95	CAD	4995	OTHER EXPENSES	F01423	SCAR FAMILY RES-PROP	7342	Exterminating and Disinfecting Services	USED FOR CONTROL OF BED BUGS-BED BUG SUPPORT FUND
SHELTER & SUPPORTIVE HOUSING ADMINISTRATION	1907-74	03-15-2012	03-16-2012	BADLANDS TORONTO	353.80	CAD	353.80	CAD	4995	OTHER EXPENSES	F01423	SCAR FAMILY RES-PROP	5941	Sporting Goods Stores	USED FOR CONTROL OF BED BUGS-BED BUG SUPPORT FUND
SHELTER & SUPPORTIVE HOUSING ADMINISTRATION	1916-45	03-21-2012	03-22-2012	LOWES #02633*	"1,438.49"	CAD	"1,438.49"	CAD	4995	OTHER EXPENSES	F01423	SCAR FAMILY RES-PROP	5200	Home Supply Warehouse	*****
SHELTER & SUPPORTIVE HOUSING ADMINISTRATION	1920-97	03-23-2012	03-26-2012	CORCAN	"2,902.74"	CAD	"2,902.74"	CAD	4995	OTHER EXPENSES	F01423	SCAR FAMILY RES-PROP	9399	Government Services - Not Elsewhere Clas	USED FOR CONTROL OF BED BUGS-BED BUG SUPPORT FUND
					"7,576.50"	CAD	"7,576.50"	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1910-109	03-15-2012	03-19-2012	BATON ROUGE RESTAURANT	79.27	CAD	79.27	CAD	4823	MEALS-OUTSIDE LOC'S	ED0124	BD-SEC-BIOT-CENTRAL	5812	"Eating Places, Restaurants"	BUSINESS MEETING W/ EXTERNAL CLIENTS
					79.27	CAD	79.27	CAD							
SHELTER & SUPPORTIVE HOUSING ADMINISTRATION	1923-65	03-27-2012	03-28-2012	METRO COMPACTOR SERVIC	"2,469.05"	CAD	"2,469.05"	CAD	3099	GENERAL EQUIPMENT	F01123	SEATON HSE-PROPRTY S	5085	Industrial Supplies Not Elsewhere Classi	2 BINS(3&4YARDS)FOR RECYCLING AND ORGANIC WASTE SH
					"2,469.05"	CAD	"2,469.05"	CAD							
TORONTO WATER	1920-98	03-23-2012	03-26-2012	PROFESSIONAL ENGINEER	248.60	CAD	248.60	CAD	4760	MEMBERSHIP FEES	PW1016	WATER SUPPLY ADMIN	7299	Other Services (Not Elsewhere Classified	MEMBERSHIP
					248.60	CAD	248.60	CAD							
"PARKS, FORESTRY & RECREATION"	1907-75	03-14-2012	03-16-2012	BRAFASCO / ETOBICOKE	813.60	CAD	813.60	CAD	2710	GENERAL HARDWARE	P12012	OLYMPIUM-AQUA-PGM SU	5085	Industrial Supplies Not Elsewhere Classi	S HOOKS
"PARKS, FORESTRY & RECREATION"	1907-76	03-14-2012	03-16-2012	BRAFASCO / ETOBICOKE	813.60	CAD	813.60	CAD	2710	GENERAL HARDWARE	P12012	OLYMPIUM-AQUA-PGM SU	5085	Industrial Supplies Not Elsewhere Classi	S HOOKS
"PARKS, FORESTRY & RECREATION"	1923-66	03-27-2012	03-28-2012	AQUARIUS SCUBA DIVING	678.00	CAD	678.00	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	P12012	OLYMPIUM-AQUA-PGM SU	5941	Sporting Goods Stores	16.1 INSPECTIONS
					"2,305.20"	CAD	"2,305.20"	CAD							
TORONTO WATER	1922-43	03-26-2012	03-27-2012	STAPLES STORE #127	205.21	CAD	205.21	CAD	4424	CONTRACTED SERVICES - GENERAL	CPW002-3	CONSTRUCTION - PH1	5943	"Office, School Supply, and Stationery St"	BINDING SERVICE
					205.21	CAD	205.21	CAD							
TORONTO WATER	1884-79	02-29-2012	03-01-2012	STINSON EQUIPMENT LTD	989.59	CAD	989.59	CAD	2710	GENERAL HARDWARE	PW1017	WS EAST WORK AREA	5712	"Equipment, Furniture, and Home Furnishin"	TRAFFIC CONTROL
TORONTO WATER	1901-112	03-08-2012	03-12-2012	THE HOME DEPOT #7012	45.19	CAD	45.19	CAD	2575	ELECTRICAL SUPPLIES	PW1017	WS EAST WORK AREA	5200	Home Supply Warehouse	15M CORD
TORONTO WATER	1916-46	03-20-2012	03-22-2012	THE HOME DEPOT #7107	72.03	CAD	72.03	CAD	2575	ELECTRICAL SUPPLIES	PW1017	WS EAST WORK AREA	5200	Home Supply Warehouse	*****
TORONTO WATER	1922-44	03-26-2012	03-27-2012	ACKLANDS-GRAINGER INC	289.14	CAD	289.14	CAD	2710	GENERAL HARDWARE	PW1017	WS EAST WORK AREA	5085	Industrial Supplies Not Elsewhere Classi	GEAR BAGS
TORONTO WATER	1922-45	03-26-2012	03-27-2012	STAPLES STORE #32	51.96	CAD	51.96	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	PW1017	WS EAST WORK AREA	5943	"Office, School Supply, and Stationery St"	BINDERS FOR TRUCK
					"1,447.91"	CAD	"1,447.91"	CAD							
TORONTO WATER	1897-62	03-07-2012	03-08-2012	OLYMPIA TILE TORONTO	16.94	CAD	16.94	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	WW1182	OPS SUPPORT	5713	Floor Covering Stores	FLOOR GROUT
TORONTO WATER	1910-110	03-16-2012	03-19-2012	CHAUNCEY BUILDERS SUPP	94.28	CAD	94.28	CAD	2551	ROAD MATERIALS	WW1182	OPS SUPPORT	5211	"Building Materials, Lumber Stores"	CURB STONE
TORONTO WATER	1912-40	03-16-2012	03-20-2012	BRAFASCO / ETOBICOKE	34.22	CAD	34.22	CAD	2120	PARTS - MACHINERY & EQUIPMENT	WW1182	OPS SUPPORT	5085	Industrial Supplies Not Elsewhere Classi	BOLTS
TORONTO WATER	1914-57	03-20-2012	03-21-2012	PARLIAMENT BUILDING SU	33.36	CAD	33.36	CAD	2770	GRAVEL	WW1182	OPS SUPPORT	5211	"Building Materials, Lumber Stores"	CONCRETE STONE MIX
TORONTO WATER	1916-47	03-19-2012	03-22-2012	MCGOWAN FENCE   SUPPLY	309.50	CAD	309.50	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	WW1182	OPS SUPPORT	5051	Metal Service Centers and Offices	FENCING MATERIALS
TORONTO WATER	1916-48	03-21-2012	03-22-2012	CROSSTOWN BATTERY SALE	230.24	CAD	230.24	CAD	2120	PARTS - MACHINERY & EQUIPMENT	WW1182	OPS SUPPORT	5533	"Automotive Parts, Accessories Stores"	BATTERY
					718.54	CAD	718.54	CAD							
"PARKS, FORESTRY & RECREATION"	1910-111	03-16-2012	03-19-2012	NOFRILLS ROSS 782	31.66	CAD	31.66	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13122	HOLIDYCAMP-CENTNIALW	5411	"Grocery Stores, Supermarkets"	FOOD FOR PROGRAM
"PARKS, FORESTRY & RECREATION"	1910-112	03-16-2012	03-19-2012	WAL-MART # 3105	30.44	CAD	30.44	CAD	2610	KITCHEN SUPPLIES	P13054	GENINT&CLB-CENTNIALW	5310	Discount Stores	"POT, CUTLERY SET, SINK SET"
"PARKS, FORESTRY & RECREATION"	1920-99	03-24-2012	03-26-2012	NOFRILLS ROSS 782	10.27	CAD	10.27	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13054	GENINT&CLB-CENTNIALW	5411	"Grocery Stores, Supermarkets"	FOOD FOR PROGRAM
					72.37	CAD	72.37	CAD							
"PARKS, FORESTRY & RECREATION"	1895-74	03-06-2012	03-07-2012	LOBLAWS #79	44.87	CAD	44.87	CAD	2620	ANIMAL CARE SUPPLIES	P00155	TOR ISLANDS-TURF&HOR	5411	"Grocery Stores, Supermarkets"	FARM FEED
"PARKS, FORESTRY & RECREATION"	1895-75	03-06-2012	03-07-2012	NORTH YORK FARMERS/	141.82	CAD	141.82	CAD	2620	ANIMAL CARE SUPPLIES	P00155	TOR ISLANDS-TURF&HOR	5251	Hardware Stores	FARM FEED
					186.69	CAD	186.69	CAD							
"PARKS, FORESTRY & RECREATION"	1906-92	03-14-2012	03-15-2012	WWW.ATOZFUNRENTALS.CA	432.00	CAD	432.00	CAD	4118	TICKETS AND ADMISSION FEES	P04758	SH ARMSTRONG-H CAMP	7394	"Equipment Rental and Leasing Services, F"	ADMISSION FEE - WIZARD WORLD (MARCH BREAK CAMP)
					432.00	CAD	432.00	CAD							
"PARKS, FORESTRY & RECREATION"	1910-113	03-15-2012	03-19-2012	THE HOME DEPOT #7114	164.89	CAD	164.89	CAD	2710	GENERAL HARDWARE	P07737	ALBION POOL&HEALTH C	5200	Home Supply Warehouse	*****
"PARKS, FORESTRY & RECREATION"	1917-67	03-21-2012	03-23-2012	CDN TIRE STORE #00294	67.80	CAD	67.80	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02922	ALBION POOL-PGM SUPP	5200	Home Supply Warehouse	"AIR HORN, WHISTLES"
					232.69	CAD	232.69	CAD							
PUBLIC HEALTH	1897-63	03-07-2012	03-08-2012	COMMUNITY FOOD SECURIT	51.04	CAD	50.00	USD	4995	OTHER EXPENSES	PH3741	TOR FOOD STRATEGY TE	7392	"Consulting, Management, and Public Relat"	
PUBLIC HEALTH	1898-82	03-07-2012	03-09-2012	PAYPAL *FOODSECUREC	100.00	CAD	100.00	CAD	4995	OTHER EXPENSES	PH3741	TOR FOOD STRATEGY TE	8999	Professional Services - Not Elsewhere Cl	
					151.04	CAD	100.00	CAD							
						CAD	50.00	USD							
LONG TERM CARE HOMES	1884-80	02-29-2012	03-01-2012	LOCK CLINIC       TG D	24.63	CAD	24.63	CAD	4995	OTHER EXPENSES	D3B061	CASTLEVW WYCHWD-MT-O	5251	Hardware Stores	KEY CUTTING
LONG TERM CARE HOMES	1888-75	03-01-2012	03-05-2012	CINTAS #0827	96.05	CAD	96.05	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	D3B061	CASTLEVW WYCHWD-MT-O	5137	"Mens, Womens, and Childrens Uniforms and"	LOBBY CARPET CLEANING
LONG TERM CARE HOMES	1898-83	03-08-2012	03-09-2012	CANADIAN MAINTENANCE	613.25	CAD	613.25	CAD	2590	EMERGENCY SERVICES SUPPLIES	D3B061	CASTLEVW WYCHWD-MT-O	7349	"Cleaning and Maintenance, Janitorial Ser"	EYE WASH SOLUTION
LONG TERM CARE HOMES	1901-113	03-08-2012	03-12-2012	CINTAS #0827	94.92	CAD	94.92	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	D3B061	CASTLEVW WYCHWD-MT-O	5137	"Mens, Womens, and Childrens Uniforms and"	LOBBY CARPET CLEANING
LONG TERM CARE HOMES	1901-114	03-09-2012	03-12-2012	EDWARDS/TROY SPRINKLER	557.09	CAD	557.09	CAD	2590	EMERGENCY SERVICES SUPPLIES	D3B061	CASTLEVW WYCHWD-MT-O	7393	"Detective Agencies, Protective Agencies,"	FIRE SAFETY SUPPLIES
LONG TERM CARE HOMES	1906-93	03-15-2012	03-15-2012	UPS*2922F3NIB65	2.30	CAD	2.30	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	D3B041	CASTLEVW WYCHWD-HK-O	4214	"Motor Freight Carriers, Trucking - Local"	
LONG TERM CARE HOMES	1907-77	03-14-2012	03-16-2012	THE HOME DEPOT #7013	90.22	CAD	90.22	CAD	2570	JANITORIAL SUPPLIES	D3B041	CASTLEVW WYCHWD-HK-O	5200	Home Supply Warehouse	WASTEBASKET
LONG TERM CARE HOMES	1907-78	03-14-2012	03-16-2012	CANADIAN DRAPERY MFG C	508.50	CAD	508.50	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	D3B041	CASTLEVW WYCHWD-HK-O	5999	Miscellaneous and Specialty Retail Store	DRAPERY GLIDES AND HOOKS
LONG TERM CARE HOMES	1907-79	03-14-2012	03-16-2012	CDN TIRE STORE #00182	38.25	CAD	38.25	CAD	2499	OTHER CHEMICALS	D3B061	CASTLEVW WYCHWD-MT-O	5200	Home Supply Warehouse	PEST CONTROL TRAPS
LONG TERM CARE HOMES	1910-114	03-15-2012	03-19-2012	CINTAS #0827	94.92	CAD	94.92	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	D3B061	CASTLEVW WYCHWD-MT-O	5137	"Mens, Womens, and Childrens Uniforms and"	LOBBY CARPET CLEANING
LONG TERM CARE HOMES	1916-49	03-20-2012	03-22-2012	THE HOME DEPOT #7013	40.66	CAD	40.66	CAD	****	MULTIPLE G/L ACCOUNTS USED	*****	MULTIPLE COST CENTRES OR WBS ELEMENTS	5200	Home Supply Warehouse	GRD30 Z CHN
LONG TERM CARE HOMES	1920-100	03-23-2012	03-26-2012	CINTAS #0827	94.92	CAD	94.92	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	D3B061	CASTLEVW WYCHWD-MT-O	5137	"Mens, Womens, and Childrens Uniforms and"	LOBBY CARPET CLEANING
					"2,255.71"	CAD	"2,255.71"	CAD							
TORONTO WATER	1898-84	03-08-2012	03-09-2012	ACKLANDS-GRAINGER INC	778.14	CAD	778.14	CAD	2665	PROTECTIVE CLOTHING	PW1017	WS EAST WORK AREA	5085	Industrial Supplies Not Elsewhere Classi	HARNESS VEST
TORONTO WATER	1912-41	03-19-2012	03-20-2012	ACKLANDS-GRAINGER INC	-361.24	CAD	-361.24	CAD	2710	GENERAL HARDWARE	PW1017	WS EAST WORK AREA	5085	Industrial Supplies Not Elsewhere Classi	LIFTER MANHOLE
					416.90	CAD	416.90	CAD							
EMERGENCY MEDICAL SERVICES	1885-57	02-29-2012	03-02-2012	WAL-MART #1056	146.57	CAD	146.57	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B48043	STN 43 - OPERATIONS	5411	"Grocery Stores, Supermarkets"	TV MOUNT
EMERGENCY MEDICAL SERVICES	1897-64	03-06-2012	03-08-2012	CDN TIRE STORE #00209	780.06	CAD	780.06	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B46751	OPS - DISTRICT 4	5200	Home Supply Warehouse	*****
					926.63	CAD	926.63	CAD							
"PARKS, FORESTRY & RECREATION"	1914-58	03-20-2012	03-21-2012	STAPLES STORE #1	93.04	CAD	93.04	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P00405	N-CENTRAL1-TURF&HORT	5943	"Office, School Supply, and Stationery St"	OFFICE SUPPLIES
					93.04	CAD	93.04	CAD							
TORONTO WATER	1912-42	03-18-2012	03-20-2012	THE HOME DEPOT #7013	394.37	CAD	394.37	CAD	3099	GENERAL EQUIPMENT	PW1009	RL CLARK WA1 PROCESS	5200	Home Supply Warehouse	M12 D.I.C.
					394.37	CAD	394.37	CAD							
"PARKS, FORESTRY & RECREATION"	1888-76	03-03-2012	03-05-2012	FIESTA FARMS INC	45.10	CAD	45.10	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01959	BOB ABATE CC-SOCIAL	5411	"Grocery Stores, Supermarkets"	COOKING SUPPLIES
"PARKS, FORESTRY & RECREATION"	1901-115	03-10-2012	03-12-2012	NOFRILLS JOSEPHS 730	67.55	CAD	67.55	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04742	BOB ABATE CC-H CAMP	5411	"Grocery Stores, Supermarkets"	MARCH BREAK CAMP SUPPLIES
"PARKS, FORESTRY & RECREATION"	1901-116	03-10-2012	03-12-2012	WAL-MART # 3106	58.46	CAD	58.46	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04742	BOB ABATE CC-H CAMP	5411	"Grocery Stores, Supermarkets"	MARCH BREAK CAMP SUPPLIES
"PARKS, FORESTRY & RECREATION"	1907-80	03-14-2012	03-16-2012	DANFORTH BOWL	145.00	CAD	145.00	CAD	4118	TICKETS AND ADMISSION FEES	P04742	BOB ABATE CC-H CAMP	7933	Bowling Alleys	ADMISSION - MARCH BREAK TRIP
"PARKS, FORESTRY & RECREATION"	1910-115	03-17-2012	03-19-2012	WAL-MART # 3106	279.47	CAD	279.47	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01959	BOB ABATE CC-SOCIAL	5411	"Grocery Stores, Supermarkets"	START UP SUPPLIES
"PARKS, FORESTRY & RECREATION"	1912-43	03-19-2012	03-20-2012	SCHOLAR'S CHOICE	203.89	CAD	203.89	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01959	BOB ABATE CC-SOCIAL	5949	"Fabric, Needlework, Piece Goods, and Sew"	START UP SUPPLIES PRESCHOOL
"PARKS, FORESTRY & RECREATION"	1912-44	03-19-2012	03-20-2012	LOWES #03096*	251.11	CAD	251.11	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01959	BOB ABATE CC-SOCIAL	5200	Home Supply Warehouse	*****
"PARKS, FORESTRY & RECREATION"	1914-59	03-20-2012	03-21-2012	TOYS R US #3506	79.04	CAD	79.04	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01959	BOB ABATE CC-SOCIAL	5945	"Game, Toy, and Hobby Shops"	START UP SUPPLIES PRESCHOOL
					"1,129.62"	CAD	"1,129.62"	CAD							
LONG TERM CARE HOMES	1885-58	02-29-2012	03-02-2012	WAL-MART # 3053	38.08	CAD	38.08	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3C083	CUMMR LDGE-PS-PS	5310	Discount Stores	NAIL POLISH/MARKERS
LONG TERM CARE HOMES	1888-77	03-02-2012	03-05-2012	BEST BUY CANADA #937	39.53	CAD	39.53	CAD	2080	PHOTOGRAPHIC AND VIDEO SUPPLIES	D3C083	CUMMR LDGE-PS-PS	5732	Electronic Sales	BATTERY CHARGER & BATTERIES
LONG TERM CARE HOMES	1895-76	03-05-2012	03-07-2012	WAL-MART # 3053	24.23	CAD	24.23	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3C083	CUMMR LDGE-PS-PS	5310	Discount Stores	COFFEE & FILTERS FOR RECREATION PROGRAMS
LONG TERM CARE HOMES	1906-94	03-14-2012	03-15-2012	O.S.N.M.	85.00	CAD	85.00	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	D3C083	CUMMR LDGE-PS-PS	8699	"Organizations, Membership - Not Elsewher"	REGISTRATION-FOOD COURSE
LONG TERM CARE HOMES	1914-60	03-20-2012	03-21-2012	CANADIAN CARD SYSTEMS	754.84	CAD	754.84	CAD	2810	RESIDENT ID	D3C083	CUMMR LDGE-PS-PS	7338	"Quick Copy, Reproduction, and Blueprinti"	CARD IMPRINTER
LONG TERM CARE HOMES	1917-68	03-22-2012	03-23-2012	FLAGHOUSE INC.	46.05	CAD	46.05	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3C083	CUMMR LDGE-PS-PS	5712	"Equipment, Furniture, and Home Furnishin"	"TOPPLE GAME, MEMORY CARDS"
LONG TERM CARE HOMES	1920-101	03-23-2012	03-26-2012	CONCEPTS DU SABLIER	131.48	CAD	131.48	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3C083	CUMMR LDGE-PS-PS	8099	"Health Practitioners, Medical Services -"	"BLOCKS, GAMES, BOOKS"
LONG TERM CARE HOMES	1920-102	03-23-2012	03-26-2012	CONCEPTS DU SABLIER	155.13	CAD	155.13	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3C083	CUMMR LDGE-PS-PS	8099	"Health Practitioners, Medical Services -"	BINGO CARDS/DVD/ETC
LONG TERM CARE HOMES	1920-103	03-24-2012	03-26-2012	STAPLES STORE #231	33.81	CAD	33.81	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3C083	CUMMR LDGE-PS-PS	5943	"Office, School Supply, and Stationery St"	LOCK BOX FOR WORSHIP CENTRE
LONG TERM CARE HOMES	1920-104	03-24-2012	03-26-2012	WAL-MART # 3053	30.04	CAD	30.04	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3C083	CUMMR LDGE-PS-PS	5310	Discount Stores	"DVDS, CONSTRUCTION & SAND PAPERS"
LONG TERM CARE HOMES	1922-46	03-26-2012	03-27-2012	AVRON FOODS	68.39	CAD	68.39	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3C083	CUMMR LDGE-PS-PS	5199	Nondurable Goods Not Elsewhere Classifie	MARKERS/BEADLACES/PLASTIC NEEDLES/PAIN BRUSHES/ETC
					"1,406.58"	CAD	"1,406.58"	CAD							
"PARKS, FORESTRY & RECREATION"	1885-59	03-01-2012	03-02-2012	ABLE LOCK SERVICE LTD.	198.88	CAD	198.88	CAD	2730	LOCKS	P00853	ALNESS YD-TRADES	7393	"Detective Agencies, Protective Agencies,"	PADLOCKS
"PARKS, FORESTRY & RECREATION"	1885-60	03-01-2012	03-02-2012	ABLE LOCK SERVICE LTD.	47.46	CAD	47.46	CAD	2730	LOCKS	P00853	ALNESS YD-TRADES	7393	"Detective Agencies, Protective Agencies,"	CABINET KEYS
"PARKS, FORESTRY & RECREATION"	1888-78	03-01-2012	03-05-2012	THE HOME DEPOT #7078	129.99	CAD	129.99	CAD	2730	LOCKS	P00853	ALNESS YD-TRADES	5200	Home Supply Warehouse	*****
"PARKS, FORESTRY & RECREATION"	1897-65	03-07-2012	03-08-2012	I D N CANADA	98.32	CAD	98.32	CAD	2730	LOCKS	P00853	ALNESS YD-TRADES	5999	Miscellaneous and Specialty Retail Store	DEADBOLT
"PARKS, FORESTRY & RECREATION"	1907-81	03-15-2012	03-16-2012	I D N CANADA	249.98	CAD	249.98	CAD	2730	LOCKS	P00853	ALNESS YD-TRADES	5999	Miscellaneous and Specialty Retail Store	DEADBOLTS
"PARKS, FORESTRY & RECREATION"	1917-69	03-22-2012	03-23-2012	I D N CANADA	447.71	CAD	447.71	CAD	2730	LOCKS	P00853	ALNESS YD-TRADES	5999	Miscellaneous and Specialty Retail Store	KEY BLANKS
"PARKS, FORESTRY & RECREATION"	1924-77	03-27-2012	03-29-2012	I D N CANADA	177.38	CAD	177.38	CAD	2730	LOCKS	P00853	ALNESS YD-TRADES	5999	Miscellaneous and Specialty Retail Store	PRIVACY LOCKS
					"1,349.72"	CAD	"1,349.72"	CAD							
LONG TERM CARE HOMES	1916-50	03-21-2012	03-22-2012	GLOBAL PET FOODS	15.80	CAD	15.80	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3G083	TRU DAVIDSN A-PS-PS	5995	Pet Shops - Pet Food and Supplies	FISH FOOD
LONG TERM CARE HOMES	1920-105	03-23-2012	03-26-2012	STAPLES STORE #159	52.88	CAD	52.88	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3G083	TRU DAVIDSN A-PS-PS	5943	"Office, School Supply, and Stationery St"	COLOUR LETTER SIZE COPYING (CELEBRATION OF LIFE)
					68.68	CAD	68.68	CAD							
"PARKS, FORESTRY & RECREATION"	1897-66	03-06-2012	03-08-2012	BOOMERANG HOME FITNESS	6.64	CAD	6.64	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06941	EY CC COMPLEX-FIT	5941	Sporting Goods Stores	AIR PUMP FOR EXERCIXE STABILITY BALLS
					6.64	CAD	6.64	CAD							
SHELTER & SUPPORTIVE HOUSING ADMINISTRATION	1904-91	03-13-2012	03-14-2012	MR. BILLIARD 2010	266.23	CAD	266.23	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	F01132	SEATON HSE-HOSTEL	5941	Sporting Goods Stores	"LTP CLIENTS:SUPPLIES FOR BILLIARD TABLE: BALLS,ETC"
SHELTER & SUPPORTIVE HOUSING ADMINISTRATION	1923-67	03-27-2012	03-28-2012	CARDIOMED SUPPLIES INC	567.74	CAD	567.74	CAD	2820	MEDICAL & DENTAL SUPPLIES	F01124	SH-CLNT SRV-HLTH CA	8099	"Health Practitioners, Medical Services -"	*****
					833.97	CAD	833.97	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1893-42	03-05-2012	03-06-2012	CAFE ON THE SQUARE	6.67	CAD	6.67	CAD	4823	MEALS-OUTSIDE LOC'S	ED0054	BUS DEV-BIOTECH-PROM	5812	"Eating Places, Restaurants"	BUSINESS MEETING W/ EXTERNAL CLIENTS
					6.67	CAD	6.67	CAD							
"PARKS, FORESTRY & RECREATION"	1884-81	02-29-2012	03-01-2012	METRO #750	17.91	CAD	17.91	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08403	SWANSEA CC-SOC PGM	5411	"Grocery Stores, Supermarkets"	FOOD FOR OPEN HOUSE
"PARKS, FORESTRY & RECREATION"	1910-116	03-15-2012	03-19-2012	THE HOME DEPOT #7013	30.83	CAD	30.83	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08403	SWANSEA CC-SOC PGM	5200	Home Supply Warehouse	*****
"PARKS, FORESTRY & RECREATION"	1910-117	03-15-2012	03-19-2012	EFADS # 064	15.54	CAD	15.54	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08403	SWANSEA CC-SOC PGM	5310	Discount Stores	SUPPLIES FOR SCIENCE FUN SPRING PROGRAM
					64.28	CAD	64.28	CAD							
"PARKS, FORESTRY & RECREATION"	1888-79	03-01-2012	03-05-2012	CDN TIRE STORE #00192	40.75	CAD	40.75	CAD	2710	GENERAL HARDWARE	P00408	N-EAST-TURF&HORT	5200	Home Supply Warehouse	"NUTS,WASHERS,BOLTS"
"PARKS, FORESTRY & RECREATION"	1917-70	03-20-2012	03-23-2012	JACK WATSON SPORTS INC	43.51	CAD	43.51	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P00408	N-EAST-TURF&HORT	5941	Sporting Goods Stores	TENNIS TWINE
					84.26	CAD	84.26	CAD							
CITY MANAGER	1888-80	03-02-2012	03-05-2012	ENERGY MATTERS SUMMIT	446.35	CAD	446.35	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	CM0010	TOWER RENEWAL OFFICE	9399	Government Services - Not Elsewhere Clas	"REGISTRATION FEE-MAY 28 - 29,2012"
					446.35	CAD	446.35	CAD							
