Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	Exp Type Desc	Cost Centre/ WBS Element / Order	Cost Centre/ WBS Element / Order Description	Merchant Type	Merchant Type Description	Purpose
FLEET SERVICES	4249-191	2016-10-13	2016-10-17	MTO RUS - SO LAKESHORE	"9,255.00"	CAD	"9,255.00"	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	VEHICLE PLATE RENEWALS
FLEET SERVICES	4249-192	2016-10-13	2016-10-17	MTO RUS - SO LAKESHORE	"10,000.00"	CAD	"10,000.00"	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	VEHICLE PLATE RENEWALS
FLEET SERVICES	4249-193	2016-10-13	2016-10-17	MTO RUS - SO LAKESHORE	"10,000.00"	CAD	"10,000.00"	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	VEHICLE PLATE RENEWALS
FLEET SERVICES	4249-194	2016-10-13	2016-10-17	MTO RUS - SO LAKESHORE	"10,000.00"	CAD	"10,000.00"	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	VEHICLE PLATE RENEWALS
FLEET SERVICES	4249-195	2016-10-13	2016-10-17	MTO RUS - SO LAKESHORE	"10,000.00"	CAD	"10,000.00"	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	VEHICLE PLATE RENEWALS
FLEET SERVICES	4249-196	2016-10-14	2016-10-17	MTO RUS - SO LAKESHORE	"6,475.00"	CAD	"6,475.00"	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	VEHICLE PLATE RENEWALS
FLEET SERVICES	4249-197	2016-10-14	2016-10-17	MTO RUS - SO LAKESHORE	40.00	CAD	40.00	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	VEHICLE REPLACEMENT PLATE 156007
FLEET SERVICES	4252-94	2016-10-17	2016-10-19	MTO RUS - SO LAKESHORE	705.00	CAD	705.00	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	VEHICLE PLATE RENEWALS
FLEET SERVICES	4252-95	2016-10-17	2016-10-19	MTO RUS - SO LAKESHORE	"3,960.00"	CAD	"3,960.00"	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	VEHICLE PLATE RENEWALS
FLEET SERVICES	4252-96	2016-10-17	2016-10-19	MTO RUS - SO LAKESHORE	"10,000.00"	CAD	"10,000.00"	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	VEHICLE PLATE RENEWALS
FLEET SERVICES	4252-97	2016-10-17	2016-10-19	MTO RUS - SO LAKESHORE	"2,603.00"	CAD	"2,603.00"	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	VEHICLE PLATE RENEWALS
FLEET SERVICES	4255-122	2016-10-19	2016-10-21	MTO RUS - SO LAKESHORE	"7,167.00"	CAD	"7,167.00"	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	VEHICLE PLATE RENEWALS
FLEET SERVICES	4255-123	2016-10-19	2016-10-21	MTO RUS - SO LAKESHORE	"9,143.00"	CAD	"9,143.00"	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	VEHICLE PLATE RENEWALS
FLEET SERVICES	4255-124	2016-10-19	2016-10-21	MTO RUS - SO LAKESHORE	7.00	CAD	7.00	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	VEHICLE REPLACEMENT STICKER 064078
FLEET SERVICES	4255-125	2016-10-19	2016-10-21	MTO RUS - SO LAKESHORE	40.00	CAD	40.00	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	VEHICLE REPLACEMENT PLATE 112311
FLEET SERVICES	4255-126	2016-10-19	2016-10-21	MTO RUS - SO LAKESHORE	322.00	CAD	322.00	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	VEHICLE PLATE RENEWAL & REPLACEMENT PLATE
FLEET SERVICES	4258-176	2016-10-20	2016-10-24	MTO RUS - SO LAKESHORE	35.00	CAD	35.00	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	VEHICLE REPLACEMENT PLATE (TRAILER) 267169
FLEET SERVICES	4258-177	2016-10-21	2016-10-24	MTO RUS - SO LAKESHORE	"1,885.00"	CAD	"1,885.00"	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	VEHICLE PLATE RENEWALS
FLEET SERVICES	4258-178	2016-10-21	2016-10-24	MTO RUS - SO LAKESHORE	"2,239.00"	CAD	"2,239.00"	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	VEHICLE PLATE RENEWALS
FLEET SERVICES	4258-179	2016-10-21	2016-10-24	MTO RUS - SO LAKESHORE	"2,451.00"	CAD	"2,451.00"	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	VEHICLE PLATE RENEWALS
FLEET SERVICES	4258-180	2016-10-21	2016-10-24	MTO RUS - SO LAKESHORE	"8,765.00"	CAD	"8,765.00"	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	VEHICLE PLATE RENEWALS
FLEET SERVICES	4258-181	2016-10-21	2016-10-24	MTO RUS - SO LAKESHORE	80.00	CAD	80.00	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	VEHICLE REPLACEMENT PLATE 111032 & 111031
FLEET SERVICES	4265-135	2016-10-25	2016-10-27	MTO RUS - SO LAKESHORE	40.00	CAD	40.00	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	VEHICLE REPLACEMENT PLATE 064105
FLEET SERVICES	4266-132	2016-10-26	2016-10-28	MTO RUS - SO LAKESHORE	40.00	CAD	40.00	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	VEHICLE REPLACEMENT PLATE 223014
FLEET SERVICES	4266-133	2016-10-26	2016-10-28	MTO RUS - SO LAKESHORE	"1,954.00"	CAD	"1,954.00"	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	VEHICLE PLATE RENEWALS
FLEET SERVICES	4266-134	2016-10-26	2016-10-28	MTO RUS - SO LAKESHORE	725.00	CAD	725.00	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	VEHICLE PLATE RENEWALS
FLEET SERVICES	4269-185	2016-10-27	2016-10-31	MTO RUS - SO LAKESHORE	20.00	CAD	20.00	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	VEHICLE REPLACEMENT OWNERSHIP 065013
FLEET SERVICES	4269-186	2016-10-27	2016-10-31	MTO RUS - SO LAKESHORE	20.00	CAD	20.00	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	VEHICLE REPLACEMENT OWNERSHIP 073044
FLEET SERVICES	4269-187	2016-10-27	2016-10-31	MTO RUS - SO LAKESHORE	20.00	CAD	20.00	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	VEHICLE REPLACEMENT OWNERSHIP 065013
FLEET SERVICES	4269-188	2016-10-27	2016-10-31	MTO RUS - SO LAKESHORE	20.00	CAD	20.00	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	VEHICLE REPLACEMENT OWNERSHIP 154036
FLEET SERVICES	4269-189	2016-10-27	2016-10-31	MTO RUS - SO LAKESHORE	20.00	CAD	20.00	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	VEHICLE REPLACEMENT OWNERSHIP 074001
FLEET SERVICES	4269-190	2016-10-27	2016-10-31	MTO RUS - SO LAKESHORE	967.00	CAD	967.00	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	VEHICLE PLATE RENEWALS
FLEET SERVICES	4269-191	2016-10-27	2016-10-31	MTO RUS - SO LAKESHORE	"3,623.00"	CAD	"3,623.00"	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	VEHICLE PLATE RENEWALS
FLEET SERVICES	4269-192	2016-10-27	2016-10-31	MTO RUS - SO LAKESHORE	"6,987.00"	CAD	"6,987.00"	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	VEHICLE PLATE RENEWALS
FLEET SERVICES	4269-193	2016-10-27	2016-10-31	MTO RUS - SO LAKESHORE	"8,486.00"	CAD	"8,486.00"	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	VEHICLE PLATE RENEWALS
FLEET SERVICES	4269-194	2016-10-27	2016-10-31	MTO RUS - SO LAKESHORE	"10,000.00"	CAD	"10,000.00"	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	VEHICLE PLATE RENEWALS
FLEET SERVICES	4269-195	2016-10-27	2016-10-31	MTO RUS - SO LAKESHORE	"10,000.00"	CAD	"10,000.00"	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	VEHICLE PLATE RENEWALS
FLEET SERVICES	4269-196	2016-10-27	2016-10-31	MTO RUS - SO LAKESHORE	"10,000.00"	CAD	"10,000.00"	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	VEHICLE PLATE RENEWALS
FLEET SERVICES	4269-197	2016-10-28	2016-10-31	MTO RUS - SO LAKESHORE	"5,113.00"	CAD	"5,113.00"	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	VEHICLE PLATE RENEWALS
FLEET SERVICES	4269-198	2016-10-28	2016-10-31	MTO RUS - SO LAKESHORE	"3,582.00"	CAD	"3,582.00"	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	VEHICLE PLATE RENEWALS
FLEET SERVICES	4269-199	2016-10-28	2016-10-31	MTO RUS - SO LAKESHORE	"10,000.00"	CAD	"10,000.00"	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	VEHICLE PLATE RENEWALS
FLEET SERVICES	4269-200	2016-10-28	2016-10-31	MTO RUS - SO LAKESHORE	"10,000.00"	CAD	"10,000.00"	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	VEHICLE PLATE RENEWALS
FLEET SERVICES	4269-201	2016-10-28	2016-10-31	MTO RUS - SO LAKESHORE	"10,000.00"	CAD	"10,000.00"	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	VEHICLE PLATE RENEWALS
					"387,386.00"	CAD	"387,386.00"	CAD							
PUBLIC HEALTH	4237-106	2016-10-05	2016-10-06	METRO #759	40.62	CAD	40.62	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	PH4061	NEEDLE EXCHANGE PROGRM	5411	"Grocery Stores, Supermarkets"	FOOD FOR METH CLINIC CLIENT
PUBLIC HEALTH	4249-198	2016-10-13	2016-10-17	METRO #759	32.67	CAD	32.67	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	PH4061	NEEDLE EXCHANGE PROGRM	5411	"Grocery Stores, Supermarkets"	FOOD FOR METH CLINIC CLIENT
PUBLIC HEALTH	4258-182	2016-10-20	2016-10-24	PIKTOCHART	39.25	CAD	29.00	USD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	PH4061	NEEDLE EXCHANGE PROGRM	5045	"Computers, Computer Peripheral Equipment"	GRAPHIC
PUBLIC HEALTH	4261-68	2016-10-24	2016-10-25	METRO #759	35.99	CAD	35.99	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	PH4061	NEEDLE EXCHANGE PROGRM	5411	"Grocery Stores, Supermarkets"	FOOD FOR METH CLINIC CLIENT
PUBLIC HEALTH	4266-135	2016-10-27	2016-10-28	METRO #759	31.62	CAD	31.62	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	PH4061	NEEDLE EXCHANGE PROGRM	5411	"Grocery Stores, Supermarkets"	FOOD FOR METH CLINIC CLIENT
PUBLIC HEALTH	4269-202	2016-10-28	2016-10-31	HUMBER COLLEGE CHILD C	50.00	CAD	50.00	CAD	4084	PUB REL/PROMOTIONS	PH4061	NEEDLE EXCHANGE PROGRM	8220	"Colleges, Universities, Professional Sch"	CONFERENCE OPENING RECEPTION
					230.15	CAD	190.90	CAD							
							29.00	USD							
ECONOMIC DEVELOPMENT & CULTURE	4255-127	2016-10-20	2016-10-21	BULK BARN	33.75	CAD	33.75	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0057	HS-MH-COLLECTION REGISTRATN-TODMORDEN	5411	"Grocery Stores, Supermarkets"	"DARK BROWN SUGAR, ICING SUGAR, MILK, COCOA, ETC."
ECONOMIC DEVELOPMENT & CULTURE	4258-183	2016-10-20	2016-10-24	SOBEYS 718        QPS	50.91	CAD	50.91	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0057	HS-MH-COLLECTION REGISTRATN-TODMORDEN	5411	"Grocery Stores, Supermarkets"	"BUTTERMILK, SHORTENING, VANILLA EXTRACT, ETC."
					84.66	CAD	84.66	CAD							
"PARKS, FORESTRY & RECREATION"	4237-107	2016-10-05	2016-10-06	EAST END GARDEN CENTRE	525.28	CAD	525.28	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00548	S-EAST 1-TURF&HORT	5261	Lawn and Garden Supply Stores	SOD/MUMS
"PARKS, FORESTRY & RECREATION"	4258-184	2016-10-21	2016-10-24	CANOPY FLORIST AND AQU	123.63	CAD	123.63	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00548	S-EAST 1-TURF&HORT	5992	Florists	POTTED ARRANGEMENTS
"PARKS, FORESTRY & RECREATION"	4263-122	2016-10-25	2016-10-26	EAST END GARDEN CENTRE	88.07	CAD	88.07	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00548	S-EAST 1-TURF&HORT	5261	Lawn and Garden Supply Stores	BOTANICAL - BLOODMEAL
					736.98	CAD	736.98	CAD							
"SHELTER, SUPPORT & HOUSING ADMINISTRATION"	4228-204	2016-10-01	2016-10-03	COSTCO WHOLESALE W524	203.39	CAD	203.39	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	FH5002	FINANCE & ADMINISTRATION	5300	Wholesale Clubs	KEURIG _ NORTH SERVERY
"SHELTER, SUPPORT & HOUSING ADMINISTRATION"	4255-128	2016-10-19	2016-10-21	NEOCITY CAFE	219.28	CAD	219.28	CAD	4820	BUSINESS MEETING EXPENSES	FH5001	EXECUTIVE ADMINISTRATION	5811	Caterers	REFRESHMENTS SMT - INV.#400499
"SHELTER, SUPPORT & HOUSING ADMINISTRATION"	4266-136	2016-10-26	2016-10-28	CPC/SCP #0370401	12.75	CAD	12.75	CAD	4805	POSTAGE	FH5002	FINANCE & ADMINISTRATION	9402	Postal Services - Government Only	EXPRESS MAIL
					435.42	CAD	435.42	CAD							
"PARKS, FORESTRY & RECREATION"	4239-170	2016-10-07	2016-10-11	WAL-MART #3635	91.40	CAD	91.40	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P09920	JIMMIE SIMPSON-INSTRL	5310	Discount Stores	YOUTH SUPPLIES
"PARKS, FORESTRY & RECREATION"	4239-171	2016-10-08	2016-10-11	WAL-MART #3635	29.14	CAD	29.14	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P09920	JIMMIE SIMPSON-INSTRL	5310	Discount Stores	YOUTH SUPPLIES
"PARKS, FORESTRY & RECREATION"	4249-199	2016-10-14	2016-10-17	WALMART #1150	112.95	CAD	112.95	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P09920	JIMMIE SIMPSON-INSTRL	5310	Discount Stores	PRESCHOOL SUPPLIES
"PARKS, FORESTRY & RECREATION"	4249-200	2016-10-14	2016-10-17	ABSOLUTE DOLLAR	44.07	CAD	44.07	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P09920	JIMMIE SIMPSON-INSTRL	5310	Discount Stores	BALLET/PRESCHOOL SUPPLIES
"PARKS, FORESTRY & RECREATION"	4250-89	2016-10-17	2016-10-18	FRESHCO #9781	9.98	CAD	9.98	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12841	RC- CITY WIDE - YOUTH -YOUTH OUTREACH	5411	"Grocery Stores, Supermarkets"	HALLOWEEN EVENT
"PARKS, FORESTRY & RECREATION"	4250-90	2016-10-17	2016-10-18	ITS MY PARTY	529.97	CAD	529.97	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P09920	JIMMIE SIMPSON-INSTRL	5947	"Card, Gift, Novelty, and Souvenir Shops"	HALLOWEEN EVENT
"PARKS, FORESTRY & RECREATION"	4252-98	2016-10-17	2016-10-19	CDN TIRE STORE #00654	133.20	CAD	133.20	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P09920	JIMMIE SIMPSON-INSTRL	5200	Home Supply Warehouse	BALL HOCKEY SUPPLIES
"PARKS, FORESTRY & RECREATION"	4258-185	2016-10-21	2016-10-24	FOOD BASICS #875	14.30	CAD	14.30	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P09920	JIMMIE SIMPSON-INSTRL	5411	"Grocery Stores, Supermarkets"	ECO EXPLORERS
"PARKS, FORESTRY & RECREATION"	4258-186	2016-10-21	2016-10-24	ABSOLUTE DOLLAR	14.69	CAD	14.69	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P09920	JIMMIE SIMPSON-INSTRL	5310	Discount Stores	HALLOWEEN EVENT
"PARKS, FORESTRY & RECREATION"	4269-203	2016-10-28	2016-10-31	FOOD BASICS #875	37.98	CAD	37.98	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P09920	JIMMIE SIMPSON-INSTRL	5411	"Grocery Stores, Supermarkets"	YOUTH SUPPLIES
"PARKS, FORESTRY & RECREATION"	4269-204	2016-10-28	2016-10-31	FOOD BASICS #875	20.62	CAD	20.62	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P09920	JIMMIE SIMPSON-INSTRL	5411	"Grocery Stores, Supermarkets"	ECO EXPLORERS
"PARKS, FORESTRY & RECREATION"	4269-205	2016-10-28	2016-10-31	WALMART #1150	44.05	CAD	44.05	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P09920	JIMMIE SIMPSON-INSTRL	5310	Discount Stores	YOUTH SUPPLIES
"PARKS, FORESTRY & RECREATION"	4269-206	2016-10-28	2016-10-31	ABSOLUTE DOLLAR	10.17	CAD	10.17	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P09920	JIMMIE SIMPSON-INSTRL	5310	Discount Stores	YOUTH SUPPLIES
"PARKS, FORESTRY & RECREATION"	4269-207	2016-10-28	2016-10-31	ABSOLUTE DOLLAR	10.45	CAD	10.45	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P09920	JIMMIE SIMPSON-INSTRL	5310	Discount Stores	YOUTH SUPPLIES
					"1,102.97"	CAD	"1,102.97"	CAD							
"PARKS, FORESTRY & RECREATION"	4234-105	2016-10-04	2016-10-04	MUSICTIMECA	53.40	CAD	53.40	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02234	BURROWS HALL-ARTS-VISL/PERF	5733	"Music Stores - Musical Instruments, Pian"	MUSIC BOOKS
"PARKS, FORESTRY & RECREATION"	4258-187	2016-10-21	2016-10-24	LONG   MCQUADE LIMITED	8.48	CAD	8.48	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02234	BURROWS HALL-ARTS-VISL/PERF	7399	Business Services - Not Elsewhere Classi	GUITAR PICKS
"PARKS, FORESTRY & RECREATION"	4258-188	2016-10-21	2016-10-24	FOOD BASICS #606	22.53	CAD	22.53	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05464	BURROWS HALL-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	FOOD PREPARATION - YOUTH DROP IN
					84.41	CAD	84.41	CAD							
ECONOMIC DEVELOPMENT & CULTURE	4228-205	2016-09-30	2016-10-03	FACEBK MTAJP9EE52	100.00	CAD	100.00	CAD	4414	ADVERTISING & PROMOTION	SE0019	NUIT BLANCHE	7311	Advertising Services	ADVERTIZING
					100.00	CAD	100.00	CAD							
"PARKS, FORESTRY & RECREATION"	4228-206	2016-09-30	2016-10-03	DOLLAR TREE CANADA STO	59.33	CAD	59.33	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06462	JOHN ENGLISH CS-ARTS-VISL/PERF	5331	Variety Stores	ART SUPPLIES
"PARKS, FORESTRY & RECREATION"	4228-207	2016-09-30	2016-10-03	DELYEA PIANOS INC.	141.25	CAD	141.25	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	P06518	JOHN ENGLISH CS-PRGM SUPPORT	5733	"Music Stores - Musical Instruments, Pian"	PIANO TUNING
"PARKS, FORESTRY & RECREATION"	4246-119	2016-10-13	2016-10-14	NO FRILLS MARIO   SELI	46.71	CAD	46.71	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06462	JOHN ENGLISH CS-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	SUPPLIE FOR COOKING PROGRAM
"PARKS, FORESTRY & RECREATION"	4252-99	2016-10-17	2016-10-19	WAL-MART # 3031	56.66	CAD	56.66	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07546	JOHN ENGLISH CS-INSTRL-ADULT	5310	Discount Stores	PROGRAM SUPPLIES
"PARKS, FORESTRY & RECREATION"	4255-129	2016-10-20	2016-10-21	NO FRILL'S #1306	55.95	CAD	55.95	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06462	JOHN ENGLISH CS-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	COOKING PROGRAM SUPPLIES
"PARKS, FORESTRY & RECREATION"	4266-137	2016-10-27	2016-10-28	NO FRILLS MARIO   SELI	40.15	CAD	40.15	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06462	JOHN ENGLISH CS-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	COOKING PROGRAM SUPPLIES
					400.05	CAD	400.05	CAD							
"PARKS, FORESTRY & RECREATION"	4238-114	2016-10-06	2016-10-07	NO FRILL'S #1306	63.69	CAD	63.69	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06463	JS BELL CS-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	PROGRAM SUPPLIES FOR COOKING
"PARKS, FORESTRY & RECREATION"	4249-201	2016-10-14	2016-10-17	NO FRILL'S #1306	49.76	CAD	49.76	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06463	JS BELL CS-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	PROGRAM SUPPLIES FOR COOKING
"PARKS, FORESTRY & RECREATION"	4255-130	2016-10-20	2016-10-21	NO FRILL'S #1306	67.82	CAD	67.82	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06463	JS BELL CS-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	PROGRAM SUPPLIES FOR COOKING
"PARKS, FORESTRY & RECREATION"	4261-69	2016-10-24	2016-10-25	PLUS DOLLARWAY PLUS	30.78	CAD	30.78	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08590	JS BELL-SPEC EVNTS	5310	Discount Stores	PROGRAM SUPPLIES FOR PRSENT MAKING WKSHP
"PARKS, FORESTRY & RECREATION"	4261-70	2016-10-24	2016-10-25	IKEA ETOBICOKE	51.89	CAD	51.89	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08590	JS BELL-SPEC EVNTS	5712	"Equipment, Furniture, and Home Furnishin"	PROGRAM SUPPLIES FOR PRSENT MAKING WKSHP
"PARKS, FORESTRY & RECREATION"	4263-123	2016-10-25	2016-10-26	MICHAELS #4921	163.23	CAD	163.23	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08590	JS BELL-SPEC EVNTS	5945	"Game, Toy, and Hobby Shops"	PROGRAM SUPPLIES FOR PRSENT MAKING WKSHP
"PARKS, FORESTRY & RECREATION"	4269-208	2016-10-28	2016-10-31	NO FRILL'S #1306	66.85	CAD	66.85	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06463	JS BELL CS-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	PROGRAM SUPPLIES FOR COOKING
					494.02	CAD	494.02	CAD							
"SHELTER, SUPPORT & HOUSING ADMINISTRATION"	4234-106	2016-09-30	2016-10-04	CDN TIRE STORE #00600	214.68	CAD	214.68	CAD	3050	M & E - KITCHEN	F03422	ADELAIDE RESOURCE CENTRE-DIETARY SERVICE	5200	Home Supply Warehouse	TO PURCHASE TOASTER OVEN AND BLENDER FOR ARC CLIEN
					214.68	CAD	214.68	CAD							
"PARKS, FORESTRY & RECREATION"	4228-208	2016-09-30	2016-10-03	LOWES #02494*	398.66	CAD	398.66	CAD	2531	LUMBER	P00832	TECH SERV. 3-PARKS CONSTRUCTION	5200	Home Supply Warehouse	**MORE**  1X3X8 PREMIUM FURRING STRIP
"PARKS, FORESTRY & RECREATION"	4234-107	2016-10-03	2016-10-04	MARK'S WORK WEARHOUSE	129.94	CAD	129.94	CAD	2670	UNIFORMS	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5691	Men's and Women's Clothing Stores	BROWN DUCK LINED BIB OVERALL
"PARKS, FORESTRY & RECREATION"	4239-172	2016-10-07	2016-10-11	CTS CARGO TIE DOWN SPE	456.38	CAD	456.38	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5085	Industrial Supplies Not Elsewhere Classi	2X4 POLYESTER SLING
