Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element / Order No.	Cost Centre / WBS Element / Order No. Description	Merchant Type	Merchant Type Description	Purpose	
ECONOMIC DEVELOPMENT & CULTURE	3392-81	2015-02-24	2015-02-25	VIBRANTSHOT.COM	300.00	CAD	300.00	CAD	4082	PHOTO/VIDEO SERVICES	SE0003	DOORS OPEN	7221	Photographic Studios	IMAGES	
					501.55	CAD	311.29	CAD								
							149.00	USD								
TORONTO WATER	3388-134	2015-02-20	2015-02-23	PRINCESS AUTO	74.49	CAD	74.49	CAD	*****	GENERAL HARDWARE	TW2035	DIST OPS: OPERATION & MTCE - SCARBOROUGH	5085	Industrial Supplies Not Elsewhere Classi	CABLE BOOSTERS AND NUTS	
					74.49	CAD	74.49	CAD								
"PARKS, FORESTRY & RECREATION"	3376-107	2015-02-06	2015-02-13	ACTION HYDRAULICS LTD.	78.40	CAD	78.40	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00890	KIPLING YD-FLEET EQUIP	7699	Miscellaneous Repair Shops and Related S	"HOSE, FITTINGS"	
					78.40	CAD	78.40	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3357-114	2015-02-01	2015-02-02	SQUARESPACE INC.	13.02	CAD	10.00	USD	4085	PROF & TECH-MGMT	ED0139	SM. BUSINESS SUPPORT & ADVISORY SERVICE	7372	"Computer Programming, Integrated Systems"	SUBSCRIPTION ET WEBSITE	
ECONOMIC DEVELOPMENT & CULTURE	3366-109	2015-02-04	2015-02-06	METRO TORONTO CONVENTI	"5,000.00"	CAD	"5,000.00"	CAD	4530	RENTAL OF PROP. (OTHER THAN OFFICE)	ED0139	SM. BUSINESS SUPPORT & ADVISORY SERVICE	4814	Telecommunication Service Including Loca	1ST DEPOSIT FOR VENUE RENTAL	
ECONOMIC DEVELOPMENT & CULTURE	3368-137	2015-02-06	2015-02-09	ECONOMIC DEVELOPERS	158.20	CAD	158.20	CAD	4118	TICKETS AND ADMISSION FEES	ED0116	BUSINESS ADVISORY AND SUPPORT SERVICES	8699	"Organizations, Membership - Not Elsewher"	TICKET FOR EVENT	
ECONOMIC DEVELOPMENT & CULTURE	3374-95	2015-02-10	2015-02-12	DRUXY'S - #052 (CA100)	395.50	CAD	395.50	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	ED0139	SM. BUSINESS SUPPORT & ADVISORY SERVICE	5812	"Eating Places, Restaurants"	COFFEE FOR ET SEMINAR	
ECONOMIC DEVELOPMENT & CULTURE	3376-108	2015-02-12	2015-02-13	PAYPAL *CANADIAN SM	282.50	CAD	282.50	CAD	4530	RENTAL OF PROP. (OTHER THAN OFFICE)	ED0139	SM. BUSINESS SUPPORT & ADVISORY SERVICE	7392	"Consulting, Management, and Public Relat"	EXHIBITOR AT EVENT	
ECONOMIC DEVELOPMENT & CULTURE	3386-69	2015-02-19	2015-02-20	GODADDY.COM CANADA	11.29	CAD	11.29	CAD	4995	OTHER EXPENSES	ED0116	BUSINESS ADVISORY AND SUPPORT SERVICES	7372	"Computer Programming, Integrated Systems"	DOMAIN FEE	
ECONOMIC DEVELOPMENT & CULTURE	3388-135	2015-02-20	2015-02-23	DRUXY'S - #052 (CA100)	98.88	CAD	98.88	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	ED0139	SM. BUSINESS SUPPORT & ADVISORY SERVICE	5812	"Eating Places, Restaurants"	COFFEE FOR ET SEMINAR	
ECONOMIC DEVELOPMENT & CULTURE	3394-100	2015-02-24	2015-02-26	DRUXY'S - #052 (CA100)	98.88	CAD	98.88	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	ED0139	SM. BUSINESS SUPPORT & ADVISORY SERVICE	5812	"Eating Places, Restaurants"	COFFEE FOR ET SEMINAR	
					"6,058.27"	CAD	"6,045.25"	CAD								
							10.00	USD								
"PARKS, FORESTRY & RECREATION"	3364-96	2015-02-03	2015-02-05	WAL-MART #3635	160.45	CAD	160.45	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05797	MALVERN RC-SPORTS	5310	Discount Stores	BHM SUPPLIES FOR ONE LOVE EVENT	
"PARKS, FORESTRY & RECREATION"	3372-76	2015-02-10	2015-02-11	LONG   MCQUADE LIMITED	27.12	CAD	27.12	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05797	MALVERN RC-SPORTS	7399	Business Services - Not Elsewhere Classi	4 EXTRA DRUM ACCESSORIES FOR BHM EVENT SOUL BEATS	
					187.57	CAD	187.57	CAD								
LONG TERM CARE HOMES & SERVICES	3357-115	2015-02-01	2015-02-02	FRESHCO 9750      QPS	9.96	CAD	9.96	CAD	2741	FOOD COSTS	D3G032	TRUE DAVIDSON ACRES-FN-RF	5411	"Grocery Stores, Supermarkets"	TORTILLA FOR RESIDENTS MENU	
LONG TERM CARE HOMES & SERVICES	3376-109	2015-02-12	2015-02-13	METRO #808	38.61	CAD	38.61	CAD	2741	FOOD COSTS	D3G032	TRUE DAVIDSON ACRES-FN-RF	5411	"Grocery Stores, Supermarkets"	RYE BREAD FOR RESIDENTS MENU	
LONG TERM CARE HOMES & SERVICES	3390-58	2015-02-22	2015-02-24	CDN TIRE STORE #00273	75.12	CAD	75.12	CAD	2610	KITCHEN SUPPLIES	D3G031	TRUE DAVIDSON ACRES-FN-OA	5200	Home Supply Warehouse	MICROWAVE AND KEETTLE FOR RESIDENTS UNIT	
					123.69	CAD	123.69	CAD								
"PARKS, FORESTRY & RECREATION"	3357-116	2015-01-30	2015-02-02	THE HOME DEPOT #7027	79.07	CAD	79.07	CAD	2575	ELECTRICAL SUPPLIES	P00268	E-NORTH2-TURF&HORT	5200	Home Supply Warehouse	30M CORD	
"PARKS, FORESTRY & RECREATION"	3364-97	2015-02-04	2015-02-05	DRIVE PRODUCTS INC SCA	738.76	CAD	738.76	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00268	E-NORTH2-TURF&HORT	7538	Automotive Service Shops	LIGHTS/PLOW UNIT	
"PARKS, FORESTRY & RECREATION"	3368-138	2015-02-06	2015-02-09	DRIVE PRODUCTS INC SCA	166.77	CAD	166.77	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00268	E-NORTH2-TURF&HORT	7538	Automotive Service Shops	PULLEY & BELT/SALTER	
"PARKS, FORESTRY & RECREATION"	3382-56	2015-02-17	2015-02-18	PRINCESS AUTO #36	241.77	CAD	241.77	CAD	2710	GENERAL HARDWARE	P00268	E-NORTH2-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	STRAPS/PULLING	
					"1,226.37"	CAD	"1,226.37"	CAD								
"PARKS, FORESTRY & RECREATION"	3357-117	2015-01-30	2015-02-02	JJ DOWNS INDUSTRIAL	439.17	CAD	439.17	CAD	2535	PLUMBING SUPPLIES	P06885	TECHNICAL TRADES SERVICES - 50 BOOTH	5085	Industrial Supplies Not Elsewhere Classi	"SOLVENT CEMENT, PRIMER, 2"" PVC MIP"	
"PARKS, FORESTRY & RECREATION"	3368-139	2015-02-03	2015-02-09	JJ DOWNS INDUSTRIAL	999.99	CAD	999.99	CAD	2535	PLUMBING SUPPLIES	P06885	TECHNICAL TRADES SERVICES - 50 BOOTH	5085	Industrial Supplies Not Elsewhere Classi	"8"" TYPE 57 BUTTERFLY VALVE"	
					"1,439.16"	CAD	"1,439.16"	CAD								
"PARKS, FORESTRY & RECREATION"	3357-118	2015-01-30	2015-02-02	WAL-MART # 3111	31.48	CAD	31.48	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13500	TPASC - PROGRAM SUPPORT	5411	"Grocery Stores, Supermarkets"	"TENNIS BALLS, BINS"	
					31.48	CAD	31.48	CAD								
"PARKS, FORESTRY & RECREATION"	3357-119	2015-02-01	2015-02-02	RCS RACQUET SPORTS	869.82	CAD	869.82	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10935	LAMOREAUX TENNIS CTR-PRGM SUPPORT	5941	Sporting Goods Stores	CASES OF BALLS	
					869.82	CAD	869.82	CAD								
"PARKS, FORESTRY & RECREATION"	3364-98	2015-02-04	2015-02-05	FRESHCO 9719QPS	31.91	CAD	31.91	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05464	BURROWS HALL-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"PEPPER, TOMATOES, LEMON JUICE, GARLIC"	
"PARKS, FORESTRY & RECREATION"	3376-110	2015-02-11	2015-02-13	WAL-MART # 3111	33.14	CAD	33.14	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05464	BURROWS HALL-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"RICE, BROCCOLI, CAULIFLOWE, HONEY"	
"PARKS, FORESTRY & RECREATION"	3386-70	2015-02-18	2015-02-20	WAL-MART # 3111	38.17	CAD	38.17	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05464	BURROWS HALL-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"CREAM, SUNFLOWER SEEDS, APPLE JUICE"	
"PARKS, FORESTRY & RECREATION"	3388-136	2015-02-22	2015-02-23	DOLLAR TREE # 40245	19.78	CAD	19.78	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05464	BURROWS HALL-SOCIAL PRGM	5331	Variety Stores	"STICKERS, BINGO MARKERS, FOAM SHAPES"	
"PARKS, FORESTRY & RECREATION"	3394-101	2015-02-25	2015-02-26	FOOD BASICS #606	17.49	CAD	17.49	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05464	BURROWS HALL-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"CORN, POTATOES, CHEESE"	
"PARKS, FORESTRY & RECREATION"	3396-92	2015-02-25	2015-02-27	WAL-MART # 3111	54.88	CAD	54.88	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05464	BURROWS HALL-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"PITA BREAD, LETTUCE, CUCUMBER, TOMATOES"	
					195.37	CAD	195.37	CAD								
"PARKS, FORESTRY & RECREATION"	3368-140	2015-02-06	2015-02-09	CALIFORNIA PAINT STORE	60.06	CAD	60.06	CAD	2715	PAINT SUPPLIES	P00890	KIPLING YD-FLEET EQUIP	5231	"Glass, Paint, Wallpaper Stores"	PAINT	
"PARKS, FORESTRY & RECREATION"	3368-141	2015-02-06	2015-02-09	CALIFORNIA PAINT STORE	25.93	CAD	25.93	CAD	2715	PAINT SUPPLIES	P00890	KIPLING YD-FLEET EQUIP	5231	"Glass, Paint, Wallpaper Stores"	ROLLER SLEEVE/LINERS	
					85.99	CAD	85.99	CAD								
TORONTO WATER	3392-82	2015-02-23	2015-02-25	THE HOME DEPOT #7134	292.97	CAD	292.97	CAD	2575	ELECTRICAL SUPPLIES	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5200	Home Supply Warehouse	**MORE**  6W GU10 BW	
TORONTO WATER	3394-102	2015-02-24	2015-02-26	MOE-DRINK WAT WASTE CE	140.00	CAD	140.00	CAD	4830	PERMIT & LICENSE FEES	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	9399	Government Services - Not Elsewhere Clas	OWWCO LICENSE	
					432.97	CAD	432.97	CAD								
"PARKS, FORESTRY & RECREATION"	3357-120	2015-01-30	2015-02-02	JJ DOWNS INDUSTRIAL	904.00	CAD	904.00	CAD	2535	PLUMBING SUPPLIES	P06885	TECHNICAL TRADES SERVICES - 50 BOOTH	5085	Industrial Supplies Not Elsewhere Classi	"PVC FITTINGS, PIPE"	
"PARKS, FORESTRY & RECREATION"	3361-51	2015-02-03	2015-02-04	ACKLANDS-GRAINGER INC	42.82	CAD	42.82	CAD	3080	M & E - HAND TOOLS	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5085	Industrial Supplies Not Elsewhere Classi	SCREWDRIVERS AND FLINTS	
"PARKS, FORESTRY & RECREATION"	3364-99	2015-02-03	2015-02-05	CTF SUPPLY (11)	342.25	CAD	342.25	CAD	2535	PLUMBING SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5085	Industrial Supplies Not Elsewhere Classi	"JET LEVER TOOL, WEB SLING TYPE4 CHAIN"	
"PARKS, FORESTRY & RECREATION"	3368-142	2015-02-03	2015-02-09	JJ DOWNS INDUSTRIAL	999.99	CAD	999.99	CAD	2535	PLUMBING SUPPLIES	P06885	TECHNICAL TRADES SERVICES - 50 BOOTH	5085	Industrial Supplies Not Elsewhere Classi	"8"" TYPE 57 BUTTERFLY VALVE"	
"PARKS, FORESTRY & RECREATION"	3368-143	2015-02-04	2015-02-09	JJ DOWNS INDUSTRIAL	999.99	CAD	999.99	CAD	2535	PLUMBING SUPPLIES	P06885	TECHNICAL TRADES SERVICES - 50 BOOTH	5085	Industrial Supplies Not Elsewhere Classi	"8"" TYPE 57 BUTTERFLY VALVE"	
					"3,289.05"	CAD	"3,289.05"	CAD								
LONG TERM CARE HOMES & SERVICES	3368-144	2015-02-07	2015-02-09	EB *INFECTION PREVENTI	75.00	CAD	75.00	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	D3E083	FUDGER HOUSE-PS-PS	7399	Business Services - Not Elsewhere Classi	INFECTION PREVENTION EDUCATION DAY	
					75.00	CAD	75.00	CAD								
"PARKS, FORESTRY & RECREATION"	3396-93	2015-02-25	2015-02-27	CDN TIRE STORE #00119	262.56	CAD	262.56	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P07647	HUMBER VALLEY-OPERATIONS	5200	Home Supply Warehouse	"BRAKE CLEANER, LUBE, ACETONE CLEAN, HACKSAW"	
					262.56	CAD	262.56	CAD								
FIRE SERVICES	3388-137	2015-02-20	2015-02-23	IMPARK00090334U	10.50	CAD	10.50	CAD	4770	PARKING EXPENSES (INTOWN)	FR0012	ADMIN-HEADQUARTERS	7523	Automobile Parking Lots and Garages	PARKING FOR FSWO BOARD MEETING	
FIRE SERVICES	3388-138	2015-02-21	2015-02-23	IMPARK00090334U	16.00	CAD	16.00	CAD	4770	PARKING EXPENSES (INTOWN)	FR0012	ADMIN-HEADQUARTERS	7523	Automobile Parking Lots and Garages	PARKING FOR FSWO BOARD MEETING	
					26.50	CAD	26.50	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3366-110	2015-02-03	2015-02-06	LAMIN-8 SERVICES INC.	768.85	CAD	768.85	CAD	4082	PHOTO/VIDEO SERVICES	ED0142	TFTDMO MKT & TRADE	7338	"Quick Copy, Reproduction, and Blueprinti"	MOUNTING MOVIE POSTERS	
					768.85	CAD	768.85	CAD								
CITY CLERK'S OFFICE	3368-145	2015-02-05	2015-02-09	AMCTO	446.35	CAD	446.35	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	GV0009	POLICY  COMPLIANCE & EXECUTIVE	7392	"Consulting, Management, and Public Relat"	"AMCTO LEADERS' FORUM-MARCH 26, 2015"	
CITY CLERK'S OFFICE	3368-146	2015-02-05	2015-02-09	AMCTO	446.35	CAD	446.35	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	GV0009	POLICY  COMPLIANCE & EXECUTIVE	7392	"Consulting, Management, and Public Relat"	"AMCTO LEADERS' FORUM-MARCH 26, 2015"	
					892.70	CAD	892.70	CAD								
"PARKS, FORESTRY & RECREATION"	3359-43	2015-02-02	2015-02-03	METRO #37	24.12	CAD	24.12	CAD	2620	ANIMAL CARE SUPPLIES	P13448	WATERFOWL MANAGEMENT PROGRAM - TEY	5411	"Grocery Stores, Supermarkets"	"FRUITS, NATREL"	
"PARKS, FORESTRY & RECREATION"	3361-52	2015-02-03	2015-02-04	GLOBAL PET FOODS	119.16	CAD	119.16	CAD	2620	ANIMAL CARE SUPPLIES	P13448	WATERFOWL MANAGEMENT PROGRAM - TEY	5995	Pet Shops - Pet Food and Supplies	ANIMAL  SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3361-53	2015-02-03	2015-02-04	CANINE WELLNESS CENTRE	100.00	CAD	100.00	CAD	2620	ANIMAL CARE SUPPLIES	P13448	WATERFOWL MANAGEMENT PROGRAM - TEY	0742	Veterinary Services	ANIMAL TREATMENT AND SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3364-100	2015-02-04	2015-02-05	PET VALU #2096	64.39	CAD	64.39	CAD	2620	ANIMAL CARE SUPPLIES	P13448	WATERFOWL MANAGEMENT PROGRAM - TEY	5995	Pet Shops - Pet Food and Supplies	ANIMAL SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3368-147	2015-02-06	2015-02-09	PETSMART INC 2006	33.88	CAD	33.88	CAD	2620	ANIMAL CARE SUPPLIES	P13448	WATERFOWL MANAGEMENT PROGRAM - TEY	5995	Pet Shops - Pet Food and Supplies	ANIMAL SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3368-148	2015-02-06	2015-02-09	PET VALU # 2079	180.78	CAD	180.78	CAD	2620	ANIMAL CARE SUPPLIES	P13448	WATERFOWL MANAGEMENT PROGRAM - TEY	5995	Pet Shops - Pet Food and Supplies	ANIMAL SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3378-138	2015-02-13	2015-02-16	PET VALU # 2079	92.65	CAD	92.65	CAD	2620	ANIMAL CARE SUPPLIES	P13448	WATERFOWL MANAGEMENT PROGRAM - TEY	5995	Pet Shops - Pet Food and Supplies	ANIMAL SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3386-75	2015-02-19	2015-02-20	CANINE WELLNESS CENTRE	103.96	CAD	103.96	CAD	2620	ANIMAL CARE SUPPLIES	P13448	WATERFOWL MANAGEMENT PROGRAM - TEY	0742	Veterinary Services	ANIMAL SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3388-139	2015-02-20	2015-02-23	PET VALU # 2079	234.98	CAD	234.98	CAD	2620	ANIMAL CARE SUPPLIES	P01058	RIVERDALE FARM-ANIMAL DISPLAY	5995	Pet Shops - Pet Food and Supplies	ANIMAL SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3392-83	2015-02-24	2015-02-25	CANINE WELLNESS CENTRE	457.65	CAD	457.65	CAD	4087	PROFESSIONAL SERVICES -VETERINARIAN FEES	P13448	WATERFOWL MANAGEMENT PROGRAM - TEY	0742	Veterinary Services	REHAB PACKAGE- HANK	
					"1,411.57"	CAD	"1,411.57"	CAD								
"PARKS, FORESTRY & RECREATION"	3390-59	2015-02-21	2015-02-24	CDN TIRE STORE #00242	33.89	CAD	33.89	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06776	ELMBANK-PRGM SUPPORT	5200	Home Supply Warehouse	HOCKEY PUCKS-HOCKEY IN THE NEIGHBORHOOD PRGM	
"PARKS, FORESTRY & RECREATION"	3394-103	2015-02-25	2015-02-26	RCSS WESTON 2800	51.34	CAD	51.34	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06776	ELMBANK-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	HOCKEY IN THE NEIGHBORHOOD PRGM- FOOD ITEMS	
					85.23	CAD	85.23	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3359-44	2015-02-02	2015-02-03	DRAPE MASTER	700.60	CAD	700.60	CAD	4995	OTHER EXPENSES	AH0129	AS-PR-RETAIL RENT PERM-LAKESHORE A.H.	7216	Dry Cleaners	SPOT AND CLEAN FOR THEATRE DRAPERIES	
ECONOMIC DEVELOPMENT & CULTURE	3364-101	2015-02-04	2015-02-05	DRAPE MASTER	745.80	CAD	745.80	CAD	4471	CONTRACTED SERVICES - BLINDS & DRAPERIES	AH0129	AS-PR-RETAIL RENT PERM-LAKESHORE A.H.	7216	Dry Cleaners	CLEANING AND FIRE RETARDANT TREATMENT FOR DRAPES	
ECONOMIC DEVELOPMENT & CULTURE	3390-60	2015-02-20	2015-02-24	CDN TIRE STORE #00070	20.33	CAD	20.33	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	AH0011	AS-PS-COMMUNITY DEV-ETOBCC	5200	Home Supply Warehouse	SILVER TRIM FOR HOTSPOT SIGNAGE	
					"1,466.73"	CAD	"1,466.73"	CAD								
FLEET SERVICES	3357-121	2015-01-30	2015-02-02	SERVICEONTARIO-034	7.00	CAD	7.00	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	VEHICLE REPLACEMENT STICKER	
FLEET SERVICES	3359-45	2015-02-02	2015-02-03	AMERICAN PUBLIC WORKS	-31.04	CAD	-24.12	USD	4760	MEMBERSHIP FEES	FL7005	VEHICLE LICENSING	5969	Direct Marketing - Other Direct Marketer	MEMBERSHIP DUES CREDIT	
FLEET SERVICES	3366-111	2015-02-05	2015-02-06	SERVICEONTARIO-034	29.00	CAD	29.00	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	VEHICLE REPLACEMENT PLATE	
FLEET SERVICES	3366-112	2015-02-05	2015-02-06	SERVICEONTARIO-034	14.00	CAD	14.00	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	VEHICLE REPLACEMENT STICKERS	
FLEET SERVICES	3368-149	2015-02-05	2015-02-09	SERVICEONTARIO-034	"8,981.00"	CAD	"8,981.00"	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	VEHICLE LICENSE RENEWAL	
FLEET SERVICES	3368-150	2015-02-05	2015-02-09	SERVICEONTARIO-034	"6,654.00"	CAD	"6,654.00"	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	VEHICLE LICENSE RENEWAL	
FLEET SERVICES	3370-61	2015-02-09	2015-02-10	SERVICEONTARIO-034	7.00	CAD	7.00	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	VEHICLE REPLACEMENT STICKER	
FLEET SERVICES	3370-62	2015-02-09	2015-02-10	SERVICEONTARIO-034	"1,598.00"	CAD	"1,598.00"	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	VEHICLE LICENSE RENEWAL	
FLEET SERVICES	3374-96	2015-02-11	2015-02-12	SERVICEONTARIO-034	661.00	CAD	661.00	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	VEHICLE LICENSE RENEWAL	
FLEET SERVICES	3374-97	2015-02-11	2015-02-12	SERVICEONTARIO-034	192.00	CAD	192.00	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	VEHICLE LICENSE RENEWAL	
FLEET SERVICES	3376-112	2015-02-11	2015-02-13	SERVICEONTARIO-034	"7,497.00"	CAD	"7,497.00"	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	VEHICLE LICENSE RENEWAL	
FLEET SERVICES	3376-113	2015-02-11	2015-02-13	MOE-HWIN WEB	50.00	CAD	50.00	CAD	4860	HAZARDOUS WASTE REMOVAL	FL1910	SERVICE PLANNING SOUTH	9399	Government Services - Not Elsewhere Clas	HWIN FEES	
FLEET SERVICES	3376-114	2015-02-11	2015-02-13	MOE-HWIN WEB	50.00	CAD	50.00	CAD	4860	HAZARDOUS WASTE REMOVAL	FL1910	SERVICE PLANNING SOUTH	9399	Government Services - Not Elsewhere Clas	HWIN FEES	
FLEET SERVICES	3376-115	2015-02-11	2015-02-13	MOE-HWIN WEB	55.80	CAD	55.80	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	HWIN FEES	
FLEET SERVICES	3378-139	2015-02-13	2015-02-16	SERVICEONTARIO-034	"3,563.00"	CAD	"3,563.00"	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	VEHICLE LICENSE RENEWAL	
FLEET SERVICES	3386-76	2015-02-18	2015-02-20	MOE-HWIN WEB	115.00	CAD	115.00	CAD	4860	HAZARDOUS WASTE REMOVAL	FL1910	SERVICE PLANNING SOUTH	9399	Government Services - Not Elsewhere Clas	HWIN FEES	
FLEET SERVICES	3386-77	2015-02-19	2015-02-20	SERVICEONTARIO-034	87.00	CAD	87.00	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	VEHICLE REPLACEMENT PLATES	
FLEET SERVICES	3386-78	2015-02-19	2015-02-20	SERVICEONTARIO-034	354.00	CAD	354.00	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	VEHICLE LICENSE RENEWAL	
FLEET SERVICES	3386-79	2015-02-19	2015-02-20	SERVICEONTARIO-034	192.00	CAD	192.00	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	VEHICLE LICENSE RENEWAL	
FLEET SERVICES	3386-80	2015-02-19	2015-02-20	SERVICEONTARIO-034	568.00	CAD	568.00	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	VEHICLE LICENSE RENEWAL	
FLEET SERVICES	3386-81	2015-02-19	2015-02-20	SERVICEONTARIO-034	"1,669.00"	CAD	"1,669.00"	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	VEHICLE LICENSE RENEWAL	
FLEET SERVICES	3388-140	2015-02-20	2015-02-23	SERVICEONTARIO-034	14.00	CAD	14.00	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	VEHICLE REPLACEMENT STICKER	
FLEET SERVICES	3388-141	2015-02-20	2015-02-23	SERVICEONTARIO-034	7.00	CAD	7.00	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	VEHICLE REPLACEMENT STICKER	
FLEET SERVICES	3388-142	2015-02-20	2015-02-23	SERVICEONTARIO-034	539.00	CAD	539.00	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	VEHICLE LICENSE RENEWAL	
FLEET SERVICES	3388-143	2015-02-20	2015-02-23	SERVICEONTARIO-034	"3,345.00"	CAD	"3,345.00"	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	VEHICLE LICENSE RENEWAL	
FLEET SERVICES	3392-84	2015-02-23	2015-02-25	CITY COLLECTIONS	74.15	CAD	74.15	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	7523	Automobile Parking Lots and Garages	PARKING INFRACTION	
FLEET SERVICES	3392-85	2015-02-24	2015-02-25	SERVICEONTARIO-034	7.00	CAD	7.00	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	VEHICLE REPLACEMENT STICKER	
FLEET SERVICES	3392-86	2015-02-24	2015-02-25	SERVICEONTARIO-034	763.00	CAD	763.00	CAD	4830	PERMIT & LICENSE FEES	FL7005	VEHICLE LICENSING	9399	Government Services - Not Elsewhere Clas	VEHICLE LICENSE RENEWAL	
