Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element / Order #	Cost Centre / WBS Element / Order # Decription	Merchant Type	Merchant Type Description	Purpose	
"PARKS, FORESTRY & RECREATION"	2948-62	2014-04-07	2014-04-08	AMAZON *MARKETPLCE CA	134.28	CAD	134.28	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07767	CENTENNIAL (E)-ARTS-VISL/PERF	4816	Computer Network/Information Services	REC PROG SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2970-81	2014-04-19	2014-04-24	METRO #927	39.95	CAD	39.95	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05469	CENTENNIAL CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	REC PROG SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2970-82	2014-04-22	2014-04-24	METRO #853	21.80	CAD	21.80	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05469	CENTENNIAL CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	REC PROG SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2971-94	2014-04-23	2014-04-25	DESERRES	54.21	CAD	54.21	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08874	CENTENNIAL (E)-INSTRL	5970	"Artist Supply Stores, Craft Shops"	REC PROG SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2971-95	2014-04-23	2014-04-25	WAL-MART #3186	32.18	CAD	32.18	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05469	CENTENNIAL CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	PROGRAM ACTIVITIES	
"PARKS, FORESTRY & RECREATION"	2975-58	2014-04-27	2014-04-29	WAL-MART #3186	44.88	CAD	44.88	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05469	CENTENNIAL CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	REC PROG SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2975-59	2014-04-27	2014-04-29	WAL-MART #3186	23.56	CAD	23.56	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05469	CENTENNIAL CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	REC PROG SUPPLIES	
					412.76	CAD	412.76	CAD								
PUBLIC HEALTH	2943-53	2014-04-02	2014-04-04	ETS CANADA	163.85	CAD	163.85	CAD	4424	CONTRACTED SERVICES - GENERAL	PH3024	PEER NUTRITION # 2	8299	Educational Services	LANGUAGE TESTING	
PUBLIC HEALTH	2943-54	2014-04-02	2014-04-04	ETS CANADA	163.85	CAD	163.85	CAD	4424	CONTRACTED SERVICES - GENERAL	PH3024	PEER NUTRITION # 2	8299	Educational Services	LANGUAGE TESTING	
PUBLIC HEALTH	2943-55	2014-04-02	2014-04-04	ETS CANADA	192.10	CAD	192.10	CAD	4424	CONTRACTED SERVICES - GENERAL	PH3024	PEER NUTRITION # 2	8299	Educational Services	LANGUAGE TESTING	
					519.80	CAD	519.80	CAD								
LEGAL SERVICES	2938-71	2014-04-01	2014-04-01	ONTARIO BAR ASSOCIATIO	333.35	CAD	333.35	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	LL0014	ADMINISTRATION-METRO HALL	8398	"Organizations, Charitable and Social Ser"	SEMINAR	
LEGAL SERVICES	2939-82	2014-03-31	2014-04-02	LAW SOCIETY OF UPPER	189.84	CAD	189.84	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	LL0014	ADMINISTRATION-METRO HALL	8111	"Attorneys, Legal Services"	SEMINAR	
LEGAL SERVICES	2939-83	2014-03-31	2014-04-02	LAW SOCIETY OF UPPER	189.84	CAD	189.84	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	LL0014	ADMINISTRATION-METRO HALL	8111	"Attorneys, Legal Services"	SEMINAR	
LEGAL SERVICES	2939-84	2014-03-31	2014-04-02	LAW SOCIETY OF UPPER	189.84	CAD	189.84	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	LL0014	ADMINISTRATION-METRO HALL	8111	"Attorneys, Legal Services"	SEMINAR	
LEGAL SERVICES	2939-85	2014-03-31	2014-04-02	LAW SOCIETY OF UPPER	189.84	CAD	189.84	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	LL0014	ADMINISTRATION-METRO HALL	8111	"Attorneys, Legal Services"	SEMINAR	
LEGAL SERVICES	2939-86	2014-03-31	2014-04-02	LAW SOCIETY OF UPPER	56.50	CAD	56.50	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	LL0014	ADMINISTRATION-METRO HALL	8111	"Attorneys, Legal Services"	SEMINAR	
LEGAL SERVICES	2939-87	2014-04-01	2014-04-02	SUN MEDIA	6.77	CAD	6.77	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	LL0014	ADMINISTRATION-METRO HALL	2741	Miscellaneous Publishing and Printing	1 MONTH SUBSCRIPTION FOR THE TORONTO SUN	
LEGAL SERVICES	2948-63	2014-04-08	2014-04-08	ONTARIO BAR ASSOCIATIO	333.35	CAD	333.35	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	LL0014	ADMINISTRATION-METRO HALL	8398	"Organizations, Charitable and Social Ser"	SEMINAR	
LEGAL SERVICES	2950-70	2014-04-08	2014-04-09	YORK U-OSGOODE PROF DE	"2,932.35"	CAD	"2,932.35"	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	LL0014	ADMINISTRATION-METRO HALL	8220	"Colleges, Universities, Professional Sch"	SEMINAR	
LEGAL SERVICES	2951-94	2014-04-09	2014-04-10	DIGITAL NEWSPAPER	11.29	CAD	11.29	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	LL0014	ADMINISTRATION-METRO HALL	5968	Direct Marketing - Continuity/Subscripti	1 MONTH SUBSCRIPTION FOR THE NATIONAL POST	
LEGAL SERVICES	2954-91	2014-04-09	2014-04-11	LAW SOCIETY OF UPPER	542.40	CAD	542.40	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	LL0014	ADMINISTRATION-METRO HALL	8111	"Attorneys, Legal Services"	SEMINAR	
LEGAL SERVICES	2954-92	2014-04-09	2014-04-11	LAW SOCIETY OF UPPER	542.40	CAD	542.40	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	LL5901	TRANSIT CITY PROJECT	8111	"Attorneys, Legal Services"	SEMINAR	
LEGAL SERVICES	2954-93	2014-04-09	2014-04-11	LAW SOCIETY OF UPPER	542.40	CAD	542.40	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	LL5901	TRANSIT CITY PROJECT	8111	"Attorneys, Legal Services"	SEMINAR	
LEGAL SERVICES	2954-94	2014-04-09	2014-04-11	LAW SOCIETY OF UPPER	542.40	CAD	542.40	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	LL0014	ADMINISTRATION-METRO HALL	8111	"Attorneys, Legal Services"	SEMINAR	
LEGAL SERVICES	2954-95	2014-04-09	2014-04-11	LAW SOCIETY OF UPPER	497.20	CAD	497.20	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	LL0014	ADMINISTRATION-METRO HALL	8111	"Attorneys, Legal Services"	SEMINAR	
LEGAL SERVICES	2954-96	2014-04-09	2014-04-11	LAW SOCIETY OF UPPER	154.24	CAD	154.24	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	LL0014	ADMINISTRATION-METRO HALL	8111	"Attorneys, Legal Services"	SEMINAR	
LEGAL SERVICES	2954-97	2014-04-09	2014-04-11	LAW SOCIETY OF UPPER	154.24	CAD	154.24	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	LL0014	ADMINISTRATION-METRO HALL	8111	"Attorneys, Legal Services"	SEMINAR	
LEGAL SERVICES	2954-98	2014-04-09	2014-04-11	LAW SOCIETY OF UPPER	154.24	CAD	154.24	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	LL0014	ADMINISTRATION-METRO HALL	8111	"Attorneys, Legal Services"	SEMINAR	
LEGAL SERVICES	2954-99	2014-04-09	2014-04-11	LAW SOCIETY OF UPPER	154.24	CAD	154.24	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	LL0014	ADMINISTRATION-METRO HALL	8111	"Attorneys, Legal Services"	SEMINAR	
LEGAL SERVICES	2954-100	2014-04-09	2014-04-11	LAW SOCIETY OF UPPER	154.24	CAD	154.24	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	LL0014	ADMINISTRATION-METRO HALL	8111	"Attorneys, Legal Services"	SEMINAR	
LEGAL SERVICES	2956-142	2014-04-10	2014-04-14	PAYPAL *FASKENMARTI	197.75	CAD	197.75	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	LL0014	ADMINISTRATION-METRO HALL	7311	Advertising Services	SEMINAR	
LEGAL SERVICES	2956-143	2014-04-11	2014-04-14	ONTARIO BAR ASSOCIATIO	113.00	CAD	113.00	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	LL0014	ADMINISTRATION-METRO HALL	8398	"Organizations, Charitable and Social Ser"	SEMINAR	
LEGAL SERVICES	2956-144	2014-04-11	2014-04-14	ONTARIO BAR ASSOCIATIO	638.45	CAD	638.45	CAD	4225	BUSINESS TRAV - PUBLIC TRANSIT	LL0014	ADMINISTRATION-METRO HALL	8398	"Organizations, Charitable and Social Ser"	ROOM RENTAL DEPOSIT FOR NOV.6/14	
LEGAL SERVICES	2956-145	2014-04-11	2014-04-14	CDW CANADA	272.75	CAD	272.75	CAD	4995	OTHER EXPENSES	LL0014	ADMINISTRATION-METRO HALL	5734	Computer Software Stores	TITLE SEARCH	
LEGAL SERVICES	2962-80	2014-04-16	2014-04-17	DIGITAL NEWSPAPER	-11.29	CAD	-11.29	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	LL0014	ADMINISTRATION-METRO HALL	5968	Direct Marketing - Continuity/Subscripti	CREDIT FOR NATIONAL POST FOR MONTH OF MAR	
LEGAL SERVICES	2964-118	2014-04-17	2014-04-21	DIGITAL NEWSPAPER	-11.29	CAD	-11.29	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	LL0014	ADMINISTRATION-METRO HALL	5968	Direct Marketing - Continuity/Subscripti	CREDIT FOR NATIONAL POST FOR MONTH OF APR	
LEGAL SERVICES	2968-47	2014-04-22	2014-04-23	FACULTY OF LAW BOOKSTO	28.25	CAD	28.25	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	LL0014	ADMINISTRATION-METRO HALL	8220	"Colleges, Universities, Professional Sch"	SEMINAR	
LEGAL SERVICES	2971-96	2014-04-24	2014-04-25	FEDERATED PRESS PUBLI.	"2,231.75"	CAD	"2,231.75"	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	LL0014	ADMINISTRATION-METRO HALL	5942	Book Stores	SEMINAR	
LEGAL SERVICES	2971-97	2014-04-24	2014-04-25	YORK U-OSGOODE PROF DE	"1,011.35"	CAD	"1,011.35"	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	LL0014	ADMINISTRATION-METRO HALL	8220	"Colleges, Universities, Professional Sch"	SEMINAR	
LEGAL SERVICES	2973-154	2014-04-24	2014-04-28	LAW SOCIETY OF UPPER	169.50	CAD	169.50	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	LL0014	ADMINISTRATION-METRO HALL	8111	"Attorneys, Legal Services"	SEMINAR	
LEGAL SERVICES	2973-155	2014-04-25	2014-04-28	LAW SOCIETY OF UPPER	154.24	CAD	154.24	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	LL0014	ADMINISTRATION-METRO HALL	8111	"Attorneys, Legal Services"	SEMINAR	
LEGAL SERVICES	2973-156	2014-04-25	2014-04-28	LAW SOCIETY OF UPPER	154.24	CAD	154.24	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	LL0014	ADMINISTRATION-METRO HALL	8111	"Attorneys, Legal Services"	SEMINAR	
LEGAL SERVICES	2973-157	2014-04-25	2014-04-28	LAW SOCIETY OF UPPER	154.24	CAD	154.24	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	LL0014	ADMINISTRATION-METRO HALL	8111	"Attorneys, Legal Services"	SEMINAR	
LEGAL SERVICES	2973-158	2014-04-25	2014-04-28	LAW SOCIETY OF UPPER	154.24	CAD	154.24	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	LL0014	ADMINISTRATION-METRO HALL	8111	"Attorneys, Legal Services"	SEMINAR	
LEGAL SERVICES	2973-159	2014-04-25	2014-04-28	LAW SOCIETY OF UPPER	154.24	CAD	154.24	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	LL0014	ADMINISTRATION-METRO HALL	8111	"Attorneys, Legal Services"	SEMINAR	
LEGAL SERVICES	2973-160	2014-04-26	2014-04-28	ONTARIO BAR ASSOCIATIO	67.80	CAD	67.80	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	LL0014	ADMINISTRATION-METRO HALL	8398	"Organizations, Charitable and Social Ser"	SEMINAR	
LEGAL SERVICES	2977-89	2014-04-28	2014-04-30	THE ADVOCATES SOCIETY	383.24	CAD	383.24	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	LL0014	ADMINISTRATION-METRO HALL	8641	"Associations - Civic, Social, and Frater"	SEMINAR	
LEGAL SERVICES	2977-90	2014-04-30	2014-04-30	ONTARIO BAR ASSOCIATIO	497.20	CAD	497.20	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	LL0014	ADMINISTRATION-METRO HALL	8398	"Organizations, Charitable and Social Ser"	SEMINAR	
					"14,230.63"	CAD	"14,230.63"	CAD								
ACCOUNTING SERVICES 	2956-146	2014-04-11	2014-04-14	FOUR POINTS BY SHERATO	271.20	CAD	271.20	CAD	4252	CONFERENCES/SEMINARS - ACCOMMODATION	FS0034	FINANCIAL RPTG-GL&FINCL RPTG	7011	"Lodging - Hotels, Motels, Resorts - Not"	HOTEL FOR OMBI SPRING FORUM 2014	
ACCOUNTING SERVICES 	2956-147	2014-04-11	2014-04-14	FOUR POINTS BY SHERATO	275.72	CAD	275.72	CAD	4252	CONFERENCES/SEMINARS - ACCOMMODATION	FS0033	FINANCIAL RPTG-ACCOUNTS RECEIVABLE	7011	"Lodging - Hotels, Motels, Resorts - Not"	HOTEL FOR OMBI SPRING FORUM 2014	
ACCOUNTING SERVICES 	2964-119	2014-04-17	2014-04-21	FOUR POINTS BY SHERATO	-40.68	CAD	-40.68	CAD	4252	CONFERENCES/SEMINARS - ACCOMMODATION	FS0033	FINANCIAL RPTG-ACCOUNTS RECEIVABLE	7011	"Lodging - Hotels, Motels, Resorts - Not"	CREDIT BACK ON HOTEL STAY AT OMBI	
ACCOUNTING SERVICES 	2964-120	2014-04-17	2014-04-21	FOUR POINTS BY SHERATO	-21.47	CAD	-21.47	CAD	4252	CONFERENCES/SEMINARS - ACCOMMODATION	FS0034	FINANCIAL RPTG-GL&FINCL RPTG	7011	"Lodging - Hotels, Motels, Resorts - Not"	CREDIT BACK ON HOTEL STAY AT OMBI	
					484.77	CAD	484.77	CAD								
"PARKS, FORESTRY & RECREATION"	2938-72	2014-03-28	2014-04-01	CDN TIRE STORE #00182	63.26	CAD	63.26	CAD	3025	M & E - JANITORIAL	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5200	Home Supply Warehouse	SHOP VAC	
"PARKS, FORESTRY & RECREATION"	2942-67	2014-04-02	2014-04-03	MACMILLANS	306.23	CAD	306.23	CAD	2710	GENERAL HARDWARE	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5533	"Automotive Parts, Accessories Stores"	ACCESS PEGS	
"PARKS, FORESTRY & RECREATION"	2943-56	2014-04-03	2014-04-04	PRINCESS AUTO #36	129.26	CAD	129.26	CAD	2710	GENERAL HARDWARE	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5085	Industrial Supplies Not Elsewhere Classi	RATCHET ROTATOR	
"PARKS, FORESTRY & RECREATION"	2954-101	2014-04-10	2014-04-11	ROMA FENCE LTD	896.45	CAD	896.45	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5211	"Building Materials, Lumber Stores"	INSTALL CHAINLINK  GATES	
"PARKS, FORESTRY & RECREATION"	2958-56	2014-04-13	2014-04-15	THE HOME DEPOT #7080	84.55	CAD	84.55	CAD	2710	GENERAL HARDWARE	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5200	Home Supply Warehouse	5 SH BLACK	
"PARKS, FORESTRY & RECREATION"	2962-81	2014-04-16	2014-04-17	ROMA FENCE LTD	485.31	CAD	485.31	CAD	2710	GENERAL HARDWARE	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5211	"Building Materials, Lumber Stores"	FENCE HARDWARE	
"PARKS, FORESTRY & RECREATION"	2970-83	2014-04-23	2014-04-24	ROMA FENCE LTD	983.26	CAD	983.26	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5211	"Building Materials, Lumber Stores"	CHAINLINK FENCE AND FENCE POST	
"PARKS, FORESTRY & RECREATION"	2977-91	2014-04-29	2014-04-30	ROMA FENCE LTD	983.26	CAD	983.26	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5211	"Building Materials, Lumber Stores"	CHAINLINK FENCE	
					"3,931.58"	CAD	"3,931.58"	CAD								
"PARKS, FORESTRY & RECREATION"	2938-73	2014-03-31	2014-04-01	MARCHANT'S SCHOOL SPOR	158.09	CAD	158.09	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13352	INSTRCT SPORTS - WARDEN CC	5941	Sporting Goods Stores	VOLLEYBALL NETS	
"PARKS, FORESTRY & RECREATION"	2939-88	2014-03-31	2014-04-02	WAL-MART # 3111	49.44	CAD	49.44	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13347	GEN INTRST & CLUBS - WARDEN CC	5411	"Grocery Stores, Supermarkets"	"ICING SUGAR, VANILLA EXTRACT,BAKING CUPS"	
"PARKS, FORESTRY & RECREATION"	2942-68	2014-04-02	2014-04-03	MARCHANT'S SCHOOL SPOR	282.78	CAD	282.78	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13335	WARDEN CC - PRGM SUPPORT	5941	Sporting Goods Stores	MATS FOR PROGRAMS	
"PARKS, FORESTRY & RECREATION"	2946-98	2014-04-04	2014-04-07	DOLLAR TREE CANADA STO	36.73	CAD	36.73	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13348	ARTS - WARDEN CC	5331	Variety Stores	"FOAM SHEETS,ART CANVASSES,BALLOONS,CLOTHS"	
"PARKS, FORESTRY & RECREATION"	2946-99	2014-04-04	2014-04-07	WAL-MART #3159	38.10	CAD	38.10	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12841	RC- CITY WIDE - YOUTH -YOUTH OUTREACH	5411	"Grocery Stores, Supermarkets"	"JUICE, CHIPS, SALSA, POPCORN"	
"PARKS, FORESTRY & RECREATION"	2946-100	2014-04-04	2014-04-07	WAL-MART #3159	7.48	CAD	7.48	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13347	GEN INTRST & CLUBS - WARDEN CC	5411	"Grocery Stores, Supermarkets"	"ALKA SELTZER, WATER FOR SCIENCE CLASS"	
"PARKS, FORESTRY & RECREATION"	2951-95	2014-04-08	2014-04-10	WAL-MART #3159	160.73	CAD	160.73	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13347	GEN INTRST & CLUBS - WARDEN CC	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2954-102	2014-04-09	2014-04-11	WAL-MART #3159	40.84	CAD	40.84	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13347	GEN INTRST & CLUBS - WARDEN CC	5411	"Grocery Stores, Supermarkets"	PLAYDOUGH	
"PARKS, FORESTRY & RECREATION"	2962-82	2014-04-15	2014-04-17	WAL-MART #3159	140.68	CAD	140.68	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13347	GEN INTRST & CLUBS - WARDEN CC	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2964-121	2014-04-16	2014-04-21	WAL-MART #3159	10.08	CAD	10.08	CAD	2570	JANITORIAL SUPPLIES	P13335	WARDEN CC - PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	KLEENEX	
"PARKS, FORESTRY & RECREATION"	2970-84	2014-04-22	2014-04-24	WAL-MART #3159	110.35	CAD	110.35	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13347	GEN INTRST & CLUBS - WARDEN CC	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2971-98	2014-04-23	2014-04-25	YOUR DOLLAR STORE WITH	21.47	CAD	21.47	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13348	ARTS - WARDEN CC	5999	Miscellaneous and Specialty Retail Store	CANVASSSES FOR ART CLASSES	
"PARKS, FORESTRY & RECREATION"	2973-161	2014-04-24	2014-04-28	RONA # 55140	6.55	CAD	6.55	CAD	2730	LOCKS	P13335	WARDEN CC - PRGM SUPPORT	5251	Hardware Stores	KEYS	
"PARKS, FORESTRY & RECREATION"	2975-60	2014-04-25	2014-04-29	RONA # 55140	174.37	CAD	174.37	CAD	2730	LOCKS	P13335	WARDEN CC - PRGM SUPPORT	5251	Hardware Stores	"CHAINS , PADLOCKS"	
"PARKS, FORESTRY & RECREATION"	2977-92	2014-04-28	2014-04-30	WAL-MART #3159	85.18	CAD	85.18	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13347	GEN INTRST & CLUBS - WARDEN CC	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES	
					"1,322.87"	CAD	"1,322.87"	CAD								
TORONTO WATER	2971-99	2014-04-24	2014-04-25	POWERTRADE ELECTRIC LT	35.57	CAD	35.57	CAD	2575	ELECTRICAL SUPPLIES	TW7072	WTR TREAT & SUPPLY: TRANSMISSION - EAST	1731	Electrical Contractors	AMBER- 120V AND RED 120V	
					35.57	CAD	35.57	CAD								
"PARKS, FORESTRY & RECREATION"	2942-69	2014-04-02	2014-04-03	NOFRILLS LUCIANO'S #34	14.33	CAD	14.33	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10965	ST LAWRENCE-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	"BUTTER, APPLES"	
"PARKS, FORESTRY & RECREATION"	2942-70	2014-04-02	2014-04-03	NOFRILLS LUCIANO'S #34	37.89	CAD	37.89	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08634	ST LAWRENCE-INSTRL	5411	"Grocery Stores, Supermarkets"	"PINEAPPLE,RASPBERRIES, STRAWBERRIES,PEACHES,APPLES"	
"PARKS, FORESTRY & RECREATION"	2951-96	2014-04-09	2014-04-10	NOFRILLS LUCIANO'S #34	29.10	CAD	29.10	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08634	ST LAWRENCE-INSTRL	5411	"Grocery Stores, Supermarkets"	VEGGIE SHEPPARDS PIE	
"PARKS, FORESTRY & RECREATION"	2951-97	2014-04-09	2014-04-10	NOFRILLS LUCIANO'S #34	6.52	CAD	6.52	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10965	ST LAWRENCE-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	YOGURT FRUIT PLATTERS	
"PARKS, FORESTRY & RECREATION"	2962-83	2014-04-16	2014-04-17	SOBEYS #876        QPS	29.39	CAD	29.39	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08634	ST LAWRENCE-INSTRL	5411	"Grocery Stores, Supermarkets"	"WAX PAPER, EGGS, ZUCCINI"	
"PARKS, FORESTRY & RECREATION"	2970-85	2014-04-23	2014-04-24	NOFRILLS LUCIANO'S #34	6.47	CAD	6.47	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10965	ST LAWRENCE-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	KALE CHIPS	
"PARKS, FORESTRY & RECREATION"	2970-86	2014-04-23	2014-04-24	NOFRILLS LUCIANO'S #34	29.27	CAD	29.27	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08634	ST LAWRENCE-INSTRL	5411	"Grocery Stores, Supermarkets"	PUMPKIN VEGGIE SOUP	
"PARKS, FORESTRY & RECREATION"	2977-93	2014-04-29	2014-04-30	NOFRILLS LUCIANO'S #34	31.99	CAD	31.99	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10965	ST LAWRENCE-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	MEXICAN PASTA	
"PARKS, FORESTRY & RECREATION"	2977-94	2014-04-29	2014-04-30	NOFRILLS LUCIANO'S #34	36.27	CAD	36.27	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08634	ST LAWRENCE-INSTRL	5411	"Grocery Stores, Supermarkets"	SESAME CHICKEN STIR FRY	
					221.23	CAD	221.23	CAD								
"PARKS, FORESTRY & RECREATION"	2938-74	2014-03-28	2014-04-01	WAL-MART # 3000	64.21	CAD	64.21	CAD	2570	JANITORIAL SUPPLIES	P03165	LAMOREAUX CC-HOLIDAY CAMPS	5310	Discount Stores	SANITARY WIPES	
"PARKS, FORESTRY & RECREATION"	2938-75	2014-03-28	2014-04-01	WAL-MART # 3000	16.76	CAD	16.76	CAD	2575	ELECTRICAL SUPPLIES	P02253	LAMOREAUX CC-ARTS-VISL/PERF	5310	Discount Stores	ADAPTER CORD FOR SOUND SYSTEM	
"PARKS, FORESTRY & RECREATION"	2942-71	2014-04-01	2014-04-03	CDN TIRE STORE #00264	33.87	CAD	33.87	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08946	LAMOREAUX CC-INSTRL	5200	Home Supply Warehouse	TABLE TENNIS BALLS	
"PARKS, FORESTRY & RECREATION"	2946-101	2014-04-04	2014-04-07	RCSS SCARBOROUGH #2809	8.84	CAD	8.84	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02253	LAMOREAUX CC-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	"OIL, DISH SOAP - SCIENCE PROGRAM"	
"PARKS, FORESTRY & RECREATION"	2954-103	2014-04-09	2014-04-11	RONA # 55340	8.44	CAD	8.44	CAD	2401	LUBRICANTS	P07690	LAMOREAUX-PRGM SUPPORT	5251	Hardware Stores	LUBRICANT FOR OFFICE GATE	
"PARKS, FORESTRY & RECREATION"	2956-148	2014-04-10	2014-04-14	PRESTIGE TROPHY AND AW	96.05	CAD	96.05	CAD	2791	"RIBBONS, MEDALS & TROPHIES"	P12841	RC- CITY WIDE - YOUTH -YOUTH OUTREACH	5999	Miscellaneous and Specialty Retail Store	TROPHY-YOUTH RECOGNITION NIGHT	
"PARKS, FORESTRY & RECREATION"	2956-149	2014-04-10	2014-04-14	WAL-MART # 3000	17.20	CAD	17.20	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02253	LAMOREAUX CC-ARTS-VISL/PERF	5310	Discount Stores	SUPPLIES FOR SCIENCE CLASS PROJECT	
